FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ETS1	0.773666650720591	0.93578970874	0.0645079782375	0.12047776321	0.983852017401	0.98841173087	0.9876159886
FOS	0.710675067506751	0.899260305767	0.297052369996	0.10159702793	0.974215530144	0.9824124334	0.980692287523
FOSL1	0.671587158715872	0.832136478815	0.252811112895	0.130203004496	0.940770676133	0.956800615285	0.952295771204
GABP	0.72960096009601	0.780241017573	0.171601216441	0.248813927789	0.891690561388	0.903689369677	0.900269786706
GATA1	0.539345934593459	0.951948615663	0.371023519459	0.108045907871	0.979889360913	0.983956753167	0.983263258115
GATA2	0.552307230723072	0.895081929942	0.38990116467	0.0745508598858	0.94783654087	0.953159485492	0.951400024783
IRF1	0.845352287813248	0.617317401722	0.189711237291	0.404981428301	0.747310273806	0.779604278709	0.768858355759
JUN	0.62146560419242	0.931202574627	0.511342839619	0.127591671389	0.983295047837	0.987211037473	0.986317438366
JUND	0.658445844584458	0.80481819487	0.281713287291	0.13413925556	0.920049381267	0.938574947773	0.93297282698
MAFF	0.727296729672967	0.354569315722	0.179203825809	0.366933301979	0.449720757784	0.473285542856	0.464038667915
MAFK	0.613781060803494	0.405381921154	0.205896485763	0.323166204688	0.498075275852	0.52000742024	0.51148301324
MAX	0.716520100720001	0.872401742762	0.238317913405	0.0581513213356	0.947733662946	0.957869257177	0.954564933728
MEF2A	0.493190798654481	0.903890923818	0.202500271103	0.357364652927	0.953183011375	0.957694525103	0.956102166485
MYC	0.60596768635211	0.957127463035	0.241751626103	0.0804744100542	0.990001462977	0.992194688395	0.99169127936
NFE2	0.604596459645965	0.872348975882	0.520207512414	0.63611224389	0.963951897779	0.972210189478	0.969872674687
NFYA	0.682088208820882	0.715343923427	0.146547438008	0.204374898721	0.80371205638	0.823895490138	0.817383693487
NFYB	0.793497730269789	0.444633376061	0.104529228663	0.372782810277	0.537097764194	0.567201079186	0.556969961466
NR2F2	0.864208198728666	0.829522288286	0.155702612188	0.0749745276137	0.913172890037	0.926312051658	0.922459000744
NRF1	0.310723072307231	0.751593156559	0.511289270051	0.435844799319	0.912236415108	0.717608394603	0.757865202412
PU1	0.658737826221438	0.590839477468	0.111375972242	0.361589759126	0.728085645034	0.745883854368	0.738125403732
RAD21	0.432991299129913	0.731035790537	0.709984137179	0.548297470906	0.941837262583	0.958187401605	0.953918602302
REST	0.841135683823606	0.379942707425	0.250594155022	0.62302801007	0.519904389916	0.567224664977	0.551264659742
RFX5	0.858259849631074	0.679227527784	0.162606714244	0.308731435246	0.775526066594	0.80337426685	0.794278211543
SIX5	0.840398561055571	0.866550896227	0.225070470313	0.411617076619	0.939815597394	0.951541145146	0.947941351725
SMC3	0.432595259525953	0.737626745023	0.690780198736	0.547877176264	0.931281009619	0.944436891757	0.940234289762
SP1	0.646216621662166	0.900090545324	0.525211841155	0.24192368619	0.968225557425	0.973574706661	0.972207949196
SP2	0.574361159201983	0.876425696996	0.414389032925	0.271899965688	0.958905140003	0.965605437387	0.963698824413
SRF	0.754778006482275	0.747804402663	0.113311157578	0.309186953324	0.848331225531	0.866439922442	0.860426114466
STAT1	0.817714037206282	0.894784822114	0.14085477969	0.146846871425	0.945958883829	0.95347065522	0.950729800033
STAT2	0.780119713854867	0.782988011287	0.216828669222	0.476823989539	0.875244872554	0.892141264358	0.886430572775
STAT5A	0.868754875487549	0.882956374748	0.221313670474	0.104010234139	0.948103524161	0.957158015933	0.954353776879
TAL1	0.508202820282028	0.866987805305	0.121560156516	0.243057576547	0.954727161564	0.960870097905	0.958552477527
THAP1	0.666288622165367	0.89861965005	0.138378850036	0.0680162109137	0.961884172592	0.972214218424	0.969563564802
TR4	0.641273365826168	0.794678909008	0.227852857885	0.541676012377	0.866796464106	0.881683373818	0.876845160287
USF1	0.559937353369537	0.654882654198	0.265173447548	0.269357417009	0.779639828867	0.795681496295	0.788661710928
USF2	0.398275412036044	0.878947457852	0.414272953585	0.293562808976	0.953218555974	0.956432953393	0.954681354232
YY1	0.807414430474354	0.883890703906	0.280473893773	0.541752515775	0.931799162972	0.940938509411	0.937868397014
ZBTB33	0.391887188718872	0.573409982631	0.349371068607	0.238177961428	0.719614523418	0.73439653152	0.72739514659
ZBTB7A	0.681148288657378	0.776892693019	0.238534553568	0.0254316093442	0.8858406082	0.902135833611	0.896570981285
ZNF143	0.854037965914333	0.81746882699	0.180965744676	0.298261686108	0.907478434466	0.922400927464	0.917646094859
ZNF263	0.924253516460397	0.483747012368	0.112765711623	0.258814144583	0.602391604395	0.629864138853	0.620788465891
