FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Protection_H1hesc_protection_mean	Protection_H1hesc_protection_median	Protection_H1hesc_protection_std	Protection_GM12878_protection_mean	Protection_GM12878_protection_median	Protection_GM12878_protection_std	Protection_protection_ks_stat	Protection_protection_ks_pvalue	Protection_H1hesc_tc_mean	Protection_H1hesc_tc_median	Protection_H1hesc_tc_std	Protection_GM12878_tc_mean	Protection_GM12878_tc_median	Protection_GM12878_tc_std	Protection_tc_ks_stat	Protection_tc_ks_pvalue	Protection_H1hesc_fos_mean	Protection_H1hesc_fos_median	Protection_H1hesc_fos_std	Protection_GM12878_fos_mean	Protection_GM12878_fos_median	Protection_GM12878_fos_std	Protection_fos_ks_stat	Protection_fos_ks_pvalue	Protection_H1hesc_flr_mean	Protection_H1hesc_flr_median	Protection_H1hesc_flr_std	Protection_GM12878_flr_mean	Protection_GM12878_flr_median	Protection_GM12878_flr_std	Protection_flr_ks_stat	Protection_flr_ks_pvalue
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.0117723034873	0.00970474789604	0.00990820758275	0.00991744443746	0.00811812258808	0.00728459799568	-0.22537998662	-300.0	0.388661791169	0.392156204162	0.026488106253	0.505415606004	0.510499940583	0.0360822141204	0.0208654308229	-300.0	0.394828817096	0.392931724031	0.0692504990811	0.383454320949	0.375034366184	0.0437536720369	-0.076674916542	-18.3669619735	0.303844202005	0.303776387198	0.0184370130528	0.300999471268	0.300859277126	0.0173047347214	-0.0617066529957	-36.6140632891
MAFB	-0.3975071222	5.0393535	4.6418463778	0.0100516626353	0.00882502041673	0.00879949544557	0.0113594874832	0.010258762772	0.0103029518243	0.0850657941713	-227.967940677	0.418350303583	0.425374422508	0.0293311387351	0.546377142204	0.550921065281	0.0355515660244	0.0158007220449	-300.0	0.311663209213	0.307190624499	0.040183976259	0.321222564577	0.308068085106	0.0635164819181	0.0296955403087	-12.6314526972	0.324426188484	0.324476408723	0.0306164587523	0.321464541871	0.321885070916	0.0189596477498	-0.0368956624346	-36.1905092739
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.0198599767242	0.0164594208906	0.0100979199198	0.0212055542789	0.0185078492571	0.0110736561567	0.0657468258977	-300.0	0.435614325009	0.444611663821	0.0294449816149	0.565527805005	0.570481860979	0.0361486206445	0.0150812362806	-300.0	0.488534312775	0.485059173864	0.0423689810445	0.500431726791	0.485112670838	0.0682305534486	0.0291205607539	-32.8306902959	0.319473695163	0.317562897775	0.0349029650485	0.32039050772	0.320181090349	0.0572323553807	0.0246436598311	-11.6558205204
GFI1B	-0.3699532556	5.525732	5.1557787444	0.0128343657788	0.0108847273166	0.00664437583893	0.0112153838326	0.00958783878378	0.00557803831474	-0.357842957921	-300.0	0.39961402999	0.404867159819	0.0286223319907	0.521194192013	0.527422412958	0.0366982637285	0.0332642993834	-300.0	0.337836882161	0.335249743984	0.0573758278592	0.331283759921	0.322960027957	0.0408498517733	-0.0211359104447	-24.4135305015	0.349051749786	0.348778979702	0.0319466957561	0.343828841814	0.344489269779	0.0201234673157	-0.108948485409	-86.9091227334
INSM1	-0.3575675111	6.7003285	6.3427609889	0.0177082514257	0.0150008493634	0.0103957247037	0.0185479493871	0.016146002185	0.0109733035392	0.0625192222503	-300.0	0.62541147889	0.628422426317	0.0295709870844	0.478239666986	0.485237171464	0.0261206583204	-0.00826574084336	-300.0	0.39202414548	0.380257066885	0.0406497145636	0.399458308621	0.387011187134	0.0699969108718	0.0061449967713	-42.8789816468	0.298471046826	0.296951388401	0.0324552543993	0.295129535642	0.294329769323	0.0323775748911	-0.0169742195388	-34.109701425
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.0539298352286	0.0497980898908	0.0138219989396	0.0573683814222	0.0537618616407	0.014593752581	0.0359944388097	-300.0	0.424368844224	0.430157724681	0.0276116331363	0.554501107612	0.556413509733	0.0289524095094	0.00626385471763	-300.0	0.390332483258	0.388313691375	0.0555072024559	0.382825800543	0.374505036563	0.0412245577091	-0.0438656779769	-72.2074460893	0.319103565852	0.31893946934	0.0280342730421	0.316625473947	0.315969772832	0.0211397291129	-0.0431323075363	-66.012947524
MECOM	-0.3505778778	2.913285	2.5627071222	0.007436946789	0.0054866967689	0.0076985946599	0.00852316280865	0.00691404150361	0.0103921267651	0.0759365088061	-226.18195545	0.358127924152	0.362602099833	0.0237510610408	0.445413365422	0.449687703193	0.0337883566996	0.0523228394965	-300.0	0.401901951745	0.39965733251	0.0669203176629	0.388399047286	0.381318583542	0.0498441245414	-0.0271337380373	-8.34026870723	0.293375860871	0.292902688955	0.0253000034353	0.290342169329	0.289903686855	0.0219840138559	-0.0493035156641	-36.726252166
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.0132351311218	0.0114457762685	0.00969300392456	0.0104563327471	0.00952388809449	0.0075652475927	-0.0407653688484	-300.0	0.399485962122	0.404256508924	0.0232290177449	0.50049673174	0.505285442838	0.0312688162001	0.0157801031919	-300.0	0.489711998723	0.488324304464	0.052412846512	0.476507739791	0.471397530336	0.0400650766107	-0.0773627683395	-35.1125617652	0.313925713062	0.31357265192	0.0254582914084	0.311684651309	0.311134094626	0.0224435255675	-0.0365409849164	-54.0848370289
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.051752639186	0.0355825727138	0.0500172726204	0.062358086398	0.0456149660767	0.0530600480609	0.0190440626957	-53.2697279499	0.303117272094	0.313627561188	0.0374048483968	0.385361354757	0.392683587866	0.0451940582801	0.217542342496	-300.0	0.284360773829	0.276074979884	0.0623746310839	0.295123117153	0.277981450397	0.0989173213606	0.0469685636976	-1.65797038301	0.308580446102	0.308885139335	0.0276669487376	0.30678252522	0.306500755549	0.0187769988638	-0.10108183911	-43.1714373947
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.0539139726346	0.0496445024528	0.013893123703	0.0571492925893	0.0532911188404	0.0147673807328	0.0400494847715	-300.0	0.424807539846	0.430615012411	0.0278707709568	0.553809173472	0.555607617811	0.0295106830418	0.00856703992586	-300.0	0.432639979501	0.430627910271	0.0556760581735	0.426284183398	0.417880414576	0.0407148648786	-0.0332625725661	-73.3637070385	0.296592817284	0.29653794193	0.0307990713803	0.294515992823	0.293740935363	0.0207631799672	-0.0287101879756	-56.8970886999
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.0142919125579	0.0137753597346	0.00847484583479	0.0113225542851	0.0104938899016	0.00742863145192	-0.146462395301	-300.0	0.420962785571	0.424370438634	0.0241657919119	0.544874795501	0.549981506262	0.0318817591487	0.00885074665478	-300.0	0.365413742068	0.363511064035	0.052469677281	0.354712566165	0.348868643901	0.0469971950669	-0.0391647959654	-20.7462869598	0.27067858062	0.270421770951	0.0231163146087	0.267138760063	0.267777277526	0.0202244418903	-0.0331530556006	-34.6523777779
CTCF	-0.2180552611	8.924475	8.7064197389	0.00584172400568	0.00477156827799	0.00485287161595	0.00634966249104	0.00520808085046	0.00492849021204	0.153435612514	-300.0	0.45053062148	0.455774363508	0.0262018799953	0.586077365388	0.590149536049	0.030244564985	0.00130118041902	-300.0	0.406811343298	0.404055773088	0.0539562946619	0.401298020676	0.391839694769	0.0380371786454	-0.0294668535466	-138.759223581	0.329677555935	0.328562905735	0.044255982947	0.326454368424	0.325634109389	0.0370598576712	-0.00181612072498	-71.8533502568
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.0529230964787	0.0486842273595	0.016445107428	0.0543760914517	0.0491916364951	0.0166789728347	0.173281049651	-79.1460966517	0.428861220185	0.434705240633	0.0273784711245	0.556967804021	0.562490521081	0.0349987604603	0.0203734276761	-300.0	0.540423218538	0.538304023723	0.0474720813647	0.539501367328	0.53060079945	0.0302343390688	-0.015330862654	-20.1391917097	0.301854356804	0.300595751596	0.0227672616278	0.302660184495	0.302456279191	0.0318503856444	0.00158637167735	-16.4411970735
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.00945516687256	0.00808857086745	0.00592312909754	0.0110152708403	0.00913266775277	0.00820152743026	0.0652220577645	-300.0	0.61493110273	0.618353110913	0.0265769231264	0.465725958516	0.469044902148	0.022115768171	-0.00416004627369	-300.0	0.347566946233	0.341929690591	0.0429282727745	0.354913365077	0.353208492451	0.0556216029097	0.00362452772889	-19.5600985003	0.261986350143	0.261701826696	0.0191003462702	0.263340278722	0.263018272528	0.0230794402353	0.0304049416609	-12.8099341845
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.0103267050566	0.00894197977934	0.00880616122704	0.0115838725113	0.00948075168138	0.00948744954496	0.0102059784125	-300.0	0.414947116319	0.420247269093	0.0276653084476	0.549764603191	0.55392792272	0.0336667717709	0.0173444363354	-300.0	0.41699525005	0.414568578196	0.0512689804826	0.407888995594	0.400541312934	0.0398298175878	-0.0343733679635	-30.184642852	0.288214732849	0.288183400702	0.0208676657405	0.289776021806	0.290337679096	0.0325388824221	0.00484603696473	-16.3834331536
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.00862134297163	0.00670482370301	0.0106157787955	0.00670804050523	0.00504452809711	0.00861526952387	-0.0248282253865	-300.0	0.401787061712	0.405356479174	0.0232297185264	0.509058469782	0.51410809213	0.0323230185651	0.0279615709344	-300.0	0.224811323453	0.21748909032	0.0431668451717	0.224914889843	0.222031753011	0.0618376892288	0.0302594002856	-2.84858747574	0.29007790113	0.2893943218	0.0155579047659	0.290432575681	0.290045298806	0.0246529640778	0.0308373073117	-6.88971279015
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.0146026281787	0.0130338517351	0.00740737453434	0.0124916140905	0.0112873981715	0.00647262329171	-0.047327946018	-300.0	0.428408097135	0.432953686065	0.0253734240544	0.560366985792	0.565060200286	0.0306691708216	0.0131962472676	-300.0	0.343513093882	0.340523738034	0.0502658026628	0.337289304328	0.32926365677	0.039819165871	-0.024758445194	-45.8349337932	0.282370707239	0.281772938708	0.0281614427229	0.283358429733	0.283351415619	0.0332590307065	0.0170475127168	-17.6867622377
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.0635894513215	0.048096788216	0.030294137623	0.0491145166521	0.0404836953753	0.0236564648876	-0.405144254987	-300.0	0.448408923211	0.453440223568	0.0222017965496	0.592720331754	0.597423738416	0.0330642266501	0.00159693247051	-300.0	0.451042956584	0.448403259436	0.0545399196816	0.445316879612	0.437415854026	0.0310268685404	-0.0626080974843	-7.75352348692	0.337252229335	0.336494229092	0.0193871379847	0.333953758695	0.333898248791	0.0137635575072	-0.0883480861642	-43.264207791
USF1	-0.1057473167	7.4895785833	7.3838312667	0.0125098386487	0.0104617008292	0.0104037747325	0.00996056594788	0.00811594414023	0.00795911099912	-0.146165212104	-300.0	0.329520542558	0.33938432396	0.0410600890225	0.42690750134	0.429890964382	0.0419259376568	0.161395716751	-300.0	0.295214825119	0.287294416143	0.0498075216965	0.306435407518	0.28839021206	0.0777183346369	0.0598568279696	-7.93753839269	0.336433297821	0.33475374965	0.0289185206995	0.338819749671	0.33681776102	0.0494404381102	0.00312165949921	-19.8936842563
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.0062634475998	0.00520305685507	0.00447685632873	0.00727272118896	0.00618238445834	0.00561038917577	0.0145800804404	-300.0	0.442240602937	0.449903957071	0.0287272516217	0.573727748236	0.5793087605	0.0328082697186	0.0202945338655	-300.0	0.463960901589	0.453783308501	0.0399675188426	0.464424700302	0.461125712586	0.0588507002222	0.0243327081229	-52.1953013741	0.302960542348	0.300958880572	0.0383131934634	0.304021854945	0.302605331969	0.0532837890046	0.0483642121922	-9.05321270202
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.00778279839626	0.00720664683075	0.00687654509847	0.00975909346903	0.0088679143763	0.0105546864738	0.0056909223227	-300.0	0.314048208082	0.319485538197	0.0268161168669	0.372906899294	0.37859170801	0.0356941381781	0.245212987833	-300.0	0.496209644146	0.494245085107	0.0585404842722	0.483540325712	0.479029497079	0.0473237618691	-0.0343288202202	-9.5950281332	0.284232844188	0.284021826311	0.0195069047666	0.284840829501	0.284956887371	0.0247844069923	0.0398445181944	-6.71654219634
ZNF143	-0.0648688222	6.154257	6.0893881778	0.0348796688935	0.0317526057933	0.0167023355348	0.0383060385303	0.0347651674544	0.0179459810194	0.141307235864	-110.731759212	0.461919067495	0.466503584797	0.023992409777	0.604381413116	0.6085548428	0.0294559906139	0.00275473905223	-300.0	0.46649104048	0.464518735107	0.0687439304066	0.463412905004	0.453314771596	0.0460542421833	-0.0163245786989	-15.0667729711	0.336990034632	0.336586031212	0.0209104284409	0.338076980906	0.337913438849	0.0214166095005	0.0202667198887	-9.33254570067
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.0168883928723	0.0157042179705	0.00525271364124	0.0189291395981	0.0170785647128	0.00836839059693	0.0283298372077	-300.0	0.403418733087	0.407441319626	0.0238194616409	0.528470596903	0.532081418979	0.0308310926589	0.0176953061512	-300.0	0.342446822133	0.338289564161	0.0415216810161	0.348507010033	0.346297476686	0.0530388992178	0.0230766045979	-9.477836261	0.287594709094	0.287155905057	0.0199779146999	0.284741291509	0.285036317179	0.0157743681991	-0.0298881203865	-37.1282470353
HNF4A	-0.0595492111	4.6226812222	4.5631320111	0.0211797196728	0.0193563436969	0.0089220358935	0.0190671848859	0.0172654254283	0.00852451844801	-0.0810388815905	-300.0	0.470503736085	0.475323679627	0.0242240739226	0.618582681962	0.618274771141	0.0274184370819	0.000519671688183	-300.0	0.321942720772	0.318615636679	0.060835238511	0.32142391472	0.309449928788	0.0389961853334	-0.00288933340172	-25.7788972809	0.3017695784	0.301367017343	0.02190721565	0.303169340606	0.30326734932	0.033245697155	0.00611982123934	-19.0885609701
NRF1	-0.0572260667	6.468081	6.4108549333	0.00781011896958	0.00656625496787	0.00771561802159	0.00988281925974	0.0081225427592	0.00964577106822	0.114254050327	-220.246521754	0.39081149163	0.39234322215	0.0254226039431	0.498244938483	0.504315129352	0.0347478910414	0.0388733976078	-300.0	0.52542815624	0.523395994996	0.0370329518275	0.518876768638	0.513841105296	0.0328524257045	-0.0092811225303	-12.8352473943	0.340436986265	0.340654290095	0.0210655482218	0.341934446147	0.341958811963	0.0244840726094	0.0155968892025	-12.7300232624
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0149434054553	0.0121791621065	0.0108855467777	0.0150364365683	0.0128907428407	0.0117692154895	0.139451650677	-300.0	0.452849291814	0.459884244192	0.0277469055336	0.588878990814	0.591891992373	0.0300524850765	0.0109375046378	-300.0	0.38255507345	0.373522449176	0.0384830415372	0.387250731003	0.378914637105	0.0613591056629	0.0429452193733	-26.6210087116	0.315853713761	0.314480488	0.0261463597106	0.316127355955	0.31601252304	0.041113901295	0.0328187455521	-13.5300051878
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.108652426485	0.10098235192	0.0461096371316	0.129195278392	0.122369395608	0.0505939186222	0.0327065074556	-300.0	0.419685831987	0.430524679887	0.0380990042155	0.564131339843	0.570888829737	0.0500427063481	0.0714979275205	-300.0	0.370947219753	0.3666854939	0.0437546268814	0.385640368661	0.36834608777	0.0756064839846	0.0086538143853	-32.5237253274	0.340485896403	0.338669980184	0.0483071307189	0.345096896539	0.339181319039	0.0866734929339	0.0293188862491	-10.3332449191
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.00577559899985	0.0035529155622	0.0111508068166	0.00773620288406	0.0059057894243	0.0170326968734	0.00586379418555	-112.321083261	0.262447783242	0.273686217565	0.0371506822537	0.325381740236	0.331377087225	0.0435946466677	0.288484022212	-300.0	0.420709446163	0.411562301699	0.0603879030592	0.425208296638	0.415843125533	0.0892639767651	0.0175548589342	-3.76896274701	0.263521326255	0.263072212414	0.0235112014192	0.261486640663	0.261471310198	0.0189858231861	-0.0150454039697	-15.7149019707
HLF	-0.0325434111	3.2289502222	3.1964068111	0.00883797677443	0.00680917793291	0.0124335103139	0.00666785679687	0.00470870029428	0.0102514754294	-0.0484183273356	-248.97151272	0.37109195169	0.377272859669	0.0341113148216	0.474488985552	0.483397465159	0.0420842389605	0.138249636031	-300.0	0.348452081753	0.334352508562	0.0542051852518	0.363414891309	0.340124555097	0.0903477325077	0.0325566590272	-2.62385291933	0.27668957476	0.27674867008	0.0272464750146	0.276599431004	0.275738934421	0.0210553238279	-0.0136661118913	-13.8524096338
PPARG	-0.0284577778	2.7755172778	2.7470595	0.0122621787129	0.01114317031	0.00710197671754	0.0140686904899	0.012979679521	0.00846020977267	0.0662112305998	-300.0	0.465719760136	0.47038030226	0.0235931123614	0.612876567789	0.613450471748	0.02794850178	0.00256325627677	-300.0	0.427932077513	0.425913119972	0.0526395276876	0.422010849658	0.413584922685	0.0352062264741	-0.0399204025461	-29.7434922311	0.259190925856	0.258364978867	0.0200350191191	0.259313353038	0.25946892911	0.0296654166714	0.0350737136927	-8.34174535535
FOXA2	-0.0203151889	5.80296	5.7826448111	0.0116987108595	0.0103369964891	0.00652137783148	0.0126230938767	0.0115965109164	0.00941387505839	0.0607445164298	-300.0	0.399266812925	0.404674767086	0.0223317796751	0.497498974081	0.502157950583	0.0323781314385	0.0269758926097	-300.0	0.425066800219	0.418325567779	0.0444076623647	0.430942060374	0.428053222154	0.0579155097561	0.00801803438111	-8.57777337372	0.33752670393	0.336887260275	0.0176362579191	0.338721516589	0.338056704602	0.0235139938071	0.02301481057	-14.7460475599
HSF1	0.0113552056	6.99869	7.0100452056	0.0246345974585	0.0222882543704	0.0150824853064	0.0217500501052	0.0188772384658	0.0141028848582	-0.0474758757928	300.0	0.541680719966	0.545804952354	0.0313406848211	0.417564709196	0.423029346256	0.0259058808522	-0.0284355398322	300.0	0.38810085278	0.377776603827	0.0430749461785	0.390169523876	0.387313327321	0.0613890300721	0.000140911094865	18.2362525982	0.322138665027	0.322641908522	0.0282596400814	0.321571364376	0.32166333205	0.0236185621526	-0.0480558195074	4.83723354277
TFAP2A	0.02361145	3.46334025	3.4869517	0.0268363988004	0.0251968145463	0.00761965201689	0.0255186335439	0.0231979805925	0.00713510465842	-0.032032389972	300.0	0.612873281713	0.615747001717	0.0288997002762	0.470998426433	0.477749092595	0.0258013199231	-0.00653315480707	300.0	0.450987723106	0.446539792476	0.0545228759509	0.449553793639	0.438763315702	0.0338135225903	-0.0019054583621	50.4633803837	0.298413894521	0.297638775844	0.0374167833098	0.297388721895	0.296432271617	0.0332390558089	-0.0455764041963	9.15082648221
YY1	0.0336983778	9.2155432222	9.2492416	0.0111133172534	0.00942221176319	0.0134592554681	0.00995269619884	0.00840319414167	0.011837537116	-0.0621257825652	234.808004537	0.599767943913	0.606102454983	0.0339342694294	0.457647034032	0.463036734002	0.0275770543748	-0.0101503881946	300.0	0.411604919964	0.398659968478	0.0708418718596	0.402833201453	0.398158674451	0.0463101908609	-0.0534164504217	9.20037323383	0.348552254892	0.348434880091	0.040603705505	0.347712579218	0.347304149549	0.028692794297	-0.0197016866839	10.3833091917
ESR1	0.0364005167	3.9774695556	4.0138700722	0.00583125037234	0.0041596594534	0.00517614187586	0.00739604748166	0.00505055092816	0.0066257063635	0.169880810049	300.0	0.496383534846	0.497872650496	0.0307551555335	0.391638001229	0.396202873193	0.0163069898812	-0.0071800921541	300.0	0.400161007393	0.395678036079	0.0481930196066	0.419131198147	0.414233223783	0.0565249602228	0.0633231098099	19.7290818626	0.336002437041	0.335968662762	0.0241981943233	0.335232151166	0.334831478215	0.0190023308932	-0.0259878125453	11.3647909149
FOXP2	0.0823085278	2.351259	2.4335675278	0.00818982362659	0.00781296159159	0.00686053471418	0.0107052042009	0.00946258269523	0.00907653510657	0.017228565959	300.0	0.399417733878	0.40409316274	0.0316930698671	0.336739740136	0.343117875338	0.0243295055816	-0.136474983084	300.0	0.475890704714	0.472788570697	0.031072857519	0.483412870907	0.481878296441	0.037652376035	0.0248712944581	16.6480069279	0.3270957631	0.326600416331	0.0209520501213	0.325754227464	0.325480998721	0.0197916279038	-0.0373397920883	11.2063576035
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.0223315744136	0.0186035197037	0.0181290409211	0.0175344269509	0.0159009769145	0.013527187005	-0.0789426289942	300.0	0.556598621021	0.560763999911	0.0284040538502	0.442018353698	0.44716082063	0.0195851305822	-0.00652205413399	300.0	0.567516098102	0.561784712796	0.0410805863566	0.574829699742	0.573364218879	0.0471245858133	0.0212886697095	11.3274858738	0.315582820763	0.314923182189	0.0246518493123	0.314023846847	0.314726171631	0.0176403505434	-0.0715677882779	1.76650404134
GATA1	0.0912818111	5.2011149444	5.2923967556	0.00903368076895	0.00686811269751	0.00660690563634	0.00924098183362	0.00744436025723	0.0120060336609	0.0360191092603	300.0	0.488899587863	0.491655019398	0.0336922746333	0.385042753504	0.386492330814	0.0209003569528	-0.0232490124062	300.0	0.356423015127	0.350347380023	0.0467067422532	0.368720935246	0.367874219528	0.0571839127833	0.0412308856423	10.6609682077	0.301881416478	0.301771111269	0.0148168243186	0.30168161438	0.301670933257	0.0138964854992	-0.0646870035647	2.68968698077
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.0646033868006	0.0562097091724	0.0324749618031	0.0570599270989	0.0485122030461	0.029431976451	-0.0682449390248	196.087221905	0.441157860132	0.447614581955	0.0360247358251	0.344367556798	0.350553295817	0.0291352909008	-0.10586489	300.0	0.342868000667	0.333985195816	0.036220300062	0.346013754743	0.343015247181	0.0543792927002	0.0168087474586	9.34800889735	0.266808741015	0.265979620389	0.0232848712824	0.265966723996	0.265567920443	0.0211324142574	-0.0652671426526	1.33807562853
SOX10	0.1169655111	5.24596	5.3629255111	0.0157249627554	0.01295998561	0.00821662106075	0.0171969097878	0.0145589064507	0.00850802561908	0.036526903755	300.0	0.516490970038	0.519121508861	0.0323598714478	0.407028942751	0.414580521688	0.0301016624047	-0.0628326342533	300.0	0.449393847869	0.447621093148	0.0637060663395	0.448630403601	0.437404996796	0.0423183265867	-0.0059943529611	28.2531571535	0.301440251173	0.300555574962	0.0318833273145	0.299680853342	0.299936787169	0.0306242675619	-0.0549423162091	4.12859266346
MYOG	0.1172990389	5.0492238889	5.1665229278	0.017596649187	0.0165922324436	0.00906698610281	0.0148678504339	0.0137341765374	0.00790821085764	-0.0457361275748	300.0	0.561215584125	0.567066538688	0.0510410599619	0.416615784624	0.425664983089	0.0379766289232	-0.0689457954524	300.0	0.4004097688	0.383992355952	0.0791429566794	0.385446909694	0.38095846754	0.0448895705916	-0.0147630869821	30.5318651942	0.35449397246	0.350538507763	0.0867186250125	0.352263612974	0.34876450695	0.0463347146662	-0.0112296277549	16.9704792583
SRF	0.1628057278	8.3513662778	8.5141720056	0.0096188454084	0.00864099650763	0.0105844166359	0.00736836466199	0.00613953254078	0.00945631206689	-0.0173871758751	300.0	0.466799060169	0.469987784574	0.0207550015663	0.611140137899	0.61550240848	0.0308771895044	0.00246030003647	300.0	0.455461555259	0.450963630615	0.0497587697294	0.449810050466	0.442804282174	0.0409142835955	-0.0135308333669	8.65143348455	0.313815055718	0.313001365562	0.0290712359973	0.312701215736	0.311807366211	0.0246913597922	-0.0339550208343	7.48325088893
LHX3	0.1647734778	5.8396682778	6.0044417556	0.0175759680256	0.0141612102762	0.0132515962761	0.0148600413171	0.0131974238602	0.0101250897881	-0.136643490962	197.129968828	0.461566607468	0.463107940377	0.016014513789	0.584587686253	0.58689008495	0.0251490867795	0.00245245697237	300.0	0.307581087916	0.300087027731	0.0585869218295	0.322269650677	0.323718580851	0.0586240812733	0.0685975516683	7.92130477742	0.290978245787	0.291033823967	0.0267304422806	0.290432529344	0.290189036181	0.0180142383384	-0.0362942557412	7.59098104913
E2F4	0.1745461	8.0240553333	8.1986014333	0.0217179915737	0.0190457468064	0.0109058174461	0.0202443322134	0.0166285483966	0.00985471314592	-0.0823609296496	300.0	0.5630501361	0.567912861839	0.0352480719508	0.437645178268	0.446537157728	0.0293413987953	-0.0253125708341	300.0	0.440435116859	0.429282286593	0.0542738572116	0.430877903604	0.427530136875	0.0360010106521	-0.0411815657016	31.0555572926	0.301278937574	0.299432059261	0.0551132039208	0.300468819444	0.299431409497	0.0368477059447	-0.0472119206026	6.9349364686
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.018922655931	0.0173831497488	0.00829409588136	0.021232400934	0.0197013848327	0.00961327122293	0.0411806683369	300.0	0.521310159849	0.52139361614	0.031006606393	0.402848698856	0.408359596278	0.0286972165337	-0.0313213425028	300.0	0.334457337063	0.324890127733	0.0358054537263	0.337654647533	0.335275192752	0.0574549584739	0.0284961297159	22.9958059868	0.284713908914	0.284143219674	0.0237440559766	0.283249861924	0.283401716659	0.0211639132523	-0.0479186224136	5.20076590956
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.0208804222094	0.0171546892989	0.0166747476585	0.0173387204087	0.0154880702679	0.011735011332	-0.165483961758	96.4129784386	0.435109667282	0.438519050077	0.0341055490491	0.352861388207	0.354153693106	0.0201926110594	-0.0489973554044	300.0	0.295242939352	0.290523217507	0.0540499202115	0.308046858554	0.305635010555	0.0626224620333	0.00363015431318	4.20042445238	0.257261992434	0.256534762234	0.0290499980278	0.255557259632	0.255989644845	0.0175023837478	-0.0379118257862	5.7899707076
