FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	TC_H1hesc_protection_mean	TC_H1hesc_protection_median	TC_H1hesc_protection_std	TC_GM12878_protection_mean	TC_GM12878_protection_median	TC_GM12878_protection_std	TC_protection_ks_stat	TC_protection_ks_pvalue	TC_H1hesc_tc_mean	TC_H1hesc_tc_median	TC_H1hesc_tc_std	TC_GM12878_tc_mean	TC_GM12878_tc_median	TC_GM12878_tc_std	TC_tc_ks_stat	TC_tc_ks_pvalue	TC_H1hesc_fos_mean	TC_H1hesc_fos_median	TC_H1hesc_fos_std	TC_GM12878_fos_mean	TC_GM12878_fos_median	TC_GM12878_fos_std	TC_fos_ks_stat	TC_fos_ks_pvalue	TC_H1hesc_flr_mean	TC_H1hesc_flr_median	TC_H1hesc_flr_std	TC_GM12878_flr_mean	TC_GM12878_flr_median	TC_GM12878_flr_std	TC_flr_ks_stat	TC_flr_ks_pvalue
NRF1	-0.0572260667	6.468081	6.4108549333	0.0162908489937	0.0129478952925	0.0100111854722	0.0129427009423	0.0100160140697	0.0076572064682	-0.0870234413304	-300.0	0.379436438696	0.38476575752	0.0314005280438	0.481994031548	0.491882684459	0.0385217122924	0.0340197609273	-300.0	0.381135136194	0.375963074149	0.0317791556438	0.371123445933	0.368407077559	0.0263797730428	-0.00917981590747	-34.6196875588	0.340584979569	0.340848833603	0.0260761854727	0.342499290059	0.341640500146	0.0350426021505	0.0217828805283	-9.76527713421
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0163198393696	0.0138336108462	0.0109358516564	0.0183373126934	0.0155957602873	0.0127481501504	0.104269405788	-300.0	0.577364540301	0.581864853283	0.0353713476508	0.444634864025	0.449859986822	0.0281688659605	-0.0359157322264	-300.0	0.358018221355	0.35308800918	0.029771200648	0.369257582251	0.359623341963	0.0440532042214	0.0485897507824	-64.6191973854	0.316072022191	0.316052961139	0.0401230013021	0.315045853355	0.313696600091	0.02290600787	-0.0140040426918	-61.3538296093
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.0888663279366	0.0787995862085	0.0398170124508	0.104833547191	0.0937063183028	0.0463221131923	0.0776770252279	-300.0	0.394063233147	0.399424705596	0.0399166487002	0.529234043332	0.535573743043	0.0529861813379	0.0633603122827	-300.0	0.42636936365	0.412260681518	0.0545950598684	0.406769372117	0.401313738421	0.031859421606	-0.00112965213792	-80.8528444518	0.340421000524	0.338886763855	0.0468542194318	0.345445816456	0.339433250573	0.0890054905755	0.000604390089696	-27.1542391109
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.00737838848799	0.00500558538985	0.0106638817556	0.00896643636245	0.00628078237163	0.0128093365699	0.0787827202336	-108.82183962	0.314512643077	0.320683927215	0.036316839918	0.390759330984	0.39661251715	0.0430094436854	0.234374454463	-227.937669979	0.539483087148	0.523239566436	0.0773339396201	0.508491357972	0.502616043859	0.0446494389323	-0.0427406778283	-15.0443694179	0.255076192236	0.25487893994	0.0360671441379	0.252606258386	0.252634142249	0.0312186450255	-0.0154195065758	-6.72207266069
HLF	-0.0325434111	3.2289502222	3.1964068111	0.0125840908966	0.00941998148228	0.0125344046007	0.00943208731202	0.00676748491321	0.0103102750632	-0.0269584530992	-296.945140303	0.363091135478	0.373487170089	0.037412169414	0.455593768928	0.465543088321	0.0468252446765	0.134076028202	-300.0	0.405221656234	0.393407933345	0.0514437363145	0.427664244847	0.403520933101	0.0778164284586	0.0295296188152	-7.02145871926	0.275819938799	0.275886726353	0.0336920968995	0.277037163043	0.276393263476	0.0427562159152	0.0517658835825	-0.915468299175
PPARG	-0.0284577778	2.7755172778	2.7470595	0.0112621878555	0.00959567975351	0.00753545899241	0.0131630512842	0.0110418837699	0.00852195792888	0.0978878102886	-300.0	0.575620589226	0.581110637407	0.0339933332783	0.446176837845	0.45097130425	0.0257996749924	-0.0399870949053	-300.0	0.422508971464	0.418485095245	0.0307100515998	0.433257319701	0.426250921905	0.0419579555299	0.0323404706136	-32.8106855268	0.258609027127	0.258600745936	0.0253914424297	0.258859123004	0.259015581701	0.0346813568406	0.0137496774563	-13.7865068262
FOXA2	-0.0203151889	5.80296	5.7826448111	0.0173597272253	0.0138016483491	0.0104967488239	0.0141647521922	0.011371527015	0.00805035835464	-0.0432627361119	-300.0	0.392122811874	0.399517159602	0.0284703124888	0.496474599607	0.504219881977	0.0418268148076	0.0142304420057	-300.0	0.547357078243	0.54453883291	0.02817154016	0.557061618558	0.552312189178	0.0341699316603	0.00870554725769	-24.671255509	0.33981927731	0.338515646778	0.0322159309128	0.338234781027	0.337562445416	0.0261082339233	-0.00214449192896	-13.7329992865
HSF1	0.0113552056	6.99869	7.0100452056	0.0261099963125	0.0209112411006	0.0166641761155	0.0319431796051	0.0266381912721	0.0188779894053	0.0180447909818	300.0	0.40368793895	0.40950839898	0.0278842456755	0.520137283846	0.526384257827	0.0371247088491	0.0106816225172	300.0	0.453988061756	0.446633080855	0.0403782541992	0.443296282518	0.439451115514	0.0282146733154	-0.0411757172111	28.0412104615	0.322122587472	0.322438440063	0.0340440489586	0.321789143559	0.321460623916	0.0246393351562	-0.0246885613006	11.6516126705
TFAP2A	0.02361145	3.46334025	3.4869517	0.0304411992735	0.0272298416465	0.00997767498397	0.0278024090567	0.0252497164116	0.00909519318648	-0.041568887137	300.0	0.472416631334	0.477962807746	0.0259801205983	0.615106156895	0.61945574258	0.034064883003	0.0441694563285	300.0	0.479465247942	0.471323012486	0.037770487037	0.469493706079	0.466071570683	0.0242454392955	-0.0479061750237	64.8295272207	0.301953417321	0.301471737787	0.0389869446806	0.300983884076	0.300178123214	0.0258681003748	-0.00244570711779	53.3713910708
YY1	0.0336983778	9.2155432222	9.2492416	0.0120803941171	0.00943779702568	0.00874069153295	0.0143246206879	0.0115729775099	0.010431018747	0.107935983472	300.0	0.45115911037	0.455753029875	0.0281857317431	0.588091498258	0.593212190633	0.0337233175872	0.0403212504507	300.0	0.509705058752	0.505470454659	0.02970356629	0.527039821231	0.516421365432	0.045255983127	0.0174113891525	66.4525216733	0.347387503537	0.347294911078	0.0290268417875	0.348386035528	0.348203789155	0.0414452823175	0.000847348564384	22.1395407311
ESR1	0.0364005167	3.9774695556	4.0138700722	0.00874850468052	0.00674151704517	0.00789558904601	0.0112660208207	0.00897875720562	0.00979360166502	0.0149840255808	300.0	0.415218252723	0.422509426949	0.0276620600508	0.531545819646	0.539233844501	0.0428769632582	0.0178329811765	300.0	0.513361967195	0.509410352149	0.0326824765721	0.507172264342	0.503530896819	0.0280115883913	-0.0331313909818	20.9799633407	0.336833485417	0.335716922315	0.03869886162	0.336241265526	0.335451244036	0.0292407097166	-0.0286251938072	7.41050926518
FOXP2	0.0823085278	2.351259	2.4335675278	0.0126396184393	0.00981796110227	0.00935937966933	0.00980195575605	0.00787406781654	0.00751695068512	-0.0152204022033	300.0	0.389571401522	0.398693734512	0.0423644988809	0.316278059308	0.322309630886	0.0333879172896	-0.198163655184	300.0	0.463895694672	0.46177128319	0.0248561249675	0.473053106573	0.469615939059	0.0307559143954	0.00156195381138	35.8979387941	0.327505730961	0.326724957552	0.0314399243778	0.326253009261	0.325873336819	0.0283741202164	-0.0213656393842	9.86748512577
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.0330535039532	0.0266625379822	0.0189484935945	0.026708340079	0.0216068422859	0.0149702990738	-0.0431981116835	300.0	0.412264964492	0.418172178616	0.0291769441829	0.526807994792	0.534958276009	0.039236444943	0.0116768204562	300.0	0.542377269022	0.539445776031	0.0319174529475	0.55337953735	0.548940495912	0.0361290432002	0.00420635415841	29.4392065912	0.311698167336	0.313735145159	0.0272340201553	0.316758551323	0.31555479151	0.0343955995731	0.0101865806525	16.238016405
GATA1	0.0912818111	5.2011149444	5.2923967556	0.00730262364663	0.00529293647125	0.00741526703311	0.0108349059085	0.00825993940669	0.00937596470614	0.0914291615359	300.0	0.396680444296	0.402317486855	0.0262697156534	0.502139268	0.508932691636	0.0365088023005	0.00901502350821	300.0	0.432906688132	0.429965577909	0.0268003479376	0.444378827587	0.439888289416	0.0325323889974	0.0441537684191	32.5365313046	0.302322399601	0.302236480446	0.0264525496995	0.301373919151	0.301685779858	0.0229639749825	-0.0176703910335	6.43920135649
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.0887776683686	0.0739389680176	0.046096210895	0.0748979896601	0.0612591693421	0.0382361908808	-0.0154133528812	300.0	0.399644277438	0.407080583837	0.0423012321858	0.326421953538	0.333220988759	0.0331500092717	-0.192142449406	300.0	0.353124303979	0.349174252743	0.0318059658933	0.366176148774	0.358755188759	0.0446720997319	0.00084299073941	21.2151675993	0.33178966968	0.331152517175	0.0286620373705	0.330858944622	0.330598001248	0.027289604265	-0.0285865250072	4.76361106317
SOX10	0.1169655111	5.24596	5.3629255111	0.0201525864956	0.0168882118005	0.0107366031242	0.0176613347978	0.0148651055377	0.00935414898568	-0.0160706649212	300.0	0.421755903163	0.426785347265	0.0285187210661	0.539904398568	0.544501046134	0.0355043526023	0.0176946580841	300.0	0.46499790474	0.454627403012	0.0488230806682	0.452681726244	0.447770021607	0.0307810984801	-0.0563161647603	31.0612005218	0.331620200436	0.331616541364	0.0358552049746	0.331111681225	0.330834801756	0.022940611477	-0.009287502917	28.1919825933
MYOG	0.1172990389	5.0492238889	5.1665229278	0.0193885705821	0.0173684385657	0.00982735786007	0.0165601650933	0.0147569819417	0.00841205353368	-0.0799001551684	300.0	0.525735038548	0.531057666944	0.0535123395684	0.390409451553	0.394424062219	0.0397597971638	-0.0679830413825	300.0	0.366818816204	0.361303080979	0.0338659807017	0.389479850617	0.374266152983	0.0602510772837	0.0143845043845	89.9737844952	0.351992369924	0.348437801498	0.0445187304534	0.354183962148	0.350562447068	0.0900713992356	0.0225483756648	41.4399886856
SRF	0.1628057278	8.3513662778	8.5141720056	0.0107521283448	0.00904426207485	0.00809782468422	0.0136706811609	0.0114652990583	0.00987787985063	0.0519190849097	300.0	0.462952190793	0.468109179156	0.0280842211459	0.596683523643	0.604909698264	0.0349705158232	0.044252920786	300.0	0.502102062375	0.497471870703	0.0292269404987	0.493507082996	0.490236247024	0.0241604527133	-0.00531579908216	30.1123595089	0.314670233859	0.313054114208	0.0364065246899	0.312606295999	0.311154447632	0.0353090640841	-0.017443590253	9.16153251803
LHX3	0.1647734778	5.8396682778	6.0044417556	0.0213259170068	0.0168456415524	0.0149409124912	0.0280504024778	0.0222140123709	0.0190393154724	0.00407673319578	300.0	0.374789703917	0.384093140287	0.0473992390554	0.304200319421	0.313666730255	0.0346496414579	-0.196853925543	300.0	0.338878179343	0.334559582806	0.0386379546701	0.334328016268	0.329024102542	0.037192073018	-0.0529785337327	6.01673798538	0.294455458191	0.292316872312	0.0457436436148	0.291003910862	0.291509181041	0.0337126295659	-0.0373954403805	2.41249177579
E2F4	0.1745461	8.0240553333	8.1986014333	0.0273335540759	0.023870013021	0.0134332962506	0.0252693743256	0.0223166010008	0.0116993791461	-0.138115490938	300.0	0.433755763544	0.439491083682	0.0295736576733	0.565976673966	0.569427392221	0.037336508257	0.0318325388374	300.0	0.487359172714	0.482219556771	0.0319691492901	0.508008358434	0.496945279436	0.0513256287535	0.0330360551306	142.936894625	0.339569436924	0.338360383218	0.0438804348167	0.338710431665	0.33835318867	0.0249940209184	-1.34765907316e-05	49.5943329578
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.024644937105	0.0219248869095	0.0107917757173	0.0218651887716	0.0195363018528	0.00935347568343	-0.0714745084389	300.0	0.501825307168	0.50717047533	0.0353625399103	0.397857435496	0.402096415467	0.0288593746484	-0.00545932091087	300.0	0.587626682469	0.5843851316	0.0256279476416	0.599741463288	0.592940090991	0.0380092929285	0.0120326783141	48.8777885064	0.284739011943	0.284211829398	0.0316350562595	0.283708353333	0.283584906084	0.0257664699579	-0.0192930017535	10.9387614122
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.0215024202696	0.0161027207354	0.0162535947382	0.0295765627179	0.0224049100898	0.0203985611712	0.0946247347663	300.0	0.406846029076	0.415906887604	0.0426543858133	0.333114182164	0.340577077306	0.0331122929694	-0.152519827404	300.0	0.40111594693	0.394812622197	0.0543921638514	0.418413186907	0.411033469941	0.062223929606	0.0112242600135	16.4823236986	0.342440076738	0.343740134909	0.0281792492492	0.347920824939	0.346357131193	0.0413114239874	0.00996128328954	8.46105920369
RFX2	0.2164441333	5.4421975556	5.6586416889	0.0380781938469	0.0326207334922	0.0196283287326	0.0336814362273	0.0292680627937	0.0170246011717	-0.161968801939	183.344819532	0.453315342305	0.459746242506	0.0305012112671	0.589859984807	0.596104886394	0.0381304859544	0.0399690110297	300.0	0.419056600157	0.413207438671	0.0363957271541	0.441590078902	0.426636944975	0.0592811419427	0.0178499201154	76.9164703422	0.30866303434	0.307811912826	0.0320823969234	0.309602280175	0.308951817932	0.0505031745022	0.00593923452143	34.216660817
PAX2	0.2255426222	5.2315701111	5.4571127333	0.0156014944167	0.0126002169129	0.0136882081326	0.0131007653949	0.0106131026202	0.0111783468864	-0.0877086374279	132.368500196	0.430708767525	0.436465130122	0.0469181476622	0.337497529291	0.345347166959	0.0388761396036	-0.184123371862	300.0	0.406497013932	0.396219133042	0.0459473033935	0.448623239298	0.422515700964	0.080535419384	0.082695707684	37.0620679113	0.299188621381	0.296462102403	0.0572500054596	0.296978818433	0.296141732397	0.0380221166526	-0.0215116262823	4.72726594793
FOSL1	0.2495109	5.9053088889	6.1548197889	0.0535864120829	0.0433807509672	0.0244159371606	0.0689882259775	0.056836070308	0.0329473232556	0.0632208325178	300.0	0.435766684067	0.442829566661	0.0331551615948	0.351223885297	0.355092254494	0.0293645657725	-0.0892683617832	300.0	0.379192778266	0.375951782304	0.0322616562544	0.400979632448	0.394883206016	0.0412735853658	0.106854453387	92.5716141532	0.296202146226	0.296412022232	0.0250031265097	0.295867936162	0.295559081564	0.0190188001922	-0.0480624025377	7.34760961539
PAX6	0.2689653	3.2277611111	3.4967264111	0.0276982659123	0.0212925618295	0.0161885385641	0.0348731218308	0.0278690832798	0.0206935864746	0.0409494660218	300.0	0.405398479899	0.414012298722	0.0383147952055	0.330103844718	0.334729308978	0.0339335703967	-0.178488051956	300.0	0.416580544478	0.411410359473	0.0381064722274	0.43736816667	0.427483514933	0.0525531912349	0.0746805813043	29.6583404676	0.295409174773	0.295585635902	0.0291155856258	0.294414136098	0.294630800253	0.0269522428099	-0.0336156351792	2.45351780861
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.00934054981551	0.00667413679579	0.00959228419818	0.0120152618691	0.00901547856676	0.0111148487188	0.0643089848208	300.0	0.43266289047	0.438959410485	0.0258318877398	0.552904262084	0.559461885476	0.0408698750346	0.0376551616223	300.0	0.497495740957	0.487385964194	0.0560369856728	0.480984639393	0.476163664335	0.0385351573825	-0.000664703862197	17.7570575805	0.328186163412	0.327567189742	0.0413071725101	0.327744921569	0.326755946328	0.0233990514382	-0.0309308376642	3.89662743644
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.0325526805433	0.0198711492807	0.0351337368086	0.0447422854259	0.0289829822903	0.0433696642452	0.00199939593182	156.399780656	0.449203028191	0.455389323487	0.0347450949816	0.364902952314	0.368197108023	0.0294041200519	-0.0631670215938	243.142404211	0.559269744187	0.557779263179	0.0462190650277	0.577295847196	0.571646829851	0.0534197456034	0.0184376373109	7.32709938596	0.236358599759	0.236921225768	0.0244510967883	0.234820670095	0.235255815146	0.0189010365772	-0.014532281139	2.01603833302
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.032373218284	0.0268515159174	0.0169001850408	0.0388265334738	0.0328271099377	0.020136568295	0.0915768803968	300.0	0.432521940286	0.437887039608	0.0269109230093	0.553990697619	0.560407382686	0.0365186755891	0.0333556878618	300.0	0.443809532098	0.43969210956	0.0317530942549	0.458070014081	0.450505057409	0.0433086718555	0.0188284035682	45.1649724545	0.306421998038	0.305542700107	0.0318105110552	0.305393345597	0.305286611958	0.0230508253499	-0.0396380188945	4.75833343735
THAP1	0.3018008222	5.8000158333	6.1018166556	0.00648944436709	0.00527987262612	0.00518310489267	0.00532087875132	0.00416855672205	0.00435894230405	-7.52777659088e-05	300.0	0.394229658983	0.399087022866	0.0288922469842	0.504479452903	0.509938029828	0.0348286581996	0.011207383087	300.0	0.485333782703	0.481763071407	0.0261304828328	0.498459882168	0.49205250019	0.0360149654923	0.034586028902	193.471865647	0.322823157694	0.322625480848	0.0312755732505	0.322727460558	0.322289226736	0.0234831655341	-0.0449843409721	19.025196594
SOX17	0.3243661	6.3657267222	6.6900928222	0.00620972636449	0.00488613197283	0.00636551250967	0.0051091983389	0.00405288421062	0.0053890532899	-0.0558821216535	300.0	0.470402378253	0.476174224953	0.0373226556178	0.371110100679	0.375887538367	0.0308930901651	-0.0459093497777	300.0	0.587932219674	0.584578137283	0.0286140207344	0.603683450463	0.596587730845	0.0397924508442	0.0438325416973	107.006648308	0.306984331038	0.30699155907	0.0284345007515	0.306737609465	0.306114498806	0.0228547719215	-0.0478833709948	7.88999638411
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.0236970045074	0.0202530291891	0.0145744188882	0.0210541417033	0.0177332900931	0.0125505676927	-0.0850775932763	300.0	0.441637054174	0.44597713403	0.0271031356897	0.564542999945	0.569954625604	0.0329797864216	0.0438419761714	300.0	0.484533297982	0.480766867498	0.0290080036779	0.497721255901	0.489895938449	0.0382341445531	0.00803410424893	61.5127955474	0.326941157979	0.326402263262	0.0339407851167	0.326583705269	0.325784609731	0.0258184508142	-0.031279736034	10.5439840702
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.00872446771428	0.00791844268817	0.00446980666278	0.00772695911067	0.0068499593237	0.00380853679346	-0.113889329407	300.0	0.454062974281	0.459253612943	0.027095578431	0.590164817642	0.595249865069	0.03407694878	0.0514696515176	300.0	0.517061054377	0.511117317715	0.0305801846054	0.508056915218	0.504844898087	0.0215881409926	-0.01389618474	300.0	0.337074875206	0.336403929223	0.04040835621	0.336716841439	0.336203136473	0.0278866655076	-0.0293148515373	182.57495115
KLF1	0.3295018	5.8667564444	6.1962582444	0.0152536128304	0.0123274064886	0.00867300457865	0.0183899567326	0.0153996498718	0.0104561377998	0.0250005700484	300.0	0.489594117536	0.496474699006	0.039700458886	0.387510208603	0.393089357582	0.0285990699244	-0.0107393191365	300.0	0.429226645788	0.423761178315	0.0351888641093	0.446960584108	0.435770490433	0.0519386945908	0.016099203017	58.7928057486	0.312547528478	0.312222094449	0.0354373484021	0.312393841133	0.311613924066	0.0254392771566	-0.0334255357331	8.09350125447
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0292170020412	0.024793754971	0.0189572744366	0.025389390583	0.02128981478	0.016208882853	-0.0814220787285	261.207065617	0.455986730718	0.46041054613	0.027820000403	0.58472762264	0.59071479357	0.0316617861837	0.0495001969633	300.0	0.489222445814	0.485779275998	0.0260109059557	0.499920088542	0.493919415476	0.0376125551253	0.0186805064415	29.2823393351	0.318923458312	0.318916291583	0.0309271849639	0.318359811427	0.318126852028	0.0196433783782	-0.0242829754756	5.79998757469
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.0101428344466	0.00821633995209	0.00943781905395	0.00794887869527	0.00663116892126	0.00794648655045	-0.0668855569529	299.999999986	0.482063754974	0.491911558111	0.0392010850436	0.387888215231	0.394202639758	0.0313827726367	-0.0302337723846	300.0	0.334452293205	0.330001152851	0.0307816797552	0.34448963215	0.339302499065	0.0308678831715	0.0706168173335	28.8239079734	0.228857752701	0.139786440692	0.174647504447	0.26030121923	0.202501417985	0.205771238933	0.265384615385	3.91058321966
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.0366283491565	0.0308118387698	0.0182895035679	0.0421664994816	0.0352260762427	0.0210910640769	0.0111320732136	300.0	0.42530312459	0.430317981465	0.0278283904489	0.541302711585	0.547621013645	0.0353978996857	0.0305996898001	300.0	0.49019615368	0.486661971865	0.0266701704562	0.504031646161	0.497192853813	0.0385153613184	0.0475860359268	72.2693262758	0.289303346806	0.289204727284	0.0363799066294	0.288494934688	0.288544785469	0.0241307739319	-0.0302493513474	9.74291883009
PAX4	0.36501635	4.8246142222	5.1896305722	0.0179236725553	0.0185153691755	0.0111341107768	0.0155121232023	0.0159624974669	0.00912339581526	-0.0688805492684	300.0	0.431497050883	0.437113295115	0.0266967036727	0.551014266561	0.557504776757	0.0351075605752	0.040967643911	300.0	0.509195324804	0.504989159025	0.0303979027745	0.501586692145	0.498931890219	0.02604691974	-0.0340530967522	54.0469179359	0.259222285436	0.175417866093	0.162794547945	0.274795623784	0.299247667099	0.277714448343	0.218181818182	0.681043995215
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.0104452838094	0.00804042032224	0.00895555698939	0.00781862198125	0.00623314460211	0.0070349152208	-0.0106085007114	300.0	0.374635281218	0.384233056637	0.0422357157176	0.310598543691	0.317110163642	0.0333419901108	-0.245508547078	300.0	0.515240703084	0.512735137311	0.0278916478226	0.527612611134	0.524116458492	0.0344791615752	0.0626192512484	30.7541692091	0.332995139134	0.332369227667	0.0315031632768	0.332855361699	0.331697429864	0.029322642139	-0.0433150574056	2.20162600194
RXRA	0.3769536278	6.7146771111	7.0916307389	0.0229309601411	0.0201292672749	0.00975177024392	0.0207653009652	0.0183602616746	0.00864710364286	-0.0176357615453	300.0	0.459289090862	0.464337471811	0.0256300494347	0.592993556568	0.598497939868	0.0339922785279	0.0552534276162	300.0	0.416988381434	0.411910183728	0.0347206360595	0.435310336844	0.42477247347	0.0519752702039	0.0421784947139	110.478231069	0.30635227176	0.305079887055	0.0372877873803	0.305175378404	0.304883927391	0.0258006527235	-0.0319292364028	13.7076436145
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.0165034822007	0.013491005391	0.00797870246148	0.019809200362	0.0161257205812	0.0105922780977	0.0643198877429	300.0	0.495660658403	0.504097463212	0.0434165425708	0.393478239244	0.4013080152	0.0284632874744	-0.0032261215777	300.0	0.546090481004	0.542973796952	0.0279195678689	0.558138545593	0.553413624592	0.0346917739194	0.0499369948256	53.3132298157	0.327556837742	0.327689826383	0.037516362179	0.325854076513	0.327207852646	0.0253584398088	-0.0284833679355	7.46738670547
EN1	0.3989146722	5.5023358333	5.9012505056	0.0471695193651	0.0413431854891	0.0202271916701	0.0534703778613	0.046175187418	0.0236313471077	0.000500952368153	300.0	0.348034025114	0.356942852544	0.045423798434	0.291567498979	0.298903246393	0.034996551143	-0.340164451421	300.0	0.417737185044	0.41282515501	0.0347499425084	0.434709654396	0.424724734525	0.0487253559175	0.0124584070729	26.5057879591	0.308637842704	0.306888743805	0.0422106072185	0.30703641518	0.306549777974	0.0267396446595	-0.0318016607487	4.31660247681
FEV	0.4266916111	6.4151153333	6.8418069444	0.0120163303337	0.00968298885643	0.00780466239749	0.0153376932895	0.0126391708156	0.00946688257383	0.0674293282491	300.0	0.447305843854	0.454369367059	0.0427749878612	0.350858382841	0.358179807757	0.035103437169	-0.0998611989776	300.0	0.402379113268	0.39536673892	0.0403995854444	0.422938405755	0.409764091255	0.058181280872	0.0257900029045	79.5147996885	0.341060066182	0.341090851938	0.0383747459151	0.340929007657	0.340775694511	0.0277315463842	-0.0455520143573	8.0151160687
TBP	0.4329950722	7.1221270833	7.5551221556	0.0146218018799	0.011774347742	0.0094589735135	0.0183939440712	0.0150533353673	0.0113763132137	0.118644796993	300.0	0.482189338834	0.491327471705	0.0458192410549	0.387344502554	0.395253432897	0.0344997318452	-0.0835005633349	300.0	0.502002372941	0.496781123953	0.0307774868237	0.512348199486	0.506520945765	0.0370150069432	0.0285425607314	22.9428626642	0.340682027387	0.339810696149	0.0380850081756	0.340103577028	0.339672073159	0.0277122225602	-0.0533501941041	1.35185108295
GATA2	0.4460161667	4.9865788333	5.432595	0.00899684278483	0.00716484172229	0.00638059569369	0.0125978620167	0.00995719943217	0.00807890139571	0.0949568980435	300.0	0.398192735189	0.403921864204	0.0263629703208	0.501208792487	0.507990483031	0.0364339914272	0.0211825433944	300.0	0.459117856263	0.455905735732	0.0282451035361	0.473924614516	0.468717612089	0.0347469406112	0.0926716926236	47.2912858515	0.311994856837	0.311613445814	0.0297951494152	0.311280001574	0.311047349076	0.0243001012364	-0.026022926667	4.72021052662
FOXO3	0.4784891278	5.4082502222	5.88673935	0.0109962935082	0.00894933191231	0.00859074459353	0.0084924033912	0.00691219893018	0.00683054342514	-0.0465947009655	300.0	0.388756061844	0.394834684327	0.0282916683132	0.491269960054	0.498618846963	0.0414294107993	0.00107088859859	300.0	0.435284116996	0.431347978657	0.0356083196192	0.452772125337	0.446303053574	0.0460990396607	0.0400906280079	49.6986711445	0.305138073346	0.305250826228	0.0259976118907	0.308339395175	0.307433195935	0.0324421917741	0.0166368429337	20.7437400711
MAFF	0.5215329556	5.2145415	5.7360744556	0.00837390836363	0.00670357244801	0.00734954162361	0.0120298907901	0.00951633293935	0.00895021533844	0.120388130354	300.0	0.422615287636	0.427068294972	0.0266353795841	0.5318691914	0.539160408861	0.0337428495707	0.0383068219067	300.0	0.384560086733	0.380319534706	0.0284874228495	0.397391526788	0.392282572427	0.0331566099114	0.0647235934991	68.9394244632	0.276687418113	0.276714017852	0.0273795020136	0.275566977689	0.27575546637	0.0217946165824	-0.0443550974709	4.90618074396
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.0388464739965	0.0321694783376	0.0163973803097	0.047408641709	0.0406296000647	0.0207933620977	0.090124049171	300.0	0.430008899885	0.438159182414	0.0361877859154	0.348762279335	0.353517938313	0.0315329809872	-0.113249340587	300.0	0.374083322466	0.37051586957	0.02876284167	0.390128456535	0.383792568913	0.0380302547137	0.0652233580961	82.0251647935	0.285841668917	0.285565311723	0.0268403667269	0.284690163201	0.284430224957	0.0250510013817	-0.0186637600147	13.5038244875
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0138041155157	0.0106124690503	0.0109857560382	0.0106592685477	0.00828237939069	0.00930904507139	-0.0111390490347	300.0	0.46693035785	0.475005778878	0.0400845125577	0.373188053479	0.380195999028	0.0310505141133	-0.0378071441196	300.0	0.293899836476	0.290928943716	0.0391737534298	0.308350846621	0.30222086216	0.0431367092137	0.0235078795766	23.6581034783	0.306074515627	0.304909370519	0.0332727891145	0.308302528875	0.307718132772	0.0411040012281	0.00936816886137	9.1470393717
MAX	0.6273268722	6.1784626111	6.8057894833	0.0136548668311	0.0113687452605	0.00850229128578	0.0172376845565	0.0139540179994	0.0102258851292	0.0840843915315	300.0	0.495911698797	0.505100629971	0.0406421313579	0.396509389514	0.402477751146	0.0321076587401	-0.0249351426227	300.0	0.395962818446	0.391680067684	0.0334225602221	0.408135881056	0.402397991258	0.0394591220601	0.0179596093798	36.2598035326	0.310572330334	0.31086077028	0.0295103101789	0.316684157249	0.314623877823	0.0444914357959	0.0349817685496	24.7801350241
RREB1	0.6412792222	7.0157968333	7.6570760556	0.0880547553726	0.0728002163985	0.0434228726218	0.0738929834544	0.0610756107109	0.0357996085945	-0.0182554153148	300.0	0.4239702293	0.430116823115	0.0263450406302	0.543149226277	0.54859099309	0.040715982497	0.0493444135202	300.0	0.54281615603	0.539063779195	0.0332479063795	0.558814833563	0.551768893464	0.0461969606653	0.0559837231353	44.4248348145	0.307524070791	0.308127357146	0.0207213659445	0.311183737283	0.310861869034	0.0337830854303	0.0214381753034	14.9632238079
