FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	HINT_H1hesc_protection_mean	HINT_H1hesc_protection_median	HINT_H1hesc_protection_std	HINT_GM12878_protection_mean	HINT_GM12878_protection_median	HINT_GM12878_protection_std	HINT_protection_ks_stat	HINT_protection_ks_pvalue	HINT_H1hesc_tc_mean	HINT_H1hesc_tc_median	HINT_H1hesc_tc_std	HINT_GM12878_tc_mean	HINT_GM12878_tc_median	HINT_GM12878_tc_std	HINT_tc_ks_stat	HINT_tc_ks_pvalue	HINT_H1hesc_fos_mean	HINT_H1hesc_fos_median	HINT_H1hesc_fos_std	HINT_GM12878_fos_mean	HINT_GM12878_fos_median	HINT_GM12878_fos_std	HINT_fos_ks_stat	HINT_fos_ks_pvalue	HINT_H1hesc_flr_mean	HINT_H1hesc_flr_median	HINT_H1hesc_flr_std	HINT_GM12878_flr_mean	HINT_GM12878_flr_median	HINT_GM12878_flr_std	HINT_flr_ks_stat	HINT_flr_ks_pvalue
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0811515739598	0.0715223547992	0.0354255285473	0.0945049926877	0.0833554177549	0.0361805245805	0.0319615604873	-300.0	0.592462009192	0.600244701044	0.0297077832107	0.474721596797	0.482888973324	0.0251121584451	-0.0211415011115	-300.0	0.482489036117	0.480319297067	0.0234610756807	0.482921429964	0.482546233023	0.0321846061673	0.0490404805328	-129.637313615	0.314745789004	0.314753736743	0.0150475712573	0.316160548829	0.316261774148	0.0165384288122	0.00143353360278	-300.0
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.0794797979967	0.0741567903506	0.0303618010252	0.0889486938186	0.0845802675762	0.0313779789317	0.114576279698	-233.671175141	0.449708915805	0.469265142198	0.0372439224491	0.57537749883	0.589347037936	0.0500962493406	0.029679836087	-300.0	0.476817464429	0.473163858383	0.0302666630656	0.483501913069	0.476054738731	0.0491995502902	0.0364853503374	-56.0347643485	0.339975428361	0.338003523122	0.0339202577979	0.340399578471	0.339423022687	0.0512690275668	0.0386482052069	-83.4540495762
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.127455899686	0.0894551293593	0.0900516086709	0.0927573107019	0.0589516060639	0.0697519455126	-0.0964215325644	-195.723931266	0.341808656286	0.353658629989	0.0334692894682	0.402245768629	0.412398399387	0.0427523676762	0.272473921322	-300.0	0.477654069184	0.477652602696	0.025931621793	0.478410285912	0.477737184068	0.0396821522604	0.0693301728093	-7.19976734509	0.256596249178	0.256315535646	0.017324504383	0.254724287763	0.254892837948	0.0161199278046	-0.00469584514863	-58.7525798592
HLF	-0.0325434111	3.2289502222	3.1964068111	0.109800177068	0.0945063383608	0.0420664617198	0.0875974976276	0.0739282010164	0.0407860490885	-0.110138483866	-194.935596237	0.388841404441	0.399427635146	0.032335954012	0.47517553227	0.485632727363	0.0370928994922	0.0858008986795	-300.0	0.412492110402	0.408697823962	0.0277161723978	0.41472798635	0.410507834362	0.0433916258712	0.051235762216	-10.851669921	0.276855698319	0.27674867008	0.0197743204858	0.27582254384	0.275528430346	0.0174401355546	-0.0391960524439	-70.7163441395
PPARG	-0.0284577778	2.7755172778	2.7470595	0.193636078372	0.185882656904	0.0487285954889	0.167556089598	0.162809505043	0.0407374871065	-0.0814238831892	-300.0	0.611570092822	0.61709068138	0.0262102172036	0.48490223319	0.491242450497	0.0203581346973	-0.0275514558347	-300.0	0.464338444434	0.465327608496	0.0213280884715	0.466666447425	0.467071759691	0.0328547503859	0.0325750101411	-66.6522678764	0.258315586622	0.258275911689	0.01364200833	0.259226972084	0.259380190109	0.0157886488382	0.0563076902156	-75.5635515785
FOXA2	-0.0203151889	5.80296	5.7826448111	0.0955634866188	0.085297133162	0.0406951634957	0.079078851885	0.0693441529137	0.0348696648701	-0.0500292450139	-300.0	0.403557983104	0.409938276486	0.0214822967947	0.495021764378	0.50024939417	0.0292198202663	0.00180182754473	-300.0	0.432363849399	0.434160697319	0.017655636547	0.429920958044	0.431544827976	0.0114830122819	-0.0515106069717	-276.911111735	0.338350045509	0.337895912827	0.0131097631122	0.336877205505	0.336498424658	0.0114023104481	-0.0618953143353	-300.0
HSF1	0.0113552056	6.99869	7.0100452056	0.0983315803977	0.083389037952	0.0427636170552	0.118900657534	0.100219733727	0.0504562160076	0.0498437326329	300.0	0.447154705478	0.454505359878	0.0223589444877	0.556342252013	0.562432388046	0.0288445460294	0.0152401029927	300.0	0.512887952796	0.512238509958	0.0348979946831	0.511442602777	0.510289206229	0.0220739187625	-0.0276515729981	75.6120323556	0.322668024897	0.322899763219	0.0141383384613	0.321581123883	0.321605636586	0.0137097179737	-0.0295046931411	156.90284108
TFAP2A	0.02361145	3.46334025	3.4869517	0.137008651318	0.123580666689	0.0424116976591	0.165766798785	0.145773964811	0.0521088583878	0.125749776677	300.0	0.489817381928	0.497361565913	0.0232839949978	0.616682238535	0.623747564022	0.028500647622	0.0250075621304	300.0	0.647717088238	0.648017810965	0.0248033098513	0.647148087272	0.645755720477	0.0183684718491	-0.0610702135223	104.188447985	0.302158849487	0.302052687055	0.0155465993741	0.301110966448	0.30103443968	0.0150715552556	-0.0354226776832	300.0
YY1	0.0336983778	9.2155432222	9.2492416	0.0800364435133	0.0686141876049	0.0279933046194	0.0908208500135	0.0770328007018	0.0289312955561	0.0795827620842	300.0	0.476031849751	0.485029006639	0.0251431711907	0.600210123718	0.608390108879	0.0308647190418	0.0230839955814	300.0	0.587677572672	0.586677086623	0.0407910334937	0.586173882368	0.584624869367	0.0259236504645	-0.0515417084949	43.6649437305	0.34822718114	0.348425668173	0.0183438196579	0.34723265046	0.347206862828	0.0172177180037	-0.0176618686744	141.803547211
ESR1	0.0364005167	3.9774695556	4.0138700722	0.0642575697617	0.0469669256937	0.0435357007225	0.084427258146	0.0753457883402	0.05284842335	0.07006441169	300.0	0.425761841232	0.431539823577	0.0205129755373	0.527953758585	0.532910888646	0.0286162686457	0.0127493628078	300.0	0.297423824992	0.299479972692	0.00879353395613	0.300115659124	0.301733977149	0.0180195810871	0.0789382040138	300.0	0.334975040042	0.334902879966	0.0119083776006	0.335906200168	0.336065953687	0.0121696681408	0.0419641114644	300.0
FOXP2	0.0823085278	2.351259	2.4335675278	0.106939759572	0.0966822248924	0.0441014055105	0.0946474743973	0.0837445737616	0.0382996916524	-0.0905739234708	300.0	0.394147956886	0.400599861028	0.0317642134845	0.335527219091	0.342599518331	0.0252835780197	-0.155987463726	300.0	0.458271955699	0.461004471998	0.0164713827083	0.46102238147	0.463737715883	0.022983187838	0.0211315527552	300.0	0.326648990038	0.326322635241	0.0125069510247	0.325669280105	0.325438816087	0.0123664807091	-0.00173222555568	259.185686082
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.123450064241	0.107781799825	0.0514901112674	0.100013587811	0.0878259280767	0.0409229253696	-0.00175820142598	300.0	0.443459464427	0.449161755378	0.0200725922487	0.552471508233	0.55742232056	0.0269064895272	0.021737387345	300.0	0.386988840657	0.388366368483	0.0117760222783	0.38859343802	0.390506670831	0.0184229636318	0.00387597850397	176.762902981	0.314816438802	0.315463380612	0.0134854991039	0.314701175864	0.314595497164	0.0117011442612	-0.0157974008751	179.082440322
GATA1	0.0912818111	5.2011149444	5.2923967556	0.0522939577574	0.0420420938836	0.0295619414515	0.0395102422545	0.0317753477072	0.0273078558263	-0.0237175901671	300.0	0.400954230549	0.406256804307	0.0210078454241	0.487458007883	0.49141715305	0.0280121754232	0.00228521620754	300.0	0.410948856078	0.412879586266	0.0169539729434	0.412479541446	0.413999576436	0.0270882461403	0.0060913013503	124.85562402	0.301908859783	0.301985710217	0.00954079045954	0.3014632066	0.301296903933	0.00904956041639	-0.00811967632013	194.456543796
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.0927926913411	0.0754815820295	0.040875186758	0.111054366942	0.0885854767117	0.0508185219434	0.041797915596	300.0	0.376497512489	0.384633024282	0.0350560511584	0.324629901817	0.333631708018	0.0282162790592	-0.215550788662	300.0	0.430723373952	0.430850728893	0.0270851096475	0.430629197386	0.429800870049	0.0171500500189	-0.0469404751832	25.0052817475	0.330943162154	0.330400751491	0.0150842989826	0.329922572081	0.329626765674	0.0133747438919	-0.0474871251999	47.0704134037
SOX10	0.1169655111	5.24596	5.3629255111	0.116663895054	0.102875724328	0.0373991768283	0.127829729836	0.116453009636	0.037885965704	0.089502934288	300.0	0.519276006572	0.527245704121	0.0326147231194	0.424934602045	0.433862316356	0.0268603104922	-0.0178483995541	300.0	0.474440860787	0.472240271773	0.0298441792077	0.471489732601	0.471005519907	0.0226541570576	-0.0272632361175	133.344087287	0.331647125655	0.331609382053	0.0147900959193	0.330860571714	0.330847253232	0.0138753006335	-0.0556605412404	149.899588857
MYOG	0.1172990389	5.0492238889	5.1665229278	0.173690658404	0.166078095378	0.0383234459565	0.159475044077	0.153219152977	0.0380553864173	-0.0684380496968	299.99997966	0.572698043958	0.586097538769	0.0522419638682	0.447736765847	0.468682510969	0.0383099349243	-0.0395853551651	300.0	0.475589865554	0.468260936574	0.0512159940183	0.467247594098	0.463516336695	0.0314475060694	-0.0233293180381	68.0001979744	0.351137190429	0.35004596886	0.0540426362531	0.350892908451	0.349084123378	0.0328623599945	-0.0564347409973	57.1767527794
SRF	0.1628057278	8.3513662778	8.5141720056	0.0552599635317	0.0514388168598	0.0236388620807	0.0648240516216	0.0629556912066	0.0285851621497	0.0808414253125	300.0	0.479102018374	0.485491061998	0.0212505917033	0.606046403077	0.61187257395	0.0264589120126	0.031726768879	300.0	0.560751860134	0.562037392913	0.0262495475733	0.560243727016	0.561192770559	0.0161333371534	-0.0444551368374	48.6294662232	0.313300356798	0.312587690924	0.0182378125723	0.312217732134	0.31203314948	0.0144420885357	-0.0522063209276	64.3703156996
LHX3	0.1647734778	5.8396682778	6.0044417556	0.0796275505447	0.0661135032493	0.0463786389247	0.111861701434	0.0920616498006	0.0591916563562	0.104081876003	300.0	0.461184928385	0.466121682236	0.0185021087578	0.577809698035	0.58202350069	0.0249921465786	0.0295225794062	300.0	0.471328070923	0.473292300719	0.00845450929508	0.473772700458	0.475439277076	0.0144399092178	0.0549201242247	226.960154042	0.293258138338	0.293333138128	0.0118919134476	0.293623944041	0.294156600858	0.0146329361576	0.0171805721188	190.781767385
E2F4	0.1745461	8.0240553333	8.1986014333	0.113432865031	0.101717520734	0.0363670019022	0.0961868193226	0.0880499970141	0.0333395066191	-0.0519530067751	300.0	0.566633558957	0.571787643629	0.0393975598606	0.453274064253	0.463312798257	0.0299699013028	-0.000697858952053	300.0	0.544734045568	0.542370675724	0.0317581874225	0.544065900492	0.540836506118	0.0235233950181	-0.0810780719252	52.8861421584	0.338622131496	0.33854036832	0.0222071609698	0.338316167991	0.338084946171	0.0190262880954	-0.0631776096745	134.705094338
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.210566631856	0.193422212114	0.0532116614376	0.185734497545	0.173292240887	0.0435067635351	-0.0546274716315	300.0	0.511876327171	0.518513768691	0.0298369810557	0.419547744751	0.426642645093	0.0232388769929	-0.000815835104212	300.0	0.616214329074	0.618337147394	0.0267084710495	0.615615127034	0.617108166064	0.0173464743124	-0.036810642941	77.4399006125	0.284222420048	0.284099702889	0.0140540408019	0.283541153489	0.283568048365	0.0130708010087	-0.0789172070292	55.9559449525
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.164903666153	0.151867638885	0.0405502650302	0.192744306472	0.172334263174	0.0522315544013	0.172538517297	300.0	0.429132692294	0.434360684278	0.0308483472892	0.358055470663	0.364829398454	0.0230222036613	-0.0556634323798	300.0	0.471974138451	0.474928343252	0.0142448619571	0.474801446463	0.477376277223	0.0244796242968	0.00322027182375	113.977804014	0.346774229895	0.346723399649	0.0156828278766	0.345883454388	0.346352568478	0.0117355502238	-0.0695890903963	31.2602930483
RFX2	0.2164441333	5.4421975556	5.6586416889	0.0862002090292	0.0815972263314	0.029204533333	0.0731849631463	0.0691016470484	0.0268436001538	-0.0459430957128	300.0	0.473319495227	0.483828594681	0.0278037635342	0.595557064815	0.604511783923	0.0352246600784	0.0233797211869	300.0	0.50151778749	0.496085389492	0.04402632116	0.497229430133	0.493964286418	0.0279285142622	-0.0463466567666	51.9627569391	0.309024059958	0.308618343551	0.0248155937638	0.308221322084	0.308094971051	0.0214090212955	-0.0831351068815	45.2927719757
PAX2	0.2255426222	5.2315701111	5.4571127333	0.105117492419	0.087597652592	0.0559147014874	0.13169093656	0.110250943778	0.0670342365967	0.000206824015946	143.588752633	0.494730427722	0.505915929353	0.046068712934	0.398703784032	0.411805028761	0.0344615223346	-0.11588404826	300.0	0.448625775959	0.444699280998	0.0304431909633	0.458950391946	0.451139977444	0.0500814578514	0.0111716983641	39.2312590658	0.297575867776	0.297422321952	0.0315894381174	0.297061366002	0.297044734659	0.0248455912354	-0.112006412125	3.41756630572
FOSL1	0.2495109	5.9053088889	6.1548197889	0.13347024779	0.11237673208	0.0585698872581	0.111868868327	0.0986257734978	0.0485060363335	-0.0514930194273	300.0	0.43907502815	0.445043783182	0.0331543884563	0.359663880787	0.367729758442	0.0254183261472	-0.0775156274775	300.0	0.517897169703	0.520657996143	0.022000369536	0.525108664591	0.52141850481	0.0339166117753	0.0383440274221	216.725641369	0.29651133964	0.29677964115	0.0109904009716	0.296480690717	0.296624208185	0.00988405519212	-0.0774484242838	86.1651370721
PAX6	0.2689653	3.2277611111	3.4967264111	0.0775821649118	0.0644566045231	0.039180458532	0.0995797898739	0.0815748625643	0.0420981023434	0.129187330588	298.294359573	0.482619319053	0.489241980297	0.030497113933	0.394899739276	0.402240490871	0.0243631598133	-0.0217406859728	300.0	0.513171387994	0.50861631296	0.0424224552825	0.508641641821	0.508486525227	0.0248049379985	-0.0162032991475	35.4046735437	0.295444708689	0.295313527554	0.0134865362063	0.2950074244	0.295042291209	0.0131860698314	-0.0883143824435	10.9055681881
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.124142834545	0.105567251222	0.0469823531548	0.151232209633	0.125237738749	0.055810274921	0.209618288739	300.0	0.457732770847	0.465906807112	0.0218470142658	0.572026142595	0.578296348439	0.0328650886935	0.0286926119722	300.0	0.354646725358	0.356086827208	0.0279924735561	0.354083266462	0.356027282227	0.0198643975878	-0.0780182424544	9.94360853187	0.327845535225	0.327795533205	0.017836046486	0.327635026094	0.327576756865	0.0132856400981	-0.0558227524617	29.1405852863
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.0914812948093	0.0657573281548	0.0665716048626	0.0674983887759	0.0423634453706	0.0534517038325	-0.0176975327163	60.406653454	0.383553163372	0.390842891045	0.0341081840171	0.328781285577	0.336862028493	0.0258567925956	-0.213448509446	300.0	0.493803128127	0.496747101827	0.0485333854115	0.490212011427	0.493808108328	0.0345646878601	-0.0345694611953	10.5259505403	0.237520250771	0.238210269834	0.0131948848028	0.236736098267	0.237506280845	0.0115858803482	-0.0809700470803	5.35571130062
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.159398851242	0.137912161687	0.0476138329417	0.185417549848	0.165800022062	0.0594258850684	0.0769826454798	300.0	0.451844184803	0.459409811338	0.0224172215799	0.561389857701	0.568044683889	0.0298819006155	0.0234120013622	300.0	0.521827464443	0.52297833557	0.0294013224305	0.521378656828	0.522724254931	0.0200815334881	-0.0707117380203	26.5421432981	0.30527893229	0.305138580789	0.0122200824904	0.305186623129	0.305134864225	0.0120815363638	-0.116658328364	9.55542735106
THAP1	0.3018008222	5.8000158333	6.1018166556	0.0812208130701	0.0707040318564	0.0373071572841	0.0655203327152	0.0566358456064	0.0359315766993	-0.0859814860109	300.0	0.460845378585	0.468446574415	0.0225124437356	0.5765047606	0.583124158404	0.0290215655559	0.0301882750766	300.0	0.550001392953	0.548162821461	0.029110298058	0.547651796911	0.54655538564	0.0183000449101	-0.0144445934289	300.0	0.322815931618	0.322958413132	0.0132751340466	0.322794964697	0.322876823812	0.0131775884754	-0.116498170952	37.0805817722
SOX17	0.3243661	6.3657267222	6.6900928222	0.0809588331039	0.0711128983144	0.0391737479984	0.0658682651488	0.0574364217594	0.0383000683497	-0.0875345356974	300.0	0.501313888976	0.508785059363	0.0342355512287	0.406736298454	0.416028450561	0.0253796844891	-0.0194078892825	300.0	0.593151648581	0.592453579949	0.0201756103194	0.59727640244	0.594988849657	0.0316845093884	0.00370677238638	192.351052156	0.306865643697	0.306772754273	0.0131394857227	0.306700027568	0.306759854559	0.0130259215349	-0.119126401054	13.7784194085
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.0683249128039	0.0582730927233	0.0329327183659	0.083050900574	0.070918396485	0.0348143437957	0.020754506226	300.0	0.465378293051	0.472166510298	0.0225283985078	0.578401705424	0.584867046905	0.0277669746667	0.0323707845897	300.0	0.513014263981	0.51345589639	0.0372928894472	0.512158218357	0.513189441818	0.0258278905959	-0.0686528080402	38.2176666937	0.310073200705	0.310060955558	0.0154627104248	0.309972517883	0.310026994575	0.0144238718593	-0.114515578987	13.5925276049
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.102774159148	0.0970255004631	0.0319978776602	0.121807255817	0.113739663723	0.034491773501	0.0678185402425	300.0	0.484490822947	0.491951238232	0.0232330674643	0.604545462536	0.61164179784	0.0280659205477	0.0357118043852	300.0	0.551609591784	0.550149870167	0.0255582751726	0.551108749278	0.549850129834	0.0184203857584	-0.086816172286	174.992636841	0.336675138895	0.33667892337	0.017194055017	0.33660185492	0.336528714148	0.0155799948923	-0.085474821918	300.0
KLF1	0.3295018	5.8667564444	6.1962582444	0.134159311109	0.129392145218	0.0459501985063	0.172914498846	0.160703539724	0.0595805888312	0.155908881405	300.0	0.496318551362	0.503042846256	0.0328278643027	0.40772600684	0.415788782849	0.0238743213443	-0.0111547403955	300.0	0.66516238385	0.663183461562	0.0280350684122	0.662412842899	0.66279841155	0.0172997593777	-0.0214315378295	75.2588031311	0.312450343723	0.312439915837	0.0154738971236	0.31237435955	0.31231338562	0.013923059108	-0.106499828888	16.6635618368
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0828598020122	0.0578393850889	0.0430774802841	0.103926832134	0.0840140429703	0.0580336898357	0.080444891777	300.0	0.476397667503	0.483929575505	0.0228517708565	0.599543014482	0.605939623465	0.0304387845132	0.035463067989	300.0	0.509113699481	0.510705981763	0.0317367092919	0.507764244029	0.509696384561	0.020546107714	-0.0395898145702	34.7350432421	0.31882873307	0.318939033085	0.0148343138431	0.318582341961	0.318792751724	0.0122547051659	-0.12465812841	2.89373241534
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.10753283685	0.0946654386796	0.0555812518639	0.133004398954	0.118373714895	0.0624545873688	0.0104283007923	158.979808324	0.491179363648	0.497540890908	0.0310262332398	0.402450121813	0.40926285913	0.0254230234951	-0.00253489008505	300.0	0.540779250598	0.542468915501	0.0111683272394	0.541255252807	0.543055052292	0.0195273028902	0.0698481306939	200.585117561	0.619668265705	0.631374920331	0.311766498259	0.790555092143	1.01550673109	0.324672631811	0.197214082713	300.0
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.135959347302	0.117699767555	0.0392517917851	0.155462194229	0.131290003721	0.048332625732	0.111462866438	300.0	0.433279335108	0.441443727119	0.0232982530943	0.534742913337	0.541534746382	0.0310921914233	0.0153229894076	300.0	0.558897577595	0.559163542249	0.0305852852689	0.557515437446	0.558595604093	0.0198090537019	-0.0396044671099	59.0532110745	0.289128120812	0.289074669815	0.0146890799705	0.288352212476	0.288632483604	0.0132242543059	-0.0871660044266	36.6071525028
PAX4	0.36501635	4.8246142222	5.1896305722	0.112082860035	0.0949556372509	0.054013168941	0.0915279752773	0.0771376520025	0.0477919573462	-0.100007869785	300.0	0.45908143406	0.465240819134	0.0203716421536	0.573259390925	0.578730276653	0.0268352837831	0.0359190468385	300.0	0.438210828277	0.438810931591	0.021699018996	0.43789045078	0.43824275689	0.0162982410901	-0.0446842363311	115.330397748	0.475004739873	0.458981815035	0.295241630183	0.63316311235	0.696007751882	0.333473746372	0.114162057695	269.65099346
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.0881681939001	0.0789095555996	0.0428727949293	0.0710024770765	0.062517856136	0.0348075969663	-0.0423443367855	244.069264418	0.370572075498	0.376303254093	0.0308861469041	0.320049629166	0.326854547325	0.0246962161139	-0.169937725699	300.0	0.591154365008	0.593782684762	0.0256722613154	0.590195961809	0.592835501525	0.0169301736522	-0.00578860154736	98.7891892007	0.320728558985	0.320741661746	0.012943943876	0.320309737709	0.320413908362	0.0112147079375	-0.021911852857	94.1123608744
RXRA	0.3769536278	6.7146771111	7.0916307389	0.162788582916	0.146420240079	0.040934279836	0.179983355225	0.160571965067	0.043818688416	0.0596415720348	300.0	0.481211173665	0.488044935157	0.0214256988335	0.601850678687	0.608062584652	0.0274410938873	0.0380783281955	300.0	0.590468160623	0.59130321727	0.0349951133573	0.58817181228	0.589877657755	0.0226039540126	-0.0385173711744	90.7669146626	0.305623886014	0.30550483866	0.0160585394293	0.305075267263	0.305163291944	0.0138697070289	-0.0971262032137	43.0534884082
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.0804767515275	0.0699505830151	0.0352944928684	0.0968768850614	0.0862041245123	0.0405001388505	0.0879609657064	300.0	0.404608339163	0.411029966608	0.0212986190888	0.493875220314	0.498987518623	0.0296302863982	0.00949611176248	300.0	0.431205884081	0.432623627541	0.0114650213576	0.431274728929	0.432857985969	0.0179238734018	0.00125670666553	173.596638619	0.328945204382	0.329204114401	0.0161415846201	0.328182742237	0.329015884849	0.0113492351495	-0.0288536627199	147.697250324
EN1	0.3989146722	5.5023358333	5.9012505056	0.191421263264	0.165463292388	0.0545042310657	0.222094479526	0.187385283647	0.06992262161	0.132155944394	300.0	0.402329070498	0.41037330008	0.0362603016324	0.341327363202	0.350724328865	0.0282064424205	-0.167812184363	300.0	0.458888230931	0.461070972053	0.0422980517875	0.456989415305	0.460361770792	0.0303167025348	-0.052319016975	23.8029883515	0.276957544605	0.276758673771	0.0202044791443	0.276501597506	0.276609905891	0.0162592270095	-0.113246483405	5.16428247862
FEV	0.4266916111	6.4151153333	6.8418069444	0.142338252732	0.128079867081	0.0504368521148	0.114471223846	0.104990089775	0.0443492426237	-0.010967323854	300.0	0.471579143197	0.480989624098	0.0403548458874	0.38198732511	0.393458777616	0.0298720551479	-0.0770580707949	300.0	0.550158280796	0.547786544533	0.0204694122325	0.557312192488	0.551994449047	0.0368710708186	0.0441917713885	270.901911015	0.341504620501	0.341714792055	0.0184311098373	0.341191561284	0.34125437039	0.0151678161703	-0.0762763369747	65.4800003181
TBP	0.4329950722	7.1221270833	7.5551221556	0.123518598106	0.110287312816	0.0415613543275	0.15302255476	0.133950559324	0.0523102871861	0.150441376558	300.0	0.499202932486	0.507047677753	0.034572350409	0.408262929087	0.416505398766	0.0274499967334	-0.0279071714845	300.0	0.376731824738	0.377888597955	0.0336974869299	0.376036890331	0.376961899122	0.0235941498899	-0.0211608698668	38.8472963379	0.34070904065	0.340967517474	0.0163468471302	0.340705023883	0.340564941663	0.0139813520711	-0.071998445365	18.7200399349
GATA2	0.4460161667	4.9865788333	5.432595	0.0383075419111	0.0311339542584	0.0246141993134	0.0531894441336	0.0418646482976	0.029219463805	0.100554305815	300.0	0.401891583364	0.407309036479	0.0208467833038	0.487084281588	0.490910382684	0.0283022039182	0.0143859881207	300.0	0.401894406409	0.403641573438	0.0165208022445	0.402629531462	0.40452643648	0.0273070339612	0.0054965161402	119.929938849	0.310580357833	0.310404434148	0.00929098298541	0.311225393087	0.311084902736	0.0114642251282	0.000407340315801	197.893265147
FOXO3	0.4784891278	5.4082502222	5.88673935	0.0921224834844	0.075194601429	0.0503284807411	0.0820149565864	0.0743285737785	0.0453749835522	-0.193251060031	88.8670618991	0.416760517238	0.423465437014	0.0219650848701	0.510834681156	0.516482883556	0.0296351078037	0.0165634263263	300.0	0.571204129431	0.573282977668	0.0175044903846	0.571515566616	0.574320686898	0.025103501092	0.00558322872312	172.475899035	0.305389393311	0.305536889037	0.0112982771544	0.307048749945	0.306653657013	0.0121026852302	0.00805554571967	239.172376613
MAFF	0.5215329556	5.2145415	5.7360744556	0.0923012812603	0.0835656749019	0.0425533009126	0.124274606788	0.111292257027	0.054622139883	0.138346825405	300.0	0.420054694279	0.426681813204	0.0212461343427	0.516833834579	0.521855957292	0.0285604728037	0.0241739740813	300.0	0.420536310035	0.421890345408	0.0139069012582	0.423362873557	0.423256381454	0.0217175489867	0.0257334943264	159.87012171	0.276587056983	0.276541993459	0.0116973955951	0.275659650534	0.275549472711	0.0114053416883	-0.0313338450521	122.021507791
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.139137121577	0.125532456942	0.0409778185053	0.165299875384	0.148847933409	0.0535278488365	0.0825359762694	300.0	0.43414792025	0.440719006755	0.0338872862377	0.361281688192	0.369679692443	0.0260061495568	-0.0858011753512	300.0	0.640693892905	0.642405507069	0.0180033184411	0.646348152419	0.644571822906	0.0282088329348	0.0734770074861	289.731764519	0.285909872866	0.2859539365	0.0127948999083	0.284870275103	0.285042520663	0.0125670305612	-0.0157909047789	181.304881123
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0803693221745	0.0634398405712	0.0429749062885	0.108175369506	0.090329621042	0.0553252133361	0.0995858368584	300.0	0.413225965344	0.419658865883	0.0220472236015	0.506977215142	0.51242710916	0.0288914513825	0.0172157504147	300.0	0.711761851847	0.713784987375	0.0164123051076	0.713784324878	0.715301916021	0.0246915229901	0.0626304692175	163.330475378	0.305758512332	0.306317786236	0.0142562097037	0.307736378254	0.307436913795	0.0151461847983	0.054449040074	198.93600951
MAX	0.6273268722	6.1784626111	6.8057894833	0.110663798475	0.0973312756228	0.0450265270861	0.14492179617	0.123092407787	0.0578097268553	0.229050687677	300.0	0.395154046782	0.402387903874	0.0230035745387	0.481336210282	0.487062842553	0.0307724829544	0.00205630409571	300.0	0.387704138165	0.389054314229	0.0113788194208	0.388838610918	0.390409160679	0.0198480238327	0.0654289980493	300.0	0.311441771344	0.311794445032	0.011956285696	0.313898654989	0.313369677349	0.0150294190814	0.0988134995296	300.0
RREB1	0.6412792222	7.0157968333	7.6570760556	0.127037359749	0.114574557808	0.0380560730966	0.144302534979	0.133676527462	0.0403226100224	0.199099322927	300.0	0.459243447888	0.466547733289	0.021314905698	0.569453349175	0.575716302425	0.0312388645918	0.0414692588489	300.0	0.574925731808	0.577465847501	0.0248800607059	0.57780157364	0.580763425622	0.0378748863842	0.0013570015594	59.2755912913	0.279821551668	0.280383317078	0.0132128127546	0.282318347696	0.282238702112	0.0162647548076	0.016646582813	101.03389524
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.134328612156	0.111360483137	0.0609572109688	0.114764785025	0.0971359478648	0.0492200789406	-0.0103625471424	290.028947834	0.533097332266	0.542016031768	0.0355297375251	0.433363970014	0.443551848683	0.0270338826816	-0.000449126834478	300.0	0.512888012387	0.509047624348	0.0284131224518	0.520160518028	0.515955105528	0.0444435696574	0.0178684059449	81.8833656997	0.334537326728	0.334035088234	0.01587866164	0.335692702088	0.335575306014	0.0181448255325	0.00398494424947	188.692363129
STAT3	0.6779155667	10.0107785	10.6886940667	0.0655727345404	0.0629406506394	0.0318827548711	0.0975972890572	0.0856627751276	0.0442894605529	0.237417592954	300.0	0.401032505897	0.407196672405	0.0230883562684	0.484408336282	0.489220828915	0.03059840991	0.00725490707418	300.0	0.427197265097	0.427578425851	0.017128255947	0.429602596344	0.429890268245	0.0307029147971	0.0648610490472	156.006005275	0.281071561868	0.281346914292	0.0126291858574	0.283224005568	0.282969276923	0.0140924928866	0.100568206465	300.0
