FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Neph_H1hesc_protection_mean	Neph_H1hesc_protection_median	Neph_H1hesc_protection_std	Neph_GM12878_protection_mean	Neph_GM12878_protection_median	Neph_GM12878_protection_std	Neph_protection_ks_stat	Neph_protection_ks_pvalue	Neph_H1hesc_tc_mean	Neph_H1hesc_tc_median	Neph_H1hesc_tc_std	Neph_GM12878_tc_mean	Neph_GM12878_tc_median	Neph_GM12878_tc_std	Neph_tc_ks_stat	Neph_tc_ks_pvalue	Neph_H1hesc_fos_mean	Neph_H1hesc_fos_median	Neph_H1hesc_fos_std	Neph_GM12878_fos_mean	Neph_GM12878_fos_median	Neph_GM12878_fos_std	Neph_fos_ks_stat	Neph_fos_ks_pvalue	Neph_H1hesc_flr_mean	Neph_H1hesc_flr_median	Neph_H1hesc_flr_std	Neph_GM12878_flr_mean	Neph_GM12878_flr_median	Neph_GM12878_flr_std	Neph_flr_ks_stat	Neph_flr_ks_pvalue
NRF1	-0.0572260667	6.468081	6.4108549333	0.126877886633	0.102082120199	0.0597208424957	0.0982845251388	0.0788683856757	0.0534479107132	-0.121984350282	-300.0	0.500647597596	0.504902852327	0.0920966650157	0.4024604937	0.42103886824	0.0243283124672	-0.331196256831	-31.9064321834	0.451896920187	0.452705792474	0.0240390543835	0.449969197005	0.450556119902	0.0134265873638	-0.117145652008	-300.0	0.720469427822	0.728641385859	0.0341498569963	0.728988612425	0.730110195921	0.0609143740709	0.0157004830918	-0.378134676831
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0850565024273	0.0753579798048	0.0371819328464	0.0995892548747	0.087788951901	0.0372614203553	0.0383893404727	-300.0	0.321272539323	0.330000102506	0.0331120918713	0.355772928479	0.365268054347	0.0340571555046	0.0276570850458	-20.1385619214	0.474686707753	0.475721004506	0.0214931806552	0.477436938233	0.477926621096	0.0238696401366	0.0742364265389	-300.0	0.203429148264	0.203517846069	0.0234049834609	0.201510471746	0.20290512296	0.00683084910688	-0.053152001106	-1.49204145883
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.0787556330638	0.0737089836456	0.0298972397609	0.0885649144533	0.084372234592	0.0305423431762	0.113530018318	-191.391248862	0.355078945156	0.365694460966	0.0375433293667	0.318765861278	0.323613855794	0.0232483929239	-0.14238283263	-9.51812943322	0.513812131066	0.509157722126	0.0242300665337	0.514952284899	0.511238639703	0.0383689279675	0.0236368945425	-257.38568594	0.694840136707	0.705104830824	0.0908541261358	0.682421957908	0.688824400281	0.0277715844608	-0.234088964927	-1.49577148079
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.128296178359	0.0896162572695	0.0886518371227	0.0941815503228	0.0609522018368	0.0701167947257	-0.0647447740274	-123.94828664	0.332980453585	0.339746508573	0.0298177443769	0.316757496568	0.316431067319	0.00560175241264	-0.07668018312	-1.8217948417	0.392724711536	0.392380143204	0.02814911882	0.393509430579	0.394128221609	0.0382864470434	0.13972179719	-8.16236176487	0.681551457637	0.676913120236	0.0725069136614	0.665036119647	0.667503715645	0.00466724980559	-0.45447761194	-1.16144632722
HLF	-0.0325434111	3.2289502222	3.1964068111	0.157759633099	0.135070611864	0.0584202913622	0.125375525002	0.106933396417	0.0561284813373	-0.100851956864	-148.212963063	0.481019108482	0.490248229975	0.0351617093551	0.405143162195	0.410701714337	0.0210871902941	-0.317606932538	-17.7988108362	0.329449130043	0.3270675365	0.040232840727	0.327584403168	0.32562543091	0.020753970869	-0.0651048867917	-167.784165396	0.503884393534	0.504264620362	0.0586595801534	0.497100184942	0.502461636615	0.0136126814835	-0.0852941176471	-0.413403462045
PPARG	-0.0284577778	2.7755172778	2.7470595	0.19240635789	0.185331015693	0.0475077706224	0.165808744087	0.162317013472	0.0392712441933	-0.0950295849138	-300.0	0.307231774252	0.307726261495	0.0141667739393	0.321822743693	0.330571045266	0.032342258319	0.0948109695332	-7.69726310998	0.627474063035	0.628736866234	0.0187796525416	0.629383286901	0.631485738774	0.0237266953554	0.0366673557624	-212.719593651	0.177827584708	0.176372081495	0.0196581928289	0.174302882463	0.175465682645	0.00473933576871	-0.151234567901	-1.80814070166
FOXA2	-0.0203151889	5.80296	5.7826448111	0.115572780929	0.10449208107	0.0478355718998	0.0957971690186	0.0850729126493	0.0411206181142	-0.0508836839283	-300.0	0.441212633544	0.448689933036	0.0325415649577	0.374426517168	0.379520487499	0.0223141723121	-0.228491077226	-27.3550709962	0.450020209523	0.452058310023	0.0236340496589	0.446824197097	0.4492875936	0.0135592091421	-0.104430160395	-300.0	0.168913336411	0.167571493335	0.0086448906175	0.169065689356	0.16792347381	0.0226631745416	0.0306112224449	-0.194534740846
HSF1	0.0113552056	6.99869	7.0100452056	0.0969710767719	0.0831255654782	0.041754506776	0.117678147999	0.10013224378	0.0490570524708	0.0514161162138	300.0	0.312148846361	0.319432542783	0.0267427054203	0.353857382534	0.361867178845	0.0322837870048	0.103391123391	14.952197005	0.503078005961	0.503716601135	0.026138718528	0.501899793468	0.501799727198	0.019932431174	-0.0557639576358	216.216245239	0.442479838142	0.452152842436	0.0599467426097	0.454897655464	0.456724235928	0.08594214818	0.0876811594203	1.1269247162
TFAP2A	0.02361145	3.46334025	3.4869517	0.15135001332	0.137816502474	0.0458116312924	0.183998751297	0.162456808096	0.0577396737591	0.118343674445	300.0	0.33319958626	0.337171401047	0.0198592655358	0.363776745656	0.372259125391	0.0323532634033	0.0403959188855	22.3896047875	0.529298009836	0.529722639439	0.0170954878177	0.527696000487	0.527796125121	0.0149164159651	-0.0858417222086	300.0	0.279963303508	0.280158669408	0.00535577340495	0.281815438219	0.282020000717	0.0234776626218	0.0620377084844	2.36523359938
YY1	0.0336983778	9.2155432222	9.2492416	0.0793358572475	0.0686268353815	0.0277740237279	0.0901075677334	0.0770706113042	0.0284243505178	0.0636945849118	300.0	0.365306042858	0.37334543837	0.0320697262931	0.33108664656	0.337786183914	0.0285913330219	-0.0193080338187	19.5169800419	0.495044133345	0.495584759764	0.0329463444936	0.494335194056	0.493851186698	0.0250474612473	-0.032910600876	146.69294969	0.546040509417	0.545230270375	0.0250553533829	0.553006809402	0.548322680984	0.052282828572	0.0135098743268	0.606048042063
ESR1	0.0364005167	3.9774695556	4.0138700722	0.0635259627961	0.0461328498166	0.0434254112161	0.0831481106229	0.0743358621904	0.0519536517537	0.0596511648737	300.0	0.406229941111	0.41089766007	0.0198434086565	0.483214433605	0.491164783239	0.033583381272	0.274510685149	37.2213272081	0.500267351846	0.503175155315	0.00891286317832	0.504397588065	0.505797092853	0.0165997163988	0.19695811872	300.0	0.169813724289	0.168896869174	0.00568831547089	0.171551763767	0.170638131446	0.0202181643643	0.0584626337118	1.2859302555
FOXP2	0.0823085278	2.351259	2.4335675278	0.131950525685	0.120304183581	0.0531857940919	0.115908389109	0.104106622801	0.0443162228852	-0.0832685066015	300.0	0.384527296954	0.393507128373	0.0309573712802	0.450504128833	0.457863633686	0.0338102680349	0.247952095465	33.1557787224	0.519525271359	0.522189184163	0.0141191996305	0.523115933786	0.525473231848	0.0246219562997	0.0906413083801	300.0	0.427078640628	0.423313562695	0.0281569649973	0.431752244109	0.4297211163	0.0624625367951	0.022099994647	0.670514308346
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.099577955566	0.0883005492495	0.0397391891302	0.123280882506	0.108237493966	0.0504924638227	0.00319140635396	300.0	0.397308785576	0.416572054451	0.028503684227	0.497739300262	0.504034135476	0.09496769959	0.297910520585	40.9081978771	0.480491829072	0.48214515636	0.0103155112345	0.482923936239	0.484374155359	0.0168995645794	0.111658708366	300.0	0.552740958348	0.558194808877	0.027182019871	0.567907140868	0.56213518589	0.0535173763362	0.129307675293	2.65024905954
GATA1	0.0912818111	5.2011149444	5.2923967556	0.0768108377274	0.0632492668992	0.0441291647388	0.0574592864634	0.0472653777644	0.0390998038402	-0.0245230057893	247.680161582	0.344417402136	0.351744834034	0.0512590343892	0.313302438601	0.323019632696	0.0339780975384	-0.0742326097394	6.49776632582	0.378796747782	0.380362776552	0.0125695471294	0.380437775485	0.3813945606	0.0246020218881	0.0862984922874	300.0	0.349560459438	0.344615734997	0.0179884306084	0.366139159098	0.358589518747	0.0725359891678	0.134090909091	0.499627369215
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.0913137793552	0.0745935634175	0.039330673523	0.109881238507	0.0876996219445	0.049277868239	0.0429880465721	251.41784536	0.319604059559	0.328666525521	0.0339501048096	0.294667154232	0.300440716098	0.0243830084392	-0.00889933471861	7.98423241905	0.537740415645	0.539169332752	0.0244402338834	0.536669123391	0.537855532741	0.0173998069	-0.0336773041734	131.31219183	0.628729308222	0.633917792559	0.0264939151588	0.633515942943	0.638090366298	0.075976721578	0.182080200501	1.04446880338
SOX10	0.1169655111	5.24596	5.3629255111	0.149902198602	0.133489449769	0.0475462062628	0.164841959776	0.151128263331	0.0475629717977	0.0715833556951	300.0	0.338154057811	0.346849392841	0.0322350036159	0.314322599937	0.320802823112	0.0316480953734	-0.0748820860167	11.2386104398	0.560136239987	0.559286954045	0.0274097806542	0.556376005666	0.557971787214	0.0251724066379	-0.0770605667987	256.720658017	0.220491938576	0.220656845262	0.00544075053196	0.221188543269	0.220750767753	0.0175772785972	0.000409124721051	0.415416991019
MYOG	0.1172990389	5.0492238889	5.1665229278	0.204236403391	0.195695505599	0.0450753187962	0.187377588824	0.180246155707	0.0436253925809	-0.0761865043183	235.093426737	0.284144288192	0.291372982047	0.0328200293451	0.269898808734	0.279934581164	0.0242299439891	-0.196021454108	2.3770642591	0.537671857954	0.532076148635	0.0380762495629	0.535232387289	0.531701203103	0.0235601761822	-0.0482279250053	190.536850286	0.792761880547	0.792422938065	0.0846303099217	0.785884153212	0.787644986954	0.039042485118	-0.0277908343126	0.0413204617213
SRF	0.1628057278	8.3513662778	8.5141720056	0.053460595025	0.050111530136	0.022970745428	0.0628237243405	0.0613306619393	0.0281401158851	0.0740390251682	300.0	0.378513758885	0.387606371205	0.0279059883002	0.441164895823	0.44691990732	0.0309446325182	0.25265693893	20.2561461326	0.491119033943	0.492096411884	0.0142732773049	0.491835687961	0.492944156068	0.0211796134223	0.0114195851839	254.780547354	0.640647425018	0.635245626076	0.0223622578131	0.641677331834	0.635680392495	0.0746316025809	0.01234375	0.261685528549
LHX3	0.1647734778	5.8396682778	6.0044417556	0.0779638927295	0.0655448961065	0.0454905738785	0.109074577775	0.090255507568	0.0574440601267	0.111091822661	300.0	0.346012658608	0.349009583547	0.0176084514733	0.393637217373	0.399799961076	0.032355202307	0.2094307799	19.2463947347	0.52409111335	0.527239351156	0.0124193681401	0.527627170335	0.529302238815	0.0231311249938	0.13013461868	300.0	0.283592151488	0.285582665345	0.00537879072586	0.287090532562	0.286147157614	0.0245269011105	0.0748723559446	1.00198966411
E2F4	0.1745461	8.0240553333	8.1986014333	0.114510668635	0.103141393729	0.0367484153074	0.0968951434376	0.0890761070982	0.0332414275796	-0.0547754459827	300.0	0.35196713219	0.36081263061	0.0332167675587	0.332717044744	0.331633679735	0.0172281190677	-0.106912783601	4.85931924578	0.548725962673	0.546134307368	0.0255587089787	0.545420392306	0.542289188592	0.025018072455	-0.111140892099	184.199955381	0.692258323852	0.694766722421	0.0218407927862	0.692909020073	0.695509805457	0.0619559486598	0.0356148491879	0.135427246003
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.208914456252	0.192933948325	0.0512895522209	0.183878842027	0.172873098138	0.041760854349	-0.0423538468955	300.0	0.320667607952	0.327592417754	0.023481006803	0.350546462958	0.357678890769	0.0316321323486	0.0127702096834	18.2270524185	0.544442649605	0.546543026875	0.0180465212678	0.543824558135	0.54572032264	0.0144172283634	-0.105807626166	117.800004177	0.548675404899	0.549895484548	0.0195688760003	0.55227660591	0.554006714316	0.0698833905368	0.0216855961933	1.16834644193
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.163600263724	0.151820239497	0.0403337134657	0.189920443352	0.17134002704	0.0497688423468	0.174259490247	300.0	0.355547470204	0.378078759061	0.0296042285969	0.438696120954	0.444893611257	0.0970557806594	0.28709793508	22.0280897242	0.464614177921	0.466822240798	0.0125792060388	0.466527401222	0.468214748198	0.0250735716804	0.0886905276199	300.0	0.252480151502	0.253679720692	0.0079461922355	0.256809986352	0.259535803606	0.0203825438957	0.1800124533	1.75975220597
RFX2	0.2164441333	5.4421975556	5.6586416889	0.0852947793904	0.0808521634965	0.0287841128431	0.0724730663025	0.0687673257193	0.0268020967959	-0.0578586677768	300.0	0.341284232173	0.341227039508	0.0153165060153	0.366538844334	0.375567256711	0.0348910047821	0.000813284212233	10.966120842	0.536313701128	0.534296229744	0.0342521296725	0.535097152591	0.533772603908	0.0244771716185	-0.102331912899	92.160783523	0.0978744966845	0.0984062055105	0.00472307774787	0.0984649995678	0.0991750262775	0.0158508684893	0.17696289218	1.79370721284
PAX2	0.2255426222	5.2315701111	5.4571127333	0.131857460968	0.111890259726	0.0675480438753	0.10534542474	0.088710003736	0.0548431412529	-0.0222907770728	96.108104373	0.28537567381	0.284206550641	0.0282316502945	0.275927666411	0.282491057888	0.0118825575352	-0.362594783246	0.410805593273	0.433759660709	0.427809050813	0.0344516602554	0.429003280391	0.426859891598	0.0186064854712	-0.113515422539	32.5848660347	0.667631142358	0.660517799625	0.0329066990681	0.669440564548	0.675727681793	0.102760652466	0.144117647059	0.335621164649
FOSL1	0.2495109	5.9053088889	6.1548197889	0.132531725284	0.112636728205	0.0577000957984	0.110359571671	0.0976621710964	0.0474257501726	-0.0505946433196	293.999385142	0.304045805022	0.316507753293	0.0312151000587	0.342453444698	0.349327570932	0.0437649159279	0.0362731347225	8.74662227526	0.519597574201	0.520672438927	0.0131554990743	0.522885693867	0.520945274584	0.0276958001879	0.0284052428835	300.0	0.568290500314	0.566419187741	0.164247566271	0.522296463982	0.565001539851	0.0813447284949	-0.0404925130796	0.0215467995797
PAX6	0.2689653	3.2277611111	3.4967264111	0.0796533859247	0.0667396237696	0.04092226739	0.102047742577	0.0842604278995	0.0426727360279	0.131137616632	227.705214239	0.288703084896	0.296230912792	0.0334618518021	0.28207708944	0.284224480745	0.016525417004	-0.194910447796	2.14987407437	0.657909946753	0.655725085282	0.0367050854902	0.654495047897	0.655557758614	0.0218904242105	-0.014745706766	122.628759326	0.608906809818	0.605852084085	0.016611239546	0.614596729096	0.619994222748	0.0873492468775	0.25	1.22810153921
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.122413415435	0.105200516353	0.0464409840654	0.148844690243	0.12542106459	0.0541017507417	0.212899054623	300.0	0.321484840892	0.330582988142	0.0317711098439	0.364052559776	0.371620919601	0.0441906993343	0.0949897898029	11.1096325249	0.363450561744	0.364483788675	0.0247382024221	0.363259157025	0.364401113341	0.0183804394008	-0.0565849345394	64.1213284447	0.604682976935	0.611030447132	0.0215594353775	0.605578810662	0.612469492493	0.0618483241105	0.0582774477869	0.356124165726
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.0915093481974	0.0627077903746	0.0715504963216	0.0670731611964	0.0405695001637	0.0568588449152	-0.0393346470348	39.9741968086	0.264675627583	0.268500456795	0.0334054139316	0.258084779764	0.262634845329	0.00992613689289	-0.27101488112	0.347844521598	0.60889512177	0.612043977873	0.0180241740622	0.610356253557	0.612092473533	0.0279145677147	0.0199898663972	144.806554717	0.348194918763	0.353495443928	0.0131742713426	0.38128174172	0.369766689624	0.108573144903	0.424468085106	0.696209128436
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.158062443037	0.136838535516	0.0466990522866	0.184154759912	0.164458005696	0.0578222892231	0.0760469371969	300.0	0.362372118233	0.371349781632	0.0331303601382	0.329152913602	0.33254011199	0.0326372224454	-0.027527286643	16.4942470036	0.583237849811	0.584444080098	0.0203115940975	0.58269704448	0.584436961615	0.0160964905416	-0.0775407590437	108.156921912	0.550789075055	0.549530725257	0.0132393590826	0.554951318372	0.556609010903	0.0515138791268	0.06989219523	0.908562997736
THAP1	0.3018008222	5.8000158333	6.1018166556	0.0834733912649	0.0732511996068	0.036708572222	0.0672454550559	0.0588139807252	0.0361289712599	-0.0891787893754	300.0	0.359122906516	0.362990640663	0.0201733479272	0.406139612399	0.41268982097	0.0290256870482	0.163507311854	30.3630212738	0.488444824719	0.486812098941	0.0208845339182	0.486866142725	0.486593651329	0.0173271471203	-0.0804480499395	300.0	0.168969945147	0.168760609698	0.00395962480104	0.169193207131	0.169232768889	0.0168482823312	0.0232189113465	1.37260440419
SOX17	0.3243661	6.3657267222	6.6900928222	0.0831424919247	0.0735648585398	0.0384789478631	0.0674231163146	0.0596215972898	0.0384010716608	-0.0961031455283	299.999999999	0.352509014523	0.370823830346	0.0292441906368	0.422475136736	0.428521494649	0.0831687854137	0.247812671003	22.0543621367	0.571588723678	0.569433237512	0.024582670942	0.568679134426	0.569012565405	0.0181489004854	-0.0607283994419	225.082707878	0.686647827944	0.685382897786	0.0224562670319	0.688449154553	0.687321692213	0.061926379277	0.0219063545151	0.292687637674
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.0683025569868	0.0590929330691	0.0327175884208	0.0830767249768	0.0716524369492	0.0344306198702	0.0220851425912	300.0	0.325613070726	0.332137221772	0.0246495515332	0.357974685727	0.365443215606	0.0303431271419	0.0174466521328	13.4121131007	0.525357097983	0.527247848283	0.0289602049553	0.525109408056	0.526974236468	0.0238384016304	-0.10315007367	120.467991578	0.147889730692	0.146859978211	0.00513645567275	0.14940133865	0.148014318897	0.0466427545635	0.142755991285	2.16350702964
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.10501455192	0.0999431170304	0.0318755495189	0.124744118853	0.117058210674	0.0349489497431	0.0731825396065	300.0	0.362892725612	0.373210106463	0.0297400125841	0.419201062237	0.426692121735	0.043123295078	0.185973702603	114.317333947	0.516393851384	0.516182548277	0.0170323999101	0.516388745051	0.515901314494	0.0159400748239	-0.111990866771	300.0	0.266989911426	0.262594301696	0.0577687650648	0.262057838817	0.262509794172	0.0227087995192	-0.052328444061	2.686736872
KLF1	0.3295018	5.8667564444	6.1962582444	0.13947998352	0.136019173695	0.0458941715016	0.180119034085	0.168720669471	0.0613215546682	0.160431235967	300.0	0.341055989618	0.345794686918	0.022633000913	0.376034536673	0.383918455878	0.032172147205	0.0335274886712	23.5296284896	0.576264258266	0.577818681854	0.0297928929166	0.57579168162	0.577483195366	0.0216636298157	-0.0516408268313	184.474166223	0.639175319956	0.640612334428	0.0673578325205	0.636416591044	0.636243087231	0.0243717163854	-0.0190994540051	0.448856062315
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0818399922815	0.0577465449845	0.0422103806132	0.102755645373	0.0840140429703	0.0560092719025	0.0662344127222	299.999999931	0.295774770433	0.30711153711	0.0317249941219	0.326423101262	0.333142417326	0.0460591001702	0.0380203229393	7.37392758897	0.560108753129	0.563325585942	0.0249429356388	0.560047812979	0.562283461786	0.0164846801284	-0.0738929363118	79.7875601114	0.393537690086	0.389891368987	0.035474110001	0.42774532223	0.390748878204	0.155926641206	0.021080384345	0.156104661974
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.12015307534	0.106332967071	0.0621415071067	0.148062954392	0.132228207415	0.0688647479614	0.0041959448874	113.020160183	0.404704029456	0.410137008991	0.0227975339064	0.48449617907	0.490022608442	0.0306813339409	0.291154598863	24.9334381866	0.557837272205	0.559407612191	0.00997218131949	0.558246672058	0.559731791038	0.0170380203592	0.121179884351	300.0	0.265719650783	0.249681093369	0.0633282823353	0.602242293984	0.678970410264	0.334364179356	0.501851851852	1.72121630899
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.134986341093	0.11776374641	0.0378455851814	0.154682200282	0.13163157121	0.0480144960204	0.0945936313365	300.0	0.325198548811	0.332882158516	0.0314776769579	0.299458014912	0.308928254243	0.0247938799788	-0.0112494931419	12.1675964992	0.577223486496	0.579065319916	0.0288897218281	0.575110917735	0.578003652941	0.0209614225231	-0.0680875317074	154.250996901	0.38871459618	0.388665311037	0.0226245559641	0.389633819995	0.390085407109	0.0699393195271	0.0412780656304	0.463179026448
PAX4	0.36501635	4.8246142222	5.1896305722	0.110989940688	0.0943526783106	0.0526424560299	0.0904183300239	0.0765561080456	0.0458926966694	-0.0998645075635	299.999999587	0.319611048477	0.328440194323	0.0283045886168	0.356076959727	0.364396692948	0.0327921917557	0.0688791879276	32.6392374484	0.485751263896	0.486050096372	0.0171570893269	0.485342632743	0.485529708189	0.0130992235888	-0.00188780826841	300.0	0.595888666483	0.426544580641	0.135453517566	0.605660861518	0.605660861518	0.371874354286	0.399019607843	0.362601724807
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.10674625017	0.0962472275513	0.0510026716827	0.0861174711514	0.0763796202846	0.0416495790037	-0.047437157528	178.676062678	0.330049995301	0.336411695308	0.0333012136814	0.310945852863	0.315880606512	0.0205343263331	-0.0767863190323	8.80156507469	0.528546408871	0.532297540067	0.0141162280041	0.531461758665	0.533494296407	0.0283793797491	0.044499937449	300.0	0.523119106455	0.526971734908	0.0171775938626	0.534362282448	0.531687657721	0.0763238803447	0.0982456140351	0.957243268127
RXRA	0.3769536278	6.7146771111	7.0916307389	0.161169125931	0.146059687899	0.0391694895754	0.17826832007	0.160174867133	0.0425448433902	0.0536977662263	300.0	0.359781546278	0.364466708949	0.0208896794269	0.405470967006	0.41269345118	0.0303478983043	0.169588593453	38.2261350197	0.62616990573	0.627935121019	0.0195525826822	0.624125634797	0.626692531455	0.0167250066619	-0.0471660241618	300.0	0.208297681852	0.207722059791	0.0209906801964	0.207690215119	0.207477102721	0.00931678402924	-0.00863198191965	0.611844013772
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.0964328758531	0.084816057047	0.0415555582801	0.115943336391	0.104511896858	0.0473374586885	0.0888040310225	300.0	0.380784272571	0.386545509586	0.0220453945508	0.449339611155	0.456543442502	0.0322830138889	0.247030911838	29.7318998999	0.542106774055	0.544180717019	0.0117182744533	0.54247912131	0.544221140962	0.0202844619198	0.0509539502545	300.0	0.257844077401	0.239930561265	0.133224618497	0.237360013134	0.238437822209	0.0225032924217	-0.00843853972016	0.339427407197
EN1	0.3989146722	5.5023358333	5.9012505056	0.190535232908	0.16570671025	0.0526643663416	0.220190767744	0.187324335433	0.0685368634498	0.113399611247	300.0	0.326461599824	0.33188100869	0.0160057170008	0.355648355853	0.364396338406	0.0347706383453	0.0836300257275	11.7589636105	0.615190118562	0.61941500239	0.0212051507334	0.61924461476	0.620369229975	0.0286890657762	0.0190386489507	216.064546821	0.395580006335	0.396476966522	0.0123514122654	0.400542526975	0.397022267629	0.0520665463061	0.0225773661622	0.200954456687
FEV	0.4266916111	6.4151153333	6.8418069444	0.14135474608	0.127996940654	0.0490917141917	0.113753999355	0.104534870623	0.043180894489	-0.0128785486741	300.0	0.314210916266	0.321104342742	0.0326676260993	0.294581952748	0.299893829163	0.0289416650942	-0.0825327046068	9.25553132497	0.465579775369	0.464305177417	0.0171309827759	0.470633479485	0.466847606949	0.027203940278	0.00744725139497	300.0	0.174937140421	0.176098930144	0.0173823359872	0.174226568721	0.175129818402	0.00642886056332	-0.0308231569426	0.112352896416
TBP	0.4329950722	7.1221270833	7.5551221556	0.123312865458	0.110236675849	0.0421760791483	0.15115827319	0.133747603932	0.0510665905406	0.136426535752	247.525821867	0.289084405643	0.291676597109	0.0134311262458	0.306924704667	0.31230762798	0.0322569963838	0.0155428707631	4.65279742113	0.373392746626	0.374967979184	0.0171467311201	0.373936906448	0.375561162387	0.0254489795743	0.00282422088996	171.239484368	0.650700522484	0.649322420427	0.011340502533	0.655241168291	0.653386469248	0.0609483628303	0.12037037037	0.3638318346
GATA2	0.4460161667	4.9865788333	5.432595	0.0566146941336	0.0470724688664	0.0340633490107	0.0789929410789	0.0635205946263	0.0434558551215	0.102939683921	300.0	0.345081624514	0.351740289217	0.0465266047015	0.31270072788	0.318675549141	0.0319025311816	-0.0260990985626	9.06102973012	0.374624910671	0.375626922681	0.0110395078555	0.375393867409	0.376450372006	0.02295310955	0.0963487588827	300.0	0.449564256145	0.449314525174	0.0125005716972	0.450406841014	0.450325670718	0.0631888082065	0.0175977653631	0.116409291031
FOXO3	0.4784891278	5.4082502222	5.88673935	0.0905498380866	0.0748597654175	0.0486321475584	0.0802087693787	0.0736129584983	0.0417221182279	-0.193232867889	67.4738469516	0.389092291782	0.392793374518	0.0214431100076	0.449339191455	0.456757339041	0.0320935668236	0.262415704102	24.4321737447	0.525859304195	0.527787971129	0.0127345762795	0.526321085463	0.528645364151	0.0253642590628	0.0563674470553	300.0	0.324807042365	0.327090819757	0.0206045441399	0.329878510891	0.330099607102	0.0500737064309	0.0256513926325	0.270860198978
MAFF	0.5215329556	5.2145415	5.7360744556	0.1019463505	0.0928153372004	0.047607780773	0.137128486206	0.124393101945	0.0598440388741	0.137930455831	300.0	0.401207094855	0.409266598273	0.0327743694235	0.482034350463	0.489998580595	0.0331537749827	0.285346959519	25.55729264	0.523225283836	0.524577219924	0.0153159818232	0.524946948341	0.526275745144	0.0259725829327	0.0545065294645	300.0	0.729230937364	0.736053940844	0.135899587757	0.714300372772	0.732123869531	0.0641475747067	-0.0179837892604	0.159171950124
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.139997569858	0.127538022757	0.0403097982802	0.166162091562	0.150416030869	0.0533929058583	0.0760351248501	300.0	0.340298906482	0.348474901158	0.0399221208452	0.309755259352	0.320396236816	0.0316896878631	-0.0054251114973	9.54175172507	0.590578594571	0.591601123166	0.0130679074429	0.593744980594	0.593596116777	0.0243775587107	0.0918820636467	300.0	0.557698239994	0.555566917295	0.155393298972	0.521008508884	0.555361464865	0.0625629127891	-0.0113455510007	0.0193267324825
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0801262722571	0.0627212563756	0.0429868796877	0.107439115903	0.0891558893485	0.0538485501821	0.106829427343	300.0	0.34520615183	0.34950495808	0.015811314912	0.383546136253	0.388405231355	0.0304518176202	0.175114999029	21.0675307241	0.505467404087	0.508334517703	0.0172551303201	0.505756797821	0.508439979246	0.0278567542226	0.0404416234463	300.0	0.432962634404	0.435059985074	0.032539510627	0.437830050164	0.436581755801	0.0807025190051	0.00347749853887	0.27785980522
MAX	0.6273268722	6.1784626111	6.8057894833	0.109786865519	0.0974988537218	0.043883344548	0.14356566867	0.123188228883	0.0560035550154	0.225239979146	300.0	0.406672466473	0.422091978039	0.0274670727698	0.494490332982	0.501367593594	0.0824093984207	0.313656336655	64.726675922	0.463121145582	0.464095042368	0.00997163681128	0.464960763344	0.466031228678	0.0160998569935	0.160576090101	300.0	0.25672467606	0.256164921652	0.00595400043169	0.257832204239	0.258017335579	0.0171908724429	0.0723529411765	1.82386828281
RREB1	0.6412792222	7.0157968333	7.6570760556	0.134988925458	0.123288407399	0.0381542047039	0.154379248779	0.14397225973	0.0420652461028	0.197486430754	300.0	0.339440888309	0.346477918528	0.0315162490295	0.31674866581	0.321848089713	0.0226489182914	-0.0555344778582	4.85840532189	0.561710035876	0.563120097119	0.0287849948951	0.558227631594	0.560375221652	0.0212561302101	-0.00348517053333	146.30764877	0.498967931551	0.499470181494	0.0272127783454	0.503795951054	0.507663014969	0.0781166211174	0.132233502538	0.742444822601
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.132730742503	0.111166475327	0.0590632863151	0.1128055666	0.0969428894789	0.0471486545828	-0.0233019657658	196.941265236	0.314412290531	0.3217828519	0.0295991427319	0.309620910733	0.306163761292	0.0150528335305	-0.245332456716	2.14379306024	0.524303371663	0.521574222308	0.0333494990613	0.520366768469	0.519021771829	0.0208724474699	-0.0117370514949	217.743401406	0.327339836922	0.328376247692	0.0162503296161	0.33649294873	0.333827817177	0.0780624818631	0.15787037037	1.04583948359
