FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	HINTBC_H1hesc_protection_mean	HINTBC_H1hesc_protection_median	HINTBC_H1hesc_protection_std	HINTBC_GM12878_protection_mean	HINTBC_GM12878_protection_median	HINTBC_GM12878_protection_std	HINTBC_protection_ks_stat	HINTBC_protection_ks_pvalue	HINTBC_H1hesc_tc_mean	HINTBC_H1hesc_tc_median	HINTBC_H1hesc_tc_std	HINTBC_GM12878_tc_mean	HINTBC_GM12878_tc_median	HINTBC_GM12878_tc_std	HINTBC_tc_ks_stat	HINTBC_tc_ks_pvalue	HINTBC_H1hesc_fos_mean	HINTBC_H1hesc_fos_median	HINTBC_H1hesc_fos_std	HINTBC_GM12878_fos_mean	HINTBC_GM12878_fos_median	HINTBC_GM12878_fos_std	HINTBC_fos_ks_stat	HINTBC_fos_ks_pvalue	HINTBC_H1hesc_flr_mean	HINTBC_H1hesc_flr_median	HINTBC_H1hesc_flr_std	HINTBC_GM12878_flr_mean	HINTBC_GM12878_flr_median	HINTBC_GM12878_flr_std	HINTBC_flr_ks_stat	HINTBC_flr_ks_pvalue
HNF4A	-0.0595492111	4.6226812222	4.5631320111	0.0641487782301	0.0511481752364	0.0547971072319	0.0568708402276	0.0428695350364	0.0541614919368	-0.00168534155193	-26.6790059846	0.553813148573	0.554666749917	0.0143701200672	0.555703875796	0.557331030326	0.0173384753643	0.0158839860105	-300.0	0.553813148573	0.554666749917	0.0143701200672	0.555703875796	0.557331030326	0.0173384753643	0.0158839860105	-300.0	0.291175904665	0.290734258383	0.012307561758	0.289321985765	0.289285771901	0.0119612705743	-0.0209165008978	-82.0473983297
NRF1	-0.0572260667	6.468081	6.4108549333	0.0499228262988	0.037937065133	0.0415829049974	0.0544720475967	0.0438167686348	0.0432161031722	0.00625407721556	-13.3685985694	0.495831585927	0.497064676207	0.0263009031535	0.493075662963	0.494520528934	0.0138990166067	-0.115687186063	-300.0	0.495831585927	0.497064676207	0.0263009031535	0.493075662963	0.494520528934	0.0138990166067	-0.115687186063	-300.0	0.310271537746	0.309989451843	0.0190483942612	0.308379567065	0.308470702245	0.0142919002343	-0.0737249785275	-84.5312928887
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0657233217754	0.052520935758	0.0557850959998	0.0565794390595	0.0430963639259	0.0541891905886	-0.0120040031251	-57.5608880408	0.492001696369	0.491476395657	0.0189368875659	0.494356956157	0.493755060004	0.0205722198788	0.0416409310478	-300.0	0.492001696369	0.491476395657	0.0189368875659	0.494356956157	0.493755060004	0.0205722198788	0.0416409310478	-300.0	0.288643510631	0.288344593111	0.0204252885361	0.287104049792	0.286867840523	0.0154471115141	-0.0086353363037	-92.8524017344
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.0968758298417	0.0821832952082	0.0784012017939	0.0735118125843	0.0580645031388	0.0670163711462	-0.0837432222864	-99.696860264	0.455347242401	0.450764239787	0.0195909621932	0.455828575195	0.452808560827	0.029973719802	0.00739729522279	-300.0	0.455347242401	0.450764239787	0.0195909621932	0.455828575195	0.452808560827	0.029973719802	0.00739729522279	-300.0	0.326440136735	0.325665425474	0.0463786080028	0.32580836193	0.324197817076	0.0291718279481	-0.0256377954991	-70.0999091783
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.159127869378	0.129091182079	0.121831711393	0.137130266458	0.101877776755	0.121247761815	-0.0257629116364	-6.6288440827	0.404283357942	0.403276463356	0.0273377443357	0.404852306185	0.405073085557	0.0326660019656	0.117778783267	-23.2736558161	0.404283357942	0.403276463356	0.0273377443357	0.404852306185	0.405073085557	0.0326660019656	0.117778783267	-23.2736558161	0.254395986252	0.254034246193	0.015311493639	0.252735073539	0.252715975496	0.0149065766512	-0.0147613796259	-36.8474018967
HLF	-0.0325434111	3.2289502222	3.1964068111	0.128239244664	0.101049956248	0.107631242183	0.113897446653	0.0870770719313	0.100603572846	-0.00426684953048	-4.89977294038	0.323139855995	0.321643350695	0.0353826759013	0.321718859081	0.320225161416	0.0196529740511	-0.0487011006852	-201.96300498	0.323139855995	0.321643350695	0.0353826759013	0.321718859081	0.320225161416	0.0196529740511	-0.0487011006852	-201.96300498	0.261787626475	0.261968478345	0.0177006608272	0.26117816748	0.260813407405	0.0168720891081	-0.0271166248408	-42.5961482308
PPARG	-0.0284577778	2.7755172778	2.7470595	0.0964726475081	0.0775035046641	0.0850486892018	0.0809766600043	0.0611449624293	0.0796660091213	-0.0301513618307	-31.7626015553	0.58505797085	0.585158787507	0.0204680667103	0.586129178017	0.587717134263	0.0252660116684	0.0514810176231	-290.55532676	0.58505797085	0.585158787507	0.0204680667103	0.586129178017	0.587717134263	0.0252660116684	0.0514810176231	-290.55532676	0.230464033158	0.230704225639	0.0114847871682	0.231460197862	0.231800505784	0.0125394209892	0.0530574625294	-24.4829623461
FOXA2	-0.0203151889	5.80296	5.7826448111	0.0949629045263	0.070499052266	0.082256437899	0.101757992796	0.0817993578648	0.0881508783312	0.00714914714628	-10.9041840228	0.494758199171	0.496000850976	0.0174425166014	0.491472536534	0.493134898202	0.0102122588459	-0.132011169194	-300.0	0.494758199171	0.496000850976	0.0174425166014	0.491472536534	0.493134898202	0.0102122588459	-0.132011169194	-300.0	0.314440456474	0.313893921629	0.0113603664198	0.312980402841	0.312617265835	0.0109378737156	-0.0540694365851	-137.162752159
HSF1	0.0113552056	6.99869	7.0100452056	0.0900771559405	0.0665432207703	0.0877934037142	0.106309313603	0.0859250984844	0.0896753655753	0.0279480566632	34.2513132594	0.487728433342	0.487780976804	0.0236447405214	0.485761278522	0.485924745266	0.0184024309808	-0.0163031225601	300.0	0.487728433342	0.487780976804	0.0236447405214	0.485761278522	0.485924745266	0.0184024309808	-0.0163031225601	300.0	0.321810357982	0.321630556658	0.013341182386	0.322839594956	0.322899763219	0.0158595019665	0.00182224705204	48.9895427694
TFAP2A	0.02361145	3.46334025	3.4869517	0.0550026318354	0.0408743810414	0.0541607286478	0.0638748259577	0.0507576768438	0.0566542439498	0.00654759921928	57.0175376279	0.492648197327	0.492382928125	0.013958887127	0.491374238968	0.490592212211	0.0130470531108	-0.0640291074584	300.0	0.492648197327	0.492382928125	0.013958887127	0.491374238968	0.490592212211	0.0130470531108	-0.0640291074584	300.0	0.298565143274	0.298764458162	0.0164018643007	0.297858468949	0.29771803258	0.0138812171168	-0.0427620206267	51.7928973826
YY1	0.0336983778	9.2155432222	9.2492416	0.0750805312619	0.0566159147101	0.0705925943189	0.0871800081233	0.0701949241149	0.0712554838578	0.019527879426	31.3742084283	0.516040584804	0.515768821936	0.019468184305	0.517164292699	0.517579332799	0.0269418342919	0.0116049280722	300.0	0.516040584804	0.515768821936	0.019468184305	0.517164292699	0.517579332799	0.0269418342919	0.0116049280722	300.0	0.348098901376	0.348425668173	0.0337640940761	0.34738262339	0.347206862828	0.0258728037846	-0.0482337476099	15.6098596096
ESR1	0.0364005167	3.9774695556	4.0138700722	0.0553513781831	0.0447310385815	0.0497216808511	0.0544648911247	0.0403020452512	0.044542741189	-0.0266920807031	7.41764642653	0.465529513873	0.46762942493	0.00915835213302	0.468968497964	0.470126199545	0.0155610924924	0.161490783512	300.0	0.465529513873	0.46762942493	0.00915835213302	0.468968497964	0.470126199545	0.0155610924924	0.161490783512	300.0	0.266349241678	0.266334216915	0.0100784825256	0.267039964302	0.267259160674	0.0112323623076	0.0192292194915	58.4347828898
FOXP2	0.0823085278	2.351259	2.4335675278	0.109138352216	0.0870026815954	0.090006767741	0.101747004683	0.0755700686542	0.0886694152542	-0.00475352996838	13.689148425	0.511471085038	0.514051866705	0.01271217167	0.514976449521	0.516789358672	0.0215187357993	0.104234449438	300.0	0.511471085038	0.514051866705	0.01271217167	0.514976449521	0.516789358672	0.0215187357993	0.104234449438	300.0	0.325709983427	0.325416709698	0.0124713167279	0.326643878283	0.326322635241	0.013422981189	0.00756818790493	117.694255689
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.0530377689132	0.0419455298344	0.0494873993172	0.0523678106513	0.0386454565888	0.0445384573687	-0.0361262467298	4.3383949902	0.480120718588	0.48163291715	0.0105605598881	0.48297187158	0.484374155359	0.0173005518477	0.114389290188	300.0	0.480120718588	0.48163291715	0.0105605598881	0.48297187158	0.484374155359	0.0173005518477	0.114389290188	300.0	0.243692251913	0.244155565427	0.0121210261229	0.243262095688	0.243483859653	0.0120938973149	-0.0279501134886	42.9027884157
GATA1	0.0912818111	5.2011149444	5.2923967556	0.120558746343	0.0971577673608	0.0964914229498	0.108954011693	0.0828601267573	0.095807008147	-0.00440363104969	8.16222018689	0.460986085553	0.462358810956	0.0134768200504	0.462790332889	0.46361302003	0.0233569272376	0.120003787612	300.0	0.460986085553	0.462358810956	0.0134768200504	0.462790332889	0.46361302003	0.0233569272376	0.120003787612	300.0	0.284630263724	0.284554587675	0.00757743369899	0.285299358495	0.285241042765	0.00899297863623	0.00468668391753	80.2129308764
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.0844014310465	0.064471540505	0.078208688643	0.0932655425437	0.0762880178006	0.0787114005234	0.000411936237239	8.88310603972	0.538613031425	0.539169332752	0.0229184042175	0.53754915966	0.537855532741	0.015734528812	-0.0140460758828	258.558620006	0.538613031425	0.539169332752	0.0229184042175	0.53754915966	0.537855532741	0.015734528812	-0.0140460758828	258.558620006	0.266611035227	0.265672314734	0.0141424104659	0.265939164611	0.265331026475	0.0131805818605	-0.0386715914282	16.8208275307
SOX10	0.1169655111	5.24596	5.3629255111	0.075808598483	0.0567087671662	0.0719944276339	0.0925586365483	0.073434603295	0.0796658267197	0.0311728316698	51.8163881737	0.522125655401	0.520554767173	0.0231549503576	0.51903125351	0.519330679326	0.0204406346044	-0.0514249347892	300.0	0.522125655401	0.520554767173	0.0231549503576	0.51903125351	0.519330679326	0.0204406346044	-0.0514249347892	300.0	0.291449530629	0.291153030981	0.0211471733107	0.290555330923	0.290452397161	0.0159974716449	-0.0687413459981	14.8941970109
MYOG	0.1172990389	5.0492238889	5.1665229278	0.0866437468989	0.0684777704577	0.0788225902246	0.120314854881	0.103701006911	0.09364318005	0.1209794184	139.237849977	0.478253219901	0.473405780133	0.0303935160169	0.476429943599	0.472877818694	0.0193694568546	-0.0435197854941	246.307149681	0.478253219901	0.473405780133	0.0303935160169	0.476429943599	0.472877818694	0.0193694568546	-0.0435197854941	246.307149681	0.326719887893	0.325011807244	0.0498202119108	0.325983506979	0.324249033369	0.0255775328886	-0.0171993076512	41.1832484354
SRF	0.1628057278	8.3513662778	8.5141720056	0.0908618563471	0.0660972588361	0.0886967524369	0.103087859473	0.0837721176988	0.0896752051659	0.021270571672	16.6796351763	0.458090048477	0.45895323219	0.0134249781906	0.458886777036	0.459743879965	0.0211378526062	0.00825232764545	300.0	0.458090048477	0.45895323219	0.0134249781906	0.458886777036	0.459743879965	0.0211378526062	0.00825232764545	300.0	0.313276403843	0.312587690924	0.0189859292317	0.312131391527	0.31202439409	0.0121145711602	-0.02977823805	28.1057532138
LHX3	0.1647734778	5.8396682778	6.0044417556	0.0527215061606	0.0376854401701	0.0446668848589	0.0554521050139	0.0449735410234	0.0503806823684	0.0036076200822	5.0587067442	0.51870546049	0.521536705384	0.0125253891705	0.523153454553	0.524956994631	0.0230275931306	0.118116342952	300.0	0.51870546049	0.521536705384	0.0125253891705	0.523153454553	0.524956994631	0.0230275931306	0.118116342952	300.0	0.281180600208	0.281137476327	0.0120512132153	0.281280003794	0.281876916445	0.0120565628383	0.0100639273591	58.2268010277
E2F4	0.1745461	8.0240553333	8.1986014333	0.0782184923935	0.0603519603291	0.0685888369446	0.0906883947143	0.0741488016454	0.0736324533881	0.0151757947521	57.1104813624	0.472887933489	0.470307118386	0.0229438724114	0.470469357271	0.46728009298	0.0212582550895	-0.0912646070432	299.9976204	0.472887933489	0.470307118386	0.0229438724114	0.470469357271	0.46728009298	0.0212582550895	-0.0912646070432	299.9976204	0.338665210266	0.33852454227	0.0219614136453	0.338320589691	0.338094919417	0.019342868761	-0.0566795357868	29.1842543627
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.0380710732749	0.0288149601676	0.0346032372475	0.044920438976	0.0367940184762	0.0369969946284	0.0386706149046	30.0320219965	0.545512216089	0.546861834785	0.015942531002	0.545094012892	0.546038650652	0.0131556970467	-0.0825667025986	250.015138662	0.545512216089	0.546861834785	0.015942531002	0.545094012892	0.546038650652	0.0131556970467	-0.0825667025986	250.015138662	0.224927022543	0.224591912192	0.0120687932474	0.224237815346	0.224191226639	0.0108818883341	-0.083092478368	11.4598231962
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.0531480116184	0.0421672881606	0.0503288224825	0.0520850507634	0.0382072707172	0.0423188757495	-0.012969691903	4.09129511503	0.457295988419	0.459860654285	0.0151770476704	0.460834252385	0.462972260854	0.0271757579827	0.0733286772834	300.0	0.457295988419	0.459860654285	0.0151770476704	0.460834252385	0.462972260854	0.0271757579827	0.0733286772834	300.0	0.256890130546	0.256781705	0.0122277565978	0.255635665902	0.256501863311	0.0120212837789	-0.0396620140236	21.5223658655
RFX2	0.2164441333	5.4421975556	5.6586416889	0.080728085797	0.0644370493174	0.0692762491715	0.0717541676585	0.0548799718468	0.0670008345821	-0.00422783902712	20.7211090201	0.423915176345	0.422450506182	0.0220898209399	0.423860297085	0.422036492407	0.0167220519195	-0.0614248275682	273.311487403	0.423915176345	0.422450506182	0.0220898209399	0.423860297085	0.422036492407	0.0167220519195	-0.0614248275682	273.311487403	0.305082364688	0.305020470692	0.0294934780548	0.304274794362	0.304515162275	0.023559637378	-0.0656909314566	23.4556681596
PAX2	0.2255426222	5.2315701111	5.4571127333	0.0977252260238	0.0749209612866	0.0891969770771	0.117276846067	0.0925261012729	0.0932404161012	0.0443056339823	14.6157857666	0.433225665731	0.42754626884	0.0321079540712	0.429688453658	0.426859891598	0.02180727323	-0.135262964981	22.6269890935	0.433225665731	0.42754626884	0.0321079540712	0.429688453658	0.426859891598	0.02180727323	-0.135262964981	22.6269890935	0.297227431369	0.297400668175	0.028571517115	0.296758872704	0.297088368726	0.0155458093391	-0.108985162218	1.88008017795
FOSL1	0.2495109	5.9053088889	6.1548197889	0.0935217091198	0.0724185659826	0.0836274173707	0.113685336825	0.0914015228443	0.0905047558588	0.0480310300913	35.9361118052	0.555827039635	0.556372818611	0.0142170635658	0.559147779506	0.556664361494	0.0261785226989	0.00060566614841	300.0	0.555827039635	0.556372818611	0.0142170635658	0.559147779506	0.556664361494	0.0261785226989	0.00060566614841	300.0	0.250199427588	0.250422318573	0.0128410814058	0.25010674583	0.250291164417	0.0103160516347	-0.0562227487606	60.7803821961
PAX6	0.2689653	3.2277611111	3.4967264111	0.093551513296	0.0698620476468	0.0850243873672	0.11102392521	0.0878330077623	0.092851062913	0.0515057266513	12.6393253893	0.642232937129	0.640728999189	0.0362909980494	0.640112360072	0.640565499194	0.020397788517	-0.0359772309084	150.987741759	0.642232937129	0.640728999189	0.0362909980494	0.640112360072	0.640565499194	0.020397788517	-0.0359772309084	150.987741759	0.502000860152	0.502379642416	0.024809527443	0.501733508049	0.501951369459	0.0215130680495	-0.0895728477624	3.73414143895
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.0496201218404	0.039305870799	0.0443905713209	0.0486428922025	0.0381598299814	0.0424900648022	-0.0603958041245	0.47360864971	0.396294377338	0.397310355283	0.0225081996013	0.395668339675	0.397220233946	0.0168436633359	-0.0387991250401	152.007225207	0.396294377338	0.397310355283	0.0225081996013	0.395668339675	0.397220233946	0.0168436633359	-0.0387991250401	152.007225207	0.300494616033	0.300499492825	0.0186257042936	0.300094083058	0.300114667808	0.0129295676303	-0.0673787628557	8.19584442308
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.11898297907	0.0950918677856	0.0982443381794	0.113036043858	0.0818472835482	0.0981720884997	-0.00025929963881	2.22027516047	0.610879186055	0.612092473533	0.0304389392147	0.609660489625	0.612043977873	0.0204136952974	-0.0189379157823	74.2832336268	0.610879186055	0.612092473533	0.0304389392147	0.609660489625	0.612043977873	0.0204136952974	-0.0189379157823	74.2832336268	0.437556139139	0.43858710281	0.0261470373871	0.435652662433	0.436903734703	0.0218491635527	-0.0559477310847	7.53208881625
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.0598391729909	0.0451748708054	0.0552769631939	0.0666609661853	0.0527128924077	0.05698176026	0.0100982142967	13.4115002545	0.525238290083	0.52593029674	0.0195567477847	0.525058532598	0.52592389095	0.0149479826518	-0.0494643866962	300.0	0.525238290083	0.52593029674	0.0195567477847	0.525058532598	0.52592389095	0.0149479826518	-0.0494643866962	300.0	0.251505472413	0.251505462041	0.0131191084634	0.251453470952	0.251502398724	0.0124503793536	-0.10928456819	2.91428856618
THAP1	0.3018008222	5.8000158333	6.1018166556	0.0894879473894	0.0686829250061	0.0791016583313	0.11020683877	0.0892459408797	0.0848166147473	0.0644589854114	146.12870205	0.490984675161	0.489418906168	0.0195890322671	0.490012550317	0.48932189514	0.0145539201308	-0.0534907234037	300.0	0.490984675161	0.489418906168	0.0195890322671	0.490012550317	0.48932189514	0.0145539201308	-0.0534907234037	300.0	0.278400413655	0.278407087096	0.0148700493636	0.278293922226	0.278400972713	0.0147322119321	-0.105179187467	10.0507999958
SOX17	0.3243661	6.3657267222	6.6900928222	0.0976081287262	0.0758380998705	0.0814300800273	0.115318222012	0.0944951576537	0.0831319366518	0.0550943199002	60.6372906849	0.55402580359	0.552352683349	0.0205019496979	0.552339923916	0.55207113536	0.014034621439	-0.0213432897914	300.0	0.55402580359	0.552352683349	0.0205019496979	0.552339923916	0.55207113536	0.014034621439	-0.0213432897914	300.0	0.27407414208	0.273612033912	0.0192702521603	0.273371846876	0.273511094314	0.0140411959522	-0.0968938927391	4.5857383054
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.0586719812617	0.0447214043893	0.0563723444639	0.0677983609466	0.0551970972056	0.0576354550146	0.0284719507293	32.839383573	0.638340698805	0.638700796966	0.0207251535903	0.637893267687	0.638369347374	0.0173062251002	-0.0786950584058	270.353936154	0.638340698805	0.638700796966	0.0207251535903	0.637893267687	0.638369347374	0.0173062251002	-0.0786950584058	270.353936154	0.272684935085	0.272473437423	0.0157955461783	0.272640453869	0.27242636935	0.0128277291563	-0.115773848374	2.31402129995
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.0327580208855	0.024948257982	0.0311768332191	0.0389799519242	0.0316559516136	0.0338101109076	0.0306549867722	300.0	0.511459637329	0.510621235133	0.015705655311	0.51136678204	0.510343031342	0.0139946311873	-0.100033514452	300.0	0.511459637329	0.510621235133	0.015705655311	0.51136678204	0.510343031342	0.0139946311873	-0.100033514452	300.0	0.299842510979	0.299434048755	0.0202649769491	0.298924944471	0.299270906915	0.0199989432499	-0.0813084237264	110.43764892
KLF1	0.3295018	5.8667564444	6.1962582444	0.0527907404245	0.0400574349379	0.0532762109001	0.0625222922725	0.0502865296512	0.0551442147549	0.0287424813458	27.610070271	0.460003261337	0.459610806085	0.0250340626872	0.459039005299	0.459343952105	0.017514020279	-0.0250269873828	300.0	0.460003261337	0.459610806085	0.0250340626872	0.459039005299	0.459343952105	0.017514020279	-0.0250269873828	300.0	0.293150078717	0.293003170463	0.0136641877519	0.29282904162	0.292868217256	0.0130919762356	-0.108225879083	3.0605304762
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0636372212761	0.0468886006398	0.0553072154369	0.0689849070586	0.0561296415586	0.0594626214878	0.00995103773104	9.71778644938	0.594179278306	0.596495329697	0.0241745805955	0.593939394184	0.5963452555	0.0175390713116	-0.0715068169728	135.912722303	0.594179278306	0.596495329697	0.0241745805955	0.593939394184	0.5963452555	0.0175390713116	-0.0715068169728	135.912722303	0.278227033075	0.277940691196	0.0130732635675	0.27641667655	0.277445303415	0.0107373077105	-0.02047175009	19.7824362279
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.0518395686153	0.0391033980989	0.0457204636715	0.0495950870496	0.0367449547937	0.0434672229289	-0.0355029515867	1.72645817055	0.557124529932	0.558618268869	0.0119291347625	0.5574279118	0.55864554797	0.0184856065365	0.0679572941056	300.0	0.557124529932	0.558618268869	0.0119291347625	0.5574279118	0.55864554797	0.0184856065365	0.0679572941056	300.0	0.572579613294	0.560572375658	0.320297986796	0.766591626234	0.995083962685	0.326350078624	0.197113009959	90.6968181268
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.0749439683078	0.0557089660959	0.0737363777068	0.0932868931332	0.073857052776	0.078271094675	0.0623484357119	45.8512499673	0.571160637275	0.571501456453	0.0239328279431	0.569355872203	0.570920986772	0.0189738459961	-0.0538845709833	300.0	0.571160637275	0.571501456453	0.0239328279431	0.569355872203	0.570920986772	0.0189738459961	-0.0538845709833	300.0	0.246226245322	0.245949677636	0.0157496160387	0.245524074714	0.245654820076	0.0137973301611	-0.0686534683103	9.14681561996
PAX4	0.36501635	4.8246142222	5.1896305722	0.0772681576326	0.0622825938919	0.0699171563349	0.0709589214309	0.0539293954463	0.0689647505507	-0.00832372139774	20.7129975183	0.500465063366	0.500673389106	0.0124211270221	0.501146642297	0.501210008207	0.0174540889246	0.0089892131255	300.0	0.500465063366	0.500673389106	0.0124211270221	0.501146642297	0.501210008207	0.0174540889246	0.0089892131255	300.0	0.471054806269	0.458351061756	0.294280930206	0.635138614187	0.699985558079	0.335059960346	0.124670498121	78.4923956359
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.104318758791	0.0773459124704	0.0870031533196	0.109887141394	0.0887068848974	0.0942617615821	0.00947906524761	6.82847723907	0.539757915454	0.542978978852	0.0145901899734	0.542409825396	0.544346348834	0.0278899009054	0.0358259599538	300.0	0.539757915454	0.542978978852	0.0145901899734	0.542409825396	0.544346348834	0.0278899009054	0.0358259599538	300.0	0.332485532997	0.332374480401	0.00994952488715	0.332748909258	0.332713815523	0.015020748263	0.000455599047515	50.5397893357
RXRA	0.3769536278	6.7146771111	7.0916307389	0.0568743673867	0.0433947890593	0.0543314339498	0.0676414664	0.0544105784882	0.0556949303334	0.0364262546584	45.5614577647	0.597764330684	0.598508984093	0.0177563935793	0.596423421561	0.597769641862	0.0146232348755	-0.0540387406598	300.0	0.597764330684	0.598508984093	0.0177563935793	0.596423421561	0.597769641862	0.0146232348755	-0.0540387406598	300.0	0.279237585907	0.279041225298	0.0207243867489	0.278388818477	0.278808328195	0.0123153408084	-0.0849652213053	7.67771590168
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.0936180078208	0.0700348101649	0.0848560491649	0.102249262621	0.0819917253763	0.0854693852769	0.00540188557052	12.3329764654	0.492851819315	0.494494457473	0.0105099874141	0.493435122799	0.494639189836	0.017700680116	0.0382329553541	300.0	0.492851819315	0.494494457473	0.0105099874141	0.493435122799	0.494639189836	0.017700680116	0.0382329553541	300.0	0.318659629979	0.319117893064	0.014349784827	0.317990477388	0.318964754675	0.0120550674511	-0.0294147785094	52.1073956637
EN1	0.3989146722	5.5023358333	5.9012505056	0.0937390308481	0.0690253689952	0.0864134744176	0.108822518626	0.0881476071719	0.0895596206909	0.0486979020312	17.7183837934	0.647807836881	0.649291740249	0.0254118595206	0.645880864153	0.648293025194	0.0187446273214	-0.0109378769228	240.011455139	0.647807836881	0.649291740249	0.0254118595206	0.645880864153	0.648293025194	0.0187446273214	-0.0109378769228	240.011455139	0.269866065405	0.269987601898	0.0137911620038	0.269519758385	0.269645811752	0.011333403505	-0.0752006250925	6.44027423662
FEV	0.4266916111	6.4151153333	6.8418069444	0.0367697823154	0.0278891011915	0.0340958679017	0.0442765556542	0.0360948059064	0.034664981303	0.0646225749566	61.4115333476	0.471285789915	0.470311315091	0.0145345458664	0.474769321992	0.471216563259	0.0251636312187	0.0319102093394	300.0	0.471285789915	0.470311315091	0.0145345458664	0.474769321992	0.471216563259	0.0251636312187	0.0319102093394	300.0	0.307170466242	0.30759004621	0.022240635524	0.307134153874	0.307215721472	0.0187907545766	-0.0802280183642	20.1738511707
TBP	0.4329950722	7.1221270833	7.5551221556	0.0428783731833	0.0338368505068	0.0419219888568	0.0414038689329	0.0290437229112	0.0401685367704	-0.021004248173	2.67247997333	0.391474022182	0.392295932266	0.0152000639812	0.39159654657	0.393085233653	0.0232537360533	0.0258340476471	295.706850117	0.391474022182	0.392295932266	0.0152000639812	0.39159654657	0.393085233653	0.0232537360533	0.0258340476471	295.706850117	0.281075298698	0.28139395591	0.0200938966393	0.281061183583	0.281169140176	0.0154044419404	-0.0730712643678	6.82204627157
GATA2	0.4460161667	4.9865788333	5.432595	0.108643099412	0.0823684443195	0.0956972291948	0.120929529132	0.0973060857673	0.0983062639656	0.0255491584116	10.7934749259	0.374856138313	0.375626922681	0.0114286851325	0.375141445797	0.376450372006	0.0203151310794	0.101933200103	300.0	0.374856138313	0.375626922681	0.0114286851325	0.375141445797	0.376450372006	0.0203151310794	0.101933200103	300.0	0.278477844869	0.278232424746	0.00869688276755	0.278775719353	0.278842365857	0.0092963120739	0.009463092249	80.46810707
FOXO3	0.4784891278	5.4082502222	5.88673935	0.0499378136865	0.0372344880917	0.0454674055102	0.0559467552941	0.0444012457034	0.045842078132	0.0275107570077	18.2279791481	0.527230828786	0.528885766787	0.014440674457	0.527263659998	0.530099321393	0.0243215221734	0.0449021012854	300.0	0.527230828786	0.528885766787	0.014440674457	0.527263659998	0.530099321393	0.0243215221734	0.0449021012854	300.0	0.305200036439	0.305536889037	0.0124003140892	0.307016335912	0.306549193478	0.0126388380847	0.0302484443101	90.4836066991
MAFF	0.5215329556	5.2145415	5.7360744556	0.0353123887162	0.0262967805124	0.0338083629194	0.0397593417749	0.0320040019972	0.034338776869	0.0255233245093	20.296836209	0.480750749095	0.481673027184	0.0164420360816	0.482383443303	0.483232633193	0.0266848534209	0.0548709468216	300.0	0.480750749095	0.481673027184	0.0164420360816	0.482383443303	0.483232633193	0.0266848534209	0.0548709468216	300.0	0.250149134664	0.250208116224	0.0111097792101	0.249219475065	0.24928200611	0.0101008502901	-0.00125928096498	56.9645191077
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.0808311220063	0.06178913373	0.0751450883719	0.0942060292325	0.0757191430438	0.0774768722226	0.0336231389638	28.0168014962	0.613327089804	0.614065976627	0.013817848142	0.616750474677	0.616136726076	0.0221770345238	0.086697307045	300.0	0.613327089804	0.614065976627	0.013817848142	0.616750474677	0.616136726076	0.0221770345238	0.086697307045	300.0	0.23692611167	0.23711146572	0.0140175104357	0.236095105313	0.236333481857	0.0116044817186	-0.00572800709249	64.8538233486
CDX2	0.5515238333	5.6034792778	6.1550031111	0.112808974774	0.0889318802131	0.0941377915662	0.107209271525	0.081623532695	0.0931052260094	-0.0226302402505	2.23872117224	0.615860006757	0.617956811195	0.0165977897692	0.616285586391	0.618999591598	0.0263425205679	0.0524644010116	300.0	0.615860006757	0.617956811195	0.0165977897692	0.616285586391	0.618999591598	0.0263425205679	0.0524644010116	300.0	0.306065139493	0.306317786236	0.0127909165091	0.307560110094	0.307451001737	0.0235611147085	0.0851972874101	86.9340345803
MAX	0.6273268722	6.1784626111	6.8057894833	0.0497595014855	0.037205207293	0.0434119979839	0.0534858296251	0.0432052376785	0.0445507920415	0.00843734387316	9.41228972446	0.463090794808	0.464095042368	0.0101822459019	0.464456617762	0.465783997257	0.0164254462492	0.107647914886	300.0	0.463090794808	0.464095042368	0.0101822459019	0.464456617762	0.465783997257	0.0164254462492	0.107647914886	300.0	0.303215622974	0.303585251722	0.0124907731582	0.305629300334	0.305205386498	0.0125847956599	0.107610485692	125.272040907
