FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	FS_H1hesc_protection_mean	FS_H1hesc_protection_median	FS_H1hesc_protection_std	FS_GM12878_protection_mean	FS_GM12878_protection_median	FS_GM12878_protection_std	FS_protection_ks_stat	FS_protection_ks_pvalue	FS_H1hesc_tc_mean	FS_H1hesc_tc_median	FS_H1hesc_tc_std	FS_GM12878_tc_mean	FS_GM12878_tc_median	FS_GM12878_tc_std	FS_tc_ks_stat	FS_tc_ks_pvalue	FS_H1hesc_fos_mean	FS_H1hesc_fos_median	FS_H1hesc_fos_std	FS_GM12878_fos_mean	FS_GM12878_fos_median	FS_GM12878_fos_std	FS_fos_ks_stat	FS_fos_ks_pvalue	FS_H1hesc_flr_mean	FS_H1hesc_flr_median	FS_H1hesc_flr_std	FS_GM12878_flr_mean	FS_GM12878_flr_median	FS_GM12878_flr_std	FS_flr_ks_stat	FS_flr_ks_pvalue
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.3549629187	0.359031956154	0.0556599556585	0.409586065422	0.414713999839	0.0669686545401	0.0596441963818	-300.0	0.35092534662	0.359993859546	0.0333911845361	0.410110991456	0.418743396668	0.0347519410457	0.16141001319	-300.0	0.498990589998	0.488240366842	0.0473848722657	0.500478654561	0.489140642623	0.0608834019356	0.070619776909	-0.655374876945	0.317132912315	0.316102256104	0.0523968966917	0.323576376038	0.317396382979	0.0867935997124	0.0115182067006	-4.16424230576
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.31702287646	0.329525312432	0.0681351832463	0.379010270167	0.392819451267	0.0879962434355	0.201595140361	-300.0	0.653385461925	0.664232427351	0.04111555358	0.506985660931	0.521015117047	0.0302322502104	-0.0161164583852	-300.0	0.426349983553	0.392904533423	0.107828030804	0.40630425218	0.388233400384	0.0679153271771	-0.00241379310345	-3.35076559476	0.361483562992	0.342512645316	0.156543984793	0.346023376066	0.339533833417	0.0908511836706	-0.0546567147062	-12.9638418159
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.207173260112	0.196257046087	0.0471408179162	0.165025081967	0.157089071358	0.0395964249511	-0.067294112128	-300.0	0.358780278975	0.368768373112	0.0310425911943	0.416704873221	0.424669949355	0.0364018465877	0.183642004254	-300.0	0.390813163899	0.37992717932	0.0858046132102	0.412369992721	0.388287468054	0.102658619222	0.00831381733021	-0.0939746905279	0.266405871863	0.259776900887	0.0693253499187	0.269387694916	0.267733760759	0.0747656213527	0.0012659129351	-0.439740529881
HLF	-0.0325434111	3.2289502222	3.1964068111	0.288191529058	0.280821458418	0.0471276133102	0.235778327372	0.233065362078	0.0338711158766	-0.110858821008	-300.0	0.404310471884	0.41183860359	0.025111969443	0.507027633034	0.517049915057	0.0318070078219	0.00958574641505	-300.0	0.290304807324	0.253484419214	0.119593556058	0.272291323494	0.239962420537	0.0870924071475	-0.0107843137255	-0.276142324834	0.281514756264	0.279753170892	0.0853999885933	0.273214835963	0.275009251215	0.0599674411544	-0.0228117189923	-0.997736457239
PPARG	-0.0284577778	2.7755172778	2.7470595	0.310298477766	0.305659901866	0.0746214711182	0.375818404651	0.369921738217	0.0921169723964	0.288122022522	-300.0	0.534644536773	0.538077067045	0.0260045976992	0.431675968181	0.436820155301	0.021237468825	-0.00998608558642	-300.0	0.331825114305	0.306223968245	0.0950072198567	0.337121263756	0.312882278791	0.125625680448	0.0606449106449	-0.178479869862	0.26104275707	0.26181631065	0.0717506572482	0.266750910084	0.263286079809	0.0855353070414	0.00672577670592	-0.878517740079
FOXA2	-0.0203151889	5.80296	5.7826448111	0.276079658067	0.275588323551	0.0551945439813	0.322273651232	0.318563856101	0.0678466667139	0.268951762873	-300.0	0.511448069491	0.519116442601	0.0250235476926	0.409649460952	0.413900369705	0.0184736133438	-0.00929392967549	-300.0	0.304243642668	0.282986444926	0.0814302951864	0.319335007554	0.291311452453	0.107526079589	0.0188197405425	-0.465450924179	0.34257621049	0.341020876034	0.0493452397	0.3467401913	0.342728449042	0.0818499147845	0.0446366231795	-0.0532863563832
HSF1	0.0113552056	6.99869	7.0100452056	0.265764717302	0.291207199741	0.0802443923766	0.199546724241	0.222050473476	0.0655131749552	-0.0787986972299	300.0	0.354471352827	0.359667030309	0.0332902700094	0.307407426924	0.314871678568	0.0272352617519	-0.264538622729	300.0	0.37555057914	0.357442144699	0.0823038641584	0.373861960005	0.355303165853	0.0710200638162	-0.0531040268456	0.352232264964	0.325209618257	0.323437330538	0.0696163164807	0.32299486356	0.321417695061	0.061232079316	-0.0479523982771	0.172491962061
TFAP2A	0.02361145	3.46334025	3.4869517	0.32948976416	0.34706543178	0.0666835174233	0.265689051148	0.279340542849	0.0541525479821	-0.0382087571955	300.0	0.364270970013	0.371561245813	0.0352388161875	0.321029301051	0.329127133745	0.0321649174371	-0.272489964947	300.0	0.525158831076	0.509368005142	0.0798071396868	0.521994076732	0.505879074306	0.0559161833593	-0.0128107760772	2.57446503039	0.307100262503	0.303752759253	0.0887006748294	0.305400917038	0.301106493779	0.0718413105244	-0.0281543292185	2.45028897801
YY1	0.0336983778	9.2155432222	9.2492416	0.408548295582	0.403360375549	0.0596838780224	0.358370394589	0.355283334017	0.0484323377835	-0.0784166761293	300.0	0.361890140262	0.375520658545	0.0509671064861	0.304376106612	0.323059186946	0.0409972504456	-0.327594758321	300.0	0.427173879411	0.405445155611	0.0831838144064	0.418006678264	0.405034442442	0.0552073594906	-0.0442296562102	0.619853148278	0.350269536349	0.34982019419	0.0774181267103	0.349685586519	0.348951801482	0.0625111126168	-0.0116317767042	2.31233282031
ESR1	0.0364005167	3.9774695556	4.0138700722	0.230693297517	0.241351691912	0.101387539241	0.189894353332	0.204871573959	0.0831463742624	-0.34354142553	300.0	0.414280651989	0.422303907342	0.02866031914	0.343184376892	0.348294100112	0.0202714958454	-0.0321692841581	300.0	0.275341319293	0.252974794654	0.0784753632186	0.298117719602	0.263587355709	0.117696840424	0.00400537032893	1.09285028599	0.342605568437	0.335960795012	0.0872018360696	0.340499620412	0.334914163426	0.060955911122	-0.055999663696	0.0250830710736
FOXP2	0.0823085278	2.351259	2.4335675278	0.278740004798	0.270871788286	0.06521059762	0.238651535499	0.228195107376	0.0532367185673	-0.270705775856	300.0	0.392267451455	0.396926277957	0.0195508254616	0.485936829885	0.493721271669	0.0264885259232	0.00492510692398	300.0	0.219748240992	0.213307749505	0.059460724238	0.219429326501	0.20813823737	0.0537517599732	-0.0578431372549	0.200455681282	0.330830071002	0.329034898774	0.0680528613676	0.327731397525	0.327091289266	0.0653070323403	-0.0398004544062	0.225186379415
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.281653267521	0.273792659592	0.069941279057	0.231909971117	0.225004249062	0.0567154438159	-0.0426197470862	300.0	0.459958980752	0.46691998992	0.0273938399595	0.376530899466	0.381296156382	0.0199410796911	-0.00419869445464	300.0	0.285810901711	0.261099832426	0.0975201983901	0.274724628726	0.255883879815	0.0737399172522	-0.0445707070707	0.255777508509	0.305196505418	0.307677263641	0.0555342837799	0.324207113314	0.317100049818	0.0776118273551	0.0563357129541	3.63583690237
GATA1	0.0912818111	5.2011149444	5.2923967556	0.300157895414	0.282135088129	0.0737601175645	0.251845422624	0.233396901407	0.0598577956124	-0.272294660871	300.0	0.416217190692	0.419458892416	0.0153693221512	0.511539097831	0.518654689219	0.0238027227386	0.0169014828875	300.0	0.297812814891	0.294225143109	0.0354612007195	0.312915001101	0.301160461364	0.0788549632407	0.0666233766234	0.998261955706	0.301407630574	0.298852174723	0.0593538232048	0.302496568677	0.302221343676	0.0617522041428	0.00430769230769	0.463300038718
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.231046121636	0.211074284407	0.0633899287138	0.184415760242	0.163828952179	0.0513125362872	-0.0633034665133	300.0	0.365463500182	0.371453113103	0.0313288363112	0.31217973162	0.31888175954	0.0246191020464	-0.181448870542	300.0	0.230006872751	0.212469388043	0.0745271511913	0.217725915209	0.211849957383	0.0465092923499	-0.0495513459621	0.0499799357852	0.336757816842	0.332149504202	0.0736242633509	0.332633339761	0.331869693494	0.0608046692647	-0.0567487684729	0.000189810272272
SOX10	0.1169655111	5.24596	5.3629255111	0.30898249997	0.322935881101	0.0708319891021	0.243682184632	0.256023281179	0.0573320049554	-0.0537118221031	300.0	0.368792248026	0.376978164262	0.0366032651241	0.32391138685	0.333257992985	0.0332054787621	-0.282841639187	300.0	0.40579539738	0.389730442738	0.0510784690031	0.406760768242	0.39908033108	0.0684194007375	0.0159420289855	2.46798270444	0.334315299586	0.333406999261	0.0657782691673	0.331483359564	0.327134234507	0.0630823908819	-0.00923752336713	2.58286535381
MYOG	0.1172990389	5.0492238889	5.1665229278	0.378863121871	0.39324767097	0.0863788122583	0.31657172228	0.329167712632	0.0664035118681	-0.196129564475	300.0	0.50785793853	0.521557038482	0.0300693029324	0.653006398844	0.664138230478	0.0406709899335	0.0189294784087	300.0	0.349849985685	0.331643438572	0.0737967338923	0.376054514331	0.340752364579	0.119786171904	0.0183445075486	4.42733530868	0.35728834061	0.352505697158	0.0858069790314	0.370753747593	0.354245251442	0.156957794399	0.0428882059371	11.1925788158
SRF	0.1628057278	8.3513662778	8.5141720056	0.321893782412	0.334185785093	0.0957849238724	0.254666877523	0.259632909817	0.0779170910486	-0.160692000177	300.0	0.334979348688	0.345700523141	0.0367417835492	0.288198931679	0.296785805892	0.0275583517175	-0.288777291735	300.0	0.365917150168	0.35837517462	0.0833617982102	0.364998051036	0.356316082927	0.0637049804727	-0.0302879291251	0.317353788407	0.326481249702	0.318270629061	0.0926360001796	0.32065548705	0.315109469327	0.0761150752196	-0.0372942330085	0.182912715904
LHX3	0.1647734778	5.8396682778	6.0044417556	0.231790011478	0.240975689106	0.0764974916875	0.179546546309	0.192892687731	0.0621184827175	-0.0603648111263	300.0	0.436467030242	0.44442042936	0.0264768210886	0.359799017241	0.364369465894	0.0186448510296	-0.00854662930813	300.0	0.415918508146	0.393905602874	0.0775876084305	0.417746321386	0.40875054733	0.0804806340612	0.0562374245473	0.728681188834	0.280538758035	0.287890235861	0.0739338145124	0.303094504327	0.294241780436	0.0931145715628	0.0708000548923	2.30388966764
E2F4	0.1745461	8.0240553333	8.1986014333	0.42643175137	0.407049835126	0.0516492847458	0.381333511877	0.367854456002	0.0434563380978	-0.111051729625	300.0	0.497099280551	0.503916819977	0.0395099536671	0.415180986633	0.427023673802	0.0349145458431	-0.120781770272	300.0	0.395366950439	0.373548736228	0.088700154043	0.388380108888	0.371209168391	0.0608417165853	-0.0527870680045	0.980391176447	0.341967329191	0.339515513513	0.0777482518045	0.340039893162	0.33916034608	0.0479456632702	-0.00201066259424	8.03680386945
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.275608477617	0.277249654942	0.0719315408597	0.218377775657	0.218914764799	0.0576605779885	-0.244721987251	300.0	0.35602765749	0.360170586491	0.0301807192413	0.312064214336	0.318298923113	0.0260241772353	-0.267475940158	300.0	0.280417895868	0.236772861641	0.12840515302	0.243865765138	0.22720344597	0.076812281236	-0.0200622524052	0.69474961046	0.28992537596	0.289259436618	0.0839480659612	0.288094236729	0.28758089977	0.0725019925998	-0.0209854803831	0.547066076002
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.242243192583	0.246038435346	0.0825938841252	0.187706560365	0.191084962156	0.0667122340418	-0.0517813984842	300.0	0.357303157896	0.366782470696	0.0285757580614	0.303086354313	0.307999252013	0.0201252918293	-0.141504209968	300.0	0.275452297916	0.249285466501	0.12102512385	0.31777587139	0.252496473508	0.15019607962	0.0361842105263	0.464518379393	0.338004262249	0.343822133249	0.0589651915837	0.356768434969	0.348159064211	0.107274246188	0.0129458346532	0.646460068071
RFX2	0.2164441333	5.4421975556	5.6586416889	0.38321273876	0.374198699399	0.0746365739779	0.321378476463	0.315609071572	0.0587330047075	-0.162645288158	300.0	0.570075856339	0.579232558906	0.0371477256918	0.456100667226	0.468200218564	0.0314490809532	-0.00645298821834	300.0	0.318977007869	0.298030443148	0.103690287008	0.315944957682	0.295014948256	0.0791152772748	-0.0348991428206	0.953987114578	0.313270366445	0.31028069248	0.0968353455894	0.310603065032	0.308911975547	0.0669942122897	-0.00893632325353	3.39649200548
PAX2	0.2255426222	5.2315701111	5.4571127333	0.341967147664	0.312849972796	0.0633577926914	0.301407162341	0.277740525424	0.0496417122047	-0.0511745978018	300.0	0.461886368525	0.469870480972	0.0409361401701	0.380286474298	0.392570268805	0.0323332322508	-0.0919477283468	300.0	0.329309955363	0.308369640119	0.104906439753	0.425602835379	0.370673263578	0.167559509631	0.171875	1.85945508673	0.30905007871	0.299614178679	0.103855062956	0.300187184977	0.297490094662	0.0761303452293	-0.0199456890033	0.677157605066
FOSL1	0.2495109	5.9053088889	6.1548197889	0.258453463573	0.228356597394	0.0709378374396	0.19836430461	0.170085787883	0.0562329054462	-0.0729760882284	300.0	0.348680151373	0.359177754451	0.0360669320713	0.296114467831	0.303854381725	0.0224736973732	-0.195236202851	300.0	0.168445916018	0.16449575727	0.0578950239044	0.165891434486	0.156599505089	0.0478683820526	-0.05	0.195043096546	0.304168963328	0.295949378177	0.0839952581069	0.295866116992	0.290112385196	0.046565381788	-0.0264136529296	0.371355839314
PAX6	0.2689653	3.2277611111	3.4967264111	0.249023709871	0.260826036497	0.0574700441397	0.314189913635	0.324057781914	0.0742479765479	0.0567210556059	300.0	0.458904769297	0.467252680498	0.0299347247367	0.372182455848	0.379182319523	0.0214487743687	-0.00632766363071	300.0	0.522802909087	0.508179155311	0.0822522274788	0.54563140865	0.51972323283	0.11368647908	0.0423076923077	0.43636927721	0.299835113391	0.303029242979	0.0648241577894	0.29619596739	0.297414740724	0.0610604034272	-0.00845878136201	0.190934649818
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.261952244777	0.264740277928	0.0388643403653	0.314455382279	0.314426936654	0.0496867428008	0.10996814169	300.0	0.475355975652	0.480568649961	0.0203750148575	0.598829231673	0.602735553297	0.0266191428878	0.0267821859032	300.0	0.193248974564	0.173407936446	0.0707899856866	0.209008599246	0.180408521367	0.0820680133598	0.0218362282878	0.465400500218	0.330431817132	0.325721009603	0.0548180234872	0.333230400434	0.331437619521	0.0868822806237	0.0339385727191	1.2914216379
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.127450055463	0.122625804084	0.0415863516169	0.165208524235	0.158526414909	0.0515743904683	0.15141163312	300.0	0.320134562568	0.3280396403	0.0307738158416	0.280338387102	0.286692711681	0.0233475632784	-0.307818144515	300.0	0.596210059331	0.619670156645	0.0887408718689	0.606899194544	0.640652584862	0.218478928533	0.122727272727	0.133216597588	0.225722494807	0.233446330845	0.024509792098	0.232380102226	0.23355543928	0.0627801538194	0.095520361991	0.403992826737
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.342878601306	0.332970397606	0.0431298942606	0.383081435108	0.371571135334	0.0533456243056	0.0558003283834	300.0	0.483606021822	0.487373171196	0.0296861658977	0.398062704965	0.404218288272	0.0228909307158	-0.00273537597893	300.0	0.330205511735	0.305889191562	0.0880040272161	0.32029970057	0.302688056805	0.0584838507721	-0.0198412698413	0.442778752663	0.311712414996	0.308028933444	0.0762307412651	0.302733087553	0.300953525867	0.0587130844064	-0.0153323836657	0.486383023322
THAP1	0.3018008222	5.8000158333	6.1018166556	0.351295402795	0.348799913992	0.0794595218391	0.300975288812	0.304435745407	0.0641387180383	-0.326801281049	300.0	0.459719023664	0.466896747314	0.0214200321792	0.582374746151	0.587416987593	0.0285214392617	0.0240532174446	300.0	0.480509922167	0.471245273227	0.06092044775	0.475479576832	0.467395528468	0.0470231760346	-0.0768660365059	0.679429774693	0.308709219736	0.304555059216	0.0788549904398	0.305762183315	0.302739490156	0.0606509440013	-0.0311005738448	1.88419053087
SOX17	0.3243661	6.3657267222	6.6900928222	0.236067817705	0.22451116462	0.107726400108	0.186412295794	0.176851280818	0.0868414580848	-0.257290756955	300.0	0.467234754018	0.474733182001	0.0365626112742	0.375163493387	0.385354692885	0.0262479697435	-0.0325750159099	300.0	0.357720904307	0.340135895107	0.0990664539002	0.348700753545	0.337475455314	0.0686645874749	-0.0885304604882	0.0569544689411	0.307986385479	0.306345285546	0.0577113379346	0.307283538597	0.306076156314	0.0520211673063	-0.0453527702031	0.427569317048
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.370894765509	0.384580219541	0.0753944843391	0.309385743993	0.320159799433	0.0612643228322	-0.121452972687	300.0	0.370337227554	0.375246632458	0.0311792298873	0.322525952358	0.32911893704	0.0276389666877	-0.215627658105	300.0	0.321189919817	0.300764624469	0.0870777311939	0.310445191635	0.296153143367	0.0706029868084	-0.0176157748323	0.897438520047	0.330003609167	0.325917958907	0.075877175721	0.334346630844	0.332330359887	0.0759878064978	0.00904081460437	1.85779750235
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.327927257769	0.315917538659	0.0889914974179	0.278801931543	0.267818612877	0.0728216165067	-0.351337021291	300.0	0.459368129047	0.467708077881	0.0286985373206	0.570802163954	0.578829060852	0.0305450197103	0.00864998285515	300.0	0.42987301782	0.41697029527	0.0588989831105	0.426005365292	0.413772512473	0.0486041436719	-0.0814668289714	2.58901671462	0.342047980432	0.337036658613	0.0841165407703	0.338728811176	0.336592165191	0.0629919522751	-0.0382133760099	13.9764869458
KLF1	0.3295018	5.8667564444	6.1962582444	0.354014432819	0.356370075157	0.104298825973	0.279106809301	0.277077821655	0.0845502585158	-0.200424671582	300.0	0.393164794344	0.398064641866	0.0322077362377	0.336023268736	0.342820541692	0.0266367839678	-0.119217221357	300.0	0.457820940504	0.433996958923	0.107714209	0.443911977511	0.430340947419	0.0559105300343	-0.022940089327	0.706316861488	0.321164783978	0.316629569505	0.0804623538726	0.31295794415	0.31595677687	0.0635328842887	-0.0353760273836	0.361316664556
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.154883360363	0.111753433337	0.09249276091	0.120646812934	0.0844327559251	0.0750251017494	-0.0457318042015	300.0	0.486599012746	0.491559221469	0.0197822729851	0.616736232954	0.620438275958	0.0256248705887	0.0291968598711	300.0	0.364053080796	0.336133905171	0.132078210468	0.363922826208	0.331855334552	0.0970857654051	-0.0243842364532	0.315928556836	0.316465985917	0.317728542821	0.0421259680082	0.327051849499	0.320059932853	0.085892723379	0.0569197985277	2.36278945367
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.26803127602	0.226214879915	0.077502654349	0.226104343722	0.186431006792	0.0634752389013	-0.0719380750978	300.0	0.409637099424	0.413846826349	0.0175657749965	0.510002583324	0.518151388494	0.0252915006219	0.0232890388086	300.0	0.283468991878	0.255923162462	0.102929122879	0.292256297348	0.272562750392	0.118000796031	0.0230158730159	0.485096889658	0.410877809452	0.410877809452	0.333174105176	0.460224928739	0.567741016036	0.340008957903	0.224814814815	0.0139466003499
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.196526441816	0.184271485924	0.0587798508278	0.253233668317	0.23902485061	0.0743301672631	0.0275166030014	300.0	0.386398920915	0.390589911223	0.0325320367224	0.329267720883	0.336600752146	0.0252238554635	-0.134472334542	300.0	0.321001056991	0.311618620437	0.0715142614021	0.318996481083	0.311263658832	0.0527492362193	-0.0261071996366	0.60838106889	0.296961353888	0.290741713181	0.088856609489	0.292232219217	0.290684210685	0.0667660707881	-0.0295253028347	0.414702809617
PAX4	0.36501635	4.8246142222	5.1896305722	0.376719718403	0.326393337581	0.146463609729	0.322372781785	0.285352988505	0.119565315824	-0.372583563176	300.0	0.473693041437	0.47839210453	0.0182242720428	0.599836538553	0.605175881862	0.0235096166855	0.0308882576337	300.0	0.386730539396	0.370330388069	0.0897515371441	0.385788900369	0.369729962182	0.069857084383	-0.0906581550081	0.0877912170788	0.304494517157	0.330714426604	0.0796026015039	0.54306554311	0.39893969508	0.286956959094	0.767142857143	2.19730672413
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.286006507735	0.284208319897	0.0683108468871	0.238431329242	0.231890728719	0.0554325604954	-0.166130226515	300.0	0.434423273999	0.443016562622	0.0269068608396	0.358777889672	0.363452167512	0.0192745940081	-0.00371373819275	300.0	0.208331471171	0.198233930344	0.0661253565469	0.219619265001	0.20373188584	0.112262540556	0.01	0.462795934716	0.339902514433	0.33486409044	0.0599662409485	0.342627103267	0.339802130046	0.081496371232	0.00568400038026	0.508779939255
RXRA	0.3769536278	6.7146771111	7.0916307389	0.27541920898	0.278031505705	0.0718923880903	0.212385857466	0.215733745181	0.0576643817006	-0.0924434181014	300.0	0.448086647415	0.452262526126	0.0323869558258	0.37337345057	0.380479667098	0.0248706419141	-0.0326248519573	300.0	0.409763367699	0.386277751911	0.0803666494584	0.394846155096	0.383679340064	0.051978177357	-0.0394152479645	0.942370284834	0.307971653607	0.304303854281	0.0677724592478	0.318446418259	0.309164996901	0.0919855709397	0.01736228262	3.17956498181
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.309314824813	0.309835281875	0.0632372574092	0.263332965805	0.264950814484	0.0512153624585	-0.216960690121	300.0	0.410834392458	0.415157896049	0.0183639253319	0.509913098142	0.517344299257	0.025597565894	0.0224936336268	300.0	0.295097770997	0.278125795514	0.0716763658433	0.287223825535	0.272285230765	0.0491383075168	-0.030493576741	0.483701511012	0.329213574647	0.325020845242	0.0850850080624	0.323140432583	0.323980349442	0.0544333201485	-0.0344005686305	0.219068884959
EN1	0.3989146722	5.5023358333	5.9012505056	0.262062182109	0.257667227787	0.0452381470204	0.310351756908	0.303283375392	0.0575539878717	0.0561250339627	300.0	0.377694293404	0.384956242511	0.0337503297079	0.319580927779	0.327546616906	0.0252153958951	-0.147810230092	300.0	0.21662274858	0.206350519358	0.0440371338741	0.228390863445	0.213270432154	0.0852502237721	0.0395792563601	0.738229104298	0.306271380018	0.307206756212	0.0440704266835	0.324591673066	0.312075338609	0.114655649739	0.0280773964173	1.17950975244
FEV	0.4266916111	6.4151153333	6.8418069444	0.34379677531	0.337671194091	0.064000530895	0.293680901551	0.289420450465	0.0498987386937	-0.267721881851	300.0	0.457337502583	0.468910223055	0.0424960179621	0.365742164511	0.37915342453	0.0326959490768	-0.0737578009248	300.0	0.31088970577	0.289026420604	0.109364276262	0.309785253496	0.28375407226	0.0903734204648	-0.077935694315	0.191713198512	0.344299059183	0.343057329534	0.0839478950713	0.344089177014	0.340976799861	0.0633819489756	-0.0386752774744	0.727402813858
TBP	0.4329950722	7.1221270833	7.5551221556	0.323291608439	0.340709876587	0.044918956389	0.379979817253	0.394027175333	0.0571672092332	0.0772062799078	300.0	0.416435222086	0.423539980546	0.0237336982251	0.518555072945	0.527597587679	0.032052723865	0.00567583688483	300.0	0.293950111077	0.270052901065	0.0808934424561	0.337126851734	0.279879139041	0.17244114969	0.0230418943534	0.600797368775	0.344423599565	0.343576881286	0.0514054742159	0.348995119403	0.343949416148	0.086001498846	0.00137626262626	0.741884276362
GATA2	0.4460161667	4.9865788333	5.432595	0.314527013309	0.296641503292	0.0710026119709	0.265720193392	0.2476673012	0.0572465822127	-0.237313154012	300.0	0.417286119335	0.420563157007	0.015681465668	0.510366567146	0.517585356533	0.023956562059	0.02858890975	300.0	0.27141183916	0.246169557772	0.0999420282989	0.250540594914	0.243757469104	0.0487320676451	-0.0118446984628	0.313184261669	0.320609675571	0.31490725617	0.0894458200089	0.315488743141	0.312335321705	0.066284968065	-0.00611123879568	0.281191955166
FOXO3	0.4784891278	5.4082502222	5.88673935	0.296912070412	0.292961115229	0.0745456371915	0.252288281498	0.252896490547	0.0599427809255	-0.321667419013	300.0	0.395648175254	0.400610048846	0.0212110315518	0.484539335101	0.492224569488	0.0276841236224	0.0110400795564	300.0	0.32476007994	0.308358707581	0.0957139660004	0.31648195621	0.303665468389	0.0715344861357	-0.021715210356	0.602945794582	0.310438829081	0.306956200699	0.0758015188166	0.301539741606	0.302994648554	0.0485022288897	-0.023074595634	0.442244369779
MAFF	0.5215329556	5.2145415	5.7360744556	0.289963041351	0.302553885773	0.0818438496123	0.214101542037	0.224057184109	0.0651669878916	-0.122088125054	300.0	0.378952070711	0.384395779052	0.018882265065	0.460929527807	0.469360961935	0.0282308401679	0.0115193409169	300.0	0.235164853325	0.222582431642	0.0699970893685	0.229649766998	0.221477873073	0.0593338681645	-0.111452587339	2.62469680936e-06	0.277106265912	0.275950238307	0.0713528791395	0.275830990667	0.273747110532	0.0497201824527	-0.0165091863517	0.397285721772
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.318237926498	0.335769829848	0.072745204819	0.257110203513	0.27602308518	0.0578341994799	-0.175268954102	300.0	0.346262618945	0.356796059606	0.0358049940097	0.298599308492	0.306416779413	0.0241940016787	-0.228671661132	300.0	0.207700667495	0.197487774847	0.0577778012911	0.205970639081	0.196737757538	0.0511008257169	-0.0791529152915	0.050407425039	0.290539496357	0.288215347986	0.0726194702129	0.286670154069	0.286091674826	0.069651499753	-0.038596229486	0.142464880818
CDX2	0.5515238333	5.6034792778	6.1550031111	0.214241279881	0.196189638053	0.0713511898594	0.156501536713	0.136715309568	0.0566725185606	-0.0593995477457	300.0	0.377857109464	0.382384079198	0.0201062185791	0.4602945188	0.469113046737	0.0263165502441	0.010728595775	300.0	0.381661386109	0.364645261096	0.0647328757799	0.399155886046	0.379918197729	0.106863687937	0.00909090909091	0.48098589026	0.311307862824	0.305127546231	0.08607303653	0.302932511488	0.30398350105	0.0722478573275	-0.0158097073126	0.256123259746
MAX	0.6273268722	6.1784626111	6.8057894833	0.338897992721	0.354709854466	0.054224876542	0.392797776679	0.40394678753	0.0673842542532	0.0828477321803	300.0	0.406530806532	0.412494136834	0.0192936484206	0.50769417293	0.516752812746	0.0290094979111	0.0274315279628	300.0	0.237779729682	0.213439128876	0.0892265942968	0.231492865729	0.212772907339	0.0585218545257	-0.0754197579071	0.0622852445864	0.32591700821	0.316253464022	0.101244402115	0.314079630015	0.31265014728	0.0724397057746	-0.0115885735639	0.81342287303
RREB1	0.6412792222	7.0157968333	7.6570760556	0.201655126087	0.214605978721	0.0481469674219	0.270047846461	0.281667341605	0.0606954809477	0.101553202174	300.0	0.420081678372	0.424620991678	0.0304489458037	0.356120606243	0.362507169898	0.0247826711163	-0.067088974064	300.0	0.32496825727	0.280645926802	0.130138914886	0.28462022512	0.274721404639	0.0671983847546	-0.0197296695962	0.42709545742	0.305533546451	0.304889408596	0.0471205938518	0.315484578886	0.31112591821	0.0807836493915	0.0543110858811	1.75395268691
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.220262429622	0.222238205629	0.0424191259297	0.178256198666	0.179236063008	0.0341323984233	-0.0251345259913	300.0	0.398389779948	0.406055633214	0.0389021820579	0.341153878407	0.352060663871	0.0328105399978	-0.161027463463	300.0	0.459647959976	0.433045533395	0.0907366920401	0.449090262413	0.432727987998	0.067645707946	-0.069516263553	0.0465133639052	0.345006123342	0.336790845245	0.0936684763373	0.338423446888	0.335413023076	0.0678269979934	-0.0108074417203	1.12419628259
STAT3	0.6779155667	10.0107785	10.6886940667	0.338231388806	0.341015959189	0.0914467476503	0.277006299765	0.276480282304	0.07369029727	-0.225768642439	300.0	0.417471107637	0.421549365157	0.0165648786047	0.508623656313	0.516452850108	0.0272774510851	0.0332267118	300.0	0.253723873524	0.22154325711	0.120523565241	0.237460337249	0.21795097183	0.0702003992392	-0.0241909385113	0.312915941945	0.290090810004	0.286852797291	0.0980824793277	0.286580968146	0.281734701385	0.087137909542	-0.00510263929619	0.291751357335
