FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Boyle_H1hesc_protection_mean	Boyle_H1hesc_protection_median	Boyle_H1hesc_protection_std	Boyle_GM12878_protection_mean	Boyle_GM12878_protection_median	Boyle_GM12878_protection_std	Boyle_protection_ks_stat	Boyle_protection_ks_pvalue	Boyle_H1hesc_tc_mean	Boyle_H1hesc_tc_median	Boyle_H1hesc_tc_std	Boyle_GM12878_tc_mean	Boyle_GM12878_tc_median	Boyle_GM12878_tc_std	Boyle_tc_ks_stat	Boyle_tc_ks_pvalue	Boyle_H1hesc_fos_mean	Boyle_H1hesc_fos_median	Boyle_H1hesc_fos_std	Boyle_GM12878_fos_mean	Boyle_GM12878_fos_median	Boyle_GM12878_fos_std	Boyle_fos_ks_stat	Boyle_fos_ks_pvalue	Boyle_H1hesc_flr_mean	Boyle_H1hesc_flr_median	Boyle_H1hesc_flr_std	Boyle_GM12878_flr_mean	Boyle_GM12878_flr_median	Boyle_GM12878_flr_std	Boyle_flr_ks_stat	Boyle_flr_ks_pvalue
TP53	-0.5304638611	9.9692148611	9.438751	0.138654280855	0.021597126826	0.241093050481	0.00992780484023	0.00567560313179	0.0126896779958	-0.116765215066	-3.54341334447	0.361642881466	0.368160099641	0.034003742625	0.464158997668	0.470774213224	0.0399781073275	0.0315708441444	-300.0	0.375135227718	0.3604057273	0.108913595147	0.362055625517	0.35810491676	0.0584648697163	-0.00134852359916	-0.481434060344	0.331043439768	0.32748893742	0.0531756988664	0.341502694882	0.330859300101	0.0664460434079	0.0133879781421	-0.189512752985
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.0110200694485	0.00600322005244	0.0130041202843	0.0659660688614	0.00657373175085	0.155988191252	0.0420646924293	-4.33114589898	0.571135441293	0.574141920381	0.0409806362941	0.42990972538	0.434786524017	0.032307375222	-0.0433510683205	-300.0	0.510206606642	0.511934449703	0.0347912538392	0.518192038855	0.516507043857	0.0359675789286	0.0370018115942	-1.18075077235	0.217997578301	0.217210413152	0.0238512092248	0.214245726269	0.214825029686	0.00655325472837	-0.11553611485	-5.71870301476
HLTF	-0.5141725	8.3729281667	7.8587556667	0.0960964903448	0.00991399604798	0.216067663226	0.0111113342297	0.0066407114289	0.0132748186492	-0.0152779620288	-2.76144172624	0.575619135307	0.581306451869	0.0379924544537	0.437823205602	0.44414671418	0.0308035020034	-0.0471534947346	-300.0	0.401268396483	0.397040008868	0.0457448574085	0.390884957884	0.388350843243	0.0281446838071	-0.0510452726701	-1.31122782407	0.690695504645	0.690846807192	0.046671751369	0.683134083061	0.682192083745	0.0269284046236	-0.0586524822695	-1.55557581697
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.140874068792	0.05001987064	0.243939340039	0.00989622809419	0.00691973340814	0.0105239233049	-0.178465168327	-4.83869100294	0.377661756714	0.387960515395	0.0338644638193	0.479133021519	0.486643554328	0.0464367347661	0.0218885446593	-300.0	0.167717518999	0.157366575776	0.0423100619243	0.162438070047	0.15563951523	0.0325116519505	-0.0387918190437	-0.829121069254	0.530962143139	0.533108264301	0.0595692014656	0.528744402452	0.530248885261	0.0140118854574	-0.0372193953906	-0.462897006793
MAFB	-0.3975071222	5.0393535	4.6418463778	0.0119094099627	0.00618455763743	0.0142315138039	0.0751297261432	0.00713533321149	0.180105564994	0.101326058119	-1.87566605885	0.526883584418	0.533131698315	0.0476790073417	0.40425346417	0.413113217445	0.0327982101529	-0.0220867059912	-300.0	0.607128473437	0.603508626186	0.0519333222123	0.610113590595	0.611783982101	0.0526976071431	0.048587674248	-0.612933147105	0.633183915332	0.634129073447	0.0407147898685	0.627337139458	0.629771170764	0.0185104983574	-0.0573847576957	-1.76767973024
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.0110655316396	0.0055493998265	0.0140600684948	0.108316801945	0.00638860557252	0.267608387678	0.0529355605791	-0.724516159731	0.550149011277	0.55414329204	0.0428388716795	0.417027005599	0.423689802582	0.0304609311701	-0.0361828892305	-300.0	0.541895784632	0.540618219825	0.0374201439319	0.530873094704	0.527641783898	0.0317452203692	-0.0927123552124	-0.801105818828	0.430000644222	0.428927525701	0.0372600896724	0.422498194918	0.425133249325	0.0127573232038	-0.129359430605	-1.03092783261
GFI1B	-0.3699532556	5.525732	5.1557787444	0.0110596061365	0.0031397291849	0.0133047076097	0.0795386459907	0.0067384781667	0.1957294958	0.0653286838284	-2.17852487331	0.387248275373	0.397067502937	0.0328521256264	0.503808688903	0.512113803769	0.0473231162782	0.00139876738534	-300.0	0.412764550409	0.409248699041	0.0360549045565	0.415169895783	0.41298098531	0.0452344435149	0.0136480471444	-0.873323124705	0.458089584657	0.455108130965	0.0596373375316	0.448669772385	0.448423642807	0.0237514217948	-0.0688311688312	-1.49504352406
INSM1	-0.3575675111	6.7003285	6.3427609889	0.125731783622	0.0375453739534	0.209059192566	0.0102497569624	0.00588463240588	0.0127281592927	-0.141222929693	-6.96251258151	0.606954362989	0.611808064946	0.039580570559	0.461010117638	0.468008621773	0.028497092027	-0.0496169267936	-300.0	0.656792105362	0.653877412065	0.0310178800232	0.661893253752	0.655584328736	0.0405174723904	0.0868885251864	-0.132678179528	0.147496830187	0.145590371458	0.0220338100295	0.143223156046	0.14339158187	0.00486740662165	-0.0968621999967	-2.48352931397
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.0965670280799	0.0315833994093	0.18368656664	0.011234796899	0.00682649391487	0.0126574456105	-0.117369918821	-7.44335522916	0.53424802973	0.538988638173	0.0369446779621	0.412535671412	0.418109468602	0.0291144699408	-0.0299650057647	-300.0	0.493507926996	0.489000889316	0.0427840616521	0.499795530032	0.49598059015	0.0507575043204	0.0395997082894	-0.665623954096	0.158141203104	0.157349262051	0.0170928453435	0.156042448282	0.155638774456	0.00463148757981	-0.0657472890146	-2.46309908204
MECOM	-0.3505778778	2.913285	2.5627071222	0.0104928502067	0.00498387673238	0.0118303487299	0.0897608481429	0.00626574118691	0.241621027564	0.0778646958548	-0.782231721687	0.338242375561	0.346457758985	0.0303606637029	0.423927139049	0.432073244887	0.0407104271324	0.0572680500926	-300.0	0.460366313846	0.459225324667	0.0671356971553	0.449355828966	0.446299369127	0.0311782720399	-0.0404314544189	-0.633034127916	0.675594816159	0.677235027961	0.0547475818249	0.670455858035	0.673600619654	0.0170706324522	-0.0829113924051	-0.787369582434
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.100295438349	0.0067410401972	0.217915646459	0.0115491640822	0.00652203993246	0.0143761627514	-0.00679243091851	-2.51749088837	0.376017982227	0.382841742273	0.0286703138521	0.479234123513	0.486353166825	0.0376788810657	0.00302907770882	-300.0	0.631738678789	0.626930252305	0.031838820635	0.623208864161	0.621785163774	0.0262420026835	-0.0291265253693	-0.950747479129	0.26121361314	0.261648714279	0.0356329694947	0.25451224088	0.260670299622	0.0191450360539	-0.0438556067588	-0.826945980699
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.522417075904	0.516104941524	0.424474612362	0.0103080548182	0.00445853501442	0.0186861359713	-0.329589780834	-1.06336164532	0.269264321261	0.274689317737	0.0375811366469	0.352046375992	0.357546459218	0.0463596212532	0.227054667882	-104.961106012	0.872666223757	0.857940290599	0.0948188926264	0.809815905555	0.819960358222	0.0820505505569	-0.290196078431	-0.439286891184	0.69041990841	0.718294516255	0.167992646368	0.619161106282	0.668393318934	0.0568094148992	-0.266666666667	-0.237509938482
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.0837757358695	0.0113717236645	0.179228655144	0.0108036206008	0.00604934269315	0.0138154343412	-0.0444555196749	-5.58806975449	0.533692757488	0.53879217842	0.0386054915213	0.412339237506	0.418113044962	0.0294456360901	-0.0279905021804	-300.0	0.500558822833	0.49701935734	0.0303204444586	0.505479709613	0.503341500657	0.0372035420179	0.0283327344592	-0.8875228545	0.292974603473	0.292687534649	0.0132559688775	0.290282673238	0.289266159869	0.00731556280521	-0.19417522245	-7.27195451959
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.134451736594	0.036353487074	0.240840904513	0.00989786705009	0.0057961963387	0.0127585900322	-0.147322505407	-4.74908990823	0.527437471546	0.534047299849	0.0405634385372	0.408042845931	0.414532509612	0.0284675243267	-0.0280360771705	-300.0	0.807857188608	0.807121567808	0.0194319861162	0.808352200894	0.807497074716	0.0246445333299	0.0384530560807	-0.260590816885	0.46264959183	0.460606504168	0.0863674887322	0.441279268092	0.45727089131	0.0428442990081	-0.0410970385547	-0.521592422577
CTCF	-0.2180552611	8.924475	8.7064197389	0.0104890522083	0.00663182984016	0.0115669724128	0.0685572639544	0.00935273460494	0.155465733564	0.0199521794094	-6.40416473046	0.57342416809	0.578266417893	0.037010364685	0.442765379506	0.449148309777	0.0272438214655	-0.0389017030442	-300.0	0.587377774336	0.589509722801	0.0270600553811	0.590348602878	0.591547653828	0.0313106441246	0.0947959183673	-0.418392574397	0.265512247833	0.264702371322	0.0204099391124	0.262810960857	0.262572073855	0.00615382265839	-0.0327427605436	-6.28439001746
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.0958582348074	0.00620445209369	0.197480501944	0.0115324292264	0.00615645145187	0.0153637477383	-0.00653900940186	-3.92348573699	0.537828093516	0.544656433625	0.0437984861686	0.411932808912	0.419898054093	0.0310924754762	-0.0179203414567	-300.0	0.6989253585	0.694419522733	0.0291256062929	0.699366800201	0.698241102953	0.0332276646209	0.073533007335	-0.262224921812	0.230533361038	0.231451212003	0.0114039595097	0.23251306071	0.232442121054	0.0151178981177	0.0050450889593	-0.491713142258
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.0965300866939	0.00696766854301	0.191879959319	0.0113892071738	0.00687800681728	0.0133466778872	-0.0555953409952	-4.45807457111	0.595654208043	0.601514893943	0.0295198523048	0.45425933045	0.457747542051	0.0274682583283	-0.046952468439	-300.0	0.421419785858	0.416680500667	0.039190970719	0.423134325998	0.42020395892	0.0456939599547	0.076244854601	-0.174785338089	0.435732533506	0.436817851777	0.0822853724989	0.435291916442	0.43602933812	0.0563887608105	-0.00815045310623	-0.627516028324
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.00918069719723	0.00614367069988	0.00970018144571	0.105575503115	0.00638609060056	0.223480684299	0.0279543618407	-2.45626626726	0.53717219097	0.543011515411	0.0411252944604	0.41237263775	0.419451477367	0.0297154797736	-0.0284651625854	-300.0	0.466918538111	0.464094054975	0.0326017732237	0.474150174748	0.464344957826	0.0355293802077	0.0451266519824	-0.358810851661	0.137088052705	0.136706005315	0.00957600468906	0.13779419447	0.138355366188	0.0164375874796	0.0104577742699	-0.274459538855
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.11312946659	0.00866840867957	0.24223529753	0.00943452319164	0.0058239525994	0.0103900099362	-0.00841241220721	-2.08611830398	0.387698808034	0.396917632049	0.0294959146633	0.488778781088	0.496563197337	0.04038236691	0.00764025355161	-300.0	0.485852739362	0.468602562828	0.0811516934681	0.453218879512	0.443570051183	0.0767205800123	-0.0778730703259	-1.16814773012	0.676692029242	0.67992046053	0.0684098987321	0.670645555996	0.675181041986	0.0255424861675	-0.0995457298607	-1.05079786895
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.00969275184394	0.00556510760388	0.011541297284	0.0852839510803	0.00923700910908	0.181119756826	0.0187639191394	-4.56743677951	0.527076256044	0.534164992264	0.0381303716948	0.407450958666	0.413148011962	0.0308232922214	-0.0153959491324	-300.0	0.489504085465	0.488661822892	0.0226223792897	0.4964784939	0.492864868752	0.0261889990783	0.0013339858264	-1.49447537092	0.147636165083	0.146017180995	0.0362307900089	0.145045204645	0.144921019633	0.00671139249196	-0.0375187969925	-1.75667012164
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.164330835473	0.0175095525401	0.282451658048	0.0223495366897	0.0131191790908	0.027039578083	-0.0386259287804	-1.31982104711	0.586842659258	0.593125808426	0.0474309639083	0.45065972934	0.458495011683	0.025842338031	-0.0413220938253	-238.638208987	0.279363685357	0.27947964412	0.10994647863	0.284448954312	0.288897803602	0.11489101337	0.0461538461538	-0.033215310801	0.706357282714	0.727963037422	0.142359908876	0.703857981648	0.703606683548	0.0484545494441	-0.133333333333	-0.746668703886
USF1	-0.1057473167	7.4895785833	7.3838312667	0.0815847468834	0.0210657415211	0.186395213277	0.010989774791	0.00650062964911	0.0143054792851	-0.0756212236078	-4.52249403209	0.313926126641	0.322249443264	0.0401547382474	0.399345627439	0.406196346618	0.0486994236325	0.255479115967	-300.0	0.253702238571	0.252946588521	0.0428640604661	0.240600335995	0.237791613373	0.0263291921414	-0.120785973954	-2.49073745105	0.536166455184	0.535214952491	0.0506284551041	0.533107184022	0.532387045222	0.0168426184014	-0.0382936797548	-0.659160096797
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.0103377048306	0.00620564292128	0.0126881689379	0.0932711230399	0.00888921154241	0.190609883676	0.0114913072016	-4.32995345189	0.557389154861	0.561767134369	0.0416601952009	0.428453216747	0.43550944929	0.030432649458	-0.0260464305448	-300.0	0.537872882516	0.536743765992	0.0367845768903	0.541872804201	0.539438160998	0.0404683195533	0.0940013528471	-0.178883593148	0.214933702749	0.207168549788	0.0874293229281	0.207695944701	0.206191187577	0.017108852666	-0.0121808143547	-1.73175486154
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.146991896334	0.0772839606164	0.250067267055	0.0101654682689	0.00631939310198	0.0128125265707	-0.269683138302	-5.77630198871	0.285938628275	0.294467064748	0.0343619772354	0.345922066628	0.354324826609	0.0423043411939	0.272362020522	-300.0	0.274219217306	0.261846553988	0.0411764421299	0.258280328899	0.255074754414	0.0371773055833	-0.0188459177409	-0.465896980561	0.527864882051	0.530948288726	0.0732317795886	0.524399233448	0.526286490404	0.0296896991993	-0.0268631813126	-0.502632002289
ZNF143	-0.0648688222	6.154257	6.0893881778	0.103105863588	0.0321259562741	0.212158459883	0.0122892292791	0.00752507300518	0.013522207869	-0.110200821176	-4.27416788997	0.586173478524	0.591379816197	0.0383753615281	0.450215370555	0.457456633912	0.0286247749826	-0.0409265550399	-300.0	0.793528952284	0.791929863137	0.036666846148	0.787759561405	0.784739598927	0.0223693952575	-0.0193991416309	-0.750240914002	0.714699492258	0.715110891271	0.0348368855644	0.712766885402	0.712253171351	0.0218060123389	-0.0386102403344	-0.580850103384
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.109043453093	0.0447725827024	0.223245476735	0.0102505200824	0.00631728560474	0.0112191182784	-0.146197887166	-4.34193654696	0.497382733253	0.50361534965	0.0364280676815	0.382796604697	0.38788257174	0.0290604506281	-0.0138405919495	-300.0	0.82490775783	0.81968476804	0.0348575865409	0.832033349151	0.826012874448	0.0520429562157	0.0300395256917	-0.258839992921	0.622771896435	0.62238579386	0.128954883188	0.591717984872	0.618527100724	0.073631386717	-0.133714075166	-1.28507296654
