FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	HINTBCN_H1hesc_protection_mean	HINTBCN_H1hesc_protection_median	HINTBCN_H1hesc_protection_std	HINTBCN_GM12878_protection_mean	HINTBCN_GM12878_protection_median	HINTBCN_GM12878_protection_std	HINTBCN_protection_ks_stat	HINTBCN_protection_ks_pvalue	HINTBCN_H1hesc_tc_mean	HINTBCN_H1hesc_tc_median	HINTBCN_H1hesc_tc_std	HINTBCN_GM12878_tc_mean	HINTBCN_GM12878_tc_median	HINTBCN_GM12878_tc_std	HINTBCN_tc_ks_stat	HINTBCN_tc_ks_pvalue	HINTBCN_H1hesc_fos_mean	HINTBCN_H1hesc_fos_median	HINTBCN_H1hesc_fos_std	HINTBCN_GM12878_fos_mean	HINTBCN_GM12878_fos_median	HINTBCN_GM12878_fos_std	HINTBCN_fos_ks_stat	HINTBCN_fos_ks_pvalue	HINTBCN_H1hesc_flr_mean	HINTBCN_H1hesc_flr_median	HINTBCN_H1hesc_flr_std	HINTBCN_GM12878_flr_mean	HINTBCN_GM12878_flr_median	HINTBCN_GM12878_flr_std	HINTBCN_flr_ks_stat	HINTBCN_flr_ks_pvalue
HNF4A	-0.0595492111	4.6226812222	4.5631320111	0.0263949931696	0.0092738593757	0.0275458898421	0.0850708498475	0.0175147228844	0.186473837107	0.0164763106076	-3.21528063771	0.633648627188	0.637118294976	0.0218314327389	0.499402295298	0.5041369471	0.0185315829868	-0.00111088724143	-300.0	0.665686894495	0.666390548577	0.0203433813721	0.664169130519	0.663088504072	0.0191575682748	-0.0129442358401	-86.8393954561	0.322814448213	0.322566176379	0.0149206708144	0.321012811254	0.32102417226	0.0135283520336	-0.0141037672628	-300.0
NRF1	-0.0572260667	6.468081	6.4108549333	0.0263845220657	0.012555280702	0.0242816900612	0.0966273469857	0.0195623090955	0.194194821987	0.0219522892227	-2.84317164292	0.403708208989	0.409421220677	0.0188671700048	0.509197614567	0.516733260793	0.0268366944904	0.00993945262119	-300.0	0.417720533692	0.417465740681	0.0184424938342	0.418702214238	0.419457533962	0.023816831461	0.0113348402678	-25.0851501504	0.342203465197	0.342273259869	0.0153158669684	0.34059058649	0.340647975962	0.0117506827351	-0.063251211121	-300.0
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0797780427198	0.0183717752432	0.170621438786	0.0269929896106	0.00686401702643	0.0273061707809	-0.0355897022608	-6.72398864458	0.455966278066	0.462492823296	0.024826529549	0.56574950709	0.572291387064	0.0269459687606	0.0124436752826	-300.0	0.408060572608	0.406179536872	0.022193946288	0.409715512234	0.408916198322	0.023266169564	0.01141700478	-91.6420116782	0.316169969152	0.316286954305	0.0161427929105	0.314749807216	0.314762859353	0.0148440815706	-0.00235018622318	-300.0
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.0287978011178	0.0105592562222	0.0302533117475	0.106604335261	0.019747240393	0.239701891821	0.0194507119414	-1.19829327216	0.499004552467	0.514884110883	0.0324045854764	0.64457303046	0.655657449306	0.0417041295402	0.00583326352922	-300.0	0.467996727347	0.465333716805	0.0295670680116	0.471577129011	0.465491940147	0.0430003160505	0.0337963439175	-18.4407372614	0.339934631454	0.337985321475	0.0324563794071	0.340253863188	0.339423022687	0.0498265998987	0.0245847823309	-114.284048681
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.579225906781	0.629860551075	0.383002964828	0.0635045334091	0.0412334373923	0.0624096404132	-0.421291582084	-1.96828722427	0.356029512508	0.366771756009	0.0324220101975	0.415246635439	0.424464712758	0.0380007081726	0.239847290665	-300.0	0.462676404614	0.461266367624	0.0285885393854	0.463276252214	0.463146037222	0.0318985074591	0.0520722022109	-1.97151611785	0.256609952981	0.256311012359	0.0163863870007	0.254803898919	0.254938248516	0.0158118517487	-0.0116493386517	-70.2393383891
HLF	-0.0325434111	3.2289502222	3.1964068111	0.09628158272	0.0170160074998	0.234645800672	0.0253090150877	0.00567658606974	0.0242581091798	-0.0656303158044	-2.71384074106	0.399637048738	0.407248485041	0.0254720965774	0.500044950666	0.508572527022	0.0316012915281	0.0346822935148	-300.0	0.439958842745	0.43752276421	0.0263653099788	0.442192470272	0.437678465533	0.0363746610314	0.0275508619351	-4.56480475002	0.276757604994	0.27674867008	0.019365909134	0.275754300573	0.275528430346	0.016678137639	-0.0500166781959	-87.1895012756
PPARG	-0.0284577778	2.7755172778	2.7470595	0.133843800535	0.0197499376847	0.229138626397	0.0275438975695	0.01764591909	0.026349286518	-0.0047589229399	-2.59950225156	0.48797767421	0.492802522641	0.0194121105015	0.616440630409	0.619737533767	0.0225652229502	0.000857113637133	-300.0	0.553698667464	0.552563632262	0.0181381708476	0.554008880746	0.554115521825	0.0205418737175	0.0220239192399	-25.016083868	0.258324219357	0.258297263724	0.0133055298341	0.259209708535	0.259392793929	0.0152721132358	0.0539820999475	-85.6077331572
FOXA2	-0.0203151889	5.80296	5.7826448111	0.025754717133	0.0096637880382	0.0270346465786	0.0964647187684	0.0175175795529	0.199029975617	0.0453953856564	-2.59115155251	0.409260424242	0.414075683839	0.0182740985161	0.510961109693	0.517927736284	0.0258450929708	0.00982826401992	-300.0	0.409274185571	0.410584943469	0.02016715181	0.407235701123	0.40896581673	0.0161938168757	-0.018033728794	-68.9244068677	0.338350339805	0.337895912827	0.0128815734715	0.336879612956	0.33649927336	0.0111134266237	-0.0660751394563	-300.0
HSF1	0.0113552056	6.99869	7.0100452056	0.0253124374833	0.014524602059	0.0285363568664	0.129402661352	0.0165878568894	0.225999760196	0.00253977653413	2.66643809386	0.568391375357	0.572200300103	0.024784814001	0.454553310983	0.459919671553	0.0208813874402	-0.00643766552588	300.0	0.580213722399	0.580254204726	0.0288681351406	0.579462707528	0.577406461539	0.0238612539447	-0.0100257692053	38.3280396978	0.322668830683	0.322899763219	0.0137785814676	0.321565652432	0.321599627227	0.0133442200971	-0.0225874127342	186.534206494
TFAP2A	0.02361145	3.46334025	3.4869517	0.0703428845141	0.0188789354196	0.163646602349	0.0267135579593	0.0108020560732	0.0262206368712	-0.0703733118837	2.89415688222	0.627444250466	0.633247082942	0.0235264470058	0.500176235234	0.505610620506	0.0217776162852	-0.00240765266157	300.0	0.42371328341	0.423201266996	0.0224257250223	0.4234045872	0.422284532993	0.020687059465	-0.0555067257299	25.1678404831	0.302154172312	0.302061490101	0.0153998301451	0.301107751451	0.30103443968	0.0147921324928	-0.0345371389985	300.0
YY1	0.0336983778	9.2155432222	9.2492416	0.0243047549374	0.0045452881844	0.0240602197848	0.0751367051302	0.0173652594239	0.175567666388	0.0562262020481	7.11214796404	0.612432037835	0.617695521167	0.0275249781489	0.483175224851	0.490377788702	0.0230719763938	-0.00316926796359	300.0	0.468649448108	0.467996765232	0.0274292960377	0.468166052444	0.466089342502	0.0238945901935	-0.0163158873501	26.3815515125	0.348250842096	0.348425668173	0.0176870627611	0.347214021798	0.347206862828	0.0162340238749	-0.00523699290855	192.382491926
ESR1	0.0364005167	3.9774695556	4.0138700722	0.0867580075592	0.0192068169653	0.186253273692	0.0260954590724	0.00823152819813	0.024773099205	-0.0217958911005	3.84441363796	0.549422649827	0.554254814038	0.0224337275301	0.436986334964	0.440764419364	0.0165975292731	-0.00266180763143	300.0	0.386111675987	0.387274758085	0.0123014561728	0.388012471699	0.388366292369	0.0172221530925	0.0167028142793	63.5843773389	0.334947242342	0.334902879966	0.0115044271762	0.335919608653	0.336065953687	0.0115481222434	0.0543174313444	300.0
FOXP2	0.0823085278	2.351259	2.4335675278	0.0270090035382	0.00617161249216	0.0275579963198	0.0657567286428	0.0184659224229	0.171065363904	0.0534318619436	5.74297825604	0.484660070798	0.491362866157	0.0261331718174	0.390452791985	0.395582458152	0.0191046694294	-0.014209821135	300.0	0.541929987154	0.544432297239	0.0211516605044	0.544212051439	0.54597679367	0.0246715270796	0.00146993836134	62.559788511	0.325670381497	0.325445431002	0.0121680730595	0.326642686256	0.326322635241	0.0121979794047	0.00114177083358	285.495425744
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.070594086394	0.0204952427269	0.172429847309	0.0274620841601	0.00951689562119	0.0254883741422	-0.00976095754014	4.33817559137	0.525548601063	0.531907622868	0.0244160551966	0.41983670204	0.424459364731	0.0181203902382	-0.00534299645064	300.0	0.356459917663	0.357605912452	0.0214603913836	0.355089942537	0.356357336212	0.0159717869254	-0.00714048055031	38.9479675064	0.31480209733	0.315463380612	0.0132414385091	0.314752957933	0.314595497164	0.0113773946908	-0.0123982714357	201.944279424
GATA1	0.0912818111	5.2011149444	5.2923967556	0.0273476173888	0.00650351805792	0.0258272286959	0.0875002969747	0.0191855822705	0.21682658877	0.0507124452056	2.65335050488	0.525341774369	0.532114525551	0.023439300481	0.424612280177	0.427915308189	0.0160736542592	-0.00259449497078	300.0	0.418218483928	0.417257900735	0.0221499944496	0.418897310038	0.418389767659	0.0263054242826	0.0277863280351	53.5390308233	0.301441274779	0.301271490142	0.00864891008743	0.301915579907	0.301985710217	0.00928718453787	2.68163437351e-05	240.000578809
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.109737296778	0.0208509831951	0.229285638942	0.0298100235773	0.0156805312067	0.0297978409905	-0.0137827846021	1.68774200518	0.42652434315	0.430879384622	0.0305875150731	0.355154233071	0.362222672375	0.0249627243949	-0.089505251577	300.0	0.43241674465	0.431439887741	0.0219842011391	0.431484348061	0.431356273896	0.0182636886031	-0.050489453123	5.10134959594	0.330891289376	0.33033502977	0.0144647256703	0.329874343152	0.329602957698	0.0128019100302	-0.0372675394855	63.1989325621
SOX10	0.1169655111	5.24596	5.3629255111	0.0774007027377	0.0180733746622	0.187666684999	0.0271442088655	0.00760956241513	0.0289348229236	-0.0500040372362	2.3899932515	0.557606917156	0.564075859672	0.0271105128482	0.452923996074	0.459690066488	0.0245726022285	-0.012905634257	300.0	0.511780151349	0.51141210522	0.0244979936503	0.509457306884	0.508226534742	0.0217862814732	-0.00178056979889	72.4060353684	0.331648209314	0.33162737318	0.0145098033247	0.330861989492	0.330848427734	0.0136045034136	-0.0564731185785	153.874429269
MYOG	0.1172990389	5.0492238889	5.1665229278	0.23370355951	0.0717026234707	0.310351540467	0.100742803831	0.0653329139402	0.106127437326	-0.00123153814209	1.09309525849	0.642584688086	0.654427814234	0.0437797250744	0.497037459791	0.514237981199	0.0335831791132	-0.00469624142723	300.0	0.560228777222	0.554955809422	0.0376887789578	0.555705260646	0.553526092231	0.0260753844817	-0.0366220523808	15.627599213	0.351034688685	0.35004596886	0.052519923993	0.350791858905	0.349090049032	0.0313406733109	-0.0459677043098	76.6130290774
SRF	0.1628057278	8.3513662778	8.5141720056	0.0249393007681	0.00585943447808	0.0256348574684	0.114141428948	0.0173167668163	0.230040445381	0.0319344430355	2.93711278279	0.484726103087	0.489682938726	0.0180106339082	0.617486921609	0.621506112359	0.0231886702803	0.00419441136866	300.0	0.482485366246	0.482033830522	0.0257186685121	0.481923480317	0.480936469721	0.0197008020818	-0.0234605959301	19.1590421229	0.313272757997	0.312587690924	0.0172146130242	0.312256343336	0.312050116042	0.0148200460142	-0.043292030023	85.5834377384
LHX3	0.1647734778	5.8396682778	6.0044417556	0.0249249923276	0.00567272679884	0.0255634063859	0.0975705075005	0.0174096546152	0.207901414121	0.0492530431577	3.43598812913	0.470819553086	0.477182554849	0.0236904832292	0.383343407939	0.387358553444	0.0172660005853	-0.00905004325281	300.0	0.314425992101	0.316147307198	0.0153802339198	0.316490231375	0.316963833703	0.022031821532	0.00636392216963	24.9109228551	0.293249511745	0.293337312267	0.011457560731	0.293648549293	0.294156600858	0.0143428610194	0.0287353600764	237.062624648
E2F4	0.1745461	8.0240553333	8.1986014333	0.0285064570815	0.00555633272514	0.0276181923736	0.0866370726008	0.020653670744	0.231206500913	0.0993734174212	2.90375887461	0.573412644097	0.579792080322	0.0346478479306	0.465520620249	0.475854565382	0.030205338941	-0.0210319758747	300.0	0.461519672314	0.459249519235	0.030106215294	0.460427168486	0.456871639776	0.0244195972361	-0.0362130994456	35.267185679	0.338621065012	0.338551216392	0.0220757769122	0.338325558883	0.338084946171	0.0188817865279	-0.0606147729214	146.671283719
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.0887694823259	0.0203410456609	0.184816046027	0.0279334697808	0.00859719138504	0.0256423328132	-0.00395678880835	4.08893646987	0.514312468592	0.518691092021	0.02587753131	0.421731077058	0.427193613801	0.022467432477	-0.0168144253247	300.0	0.613858411128	0.614107802509	0.0208853412328	0.613546845537	0.61294655209	0.0189574838043	-0.0464831126707	14.1444543698	0.284230853985	0.284099702889	0.0137383392732	0.28354201478	0.283566062795	0.012728861563	-0.0766817408911	62.9317781332
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.0263891870328	0.00831719798892	0.0224091202712	0.0846622282301	0.0212877416495	0.19770213638	0.105714809216	4.43543533581	0.505564116949	0.511643603504	0.0241931322962	0.406382054516	0.41072005983	0.0174298662688	-0.00202741752747	300.0	0.494714334597	0.495934213867	0.0124745780651	0.496361769073	0.497143541534	0.0176660461857	0.00809529173479	25.3905635326	0.346756616355	0.346723399649	0.0152463363186	0.345964801304	0.346356299793	0.011308545753	-0.0628720826375	41.3028397174
RFX2	0.2164441333	5.4421975556	5.6586416889	0.103121030325	0.0177283216785	0.207981509359	0.0255307854351	0.0170278811354	0.0264269043384	-0.0208299742147	2.17120104762	0.48128418586	0.489374760183	0.0251299615303	0.606051459295	0.61215394659	0.0300964687021	0.000363375206811	300.0	0.475445720012	0.472976040291	0.0268535433329	0.474092629356	0.472129521161	0.0207699690977	-0.0418040183054	16.5896236039	0.309002560858	0.308594933608	0.0241072210059	0.308224539337	0.308107212131	0.0208080884241	-0.0857881068108	44.3737639418
PAX2	0.2255426222	5.2315701111	5.4571127333	0.0695050610102	0.0128430467935	0.07041037222	0.1592501387	0.0424585575996	0.307818694321	0.0942473220167	1.27327643415	0.581057376324	0.589651117598	0.0362655160806	0.461643871277	0.473199507115	0.0293275503435	-0.0145433216369	300.0	0.487597194545	0.47978350709	0.0432390224676	0.480632728714	0.477681112417	0.0280939351996	-0.0159640103022	8.39950887739	0.297543939929	0.297430099088	0.0298607666441	0.297082141428	0.297070171031	0.0233807798172	-0.10962217304	4.4763738123
FOSL1	0.2495109	5.9053088889	6.1548197889	0.028731541525	0.0103106834541	0.0258575120192	0.0924634901136	0.0214130250125	0.215686171918	0.01288068621	1.89541335311	0.501833118709	0.509985475756	0.0287367224692	0.400944906509	0.407281628702	0.0190517069167	-0.00681944970796	300.0	0.437607797624	0.438637538382	0.0232553225931	0.443830751629	0.442006679993	0.02942135763	0.051551489873	108.969695503	0.296510049825	0.29677964115	0.010768808138	0.296490008092	0.296624208185	0.00977298595031	-0.0755923344079	94.1683454601
PAX6	0.2689653	3.2277611111	3.4967264111	0.0252613993792	0.0163722997867	0.0266520063209	0.206915247771	0.0686785879415	0.295555466433	0.137832677623	2.29225213705	0.499367632767	0.504404633128	0.0278587890174	0.401531211006	0.40811891846	0.0211848512467	-0.0117877526281	300.0	0.542235452062	0.538981415481	0.033716474887	0.538331634667	0.537833183452	0.0248083970179	-0.0222574046226	7.90023360674	0.295419779003	0.295313527554	0.0132498369149	0.295034210076	0.295042291209	0.0124626958223	-0.077089833169	17.2008156218
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.0254301303277	0.00412415426491	0.0255387524888	0.130037318697	0.018431114852	0.255072215025	0.12982601331	3.97179476399	0.47741076534	0.482857492976	0.0211308319899	0.600641562424	0.604466181091	0.0252161605869	0.00650531962654	300.0	0.353578536205	0.352986406862	0.0268728234629	0.351029298451	0.352265282534	0.0212977492796	-0.0270103869544	8.59902276907	0.327821240176	0.327795533205	0.0171549384228	0.327660939367	0.327592526133	0.0127929760773	-0.0571424498943	31.6859288807
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.0921420567887	0.0635221083525	0.0875336021524	0.302229025938	0.147345412847	0.390173165977	0.0700377504593	0.421430853913	0.531054558248	0.535220518083	0.025751181928	0.426534354619	0.432366271055	0.0218393010743	-0.00426342163263	300.0	0.496500762971	0.49671583426	0.0471728356408	0.492785761629	0.496095911162	0.038041548192	-0.0166013362885	3.77799199514	0.237590670546	0.23835171596	0.0126478216887	0.236747716522	0.237433801647	0.0108562473902	-0.0656869741358	9.86653633463
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.0277126266549	0.00647242367328	0.0275213866926	0.074655723833	0.0200369665316	0.169340312975	0.0428283818973	5.58316318542	0.497958890201	0.502776256555	0.018421553633	0.630191639844	0.633138932579	0.0226911853833	0.00905324624125	300.0	0.487065545429	0.485875605858	0.02283445055	0.485243857749	0.485398540235	0.0203057216608	-0.0375575718374	14.0438925531	0.305289629818	0.305138580789	0.0119610153179	0.305184407258	0.305134864225	0.0116013000678	-0.113683426412	12.5624206587
THAP1	0.3018008222	5.8000158333	6.1018166556	0.0816817363256	0.0180673567641	0.169929416244	0.0259563306652	0.0106910034568	0.0256301938987	-0.0603546655842	2.8789001854	0.466963135097	0.472978077391	0.0212784786103	0.586511861146	0.590527006384	0.0254301486127	0.00586226197266	300.0	0.541283033788	0.5398437785	0.021102909735	0.539705058967	0.539408132208	0.0166499799563	-0.0324786086583	75.5859219449	0.322821471633	0.322958413132	0.0129355699496	0.32280139744	0.322885813497	0.0128159358501	-0.117502627213	37.0288404447
SOX17	0.3243661	6.3657267222	6.6900928222	0.0938795488444	0.0186819993559	0.207441873495	0.0266344525846	0.0108161462442	0.0275783308677	-0.103999793263	1.00225825203	0.461661393463	0.468363737302	0.0216737595811	0.582517204035	0.586791213543	0.0267590505698	0.00609404855204	300.0	0.574660828825	0.57266605835	0.0263118790494	0.571269365096	0.571034015279	0.0194703380338	-0.00493563182477	63.1642874763	0.3068698776	0.306790820571	0.01273614541	0.306715315583	0.306759854559	0.0127073183641	-0.122337792908	11.7609034888
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.0288559008823	0.0185716907958	0.0308315357306	0.0962523275347	0.0198296548643	0.194093629354	0.0031691431828	2.98952724409	0.47275837704	0.478115375688	0.0211384367032	0.58972899323	0.594082939229	0.0242892760949	0.00728969766464	300.0	0.518758926184	0.51714852762	0.0280449363266	0.517251897823	0.516958470263	0.0259861123988	-0.0315608072803	26.0386949384	0.310080936236	0.310073144572	0.0150458687141	0.30998071551	0.310026994575	0.0140219112868	-0.115804482771	13.4212094369
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.0227343646073	0.00495063899996	0.023590037163	0.0333195788468	0.0151293831929	0.101883605617	0.0166639554314	18.589571986	0.493114931341	0.498870108412	0.0223009594502	0.618435089217	0.62397820926	0.0244231900278	0.00867995730341	300.0	0.495136512628	0.494432453931	0.0188244502488	0.495104110597	0.493780923148	0.0173710425506	-0.054612588481	99.7131945702	0.33667347002	0.336681713168	0.0170822563663	0.336607237147	0.336528714148	0.0152983268728	-0.0868373275282	300.0
KLF1	0.3295018	5.8667564444	6.1962582444	0.0746693301305	0.0167532574785	0.170264303741	0.024342023249	0.00735812582445	0.0254551415509	-0.0249581398145	4.23078316806	0.493929756045	0.498783398158	0.0187041537844	0.624519618708	0.62752181534	0.0232365152296	0.0105781961239	300.0	0.454949956932	0.452928299779	0.0323860046787	0.451702319765	0.450825222769	0.0264559309929	-0.00888620080784	36.7409328821	0.312459707561	0.312443315704	0.0149693749455	0.312386959236	0.31231338562	0.0132911728804	-0.100597717134	23.8354290351
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0271071610248	0.0101654305385	0.0260802781111	0.146955512581	0.0194311674704	0.259877816878	0.0322698854645	1.75472032691	0.480186860505	0.486204165874	0.0207271511337	0.607548091748	0.611511050181	0.0259790649154	0.0087136595058	300.0	0.546247494136	0.546999868545	0.0252859681031	0.545648993995	0.546587222892	0.0206972679174	-0.0574968333973	4.28817063709	0.318835618254	0.318939033085	0.0143892309907	0.318621038753	0.318813756112	0.0119938449134	-0.122906731674	3.60064564424
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.0248130358194	0.00302164361027	0.0236199256218	0.0721503953134	0.0184818850779	0.197502692607	0.144897548098	5.94747930466	0.421219415822	0.425609977847	0.0181666460799	0.526192262401	0.532531816686	0.0239133092591	0.00380107225845	300.0	0.348043209505	0.348046597546	0.0247960139591	0.346941243315	0.347752802368	0.0201798582797	-0.0205454959085	8.03292654425	0.616459927832	0.622469396524	0.311915161026	0.789346259601	1.01555001382	0.324767565475	0.19797067996	300.0
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.0284361284891	0.0141165391605	0.028843933408	0.117353845918	0.0199876373825	0.208643191948	0.0280728142401	3.48538928381	0.530702885536	0.535068309015	0.0268691526713	0.43146112602	0.437556514571	0.0221348841113	-0.00622865025601	300.0	0.517551045699	0.516591270079	0.0228146075021	0.516044450298	0.516435366851	0.0191253440688	-0.0285377602226	22.2775177842	0.289114796952	0.289066592656	0.01417733022	0.288373510923	0.288664465617	0.0128952225675	-0.0874082488175	38.9901725577
PAX4	0.36501635	4.8246142222	5.1896305722	0.0232208058191	0.00355451682244	0.0240681751095	0.0471150921958	0.0159885825465	0.143941250978	0.0890899763637	10.5853875513	0.477209684978	0.481753967526	0.0179031252191	0.603563843448	0.607320241871	0.0226185448113	0.0114276366861	300.0	0.460838905345	0.458850279474	0.023189938397	0.460214175988	0.458395254614	0.0213720093845	-0.0558380986544	13.5781716777	0.475442982818	0.459671988124	0.295255341387	0.646432934122	0.696063348074	0.332538160329	0.130712176462	300.0
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.0944253107767	0.019288510254	0.203942366951	0.0272493914818	0.00823501211381	0.0272716497588	-0.0334958423	2.02301572044	0.434632115018	0.4424835115	0.0262709820834	0.357794430808	0.362788660638	0.0183444233446	-0.0216046578411	300.0	0.557419020447	0.559030427956	0.0299262352764	0.555801677352	0.558855287002	0.0236640018898	-0.012162470629	21.5449498618	0.320706453028	0.320731803578	0.0123586063131	0.320292215148	0.320413908362	0.0110596575851	-0.0156433143381	113.718747824
RXRA	0.3769536278	6.7146771111	7.0916307389	0.0580719200775	0.0182451371684	0.141277614162	0.0262793350831	0.00775578230656	0.0265532748646	-0.0351552529723	4.37847006962	0.486385616879	0.491629869476	0.020372994019	0.608360296873	0.612516558549	0.023999449165	0.0102865846134	300.0	0.707152839134	0.706023603412	0.0197206338504	0.704821484569	0.705151447637	0.0164852272254	-0.000770243977396	70.8833657874	0.305609196172	0.305506356714	0.0157399422873	0.305083419266	0.305191073635	0.0135509978775	-0.09973310686	40.9555602429
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.0258283181787	0.00665594803637	0.0267610244787	0.0891085293633	0.0181524644267	0.194552855777	0.0234934968719	4.13532323529	0.421108942811	0.425935550068	0.0178320617848	0.525188462639	0.531782157179	0.0258953554513	0.00603629952328	300.0	0.408619838923	0.410093324172	0.0203634496533	0.408484290834	0.409580145214	0.0162118120709	-0.0246956955287	31.0125522786	0.32893057979	0.329204089506	0.0158656387076	0.328216812155	0.329015884849	0.01105249207	-0.0273572631076	162.455307612
EN1	0.3989146722	5.5023358333	5.9012505056	0.0264902821713	0.00682607019409	0.0275133024431	0.0731619144612	0.017347663808	0.201847496845	0.0327522986854	2.52338714411	0.404491993955	0.409514196915	0.0325164192679	0.341571677265	0.349274673668	0.0265205692399	-0.143419689768	300.0	0.536355345128	0.538007036454	0.0200451686151	0.539913999902	0.5388358526	0.0231271542061	0.00700441427085	23.3420424466	0.276948280281	0.276775463227	0.0189873056451	0.276519830201	0.276609905891	0.0157902396732	-0.10725946883	7.85372440639
FEV	0.4266916111	6.4151153333	6.8418069444	0.0807298768914	0.0194642400584	0.202368302119	0.0247094483057	0.00794783505744	0.0232259513442	-0.00969669645159	2.6088445457	0.548433240314	0.55419712298	0.0315100191542	0.43446564583	0.442843116165	0.0234777297878	-0.00375617168049	300.0	0.485027825279	0.482644944456	0.0205650505715	0.491153848776	0.486251663522	0.0315023781722	0.03445821424	114.096307946	0.341512074507	0.34172081699	0.0180884973538	0.34119408703	0.34125437039	0.0148223843658	-0.0703933192322	79.9540999729
TBP	0.4329950722	7.1221270833	7.5551221556	0.0272278958495	0.0137017293831	0.0257511365257	0.158136876707	0.0199845953925	0.291262635589	0.0574979989682	1.31854911853	0.518217641282	0.524200328894	0.0286098898031	0.418086539375	0.423976097408	0.0225674198503	-0.00965784969171	300.0	0.363152011964	0.361753245064	0.030593305816	0.362811029775	0.361189408703	0.0264245908718	-0.036018380485	5.76150602569	0.340734560759	0.341015853948	0.015717152462	0.340695783071	0.340564941663	0.0131669693698	-0.0536936625197	33.0248101641
GATA2	0.4460161667	4.9865788333	5.432595	0.0260927835469	0.00502649952968	0.0255226321882	0.0796471934659	0.0179792536644	0.210218220746	0.132683826051	4.74943736141	0.425054066836	0.428317294365	0.0157513447786	0.523997158448	0.530634194631	0.0234992988736	0.0103844140981	300.0	0.346166313514	0.346012488295	0.0179382177194	0.34756054179	0.346771016859	0.0237382204545	0.0170535096804	41.1785298332	0.310586263563	0.310404434148	0.00885475893462	0.311216969578	0.311084902736	0.0111650953719	0.00657853536382	236.117369301
FOXO3	0.4784891278	5.4082502222	5.88673935	0.0260849740148	0.00620856753545	0.0262931576226	0.0592291518331	0.019366709044	0.177424018618	0.0475189983506	3.69590501008	0.429549532316	0.434523210457	0.0185691588101	0.537211717927	0.542586289621	0.025365563889	0.010446465991	300.0	0.539178185184	0.541206366338	0.0251597378927	0.538641414469	0.539780415095	0.0210861319941	-0.00589503165116	40.6835622147	0.305397567832	0.305536889037	0.0108118465434	0.307025208005	0.306636711746	0.0117905079876	0.0163438194837	292.697477819
MAFF	0.5215329556	5.2145415	5.7360744556	0.102651021801	0.0172061298836	0.20863497357	0.0254204560063	0.0102470226009	0.0268708368208	-0.0399746779077	1.95445697631	0.422263942387	0.427321552005	0.0186415049856	0.523535744026	0.528616245081	0.0253456629735	0.00853692934169	300.0	0.389096734297	0.3894416734	0.0178028605069	0.392668232463	0.391335053687	0.0222253034254	0.0409497650729	89.5497781827	0.276573919414	0.276514862701	0.0115020458643	0.275654196926	0.275549472711	0.0109554207858	-0.0251719296965	146.821289579
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.0250727640704	0.00306646831647	0.0218628898446	0.0711541546714	0.0195468670079	0.203424092229	0.190361447778	6.01644854234	0.454227176268	0.460116412526	0.0300122101541	0.373357752343	0.379972735724	0.0224947559612	-0.0300873605504	300.0	0.569673984177	0.570403211992	0.0192127006643	0.575477538487	0.574122860697	0.0244949123005	0.0779431558646	157.527719733	0.285896087314	0.285939946019	0.0124810509777	0.284869795262	0.285042520663	0.0119648987951	-0.00746044293165	224.389046959
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0263331919528	0.00764523489159	0.0262668381074	0.0790906361934	0.0196631715834	0.192789892153	0.0380673385916	3.68387784435	0.39852354387	0.403538860723	0.0194058578354	0.489803670712	0.494850959042	0.0259913726108	0.0011434387716	300.0	0.554327082702	0.555609379614	0.021209248002	0.555254613956	0.557097717734	0.0267778203866	0.00864078720277	27.2704146847	0.305764870042	0.306317786236	0.0140017077365	0.307742715807	0.307436913795	0.0145730970662	0.0609125893348	231.469274689
MAX	0.6273268722	6.1784626111	6.8057894833	0.0259018362918	0.00471185289577	0.0241830805108	0.0475228630835	0.0189726220512	0.141302838491	0.226253130363	20.579081165	0.420837981224	0.425797374847	0.0190643788903	0.523325678583	0.529628980017	0.0257152350257	0.0105250783748	300.0	0.388611638013	0.389109934054	0.0167359635384	0.390104435766	0.391067129939	0.0216589843778	0.0160623804237	51.5543865666	0.311486241121	0.311794445032	0.0115146914261	0.313873937963	0.31335574891	0.0147063202455	0.104248724718	300.0
