FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Dnase2Tf_H1hesc_protection_mean	Dnase2Tf_H1hesc_protection_median	Dnase2Tf_H1hesc_protection_std	Dnase2Tf_GM12878_protection_mean	Dnase2Tf_GM12878_protection_median	Dnase2Tf_GM12878_protection_std	Dnase2Tf_protection_ks_stat	Dnase2Tf_protection_ks_pvalue	Dnase2Tf_H1hesc_tc_mean	Dnase2Tf_H1hesc_tc_median	Dnase2Tf_H1hesc_tc_std	Dnase2Tf_GM12878_tc_mean	Dnase2Tf_GM12878_tc_median	Dnase2Tf_GM12878_tc_std	Dnase2Tf_tc_ks_stat	Dnase2Tf_tc_ks_pvalue	Dnase2Tf_H1hesc_fos_mean	Dnase2Tf_H1hesc_fos_median	Dnase2Tf_H1hesc_fos_std	Dnase2Tf_GM12878_fos_mean	Dnase2Tf_GM12878_fos_median	Dnase2Tf_GM12878_fos_std	Dnase2Tf_fos_ks_stat	Dnase2Tf_fos_ks_pvalue	Dnase2Tf_H1hesc_flr_mean	Dnase2Tf_H1hesc_flr_median	Dnase2Tf_H1hesc_flr_std	Dnase2Tf_GM12878_flr_mean	Dnase2Tf_GM12878_flr_median	Dnase2Tf_GM12878_flr_std	Dnase2Tf_flr_ks_stat	Dnase2Tf_flr_ks_pvalue
SOX17	0.3243661	6.3657267222	6.6900928222	0.0307018534884	0.0275814164777	0.0211572881502	0.0414863122827	0.0367645115988	0.0389245824567	0.043651305582	83.4783709893	0.331658455318	0.336592264042	0.0393096940216	0.273332595562	0.278553907308	0.0358225594486	-0.0515232836951	300.0	0.554057919474	0.552352683349	0.0206506388905	0.552374350694	0.55207113536	0.0143335565681	-0.0310497543942	300.0	0.306866553668	0.306781507612	0.0128977465037	0.30670482275	0.306759854559	0.0128368833452	-0.120983165522	12.6293007108
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.105514753891	0.0899638002137	0.0651026539253	0.130927379794	0.117728151846	0.078580774872	0.063785805568	55.807285189	0.330978738563	0.335901140276	0.0397080318113	0.272019157367	0.278393859467	0.0346389210678	-0.018328671632	300.0	0.628342008288	0.628749706399	0.0206426411942	0.62791562924	0.62842342086	0.0173306437707	-0.0858793237144	234.805922562	0.31007725769	0.310067102017	0.0152081028613	0.309980305094	0.310026994575	0.014189371399	-0.115036011393	13.6879870364
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.0354894879568	0.0320815245698	0.0188138528435	0.0471020530024	0.0413725061686	0.0282464622322	0.0176730579259	300.0	0.394449649707	0.400856944724	0.0294526543867	0.505937995704	0.510018471814	0.0362385871398	0.311067864863	300.0	0.511426561486	0.510621235133	0.0158235868426	0.511380629336	0.510343031342	0.0141990099948	-0.107323929672	300.0	0.336673194253	0.336680224081	0.0170790318764	0.33660174546	0.336528714148	0.0154026851114	-0.0861593467046	300.0
KLF1	0.3295018	5.8667564444	6.1962582444	0.0329180782764	0.0300670100332	0.0152540588159	0.047714555424	0.0393717909862	0.0509383845804	0.0802852732632	58.6319641746	0.276254437846	0.283065852865	0.0354762231094	0.337687086487	0.342973387436	0.0391336929286	0.00898680670624	300.0	0.459910889443	0.459610806085	0.0252148418078	0.458918178745	0.459343952105	0.0180074731919	-0.0341093767736	300.0	0.312461928587	0.312449656686	0.0151676100292	0.312375438516	0.31231338562	0.0135328241885	-0.101956267159	21.6543861597
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0940106219796	0.0784729708132	0.0725245323078	0.122487934787	0.100913591217	0.0832597290622	0.0631113634172	30.6134347418	0.323006667529	0.328806667333	0.0396747708774	0.266545019651	0.272614880011	0.0363532725605	-0.0387987118524	152.78800216	0.543749879169	0.546453518186	0.0270281551388	0.543409597636	0.545866003046	0.0197952877354	-0.0849711854796	108.111037869	0.318832908169	0.318939033085	0.0145927420001	0.318611320822	0.318807390316	0.0121028206063	-0.124255041712	3.12449273081
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.0265941395064	0.0221700944941	0.0290243255205	0.0426497535802	0.0316111995987	0.0715524206824	0.14281482403	25.8184780345	0.298543728747	0.30718851474	0.0392878694487	0.251564120151	0.257164035957	0.0368054033865	-0.0949119719379	61.0409463628	0.557170068423	0.558618268869	0.012394379004	0.55736587983	0.55864554797	0.0182312368604	0.0563956485452	300.0	0.61777659413	0.623714292786	0.311869658242	0.789901315456	1.01555001382	0.32480196556	0.197208871026	300.0
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.0420159163242	0.0383753016102	0.0213101472516	0.0572625297155	0.0501820484517	0.0314144925755	0.0187527122429	40.4668335309	0.325896880426	0.331686916568	0.0422389818214	0.26660466578	0.274210684609	0.0365053915515	-0.0221407037334	300.0	0.571087498258	0.571501456453	0.0241776817748	0.569223898754	0.570920986772	0.0193075866869	-0.0610171968471	281.35247407	0.289127283837	0.289077407619	0.0143900734052	0.288365796471	0.28864733441	0.0130475636058	-0.0873998125997	37.8308224455
PAX4	0.36501635	4.8246142222	5.1896305722	0.0711286853368	0.0644789838323	0.0365432994509	0.0903297372866	0.0820781020928	0.0495556990023	0.0424086885115	76.8997199137	0.298151075549	0.304112783574	0.0348168461354	0.366536854072	0.372379979554	0.0360859128333	0.0815881008447	300.0	0.501129145656	0.501210008207	0.0175072128341	0.500485119918	0.500673389106	0.0126990372406	-0.00169677331542	300.0	0.475049729205	0.459341989405	0.29523833406	0.641214494465	0.696057415973	0.333274021498	0.124623664739	300.0
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.103598200039	0.0921948327151	0.0437338131228	0.136202088963	0.119793754265	0.0632364223131	0.0939029618108	24.4635813951	0.339377630113	0.347840253526	0.0383036567224	0.28160429002	0.28669744222	0.0373541161904	-0.00233724806843	93.0309123577	0.539695461458	0.542978978852	0.0149520444049	0.542337674453	0.544346348834	0.0279620368761	0.0288991415732	300.0	0.320719040529	0.320733152563	0.0125530395308	0.32029607177	0.320413908362	0.0111164421234	-0.017908172397	106.283814795
RXRA	0.3769536278	6.7146771111	7.0916307389	0.0430079630875	0.0375449495988	0.0256670668619	0.0584791877137	0.049192169209	0.0442669241034	0.0474084898368	70.7603169422	0.332210740378	0.338064881188	0.040805701111	0.271470946917	0.278864148162	0.0356192504134	-0.00968514211061	300.0	0.597697054989	0.598508984093	0.0178344964067	0.596336836627	0.597769641862	0.0148679782652	-0.0600185001859	300.0	0.305615732936	0.305503481049	0.015863853158	0.305078630957	0.305176655096	0.0136840026142	-0.0985619184231	42.0321730136
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.0305039583346	0.0275658900579	0.0155670436884	0.04971128835	0.036709454194	0.0614146549299	0.120214401649	48.2451415804	0.30436368406	0.30964564426	0.0377765995625	0.255916950431	0.26192851183	0.0366856355784	-0.0751122863887	151.41228255	0.492827787368	0.494494457473	0.0106458302374	0.493400461937	0.494639189836	0.0176794181106	0.0334802352028	300.0	0.328936301335	0.329207155567	0.0159815801064	0.32821176319	0.329015884849	0.0111738411283	-0.0282786954721	155.836221468
EN1	0.3989146722	5.5023358333	5.9012505056	0.0936513141849	0.0851375163154	0.0464810268883	0.136455149145	0.115405487235	0.0940409068964	0.0617528940406	26.2785816864	0.324148998626	0.32874513826	0.0400326386525	0.2679215658	0.27591249004	0.0354626150375	-0.028784848021	152.020732433	0.647824878524	0.649291740249	0.0258211571708	0.645724450214	0.648293025194	0.0192522691922	-0.01906431865	208.787136192	0.276947981075	0.276762208049	0.019511987719	0.276510896435	0.276609905891	0.0159826729519	-0.110709277257	6.30310062612
FEV	0.4266916111	6.4151153333	6.8418069444	0.0569121139151	0.0505804077132	0.0415762965114	0.0415251512546	0.0390136639974	0.0223250253832	-0.0339919098137	61.6283977188	0.353084766704	0.3582267981	0.0402352730532	0.288809369503	0.294535450397	0.036577837909	-0.00677774346299	300.0	0.471328082661	0.470311315091	0.0148028841005	0.474885322874	0.471216563259	0.0253091209444	0.023759521411	300.0	0.341506794658	0.341714792055	0.018228387331	0.341189129074	0.34125437039	0.0149610824151	-0.0728113922126	73.7999229041
TBP	0.4329950722	7.1221270833	7.5551221556	0.0659680898397	0.06049292589	0.04705877759	0.0949006545879	0.0810317473831	0.0752293981344	0.0338597763783	26.3394770825	0.332261092345	0.334974235458	0.0427033557141	0.274543620463	0.282385230597	0.0389857800409	-0.091039118606	78.2321595654	0.391428525284	0.392295932266	0.0159444051238	0.391660746606	0.393085233653	0.023396452793	0.00739679981827	232.934455545	0.340721966129	0.340996720046	0.0159712232487	0.340688991411	0.340564941663	0.0134674927994	-0.0613818401395	26.3791813786
GATA2	0.4460161667	4.9865788333	5.432595	0.0275652802064	0.0262614262483	0.0170175500061	0.045738617569	0.034804840033	0.0700038150757	0.129652274386	25.9740753576	0.292991825241	0.298522882178	0.0341133432486	0.35746795915	0.362697338941	0.0373425203631	0.0758684479355	142.392504462	0.37483330014	0.375626922681	0.0115612049904	0.375198673148	0.376450372006	0.0203883729983	0.0975704464977	300.0	0.310579938553	0.310404434148	0.00900113045724	0.311223786837	0.311084902736	0.0112608643583	0.00559442877977	225.81477264
FOXO3	0.4784891278	5.4082502222	5.88673935	0.0380147047634	0.0330807283205	0.0276289191499	0.0575562002993	0.0459988877944	0.0444035564723	0.118170831886	50.2113327352	0.315821682468	0.321512404903	0.037944319724	0.263560782498	0.268377060563	0.0340700542724	-0.0595476043902	180.47393619	0.526266576034	0.527963720472	0.0148406731492	0.526279833726	0.529175159396	0.0242511793951	0.0349684636516	300.0	0.305397520546	0.305536889037	0.0109804719243	0.307035279759	0.306639469294	0.0119111835247	0.0131661344861	271.446427552
MAFF	0.5215329556	5.2145415	5.7360744556	0.0303765173402	0.0284132869497	0.0197722505004	0.0473018395539	0.0377096157156	0.0644836521784	0.11896203134	38.9067283942	0.31413271629	0.318569554615	0.0360026795933	0.262325689191	0.266378868113	0.0337546458074	-0.035151702011	215.119726347	0.480697067963	0.481673027184	0.016986596232	0.482360323741	0.483232633193	0.0269175763288	0.0447110015184	300.0	0.276589082226	0.276539758685	0.0116014865138	0.275660610753	0.275549472711	0.0111295231898	-0.0278078109157	136.06444013
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.0307028013954	0.0272492180611	0.0164623885186	0.0421630025452	0.0365326134437	0.0532542793814	0.044371354159	35.5552631855	0.280454859529	0.285418498766	0.0346116703717	0.343241581557	0.349026430274	0.0355738705021	0.054996246916	300.0	0.613274177086	0.614065976627	0.0141580365795	0.616710126517	0.616136726076	0.0223674774477	0.07908428871	300.0	0.285901120469	0.285941654163	0.0126023987185	0.284875808544	0.285042520663	0.0122027979007	-0.0109361831716	205.742625183
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0319847041118	0.0288266152915	0.0167617492941	0.049387715985	0.0377490158543	0.0662143113917	0.061694052969	23.3344538237	0.280911727504	0.288815044178	0.0408012061195	0.242739198377	0.249676170186	0.0384581657169	-0.185585336546	49.8959437407	0.615727953085	0.617956811195	0.0171102800049	0.616199649736	0.618797105633	0.0261858179032	0.0409311326819	300.0	0.305754326959	0.306317786236	0.0141016965684	0.307739519687	0.307436913795	0.0148281227712	0.0583100396623	217.868365273
MAX	0.6273268722	6.1784626111	6.8057894833	0.0290839214916	0.0272422493635	0.0135511727394	0.043391080035	0.0359246770366	0.0491651975551	0.0834193574897	44.7766461211	0.283018449464	0.287833004589	0.0369192563101	0.345348559354	0.351875018655	0.0398403439561	0.0137947976891	185.413657917	0.463022493716	0.464095042368	0.0105984019988	0.464467584636	0.465783997257	0.0165079092566	0.0977503185504	300.0	0.311476194747	0.311794445032	0.0116907115542	0.313882474944	0.313360740796	0.0148120733933	0.101791926885	300.0
RREB1	0.6412792222	7.0157968333	7.6570760556	0.10562440694	0.0911061761693	0.0719706420337	0.148208627925	0.119826355406	0.0960863386081	0.092299799866	26.8655497394	0.304004474726	0.310747623795	0.0335936955699	0.378498983655	0.383584464035	0.0387139892173	0.117772991972	218.208176048	0.571409504606	0.572305563133	0.0253554160255	0.568125507439	0.569515913984	0.0210866464277	-0.0265288451032	174.789644834	0.279877991696	0.280425047998	0.0129296820062	0.282306891777	0.282234223825	0.0158943927814	0.016734115967	106.603492152
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.0920476661175	0.0838705350061	0.0416856475085	0.124670043079	0.114077921728	0.0608111040039	0.0657404675153	41.7132593636	0.345502409421	0.349955964786	0.0445494979358	0.281167285663	0.290079800438	0.0365114667053	-0.0209500447943	221.345873206	0.483783892546	0.480712486747	0.0269525567649	0.480100495404	0.478360003122	0.0202413469899	-0.00761444790439	300.0	0.334508737027	0.334010992947	0.0155608679613	0.335689396842	0.335573573866	0.0177299780063	0.00982961627777	212.873769111
STAT3	0.6779155667	10.0107785	10.6886940667	0.0273154798479	0.0263469034304	0.0146161850037	0.0438762974025	0.0356686768402	0.068729285448	0.121564860907	24.7993802298	0.32342353004	0.329271141506	0.0409844145323	0.269629412354	0.277061799978	0.0369226481786	-0.0747529958214	100.33684839	0.468373378565	0.468890334129	0.0116682032938	0.471298748346	0.471425542846	0.0196956297865	0.140334729288	300.0	0.281093906283	0.281346914292	0.012108795061	0.283205882211	0.282954372172	0.0136793376908	0.10667021623	300.0
RFX5	0.6927126611	7.3384705	8.0311831611	0.0575905682729	0.0509610210056	0.0368284996684	0.075466577605	0.0677253093765	0.0453347458428	0.00602132289808	80.8434624514	0.348794691374	0.353898489479	0.0448963766343	0.28177551067	0.289135001971	0.0364802928929	-0.00401851521842	300.0	0.424310981689	0.423425061542	0.0196193624853	0.421614767775	0.421061937047	0.0159519198457	-0.025947465058	300.0	0.304871876247	0.304764456476	0.015916032505	0.306417784662	0.306404813149	0.0175575508278	0.0094386189156	300.0
ELK1	0.6936597444	7.0989505	7.7926102444	0.0551760641141	0.0514717243374	0.0341012024173	0.0433455608292	0.0397956624122	0.0224121448299	-0.0711117485525	57.8178625453	0.269747902473	0.271476268445	0.0374256177893	0.343475312289	0.347887946595	0.0451734051567	0.000400969222218	300.0	0.542189588731	0.538830056334	0.021460091265	0.55098945112	0.544557044354	0.032160375867	0.000905462445274	300.0	0.318006201714	0.317799389272	0.0224736586269	0.320113506799	0.319777755851	0.0264576630979	0.0161359547597	169.429696178
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.114324351829	0.104796630975	0.0583373831989	0.0933022628513	0.080197818081	0.052512444231	-0.0712874447723	51.0445540487	0.263650129625	0.267347260029	0.0366633967738	0.338013528323	0.341662731228	0.0493605824198	0.000150793735187	300.0	0.624982611926	0.618403646228	0.0396261035242	0.619769194768	0.61657380141	0.0285440998051	-0.126073330902	36.1676775501	0.315604310922	0.315097141925	0.032870474317	0.313612343848	0.313298551843	0.0241846522215	-0.0285480340569	66.929292801
GATA4	0.7095617	5.2971232222	6.0066849222	0.0275241445011	0.0264822161222	0.0127656415069	0.0465783943953	0.0353278523964	0.0721329488239	0.133934497728	25.137736498	0.277351812759	0.283821416985	0.0344489947192	0.335977980187	0.340794672371	0.0381402632634	0.0183156053878	124.881867025	0.374105890759	0.374942631735	0.0117963622636	0.376077597335	0.377134662952	0.0204235327186	0.133239893603	300.0	0.305093102029	0.305154362778	0.00910115421261	0.307181812577	0.306982371398	0.0111368648041	0.143965974181	300.0
JUN	0.8366651556	5.9365860556	6.7732512111	0.0412444700693	0.0361068816918	0.0443421433884	0.0305897079084	0.0272931771305	0.0179793787698	-0.0683553585692	31.4984428766	0.360547130388	0.367189844914	0.0473483043456	0.287190584775	0.295283867713	0.0406987469902	-0.000718050859963	287.410948582	0.408023116775	0.407651668699	0.0211252807647	0.415454954742	0.410755282785	0.034546060138	0.0738803021566	300.0	0.319200519491	0.318745192612	0.0186107256643	0.321783052047	0.321436377736	0.0232614443358	0.108500495056	300.0
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.0887734152695	0.0847343625185	0.0377632629726	0.138380839876	0.113744521285	0.0943689756096	0.179551311446	35.7827116425	0.331787316559	0.337340288041	0.0402510936446	0.277780753024	0.284463374668	0.0364027075412	-0.0377424243601	103.698219295	0.564768542936	0.56666064263	0.0141294356626	0.567166814631	0.569749356531	0.0238744975131	0.109765475786	300.0	0.308933923026	0.309533691137	0.0108814468361	0.311221155415	0.311560809099	0.0144228220641	0.117360664818	300.0
ESR2	0.9447617111	2.7405983333	3.6853600444	0.125911673734	0.107492722864	0.0744938651703	0.0995013159275	0.0826725158863	0.0741216488054	-0.00879713599849	43.4824447105	0.334441778513	0.34066744949	0.0317254720438	0.41677745291	0.421565147321	0.0380787290686	0.20726910467	300.0	0.49691494851	0.499170883032	0.0190467391851	0.502732312776	0.504002667694	0.0216604292071	0.0424636436694	300.0	0.304973298142	0.304688887375	0.0143154539272	0.307230576693	0.307237494258	0.0144567042568	0.0797599171444	300.0
SP2	1.0204727111	5.1814583333	6.2019310444	0.0313109533329	0.0283074733516	0.0162292757993	0.0387731802178	0.0363392529832	0.0304888292899	0.0311765115712	98.9857046053	0.291851815014	0.295726510181	0.0343541942956	0.354634197124	0.359489702045	0.0347687856963	0.0705906963405	300.0	0.491337933459	0.492538106767	0.0132884319967	0.498099114367	0.497549356789	0.0231889020244	0.145569685765	300.0	0.320220662646	0.320183918673	0.0165396026608	0.32322042626	0.323412844859	0.0165849349004	0.126115450076	300.0
SOX9	1.0532260889	6.5152251667	7.5684512556	0.124994482889	0.119116065303	0.0762676452113	0.194211500965	0.169107786809	0.0862018296072	0.150046211692	25.0081144595	0.369824031603	0.374978314774	0.0433066461667	0.314819565823	0.323426600909	0.0352107706375	-0.0347907692352	88.2702484112	0.554168185182	0.554562004507	0.0150171803716	0.558145004491	0.560457758338	0.022552035991	0.121064818069	300.0	0.316864258033	0.315821156629	0.0154525163524	0.317600704029	0.31823303447	0.0159196521381	0.0513885299248	168.654906707
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0618936245175	0.0538603189537	0.0304215633696	0.0487912412991	0.0412607251687	0.0286753194228	-0.0139758959777	166.152675765	0.315160823675	0.322319373799	0.0356359651716	0.394834784112	0.399401092073	0.0446127836908	0.109938490607	300.0	0.436765060294	0.435569434821	0.0167790801805	0.441692575856	0.440522297011	0.0183142322983	0.030459502021	300.0	0.329769248429	0.329744614818	0.0166539414633	0.333446279062	0.333429102482	0.0169114023512	0.175253178523	300.0
GFI1	1.1850335889	4.7750645556	5.9600981444	0.0298293257199	0.0277112837548	0.0174275757638	0.0437510019485	0.0372153094724	0.0521482305117	0.0822655427137	45.481790205	0.332745327863	0.338480428189	0.0533296357921	0.268660041354	0.281846984558	0.0403787270626	-0.0561421885368	171.592974638	0.392606090468	0.392872596688	0.0115800200003	0.397933789334	0.397772768038	0.0187606146786	0.165586185547	300.0	0.344055206772	0.344321704402	0.0164089227097	0.34835130581	0.348372006241	0.0226333082607	0.230669534007	300.0
GATA3	1.1874563444	4.4545267778	5.6419831222	0.0273868342421	0.0265744020087	0.0116593261557	0.0479435635599	0.0357556396203	0.0732945948215	0.168303386689	24.4013595106	0.278815826938	0.283933543114	0.0349266732659	0.334661057895	0.339638927416	0.0366692599817	0.0205829307939	98.9868435572	0.4086943886	0.409898549881	0.0139519354511	0.413311328831	0.415024966334	0.0257913999097	0.18568118168	300.0	0.322122227243	0.322300118245	0.00855488372665	0.326591229083	0.326416997453	0.00906630595251	0.343711311568	300.0
KLF5	1.2952409722	4.5370098889	5.8322508611	0.061001815791	0.0559184890537	0.0288360177917	0.0476331660156	0.0428818251706	0.0240652384688	-0.0418864507347	300.0	0.378833641909	0.384068020911	0.0334420626438	0.490819826386	0.494784239668	0.0424893268075	0.28990667596	300.0	0.519854140853	0.516748672228	0.0181331036047	0.527671104327	0.523542496963	0.0214598896807	0.121536700461	300.0	0.327882592537	0.327584628062	0.0204223727105	0.332523826182	0.332250707197	0.0209801188692	0.251814888286	300.0
ZFX	1.2958401833	6.8428931111	8.1387332944	0.117181458221	0.102287429338	0.0610070817533	0.0882146119068	0.0768545579664	0.0483516246668	-0.00289190918511	197.594988264	0.289882259398	0.297595727269	0.0377640311006	0.362418930015	0.367394240079	0.0491485599581	0.0177416311755	300.0	0.44180339301	0.441545517057	0.0172377228188	0.448924139747	0.447737403412	0.019027546181	0.0990371182697	300.0	0.319680331362	0.319464484034	0.0178952876842	0.324117335539	0.323944402192	0.0187654228617	0.221909785004	300.0
T	1.4805750889	5.3688017222	6.8493768111	0.0942965543906	0.0832527213089	0.0444442013743	0.141760640059	0.120863312348	0.0873627058674	0.14132742664	29.0631350944	0.298346851341	0.304916862725	0.0348434068942	0.361205865613	0.367783623273	0.0382092661266	0.0826249235845	193.236483199	0.462445058814	0.463202535883	0.0191307305222	0.470586506116	0.470897980792	0.026318057633	0.0952101359244	300.0	0.275593755234	0.275494094872	0.0135021159308	0.280095669495	0.279993328421	0.0174940243953	0.195742266034	300.0
RELA	1.5992390944	7.24568025	8.8449193444	0.0813563253734	0.0717109000562	0.046238250999	0.115181311282	0.0969334338584	0.0755416262039	0.135329314755	69.9859239315	0.281264034476	0.286982759566	0.0338962920046	0.336970632939	0.341335263543	0.0401083903721	0.00451913708609	300.0	0.645845582078	0.646372502888	0.0133140694292	0.659804271546	0.658188830578	0.0176724556631	0.315269297591	300.0	0.309207373904	0.309207716908	0.0125533018485	0.31467845931	0.314719369034	0.0131035791974	0.285844127243	300.0
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.0445075881749	0.0393756370632	0.0200398723212	0.0565934638628	0.0511802793085	0.0263386589495	0.0739952253576	59.0288070391	0.310878550059	0.314577793059	0.032794300377	0.380640977599	0.385919275109	0.0337251626399	0.162083369352	300.0	0.553451427581	0.554702157358	0.0161300804831	0.565801610379	0.564946672073	0.0233512305762	0.208068680787	300.0	0.316023934055	0.316305931333	0.0123804195272	0.322194558198	0.322141294754	0.0135524791829	0.321823391389	300.0
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.0884839237144	0.0813678192082	0.035557862672	0.13497103409	0.111192709518	0.0943571603819	0.162188033938	26.3757135587	0.312230706595	0.319145388849	0.0353311972114	0.37451196635	0.379986093479	0.0386298928574	0.0648422319292	106.160787791	0.486879675984	0.488084170987	0.011211601288	0.494665487184	0.496744317476	0.0180828931911	0.275215977303	300.0	0.320202793092	0.319694956812	0.0114731070381	0.32616552649	0.325764024409	0.0160249410617	0.344475752047	300.0
ELK4	1.6884735111	6.6488153889	8.3372889	0.0542262660381	0.0513461833991	0.0292497677247	0.0433297202794	0.0393319608876	0.0236889716458	-0.0377296471171	84.0309741141	0.343436384621	0.347231619791	0.0438192048909	0.282730373303	0.287768582002	0.0368306091314	-0.0434548632435	300.0	0.565752180985	0.562813164772	0.016526113645	0.580875942021	0.576255846014	0.0261702526022	0.258345234963	300.0	0.312100459303	0.311724298986	0.016997800074	0.317868016403	0.317772459447	0.0221687285823	0.28708575692	300.0
MYB	2.0312446444	6.4129717222	8.4442163667	0.0661514627453	0.056181275163	0.0485079911948	0.0908547744469	0.0766450795769	0.0588720434715	0.110709584084	36.0916122657	0.32138135446	0.326669395006	0.0402419231085	0.272029219575	0.278676652129	0.0350035931717	-0.0365472123264	202.972917782	0.663428887922	0.663567651366	0.0126157370912	0.678704258184	0.679741937675	0.0180900639697	0.362349983202	300.0	0.299819531111	0.300269321808	0.011617935224	0.30762674904	0.307673101555	0.0135816295306	0.411438662386	300.0
MYC	2.1820286333	7.7905577222	9.9725863556	0.117088448936	0.104105601479	0.0552438889138	0.155689364617	0.141924680623	0.066650353316	0.117864468164	40.7745094233	0.318285633038	0.324140079564	0.0413268816451	0.269924173777	0.277218065234	0.0370872857128	-0.0759766333563	160.133210971	0.466405677375	0.465734874133	0.0190027717899	0.479383348271	0.478081656862	0.024931323474	0.203610485187	300.0	0.297231718408	0.297230632525	0.0123536815752	0.305128915521	0.305218158872	0.01239238396	0.464202143499	300.0
STAT4	2.5085851167	2.786079	5.2946641167	0.0652468838096	0.0558985408748	0.0580312979981	0.101095272106	0.0779858437121	0.0732187200019	0.22227775366	55.5995456516	0.394750092153	0.398951431898	0.0302093018237	0.486715598847	0.489841255027	0.0319891874655	0.357898488924	300.0	0.625693391406	0.62620470415	0.0136197918266	0.645456667089	0.645711545281	0.0234592736503	0.398951343641	300.0	0.303678857682	0.30354270224	0.0153134356628	0.313690178814	0.313217346506	0.0172439574609	0.48864226419	300.0
STAT1	2.6158571444	8.6787737222	11.2946308667	0.029901850183	0.0276972389243	0.0153972087242	0.049036638481	0.0381990744241	0.0540446956026	0.191915631381	77.7098999605	0.293343755782	0.301137089766	0.0336439105499	0.356592239923	0.361454861904	0.0433670010777	0.0862623435273	300.0	0.494259597707	0.49344192797	0.0167247615782	0.511060051869	0.509567583959	0.0257230942784	0.30329614672	300.0	0.330300442388	0.330384490698	0.0119072943804	0.340588696219	0.340804910295	0.016122813685	0.548231506648	300.0
ETS1	2.6438298111	6.8488314444	9.4926612556	0.0880157301883	0.0800383400709	0.0473119233094	0.114534790632	0.106984986016	0.0500245452392	0.0969236709238	163.944488003	0.392383691074	0.397135506947	0.0294907429007	0.482102467172	0.485554959386	0.0332634955002	0.329182650099	300.0	0.441746271525	0.440957771997	0.0157472760107	0.458005640901	0.45554423402	0.0236754770909	0.304748962065	300.0	0.319553743904	0.319479994687	0.0134914529286	0.330048497265	0.330036792938	0.014758614169	0.515824384551	300.0
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.0293743242157	0.0268765565509	0.0158890022333	0.0488413888635	0.0377716342345	0.0596089777604	0.295151947298	57.5516692437	0.320428288411	0.327717539598	0.0307423966035	0.384776182339	0.388135381718	0.0401384407978	0.153085131992	148.311672571	0.725172746354	0.726334863337	0.0105294553137	0.751658709628	0.753556441012	0.0148569931435	0.60665443807	300.0	0.308576650492	0.308730682074	0.0135044617272	0.320456062978	0.32026719893	0.0176238295385	0.567405132296	300.0
SPI1	2.9806269778	4.6750755556	7.6557025333	0.046246185223	0.0419435097918	0.0237793893244	0.0612092357809	0.0562773853065	0.0283146550993	0.0591003587882	300.0	0.38641899912	0.391973990422	0.0321015695191	0.488592853441	0.492349342111	0.0426456334826	0.322489350848	300.0	0.481774322625	0.47880247117	0.0190762626964	0.500335537668	0.496080356353	0.0229812506657	0.357779226784	300.0	0.32576942829	0.325627106833	0.0201774234763	0.338287633747	0.338049811928	0.0216423601796	0.541729638851	300.0
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.0885136834323	0.0823294408753	0.0386349559928	0.140866278548	0.113665236759	0.102507980738	0.331538755357	25.9496028671	0.305816688838	0.310278180766	0.0350485519758	0.363995477232	0.370500227734	0.0353287085742	0.129548948274	73.6244499184	0.51054601809	0.512141505848	0.0183340851264	0.527665910872	0.530659628908	0.0350135584662	0.31518876194	300.0	0.265709631339	0.265593362683	0.0152311614232	0.275873644523	0.275856247721	0.0174166882796	0.501533255263	300.0
IRF1	3.1644379333	5.100647	8.2650849333	0.0309021979013	0.0280121480337	0.0161944386742	0.0397347241469	0.0369890927529	0.0293202443502	0.150243089256	162.201546155	0.308514882806	0.312946778892	0.0348505717709	0.364837282914	0.368995751762	0.0349477690435	0.103789736801	300.0	0.471709712261	0.472611891266	0.0124226510829	0.491856012799	0.491769447476	0.0221673586307	0.441221206365	300.0	0.321803361232	0.345081679222	0.170757051745	0.366100226594	0.408431754104	0.17256583782	0.0402743557312	300.0
EGR2	3.4025694222	4.5985511111	8.0011205333	0.044211008232	0.0388727679314	0.0231800469382	0.0583761780536	0.052344324299	0.0321118930721	0.0768875494068	290.615370947	0.389926709913	0.396188388542	0.0324330506934	0.483157689321	0.48694124063	0.0407448566236	0.312045079423	300.0	0.465480168921	0.462417476947	0.0190289012092	0.486874588692	0.482648322919	0.022923743894	0.410495630972	300.0	0.322010215001	0.3221452116	0.0185471936099	0.336402506958	0.336279839553	0.0186267270393	0.577596003862	300.0
