FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN	BOYLE	NEPH	CUELLAR	PIQUE
EJUND	0.737108537119	0.131896406575	0.00754646524384	0.00714374373141	0.490092062713	0.515893831755	0.510699626901	0.404310700544	0.361721170751	0.00723047849256	0.0429041782207
ELF1	0.308332265108	0.210122280457	0.00459227971836	0.0207917082917	0.564602334505	0.588706022604	0.585719485846	0.439466993141	0.455995013632	0.0209145441494	0.0721068076976
ELK1	0.455771814968	0.722912812145	0.0339648897937	0.0372198135789	0.892546469391	0.962060612889	0.963056891035	0.916214409134	0.910222445033	0.0580438526567	0.46527208485
ETS1	0.585564334152	0.343820517121	0.00262298106217	0.00600089156103	0.802135519935	0.879177530961	0.868729334139	0.725405581853	0.764341732101	0.00603146088681	0.0874008922522
FOS	0.738568124619	0.214625918961	0.00578013567031	0.00222486540185	0.640712419051	0.702404151515	0.68830234075	0.552311616855	0.521011040918	0.00277246704356	0.0441282779551
FOSL1	0.752207666107	0.191499745663	0.00683019796677	0.00257023340286	0.579386876358	0.614029534726	0.605354280065	0.443680290079	0.460628717239	0.00279877760047	0.0498541965833
GABP	0.463500531325	0.541332513385	0.0183534634626	0.0734962538987	0.849647860726	0.869752604294	0.878770262174	0.774470116628	0.785681443232	0.0782915811503	0.304497285491
GATA1	0.838360666041	0.46422973556	0.0265793280743	0.00169752658848	0.825283646748	0.865797189359	0.863148483853	0.763370681227	0.763423620704	0.00177594628078	0.058505048546
GATA2	0.803147857326	0.303679669	0.0143582100715	0.0016255773724	0.689505923077	0.723322409457	0.724140309208	0.607632747614	0.592540355738	0.00171214198771	0.0582817946074
IRF1	0.876927353785	0.0592797699107	0.00592302758422	0.0606806775631	0.245064717352	0.240632802437	0.24784647391	0.160345470972	0.155943347451	0.0606806775631	0.0132219190595
JUN	0.70375016811	0.259075984936	0.0938935798886	0.00327492344335	0.637713727887	0.681138072786	0.67809779577	0.577422905195	0.533021493728	0.00328302467636	0.0808945728683
JUND	0.744622666669	0.127044593994	0.00814130393921	0.00563530521126	0.455669012718	0.477960666783	0.473008471944	0.372105998159	0.339363176752	0.0057145766773	0.0444959648336
MAFF	0.627273230589	0.0265042068767	0.00474561513807	0.0330927265348	0.134746597982	0.139479690263	0.138765157221	0.104465088538	0.0883224687509	0.0334514717022	0.012005841858
MAFK	0.607781675024	0.0366277945672	0.00963159532002	0.0305762387167	0.169633879549	0.177380765346	0.176263926957	0.13312249918	0.115063374975	0.0308957995455	0.0170044578268
MAX	0.45307600016	0.218615766368	0.00373964497041	0.000524145829357	0.588075968696	0.613332887956	0.59719736591	0.450202328689	0.463457530063	0.00054514220271	0.108202137813
MEF2A	0.817226869474	0.152128255274	0.00926102363521	0.00971860060843	0.483153018754	0.485985608264	0.487901790192	0.396099313008	0.355363470732	0.00954768829606	0.0325234847725
MYC	0.266216093732	0.360918098914	0.00141119562053	0.00072436640766	0.779350281884	0.847010568242	0.815141997121	0.703951753545	0.708271574503	0.00077052701207	0.156826341777
NFE2	0.563238926177	0.161553459128	0.0389009458789	0.110496903019	0.566696183652	0.617024715525	0.607618881845	0.485707286367	0.431583910895	0.110496903019	0.0453002835196
NFYA	0.4442794763	0.241173721704	0.02168044067	0.0132804450855	0.586435121133	0.669590974655	0.668041859233	0.525726538813	0.535778862854	0.0132804450855	0.0495234906244
NFYB	0.39409043756	0.0950612372228	0.0103883939838	0.0381632356493	0.350433831394	0.391145058115	0.389603863752	0.263704146935	0.283880304604	0.0385158715649	0.0374622734764
NR2F2	0.592578609471	0.116180266031	0.0056935321974	0.00129864179894	0.497329551528	0.512199930306	0.511764273051	0.420452567087	0.348851783515	0.00132724135107	0.0439897208212
NRF1	0.358511386411	0.79553859609	0.576610170722	0.522521243423	0.737934824764	0.922629900821	0.923774469372	0.91188513782	0.860878062551	0.532969424985	0.713946973866
PU1	0.560204927134	0.0629698939462	0.00382416160937	0.0515887487546	0.253943184481	0.261230263154	0.260888500386	0.207368091728	0.174696654025	0.051692386153	0.027156059555
RAD21	0.146943213521	0.290670820001	0.145712685402	0.331539219995	0.780823076199	0.834842010154	0.828168282196	0.699566924166	0.639331839076	0.331848285175	0.326542660564
REST	0.610249613624	0.052965541184	0.05933640657	0.416499269044	0.270482438969	0.296686548446	0.294974523907	0.17810804797	0.203289885184	0.416499269044	0.0303508937832
RFX5	0.5817831067	0.240504841793	0.025103575294	0.0428611140565	0.504905795918	0.562960500486	0.553186164232	0.471624142763	0.435092656543	0.0429881651435	0.0506293805161
SIX5	0.631474006345	0.316766512284	0.00564777990334	0.0932220797854	0.703093760788	0.76597964372	0.764002808383	0.641248885277	0.626875701197	0.093235339595	0.0796087502158
SMC3	0.162677324475	0.293202238187	0.124534087472	0.304302078719	0.832456167361	0.859202719409	0.857207990978	0.718068036551	0.692956760265	0.304536409453	0.305789252512
SP1	0.431213014296	0.723067995217	0.0401292201025	0.1237700548	0.802574060224	0.953691589549	0.920498795506	0.922454372131	0.893445245045	0.126270300966	0.357348515719
SP2	0.632100986497	0.772992029592	0.0351743639374	0.160992316574	0.715423372339	0.964704371493	0.922841633457	0.925558622128	0.899298333567	0.162936858368	0.402106955437
SRF	0.736995307761	0.143255417515	0.0131313248084	0.0372343732767	0.41237165261	0.423884838769	0.423676439758	0.335406804556	0.306387789005	0.0372440589879	0.0295301711465
STAT1	0.530256300528	0.204746099673	0.0252485089463	0.00700374027024	0.660412103649	0.672837550965	0.673535060822	0.595053408363	0.530855544698	0.00706270849479	0.0356875694983
STAT2	0.85211703434	0.115050327516	0.0113788346673	0.0509022929616	0.445898017632	0.449131551777	0.457116770574	0.321894589588	0.321941661006	0.050922132981	0.0313666816828
STAT5A	0.639081002969	0.108778330586	0.0343776137118	0.0011320959714	0.528207716292	0.567616212803	0.56150717387	0.510138895722	0.391434353808	0.00129096865186	0.0590707844415
TAL1	0.655570417059	0.119634064864	0.0110342960038	0.0110695532894	0.489784567956	0.502169518881	0.504573031957	0.415670281889	0.351145746058	0.0111082051496	0.0548762291832
THAP1	0.676301280561	0.369465474681	0.00275620559607	0.00418308347814	0.695719531693	0.781538878702	0.780880828416	0.701954475486	0.684990666598	0.00602992310071	0.0800986083394
TR4	0.679182194593	0.257747498642	0.0157321815333	0.11728865115	0.634794513138	0.724333647498	0.727079991428	0.632376898254	0.597735514596	0.11728865115	0.0826181396017
USF1	0.587444376029	0.133355232266	0.0150819161163	0.010317151634	0.385726127644	0.409787210889	0.405607806231	0.285634702957	0.285192626643	0.0106371716252	0.061539763693
USF2	0.526198069526	0.360928723762	0.0412072865817	0.0107080416842	0.695421551856	0.76597172178	0.755107855363	0.60607424025	0.624342705794	0.0108147795372	0.102465623518
YY1	0.720753283229	0.372416819254	0.00689668722341	0.0763439043845	0.725858771817	0.752876875423	0.744010480417	0.593353128272	0.635300993571	0.0764392055407	0.102109091369
ZBTB33	0.469969486229	0.321198792298	0.0949583215537	0.146100485994	0.485082286018	0.555229112129	0.538077125013	0.510488331137	0.462518281362	0.150791774213	0.140558862009
ZBTB7A	0.905862807171	0.205530345249	0.0	0.00101255871348	0.681799485179	0.699730316058	0.695869987793	0.546178814054	0.561608517103	0.00101255871348	0.0528595454184
ZNF143	0.661591891414	0.247310713085	0.00360887497449	0.0593680019905	0.654847717453	0.701991237553	0.69988390264	0.55920331317	0.565216506391	0.0593796170545	0.0832922632485
ZNF263	0.828219568556	0.0412790713783	0.0125905320263	0.0280785564471	0.291594565446	0.307617400713	0.302116575742	0.205394326891	0.201012995883	0.0280785564471	0.0463230975114
