FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	HINTBC_H1hesc_protection_mean	HINTBC_H1hesc_protection_median	HINTBC_H1hesc_protection_std	HINTBC_K562_protection_mean	HINTBC_K562_protection_median	HINTBC_K562_protection_std	HINTBC_protection_ks_stat	HINTBC_protection_ks_pvalue	HINTBC_H1hesc_tc_mean	HINTBC_H1hesc_tc_median	HINTBC_H1hesc_tc_std	HINTBC_K562_tc_mean	HINTBC_K562_tc_median	HINTBC_K562_tc_std	HINTBC_tc_ks_stat	HINTBC_tc_ks_pvalue	HINTBC_H1hesc_fos_mean	HINTBC_H1hesc_fos_median	HINTBC_H1hesc_fos_std	HINTBC_K562_fos_mean	HINTBC_K562_fos_median	HINTBC_K562_fos_std	HINTBC_fos_ks_stat	HINTBC_fos_ks_pvalue	HINTBC_H1hesc_flr_mean	HINTBC_H1hesc_flr_median	HINTBC_H1hesc_flr_std	HINTBC_K562_flr_mean	HINTBC_K562_flr_median	HINTBC_K562_flr_std	HINTBC_flr_ks_stat	HINTBC_flr_ks_pvalue
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.0588385678863	0.0443081450043	0.0557153159557	0.122183844739	0.0971187310203	0.102150122229	0.0714711587165	233.414436382	0.509048664103	0.510016378814	0.0230128058764	0.520173498367	0.518468219173	0.051248250287	0.0922363904587	243.369208818	0.509048664103	0.510016378814	0.0230128058764	0.520173498367	0.518468219173	0.051248250287	0.0922363904587	243.369208818	0.244264318846	0.244128727073	0.00234284805877	0.248420496544	0.247740688062	0.0247803016229	0.330763008717	138.45642198
GFI1	0.6229520794	4.7750645556	5.3980166349	0.0827644118716	0.0611499139188	0.0771425791926	0.154009865146	0.121308691217	0.12534848937	0.072008739249	182.812311653	0.432294275092	0.432267189145	0.0216583403189	0.454054025614	0.442635419073	0.0612628901314	0.147520492143	287.578169414	0.432294275092	0.432267189145	0.0216583403189	0.454054025614	0.442635419073	0.0612628901314	0.147520492143	287.578169414	0.292066793066	0.292352587995	0.00265799236291	0.297014272483	0.29707705336	0.0038926983516	0.499321853053	185.340320158
GATA4	0.633933381	5.2971232222	5.9310566032	0.0846690167518	0.0627558982781	0.0742848061752	0.154702758524	0.113889724786	0.138787631268	0.00545217967969	108.785476981	0.408259063831	0.410084535694	0.017694021092	0.44671533851	0.436602023701	0.0672908242345	0.316548145925	300.0	0.408259063831	0.410084535694	0.017694021092	0.44671533851	0.436602023701	0.0672908242345	0.316548145925	300.0	0.266412028454	0.266461092596	0.00224842530999	0.270797329742	0.270867675904	0.00351435096427	0.477103117595	203.862404298
ZBTB33	0.648920373	7.0321475	7.681067873	0.057157137733	0.0426015049443	0.0575054065526	0.111312334456	0.0834831786798	0.108251268823	0.0271174234958	213.780164935	0.554789175273	0.55226048897	0.0261935485369	0.578247088695	0.572138577263	0.0624739535602	0.137681512056	218.184947988	0.554789175273	0.55226048897	0.0261935485369	0.578247088695	0.572138577263	0.0624739535602	0.137681512056	218.184947988	0.311623884372	0.311620707357	0.00304730541602	0.316693316599	0.316639607582	0.00317494006342	0.439681442651	300.0
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.0633656481098	0.0481890319737	0.0570014291047	0.128829626005	0.0962878557801	0.112769648659	0.0466461289112	201.31187139	0.531599332216	0.534926622868	0.0241528594128	0.559735056545	0.551924638022	0.0676962372418	0.223125728928	300.0	0.531599332216	0.534926622868	0.0241528594128	0.559735056545	0.551924638022	0.0676962372418	0.223125728928	300.0	0.648237888581	0.648314490112	0.00445959568266	0.659520521246	0.659756910267	0.00760646719408	0.529269095209	287.251099006
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.0696008226713	0.0522708951171	0.0649116177439	0.131908733111	0.101319337586	0.111666503555	0.0253541920609	126.082401825	0.427556248643	0.429165064526	0.0117643677358	0.430932915403	0.432620229649	0.0298236350542	0.13176331019	300.0	0.427556248643	0.429165064526	0.0117643677358	0.430932915403	0.432620229649	0.0298236350542	0.13176331019	300.0	0.275022040947	0.275117017049	0.00260748590874	0.279691789232	0.280026945582	0.00506592341805	0.465058437645	200.415106353
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.0610380841063	0.0466052902797	0.0529882853193	0.124956464112	0.0992231851483	0.106831249153	0.0538539726061	93.0382901347	0.342165919702	0.344200603593	0.0139825418969	0.34335292432	0.345778708803	0.0331824983708	0.078187340796	247.507706804	0.342165919702	0.344200603593	0.0139825418969	0.34335292432	0.345778708803	0.0331824983708	0.078187340796	247.507706804	0.265481779282	0.265614040484	0.00265890815742	0.270311332264	0.27035813375	0.00354609860529	0.487321183968	153.851792041
ELK1	0.7458734788	7.0989505	7.8448239788	0.0522740134467	0.0388335741264	0.057507793344	0.0286904692542	0.0210699595172	0.0300242430303	-0.0255306519159	171.554924135	0.498898777973	0.494525599745	0.0358989845302	0.542389840432	0.529870763799	0.0869036659901	0.194483892789	300.0	0.498898777973	0.494525599745	0.0358989845302	0.542389840432	0.529870763799	0.0869036659901	0.194483892789	300.0	0.276700104822	0.276794569651	0.00210270136133	0.281779031239	0.281839486729	0.00447560890086	0.538586935183	299.999999962
RFX2	0.7711111852	5.4421975556	6.2133087407	0.0601319250132	0.0455118528956	0.0586838345343	0.121316481666	0.0895789985468	0.112649289695	0.0562608945637	300.0	0.492730844531	0.488965247633	0.0296880098201	0.513342270952	0.503882013264	0.0724000231508	0.0973983657281	299.999990603	0.492730844531	0.488965247633	0.0296880098201	0.513342270952	0.503882013264	0.0724000231508	0.0973983657281	299.999990603	0.300510037372	0.300522665113	0.00266394983132	0.306232607321	0.306116523155	0.00422853652568	0.511979821782	300.0
MAFF	0.8222550873	5.2145415	6.0367965873	0.0350117474666	0.0260544786437	0.0339057604499	0.0664181068248	0.0498725935614	0.0598259249704	0.0294592066488	174.144587556	0.416891402016	0.418422100024	0.0148044271525	0.433460477514	0.427978358381	0.0437266505213	0.217547582131	300.0	0.416891402016	0.418422100024	0.0148044271525	0.433460477514	0.427978358381	0.0437266505213	0.217547582131	300.0	0.242240439908	0.242118910032	0.00255020447516	0.246681796667	0.246707596157	0.00358007023426	0.412531359519	166.131846624
SP2	0.8391561746	5.1814583333	6.0206145079	0.0620879688251	0.0456299358887	0.0588887864901	0.120094238218	0.0910565867354	0.105953558366	0.0348497720205	287.044131547	0.577335461814	0.579012103134	0.0145996810302	0.586892970901	0.587338566815	0.0360923632471	0.19415968896	300.0	0.577335461814	0.579012103134	0.0145996810302	0.586892970901	0.587338566815	0.0360923632471	0.19415968896	300.0	0.315045800254	0.315041585609	0.00274225005754	0.321751194537	0.321429677493	0.00726723622471	0.542896592544	299.999995378
NHLH1	0.851428791	3.9965029444	4.8479317354	0.0656306119059	0.0503400182819	0.0605964847686	0.133917502638	0.102071843652	0.116680025891	0.0659370438479	178.603848202	0.509276557635	0.505151175205	0.0303687279173	0.530672737652	0.523810693597	0.0713645112747	0.121897794552	216.245921684	0.509276557635	0.505151175205	0.0303687279173	0.530672737652	0.523810693597	0.0713645112747	0.121897794552	216.245921684	0.255944084892	0.256086682129	0.00259965228924	0.261088252419	0.261155897882	0.00364696573788	0.470301181983	299.916722975
ZFX	0.8619202963	6.8428931111	7.7048134074	0.0532144705977	0.0400483733574	0.0507451801382	0.111008779405	0.0831348055832	0.100251747038	0.0642659792718	300.0	0.539665651318	0.540137237538	0.0233105225741	0.559239212005	0.55388916765	0.0546842904241	0.168824942107	300.0	0.539665651318	0.540137237538	0.0233105225741	0.559239212005	0.55388916765	0.0546842904241	0.168824942107	300.0	0.284236556768	0.284172926606	0.00250413808186	0.290070070341	0.290071009208	0.00367688051609	0.530398401529	300.0
ELK4	0.8926702302	6.6488153889	7.541485619	0.0310596242766	0.0233437593059	0.0311586574367	0.0597239854925	0.0444949696262	0.0613910542679	0.0171675729391	300.0	0.513378612037	0.508348214683	0.0315270535174	0.546087962134	0.535929673901	0.0771225151175	0.162569622741	300.0	0.513378612037	0.508348214683	0.0315270535174	0.546087962134	0.535929673901	0.0771225151175	0.162569622741	300.0	0.273349918569	0.273351554925	0.00244356149579	0.279247928462	0.279132739082	0.00491369823402	0.552396272553	300.0
CEBPB	0.9303690952	6.3966905556	7.3270596508	0.0696868023506	0.0511409360563	0.06783604911	0.140116779464	0.107103738119	0.126638644549	0.0534078285282	120.228802029	0.494984076509	0.495482607141	0.0234696397757	0.509034236873	0.506306724392	0.0572502461187	0.135101591808	218.639827609	0.494984076509	0.495482607141	0.0234696397757	0.509034236873	0.506306724392	0.0572502461187	0.135101591808	218.639827609	0.58924163129	0.588791448133	0.00422599398324	0.601915631633	0.602044070036	0.00653873423734	0.572722188914	224.534083241
NFE2L2	0.9733192196	7.5595246111	8.5328438307	0.0604539045865	0.0444767099858	0.0607048463494	0.121454407965	0.0888190262648	0.109626016811	0.0563970916985	279.775716475	0.677614738668	0.679868644593	0.0204900196747	0.706247450297	0.701263595728	0.0584452426565	0.295985306942	300.0	0.677614738668	0.679868644593	0.0204900196747	0.706247450297	0.701263595728	0.0584452426565	0.295985306942	300.0	0.206030512247	0.205902738191	0.00433165082304	0.210708902618	0.210681210291	0.00446770377535	0.466594321731	241.109327828
BCL6	0.9825444233	5.507985	6.4905294233	0.0798882825411	0.058966293152	0.0757894678363	0.158394606761	0.120847520581	0.140734603029	0.0512834064345	268.365458178	0.519552133854	0.518845390309	0.0130877118463	0.53311494632	0.531159937743	0.0299322513193	0.23884001393	300.0	0.519552133854	0.518845390309	0.0130877118463	0.53311494632	0.531159937743	0.0299322513193	0.23884001393	300.0	0.265517085548	0.265403502602	0.00258784016809	0.271498599831	0.27148445704	0.00351351256611	0.507676806498	248.411441271
NFIL3	0.9992733968	5.4661834444	6.4654568413	0.105187461924	0.081368839996	0.089015776187	0.199494753394	0.158219901126	0.161141024783	0.0605319043269	41.0832480174	0.324117646566	0.325179130541	0.0215978262835	0.334453826295	0.330909980367	0.0636795041141	0.101917297544	82.7137129675	0.324117646566	0.325179130541	0.0215978262835	0.334453826295	0.330909980367	0.0636795041141	0.101917297544	82.7137129675	0.238747263453	0.238749437044	0.00292946061388	0.244285743387	0.244270359941	0.00426572039398	0.513537699924	152.902397174
PRDM1	1.0049048201	3.7260415556	4.7309463757	0.0685167933834	0.0536848016435	0.0628358313815	0.134179194266	0.0987538724562	0.122411257568	0.0637763149905	173.133821476	0.488823782314	0.483855009125	0.0306032816794	0.516111300056	0.504322405448	0.07902022737	0.149334701823	261.877544013	0.488823782314	0.483855009125	0.0306032816794	0.516111300056	0.504322405448	0.07902022737	0.149334701823	261.877544013	0.253048370167	0.253226689986	0.00274993497392	0.257482848435	0.257531822639	0.00360822523627	0.412253117808	161.689530889
NFKB1	1.0533231296	5.5893885	6.6427116296	0.0697862172796	0.0515998166694	0.0675075717531	0.140782193802	0.105470893679	0.127668905237	0.0539373874527	300.0	0.504904821965	0.507308269337	0.0236059468698	0.523674443501	0.52215095469	0.0513445934181	0.198587809622	300.0	0.504904821965	0.507308269337	0.0236059468698	0.523674443501	0.52215095469	0.0513445934181	0.198587809622	300.0	0.284367198026	0.284420902303	0.00242123720277	0.29144021996	0.291404113876	0.00374342355111	0.576980149297	299.998673965
TBP	1.083032377	7.1221270833	8.2051594603	0.0634348967869	0.0474875293435	0.0605526247958	0.123520998852	0.0935880463339	0.112328146111	0.0507360917599	63.3498883222	0.371847969293	0.372575291161	0.0248008075839	0.379915833649	0.378368203205	0.0608896473954	0.0620905154653	88.5291717451	0.371847969293	0.372575291161	0.0248008075839	0.379915833649	0.378368203205	0.0608896473954	0.0620905154653	88.5291717451	0.290570249791	0.290556470766	0.00306434789429	0.297890334495	0.29798201485	0.00385192159999	0.584515135214	169.108683841
BRCA1	1.189527918	6.5185210556	7.7080489735	0.0673862944277	0.0512592424559	0.0605073905942	0.144718312321	0.118735401583	0.11548264314	0.104356922418	135.680265025	0.502303178975	0.504024271528	0.0219281296855	0.512470271434	0.513224402786	0.0527969261356	0.116831173536	178.603941664	0.502303178975	0.504024271528	0.0219281296855	0.512470271434	0.513224402786	0.0527969261356	0.116831173536	178.603941664	0.215017842896	0.215074972667	0.00299419549172	0.220478126441	0.220668063285	0.00371734065944	0.465557275542	168.641200264
ESR2	1.2062266508	2.7405983333	3.9468249841	0.0575047827625	0.0429430454294	0.0552577312909	0.117989837642	0.0886452067805	0.105931468451	0.0728159501823	300.0	0.545497239801	0.548746019175	0.0208363067053	0.561970604897	0.563055151959	0.0468514056659	0.211948600468	300.0	0.545497239801	0.548746019175	0.0208363067053	0.561970604897	0.563055151959	0.0468514056659	0.211948600468	300.0	0.233941195571	0.23393035941	0.00260467095636	0.240168896761	0.240122317004	0.00412361421768	0.52329794543	300.0
RREB1	1.2581391138	7.0157968333	8.2739359471	0.0643064728931	0.0477638790243	0.0624311737439	0.130295546624	0.0980322500222	0.115255859265	0.078576785513	137.560723745	0.560310531887	0.563069642585	0.0259195770484	0.575937266284	0.576619269874	0.0561421269532	0.154457894141	225.636117509	0.560310531887	0.563069642585	0.0259195770484	0.575937266284	0.576619269874	0.0561421269532	0.154457894141	225.636117509	0.212696129275	0.212825245806	0.00265982129679	0.218790105716	0.218772197522	0.00371367317905	0.508433707291	196.072753777
RELA	1.3267648505	7.24568025	8.5724451005	0.0648574035507	0.0489389502104	0.0607363099923	0.131253860827	0.100531867257	0.1161672796	0.076972977989	258.970298148	0.472348993791	0.475158122812	0.0244061479221	0.493442912638	0.492114169206	0.0552717000169	0.230139951641	300.0	0.472348993791	0.475158122812	0.0244061479221	0.493442912638	0.492114169206	0.0552717000169	0.230139951641	300.0	0.287109288205	0.287191052958	0.00258631883103	0.295809389785	0.295583965405	0.00385310404827	0.63703184293	288.721349265
JUN	1.4216276481	5.9365860556	7.3582137037	0.0683815384778	0.05251547003	0.0642519921764	0.143660891308	0.106943358623	0.129498542067	0.0944377184672	200.610866173	0.406987685888	0.403351303622	0.0325730686182	0.442211603281	0.422959258252	0.0947703848858	0.183603948255	299.999997119	0.406987685888	0.403351303622	0.0325730686182	0.442211603281	0.422959258252	0.0947703848858	0.183603948255	299.999997119	0.273908988692	0.273976517656	0.00248315064807	0.282583585447	0.282428271778	0.00436983153775	0.628808168731	288.60867753
IRF1	1.4436679894	5.100647	6.5443149894	0.0566194556463	0.0419674730274	0.0559614701705	0.107002968837	0.0791289434465	0.101237974436	0.0386033233177	300.0	0.574128013937	0.575678691951	0.0138464188333	0.590295953455	0.590657755724	0.0357242873208	0.320586540737	300.0	0.574128013937	0.575678691951	0.0138464188333	0.590295953455	0.590657755724	0.0357242873208	0.320586540737	300.0	0.280115758249	0.26523549289	0.151872818752	0.419744735592	0.521618193539	0.160774723445	0.258956694645	165.622012656
REL	1.4884503201	4.7665549444	6.2550052646	0.0657893309371	0.0485490084129	0.0635985023787	0.133430030488	0.0994520579976	0.120402935938	0.0853775004521	241.235672505	0.651601422505	0.6531730081	0.0204933155339	0.678016766148	0.675815791949	0.0467980710883	0.344831622016	300.0	0.651601422505	0.6531730081	0.0204933155339	0.678016766148	0.675815791949	0.0467980710883	0.344831622016	300.0	0.285552843619	0.285495803581	0.00244396961237	0.294773577587	0.294697474784	0.00379336419776	0.650489085595	261.559945437
SOX5	1.4915345926	3.8766035556	5.3681381481	0.0876943286549	0.0659922945651	0.0744724021376	0.18125081946	0.150633918659	0.13592595436	0.13874932985	88.1878542719	0.471287095846	0.473406240766	0.0170513735259	0.479220497022	0.482132519729	0.0430748725337	0.196981195235	300.0	0.471287095846	0.473406240766	0.0170513735259	0.479220497022	0.482132519729	0.0430748725337	0.196981195235	300.0	0.320195464047	0.320341013301	0.00253919167607	0.33026238887	0.33039256098	0.00323436316502	0.685099923296	279.268821922
E2F6	1.5822735344	5.2749288889	6.8572024233	0.0342494692845	0.0257801570134	0.0322694705814	0.0684725744907	0.0507315380421	0.0636274923591	0.0687571640344	300.0	0.539243734818	0.537058070169	0.0244649818168	0.565599526082	0.5615796024	0.0545562516348	0.244839032615	300.0	0.539243734818	0.537058070169	0.0244649818168	0.565599526082	0.5615796024	0.0545562516348	0.244839032615	300.0	0.294882071372	0.294893212953	0.0022432211563	0.304879596312	0.304839925174	0.00477705310074	0.683760307936	300.0
TP63	1.6135303228	2.9397125556	4.5532428783	0.0592812943578	0.0450283321555	0.0548031472337	0.119751456231	0.0922218943091	0.105931908343	0.0904506212364	283.980670168	0.523078623437	0.521070531173	0.0270886994475	0.552847357185	0.544474504587	0.0648282182839	0.25500540384	300.0	0.523078623437	0.521070531173	0.0270886994475	0.552847357185	0.544474504587	0.0648282182839	0.25500540384	300.0	0.290732063902	0.290966238365	0.00243436665009	0.301381528316	0.300965464994	0.0207691214053	0.676392318995	300.0
NR4A2	1.9498718704	3.9887769444	5.9386488148	0.0433857628636	0.0321174038689	0.0426000443606	0.0890513965756	0.0656004821763	0.0826521855922	0.093515430497	300.0	0.520842660054	0.519619881186	0.0243222452027	0.550256983552	0.544766403546	0.056682711052	0.282589400104	300.0	0.520842660054	0.519619881186	0.0243222452027	0.550256983552	0.544766403546	0.056682711052	0.282589400104	300.0	0.289113744931	0.28920085802	0.00264299765605	0.30100432204	0.301021957325	0.0038031936193	0.703112676056	300.0
PAX6	1.9628858042	3.2277611111	5.1906469153	0.0930847115982	0.0699431522154	0.0859080146461	0.186006426914	0.143579721082	0.161677642916	0.0908255155356	58.2936635186	0.498231497083	0.498292043629	0.0256580070601	0.514138435668	0.51604696232	0.0640271159662	0.169198818712	162.58301968	0.498231497083	0.498292043629	0.0256580070601	0.514138435668	0.51604696232	0.0640271159662	0.169198818712	162.58301968	0.464831689769	0.464998976258	0.0045721436116	0.483319612813	0.483772814595	0.00666803527843	0.654964986798	212.49317537
KLF1	1.9930731429	5.8667564444	7.8598295873	0.0521879253819	0.0380115416517	0.0548744888426	0.11316026017	0.0852815406036	0.105515845913	0.112093968071	293.562865718	0.64911789817	0.649434336903	0.0180909156703	0.679907521718	0.676547536209	0.0441453598711	0.404228978064	300.0	0.64911789817	0.649434336903	0.0180909156703	0.679907521718	0.676547536209	0.0441453598711	0.404228978064	300.0	0.264294583789	0.264257879742	0.002862246719	0.275562869339	0.275412043958	0.00404349999608	0.668964533612	300.0
NR3C1	2.2382088161	5.5904311944	7.8286400106	0.0655453460462	0.0492901218694	0.0622455399106	0.137770175959	0.103842834212	0.123632022061	0.108999342625	191.973962622	0.457954066603	0.460539840106	0.0224152607987	0.476985099241	0.478316737011	0.0543122492919	0.222610490279	300.0	0.457954066603	0.460539840106	0.0224152607987	0.476985099241	0.478316737011	0.0543122492919	0.222610490279	300.0	0.287284779561	0.287336834246	0.00266261316027	0.300848176105	0.300710075399	0.00528823533435	0.712404833599	300.0
ELF1	2.2454946138	6.3416162222	8.587110836	0.0329847404283	0.0250202063563	0.0314543330294	0.0675605891282	0.049656301261	0.06426650162	0.100413515241	300.0	0.539464160102	0.5373127983	0.0222927395903	0.574038955501	0.56822725787	0.056828587698	0.353389670967	300.0	0.539464160102	0.5373127983	0.0222927395903	0.574038955501	0.56822725787	0.056828587698	0.353389670967	300.0	0.305108589067	0.305160423286	0.00231903546888	0.319191512884	0.319268050442	0.00423143131254	0.726197071849	300.0
MYC	2.4499387804	7.7905577222	10.2404965026	0.0672767128872	0.050806884996	0.0620357094778	0.142159912233	0.107947292411	0.122435308356	0.140712054539	223.341058091	0.473460245811	0.470540823627	0.0273566308107	0.502049261642	0.49794928386	0.0650333166672	0.247168898173	300.0	0.473460245811	0.470540823627	0.0273566308107	0.502049261642	0.49794928386	0.0650333166672	0.247168898173	300.0	0.293697621189	0.293867566427	0.0026181603089	0.308873273632	0.308730992072	0.00330911715252	0.731816730524	300.0
NFATC2	2.5463260212	4.9454028889	7.4917289101	0.0814500960428	0.062102713756	0.0722872607318	0.147765309672	0.120323758911	0.121285143341	0.0997065652778	87.1835922891	0.530883640179	0.532599817978	0.0179446357149	0.559002426434	0.559585067935	0.0427937969825	0.437649358243	300.0	0.530883640179	0.532599817978	0.0179446357149	0.559002426434	0.559585067935	0.0427937969825	0.437649358243	300.0	0.276426826259	0.27655437854	0.00240342106582	0.291157213136	0.291176406436	0.00353994982037	0.728229226265	290.147170817
SPI1	2.5603795503	4.6750755556	7.2354551058	0.0544826709016	0.0423114831739	0.0493290757253	0.105131866798	0.0799089771243	0.0965463777807	0.105106451543	300.0	0.51594102493	0.512399392676	0.0256206686721	0.557462068301	0.547712904637	0.0611516878614	0.362184637473	300.0	0.51594102493	0.512399392676	0.0256206686721	0.557462068301	0.547712904637	0.0611516878614	0.362184637473	300.0	0.323483592338	0.323654613154	0.00212874550195	0.34053350973	0.340485161409	0.00398794345891	0.736926028287	300.0
ZEB1	2.6104677077	2.5856321389	5.1960998466	0.0579176119294	0.0434130922434	0.0564055517481	0.124714324711	0.0924990100178	0.112471754191	0.14657912022	300.0	0.493075571419	0.494941136632	0.0175761004335	0.52896161365	0.5254906432	0.046264068017	0.448883723681	300.0	0.493075571419	0.494941136632	0.0175761004335	0.52896161365	0.5254906432	0.046264068017	0.448883723681	300.0	0.28864620518	0.28871636995	0.00255023499563	0.304019485406	0.303961163657	0.0036273133073	0.735033168807	300.0
KLF5	2.723998164	4.5370098889	7.2610080529	0.0560113591766	0.0435103221978	0.0502385553038	0.108330050152	0.082113020289	0.0978875643961	0.118449747835	300.0	0.515340872577	0.511127109819	0.0259414386903	0.559823797497	0.548401991068	0.0637541412227	0.37968641815	300.0	0.515340872577	0.511127109819	0.0259414386903	0.559823797497	0.548401991068	0.0637541412227	0.37968641815	300.0	0.309019285501	0.309188646148	0.00210797031066	0.325787460755	0.32574583052	0.00418597467123	0.737717563454	300.0
RUNX1	2.9305984259	4.7534962778	7.6840947037	0.0660727898095	0.0495800579893	0.0613024749736	0.148521676772	0.115617724473	0.127289904144	0.173329343054	300.0	0.600252595997	0.601549899149	0.0177824470023	0.637405079618	0.637423937073	0.0423603744651	0.48033004651	300.0	0.600252595997	0.601549899149	0.0177824470023	0.637405079618	0.637423937073	0.0423603744651	0.48033004651	300.0	0.249718432593	0.249595315269	0.00399303129471	0.264617215638	0.264667467081	0.00408080242001	0.719040936473	300.0
MEIS1	3.0498200265	2.8871627778	5.9369828042	0.0578532763331	0.0435485558914	0.0550545326968	0.120795939662	0.0928061727056	0.107908067576	0.149789030889	300.0	0.423064391559	0.422810886138	0.0220999172921	0.449740699773	0.448996888426	0.0497252636267	0.298711835733	300.0	0.423064391559	0.422810886138	0.0220999172921	0.449740699773	0.448996888426	0.0497252636267	0.298711835733	300.0	0.267473076886	0.267547569579	0.00223015699872	0.28414432537	0.284198542394	0.00402227326114	0.737735030293	300.0
GATA2	3.251334172	4.9865788333	8.2379130053	0.0665440490567	0.0495314497216	0.0617170900526	0.130630185182	0.0965680705189	0.118197515069	0.137134564535	129.208470476	0.398293648669	0.400265346931	0.0172499909397	0.455890715044	0.445513340434	0.0685098261623	0.487845166696	300.0	0.398293648669	0.400265346931	0.0172499909397	0.455890715044	0.445513340434	0.0685098261623	0.487845166696	300.0	0.27514635509	0.275122472495	0.00214861487249	0.293300881643	0.293393840317	0.00610767155427	0.737956606409	300.0
GFI1B	3.3890956614	5.525732	8.9148276614	0.0819356304843	0.0610141047294	0.0726265208717	0.164592591756	0.1277063649	0.137669558053	0.178685626818	236.650006305	0.53455866746	0.535530437391	0.0201724788042	0.57712866843	0.572213361009	0.0550568308836	0.473962427105	300.0	0.53455866746	0.535530437391	0.0201724788042	0.57712866843	0.572213361009	0.0550568308836	0.473962427105	300.0	0.305912885827	0.306013902453	0.0035770150915	0.326860411659	0.326861425285	0.00361124826847	0.742029613132	300.0
MYB	3.4171287011	6.4129717222	9.8301004233	0.061423362738	0.046575280027	0.0562888292621	0.130558824907	0.102256314989	0.110292403787	0.189562307046	239.801974128	0.558835454843	0.559249814636	0.0125565114099	0.597884324574	0.597861888779	0.0309011817318	0.6346773428	300.0	0.558835454843	0.559249814636	0.0125565114099	0.597884324574	0.597861888779	0.0309011817318	0.6346773428	300.0	0.28024596732	0.280363836322	0.00214757711116	0.29972581117	0.299587558008	0.00721627070244	0.738607061092	300.0
MECOM	3.5427527354	2.913285	6.4560377354	0.0659938843923	0.0488975802577	0.0615268508983	0.132149310762	0.0986014472508	0.115635649691	0.153237372197	105.183831581	0.432982103854	0.436002459488	0.0217964422682	0.472436856055	0.467808489231	0.0719505778063	0.366282985369	300.0	0.432982103854	0.436002459488	0.0217964422682	0.472436856055	0.467808489231	0.0719505778063	0.366282985369	300.0	0.216748126889	0.21662187033	0.00260771220531	0.231974882503	0.232131099925	0.00392606363843	0.712024887963	281.768155008
GATA1	4.1942316111	5.2011149444	9.3953465556	0.0699951357219	0.0521890017871	0.0609240338505	0.134076710379	0.0994214949773	0.117936459976	0.165889459797	136.285846374	0.395065239181	0.396728063695	0.0171479184121	0.459727608692	0.449207329733	0.0684564530946	0.536498532419	300.0	0.395065239181	0.396728063695	0.0171479184121	0.459727608692	0.449207329733	0.0684564530946	0.536498532419	300.0	0.455337003903	0.455370676232	0.00367307022603	0.493753179914	0.493623880438	0.00725220557023	0.745060373216	300.0
MEF2C	4.8711500714	3.3851671667	8.2563172381	0.084303975412	0.0619718441854	0.0772269218992	0.16668060549	0.129002946858	0.142812189026	0.181990631715	145.759013723	0.348178610091	0.349575002968	0.0116398087444	0.378292282226	0.379224671031	0.0333158696586	0.551217534754	300.0	0.348178610091	0.349575002968	0.0116398087444	0.378292282226	0.379224671031	0.0333158696586	0.551217534754	300.0	0.31719616203	0.317526401885	0.00229208478231	0.348698006103	0.348547785037	0.00433741842776	0.75	300.0
BHLHE40	4.9875352275	4.6152053333	9.6027405608	0.0686011026769	0.0516187013201	0.0625155120463	0.141697296655	0.110459062455	0.122494365181	0.195165237988	239.324811786	0.505826072908	0.504841833441	0.0246059046273	0.564984845077	0.557882504842	0.0639830000301	0.520423715663	300.0	0.505826072908	0.504841833441	0.0246059046273	0.564984845077	0.557882504842	0.0639830000301	0.520423715663	300.0	0.280967206657	0.281219607041	0.0025215456139	0.309608868129	0.309521797202	0.00337717012773	0.75	300.0
