FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Protection_H1hesc_protection_mean	Protection_H1hesc_protection_median	Protection_H1hesc_protection_std	Protection_K562_protection_mean	Protection_K562_protection_median	Protection_K562_protection_std	Protection_protection_ks_stat	Protection_protection_ks_pvalue	Protection_H1hesc_tc_mean	Protection_H1hesc_tc_median	Protection_H1hesc_tc_std	Protection_K562_tc_mean	Protection_K562_tc_median	Protection_K562_tc_std	Protection_tc_ks_stat	Protection_tc_ks_pvalue	Protection_H1hesc_fos_mean	Protection_H1hesc_fos_median	Protection_H1hesc_fos_std	Protection_K562_fos_mean	Protection_K562_fos_median	Protection_K562_fos_std	Protection_fos_ks_stat	Protection_fos_ks_pvalue	Protection_H1hesc_flr_mean	Protection_H1hesc_flr_median	Protection_H1hesc_flr_std	Protection_K562_flr_mean	Protection_K562_flr_median	Protection_K562_flr_std	Protection_flr_ks_stat	Protection_flr_ks_pvalue
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.0174353284751	0.0132186814513	0.0155368791826	0.00897385916116	0.00646141014899	0.0104926085399	-0.115427168142	300.0	0.692529908915	0.702503054639	0.022234059909	0.752703235453	0.757180401297	0.0442981595834	0.108894049892	300.0	0.321912092938	0.310127674929	0.0538214419863	0.34591819049	0.3248754607	0.107294553108	0.0412078957653	4.64734065861	0.604622178215	0.608762783091	0.0547366817924	0.615034918446	0.613571319026	0.0609870817691	0.0248159226875	4.70093907897
SOX17	0.009083373	6.3657267222	6.3748100952	0.00787433823362	0.0060890001596	0.00897502501828	0.00507504023776	0.00400373300924	0.0058708396118	-0.348633325009	300.0	0.735338450071	0.740260159543	0.0471581653329	0.688115614802	0.699631755622	0.0223027254977	-0.0994272609315	300.0	0.349728287344	0.340558687135	0.0517781219042	0.360202467457	0.350496316343	0.0794345820167	0.00393472029629	11.683483121	0.6838290993	0.685004399	0.0496835950124	0.689997032745	0.689711309443	0.05558105551	0.0193376068376	5.16428489626
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.0547991038877	0.0447061061713	0.0300694747019	0.0353536123788	0.0297521391868	0.0175720438745	-0.188387791901	300.0	0.686357857151	0.696815169759	0.0469190502027	0.68490017927	0.689928032233	0.0223700943937	-0.485824122048	300.0	0.353500491277	0.340067580812	0.0904540981888	0.340430583292	0.331970012768	0.0493038597845	-0.0146511270098	4.76044943949	0.386425521575	0.388338800889	0.0622926550348	0.395401600616	0.3931500031	0.064755818822	0.0185675429553	5.95056874975
HLF	0.0136273545	3.2289502222	3.2425775767	0.0184642599933	0.0137038156586	0.0184858919012	0.00894032443897	0.0067357759213	0.0116878447955	-0.0787706456638	300.0	0.682017188822	0.697899798759	0.0616506062864	0.651034780836	0.658541696487	0.027844506073	-0.0480178337074	300.0	0.341585895435	0.327977842365	0.0763557385533	0.391259339499	0.361684300957	0.16413741899	0.0909228167653	6.19979447108	0.497412538242	0.503392637793	0.0849238601775	0.496560507335	0.502774389084	0.0548908387777	-0.0384575826947	0.656832648698
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.0450279200827	0.0346020183568	0.0282471479117	0.0247701221669	0.0197725352733	0.0166620652925	-0.110761090438	300.0	0.602171772105	0.606496921332	0.0200451538641	0.69530313612	0.704159212333	0.0454192179161	0.193870431933	300.0	0.29912462518	0.288893812719	0.0539225404342	0.314570307415	0.306669284364	0.0760446788425	0.0612701845939	4.0942727461	0.25169907527	0.252928497105	0.0184901996039	0.260247049	0.257647796266	0.0471002466853	0.214986702029	21.3235914951
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.0990373137149	0.0624809278538	0.0650326075769	0.0593736886056	0.0407905577852	0.0364481324511	-0.105597756917	300.0	0.695110214467	0.704573877302	0.0197006586885	0.758397052532	0.761902449702	0.0430442414451	0.145716418035	300.0	0.317353025397	0.311308837173	0.061723883815	0.327946919525	0.313471867645	0.111728411793	0.0119007569386	1.28263159746	0.69988744429	0.723856520893	0.100103832677	0.72155428255	0.739640260115	0.141556841566	0.00574229691877	0.72865579618
PAX2	0.0664314656	5.2315701111	5.2980015767	0.0226496604091	0.0179230919283	0.0204957752875	0.0131824174561	0.0106224300455	0.0121420511735	-0.33789281688	300.0	0.731847701997	0.740985916744	0.0695996847077	0.664727954209	0.688219023108	0.0304168273107	-0.150309373041	300.0	0.284284174601	0.279121407424	0.047917317515	0.326237623953	0.310752899016	0.105706697387	0.151022371242	24.2844645057	0.495931956317	0.498435805516	0.085566263337	0.486742925214	0.490673342256	0.0807041019006	-0.0131363043073	1.0683061101
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0300748645192	0.0254983917005	0.0164418297232	0.0196526929884	0.017332735764	0.0102755768523	-0.205224479438	300.0	0.676306412755	0.693620812119	0.0609375100553	0.642973123226	0.651801921313	0.0306721946388	-0.107423074013	300.0	0.370491779355	0.359243373707	0.0601746564351	0.386858362698	0.367372398441	0.10434656318	0.00724145615262	15.5753267024	0.523074822431	0.52429560411	0.0502018404588	0.522020239856	0.521183165807	0.0440263601858	-0.0238207103928	7.55387728353
RXRA	0.0741517989	6.7146771111	6.7888289101	0.029287637114	0.0250550829928	0.0143830198533	0.0214048370086	0.0187432724309	0.00917116592035	-0.179264503126	300.0	0.691939235906	0.701702455849	0.0205862883324	0.76218143938	0.766767249454	0.0425793136672	0.156438550658	300.0	0.267619674976	0.259226177399	0.0484225160513	0.282624682785	0.267418337229	0.0778459008242	0.0138574589964	11.5133274223	0.208371987993	0.208350377029	0.0336349190992	0.207088028079	0.206840859599	0.0192229937509	-0.000384516790567	9.57557094448
HINFP	0.0912427619	7.6395064444	7.7307492063	0.063487318254	0.0471280192683	0.0535519191361	0.0325240101356	0.0223014645901	0.030869682584	-0.262230668299	216.326941175	0.635659933818	0.660198749409	0.0834977261219	0.551615386588	0.559437694242	0.0350404961869	-0.019989453217	300.0	0.374873662568	0.36299614348	0.0693721894343	0.390405028838	0.372091244002	0.132655520009	0.0353975060656	3.77319926728	0.614503715932	0.663365599069	0.128373923668	0.704001179369	0.707687327499	0.166728989265	0.180605564648	2.17867514372
MYOG	0.0953743757	5.0492238889	5.1445982646	0.0284768520795	0.0250949781532	0.0145763716828	0.0174137627341	0.0155548723033	0.00910084438544	-0.17332888454	300.0	0.65430332086	0.683951788208	0.0343903680491	0.791096840362	0.803356063816	0.0826762893467	0.160108688262	300.0	0.36845006869	0.362877752787	0.0553706826788	0.421143709862	0.407780282235	0.113030987214	0.167113996701	95.773142878	0.78549366331	0.793060996537	0.0931890604545	0.778695450131	0.788938016962	0.0754381616402	-0.0590117291836	0.379991752584
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.115588827339	0.0918489211004	0.0659815941727	0.0725765177714	0.0580110422868	0.0372354243844	-0.214823014837	300.0	0.577714124729	0.582899614291	0.0255988426214	0.680037697591	0.69187898568	0.0553298885748	0.169612088477	300.0	0.299113692407	0.286879795783	0.0948822353147	0.290510891336	0.285135712142	0.0744965720422	-0.0252895971069	1.8726461016	0.585491372153	0.586755803428	0.0343254462693	0.586219892542	0.587546813382	0.0701758211921	0.00737203972498	1.9485783921
EBF1	0.114694918	3.7254591667	3.8401540847	0.0616306141391	0.0538649095942	0.024581703343	0.0448531049824	0.0401392852792	0.0145295769599	-0.220139230831	300.0	0.690433801758	0.700202518253	0.0208549163604	0.757361820031	0.762418584134	0.0416694835434	0.137744750243	300.0	0.304087411875	0.287028252346	0.0932355332674	0.298261512582	0.286786311271	0.0624665886874	-0.0218110350617	12.7669697921	0.175719335277	0.175756251887	0.0148982635838	0.177996326726	0.176954018375	0.0282463573436	0.00414153888653	14.2925722206
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.0192373025086	0.0154156137181	0.0170226836934	0.0105372892577	0.00891571783242	0.0116481825846	-0.190074975007	300.0	0.578805598381	0.583216954709	0.021073740667	0.691377765112	0.701079595401	0.0497065755006	0.209775588122	300.0	0.211863511454	0.20258688789	0.0595490545174	0.232626418233	0.218019945242	0.0950495230205	0.0165853706125	1.86698284666	0.362420111096	0.361215373035	0.0714549440496	0.362169846272	0.359749932847	0.0560231838075	-0.0293498168498	1.17508340765
ESR1	0.1494903069	3.9774695556	4.1269598624	0.0150336149598	0.0114178246494	0.013572817662	0.00855297034716	0.00670482183731	0.00848423025638	-0.277137876464	300.0	0.699646037456	0.707103392635	0.0391376617283	0.699488502379	0.702639756268	0.0179816185141	-0.370782210686	300.0	0.312164190765	0.303196000602	0.0752046701291	0.30775334829	0.297077519523	0.0505040629947	-0.0402064279423	2.908736262	0.266065903682	0.265804424242	0.0170365508015	0.267318888829	0.267266697987	0.0344541927824	0.0232951470323	10.3913679255
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.0259016619997	0.0218324345145	0.018691744403	0.0166243016032	0.0140375798628	0.0114304548158	-0.254350646153	300.0	0.717699798942	0.724506719109	0.0513157367107	0.680471344043	0.694269348334	0.0248189604176	-0.245479979707	300.0	0.340670310478	0.333699653731	0.0478788784834	0.355353982217	0.339193359038	0.0837025368055	0.00338073370893	26.5519167987	0.202243583313	0.202234371857	0.0221407388126	0.205010365033	0.203829011943	0.0434442712038	0.0190381970756	12.6378376676
FOXC1	0.183250754	6.6542359444	6.8374866984	0.0704260658052	0.0530438454916	0.0625623299023	0.0347716254341	0.024205548824	0.0367233392886	-0.295611303152	190.43044103	0.687693994177	0.697905390169	0.0477499812491	0.680170472309	0.685523434446	0.0238245129242	-0.33186348461	203.851177426	0.190854809747	0.19114468036	0.0416777897655	0.207396024515	0.200876837354	0.0710975309864	0.0508547008547	0.897193973182	0.364222780162	0.366571616668	0.112925002705	0.406150475988	0.378208648589	0.130209436977	0.0329096045198	0.512543224431
NRF1	0.2133622169	6.468081	6.6814432169	0.0195434219867	0.0149048999694	0.0140223693597	0.010413063834	0.00780588096138	0.00830098918391	-0.0620619292361	300.0	0.659204376502	0.664758111732	0.020940637766	0.696025529043	0.70631276344	0.045103734365	0.0399353058873	300.0	0.322721792195	0.312458694551	0.0834142321703	0.312178680086	0.305212132803	0.0549806781246	-0.0112821886018	3.83627086651	0.717811013394	0.724351494636	0.055080466177	0.728352432828	0.731147094998	0.0653430204263	0.0666494820052	9.86598284204
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.0312040688596	0.0267254044625	0.0152483905389	0.0212230336822	0.0181587823654	0.00897815820526	-0.176409199311	300.0	0.690544298445	0.699441426126	0.018715312827	0.783438275817	0.787459386873	0.0393127977917	0.23553528073	300.0	0.398705142356	0.383420879456	0.0824380514951	0.387865938798	0.37900769036	0.0457111865524	-0.0185642688154	6.8683016558	0.610072946882	0.608888292667	0.0546859468503	0.617673020687	0.615007692324	0.056820021939	0.0323755012618	9.06447375034
LHX3	0.2294760397	5.8396682778	6.0691443175	0.0381435565163	0.0306345422627	0.0265179422648	0.0197525284352	0.0159548202429	0.0148140602759	-0.143959894967	300.0	0.621191733653	0.625238022183	0.0188887878054	0.699603717035	0.707655797459	0.0418579223915	0.192456317719	300.0	0.355083030095	0.345546598569	0.0929513132484	0.350993219629	0.345029976159	0.0609639164667	-0.0374127750939	0.982459283073	0.282565899409	0.283984712258	0.0221523773938	0.289944435692	0.28731011897	0.0565227035928	0.120517590611	16.579210193
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.0146319310654	0.01197287802	0.0141128862085	0.00774942087748	0.00631650104819	0.00950519937884	-0.24641581717	300.0	0.699141405976	0.707967659805	0.0423246508548	0.677378166568	0.682203261966	0.0202171162424	-0.0741874123152	300.0	0.411810786679	0.399809508835	0.079419695343	0.405655706851	0.390564391612	0.0715039305121	-0.0229432835821	1.28487325236	0.406327785502	0.396806941807	0.287119407013	0.548549281693	0.618606001508	0.346961529017	0.16592039801	6.0580855125
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.0238367423973	0.0194428465958	0.0126309642025	0.0150487752095	0.0123451496727	0.00752963319214	-0.157638622105	300.0	0.696502918177	0.705617638404	0.01966365578	0.7517626175	0.755089856169	0.0422518170158	0.107061485983	300.0	0.386621718383	0.375798581752	0.0620121150655	0.378748899666	0.370278671519	0.0443367796595	-0.0306298106927	5.55285964205	0.148790297909	0.146022817593	0.0560851450435	0.146547601871	0.144940555011	0.0359636501444	-0.0177247741202	6.52449555937
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.0437480675033	0.034969018977	0.0264141625425	0.0250351488139	0.0204728914207	0.014956957223	-0.113600697144	300.0	0.696336977838	0.704612208459	0.0412562657797	0.67639263971	0.680843698862	0.0194640756206	-0.0946961260407	300.0	0.387930610615	0.38033320464	0.0721170262094	0.38270998508	0.370961411948	0.0568595431841	-0.0280789953757	2.78070618666	0.633876690654	0.637005324534	0.0407984973671	0.646460018519	0.645131502189	0.0489825028928	0.138527993483	37.3474833811
FOXA2	0.2621107354	5.80296	6.0650707354	0.0235809066069	0.0185992575063	0.0148137009661	0.0127231345554	0.0107555039112	0.00837745993968	-0.0515057330182	300.0	0.661504240851	0.666469493465	0.0195317478245	0.694340036069	0.703805760127	0.0449585523181	0.0085202123801	300.0	0.284541347571	0.274995397909	0.07152166843	0.274201689204	0.268561106928	0.0429188253838	-0.0101988775793	3.26872865166	0.169597872202	0.167904018023	0.0572058277541	0.167557336137	0.166487898601	0.021566369929	-0.0443979534909	2.66871322862
HSF1	0.2691316561	6.99869	7.2678216561	0.043749023672	0.0356157923614	0.0271716344155	0.0253761422813	0.0198758606447	0.0163060991386	-0.156621689866	300.0	0.718829945711	0.723054992959	0.0447342841031	0.689525713436	0.699194670752	0.0210505835311	-0.301169376278	300.0	0.300818892536	0.294454353595	0.0379948424938	0.308805731075	0.300957771402	0.0634995014622	0.00811253770677	8.25588838588	0.455428691114	0.457218643403	0.0817533705268	0.451415155213	0.453154150124	0.0644750599802	-0.0465761239222	1.70547540981
E2F4	0.2733595026	8.0240553333	8.297414836	0.035097726144	0.0301389484543	0.0194223949957	0.0245057187678	0.0215574834896	0.0115379209875	-0.318263617346	300.0	0.725614416016	0.731681242996	0.0675152417063	0.661682960097	0.682577031347	0.0298708572618	-0.222959247904	300.0	0.412179912798	0.402752043076	0.0583602559193	0.428709491089	0.413685749279	0.0981303967551	0.0178860006782	48.0893358422	0.688983411268	0.691137346088	0.0605485974412	0.697438956271	0.698817224989	0.0609071725997	0.0856012961138	12.6684387992
ZNF143	0.2803748095	6.154257	6.4346318095	0.0672509500301	0.0577442378302	0.0327763255332	0.045008180222	0.0396466462278	0.0187090482153	-0.170463375583	300.0	0.694113147886	0.703122590619	0.0197612506184	0.762554264723	0.766480764342	0.0420450079612	0.163890836832	300.0	0.277321484314	0.264931627316	0.0703066945176	0.270813660741	0.259088671563	0.0557222948198	-0.0216412742382	3.29130076259	0.70946669849	0.709875085376	0.0345818213875	0.717743942909	0.71829943347	0.0535276678582	0.170818807544	16.3383926133
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.0217079145887	0.0177932163802	0.0142072137033	0.0126390602785	0.00995498151119	0.00867204204569	-0.21596773461	300.0	0.698689957357	0.706796605619	0.0170723166793	0.763406902567	0.766763370033	0.0375899224905	0.208163725601	300.0	0.280687520609	0.271692321904	0.0662957143761	0.269473065529	0.261520122449	0.0467086733025	-0.0130228357417	10.4296056865	0.336447994968	0.340412550418	0.0325029916157	0.335008227644	0.33757817091	0.0257806900302	-0.00336306414634	51.2968364379
FEV	0.287073381	6.4151153333	6.7021887143	0.0206588626706	0.0165253844184	0.013919141106	0.0117597509923	0.00985306989738	0.00824816132358	-0.163614799348	300.0	0.700152233516	0.705476530754	0.0542064902447	0.687445648973	0.701429581473	0.0242619741951	-0.483877144783	300.0	0.279398795937	0.271835112245	0.0520247497849	0.2956922563	0.280887866988	0.0899941284573	0.0135052297668	12.6948231775	0.180923914814	0.175883141081	0.0731122180383	0.173261668864	0.174463262137	0.016070006093	-0.0208831168831	2.19632201356
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.0380429858691	0.0336073491798	0.0143559720928	0.027242467684	0.0244709344603	0.00863733223743	-0.175561634619	300.0	0.691431821903	0.702595641813	0.0216717988989	0.778988872846	0.784920212457	0.0428799717021	0.212977308865	300.0	0.325636259027	0.31094301813	0.0781152954709	0.318427289663	0.307776363047	0.0486749653859	-0.0461630071991	10.7978511399	0.280038126019	0.280086701581	0.0210132217117	0.286936136179	0.283120418278	0.0529439274226	0.128553901973	47.8784841973
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.0153737367436	0.0119590196807	0.013355232114	0.00729836603326	0.00585902738702	0.00807184397418	-0.0455745277949	300.0	0.585974021778	0.591627132035	0.0199875365142	0.692721940829	0.701843418639	0.0466778079609	0.217373347411	300.0	0.352949333911	0.33634236081	0.120072114159	0.34662641368	0.335032787527	0.0697693100039	-0.0268854282536	1.41900010197	0.520798585776	0.525420823337	0.0442800413077	0.537138205683	0.540457443057	0.0679963447847	0.190611756035	18.1254681947
ELF5	0.3373030741	3.2673951111	3.6046981852	0.0200568180853	0.0159349777219	0.0147204551454	0.0114809827807	0.00966932905914	0.00888868011765	-0.184234282995	300.0	0.739850413583	0.743515628109	0.0442797590576	0.696616304754	0.706402712538	0.0197701344738	-0.0888769561902	300.0	0.298222033425	0.285668589104	0.0718294562515	0.309460112351	0.299265750767	0.0880856627825	0.0276153515422	8.69484182206	0.13596670008	0.135587777761	0.016303131329	0.14368328584	0.137705648525	0.0780180060362	0.0287331184776	4.24040665709
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.0107375711838	0.0093048752459	0.00629606791624	0.00763509237988	0.00680945688304	0.00385555495084	-0.326166983571	300.0	0.686587604237	0.698604984713	0.0224794019646	0.769883302847	0.775809218189	0.046375972354	0.188785279449	300.0	0.354963439449	0.34189513878	0.0770785036559	0.343125687865	0.335710775975	0.0454021555152	-0.0082092737255	81.6556289708	0.26645777298	0.266072672868	0.0315292747506	0.270116303302	0.269006801094	0.0366866714249	0.0992064949345	240.962015645
E2F3	0.3468039153	7.6233014444	7.9701053598	0.0116689789051	0.00979868477512	0.00893928063617	0.00803359700216	0.00690971035073	0.00527622555164	-0.30407026759	300.0	0.719058076318	0.726697289966	0.0600605002834	0.671798562953	0.690918789781	0.0282669227507	-0.260752354735	300.0	0.373675183402	0.366510102995	0.0459986737557	0.388199579225	0.375108338321	0.0781994956127	0.0199193567196	65.8968607717	0.585699444221	0.584793235158	0.0444478820839	0.591831109826	0.591514171248	0.0519266556824	0.0921100707924	30.1371089403
PAX4	0.3612699048	4.8246142222	5.185884127	0.0267723566731	0.0272237667182	0.016313014046	0.0152441549824	0.0161424936861	0.00982642844268	-0.193097721621	300.0	0.698478325768	0.70701641701	0.0186091572126	0.754380575677	0.757663712292	0.0399654833968	0.142207510977	300.0	0.330096299661	0.320167160738	0.0743496898931	0.32943266156	0.318830553988	0.0567076356664	-0.0368479943793	5.18919763813	0.379157126723	0.321538469524	0.285063063564	0.601997922652	0.439412281927	0.379116156051	0.181818181818	3.81414540018
ESRRA	0.3644815	7.2754227222	7.6399042222	0.0316983840421	0.0280438543501	0.0156361797149	0.0209929959604	0.0184484727794	0.00914827896315	-0.183685815451	300.0	0.687975214296	0.698345898996	0.0473739918764	0.665832221819	0.670685903944	0.022587526143	-0.165597765614	300.0	0.36820827597	0.353717874588	0.081500591998	0.355874719705	0.347747718871	0.0538199943798	-0.00978908547829	5.10471529758	0.566376870697	0.567877828426	0.0392183073288	0.575541724518	0.574911286464	0.0435057515107	0.126362076362	18.8412395721
T	0.3738660185	5.3688017222	5.7426677407	0.0203697465857	0.0160428181258	0.0175054243013	0.0118205822492	0.00940801037996	0.0116305933892	-0.180613385569	300.0	0.606486004616	0.611514276886	0.0259278332844	0.684779534559	0.696279013502	0.0536148562314	0.130551138046	300.0	0.384073246898	0.378821114826	0.0517277331495	0.40977235295	0.398778169545	0.0979729256595	0.0693473193473	6.12250351879	0.73998099604	0.74102777293	0.0518581628592	0.746386448598	0.750590517203	0.0604142324771	0.118174651835	6.5181974983
EN1	0.419525881	5.5023358333	5.9218617143	0.0678074506988	0.0572553096188	0.0343961584886	0.0455838767684	0.0398516401169	0.0196745523028	-0.161994942653	300.0	0.555231103864	0.560844357771	0.0268885449292	0.680668443363	0.693512369628	0.0573566631813	0.202026248103	300.0	0.361699579988	0.34865252869	0.0720893253554	0.395558959261	0.369862109581	0.136836375235	0.053891635778	5.66488667664	0.405143361727	0.406930157777	0.0474158733403	0.409935896816	0.410998538211	0.0571256739049	0.0140510170215	3.14881964266
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.0165050632829	0.0132742328534	0.0143870807692	0.00837532896041	0.00726754253512	0.00844582746877	-0.0735928609086	300.0	0.637452491834	0.643181374187	0.0204564793604	0.694282932559	0.704107380642	0.04776668757	0.121755424285	300.0	0.27355593257	0.267115485154	0.0402643950772	0.285681110456	0.279182871792	0.0704903578836	0.0361886517059	4.05105496624	0.519810919507	0.521681663611	0.0598981298445	0.534263629037	0.530860487073	0.0725910265636	0.0862830632876	6.34178935214
HLTF	0.4444497063	8.3729281667	8.817377873	0.0866828156814	0.0721933593258	0.0441459019314	0.0561357253825	0.0470311776368	0.0264039511284	-0.226096823675	300.0	0.688417820985	0.701071258408	0.02252879498	0.753784870052	0.759683779965	0.0472552308788	0.0900041967648	300.0	0.403933865117	0.39365930564	0.0638607596428	0.433033706933	0.413266250039	0.101713362197	0.0704651011725	27.2741456074	0.68250042448	0.682649931828	0.0461179925254	0.691949819091	0.69296891647	0.0510931496822	0.13291080548	27.166975594
MAX	0.460274119	6.1784626111	6.6387367302	0.0212791669154	0.0165077777116	0.0141156812612	0.0116149281919	0.00924796747428	0.00900720762841	-0.0990212863312	300.0	0.701305310125	0.710515903666	0.0428613515803	0.674015109504	0.678535742805	0.0205255685962	-0.0265495317428	300.0	0.336578500828	0.322991459203	0.0890411615919	0.323830118931	0.315732099767	0.0464189984557	-0.0128098685658	3.59686714975	0.255478777399	0.255088455425	0.0171096683713	0.259022488256	0.258530799187	0.0304555564256	0.121951727008	37.6991809357
CDX2	0.4654728386	5.6034792778	6.0689521164	0.0193918770812	0.0149998152357	0.0150588318742	0.00998104322281	0.00739898235416	0.0100251783941	-0.0715914243552	300.0	0.640851686013	0.644647416579	0.020411409797	0.695723344652	0.704605556253	0.0453750963125	0.117326012934	300.0	0.237948368261	0.224965989517	0.085526923389	0.223168172156	0.212488162998	0.0646697168987	-0.0381990666089	1.25778292834	0.606154229948	0.605474819236	0.0516150277839	0.612057207491	0.612090973429	0.0693357718293	0.0773808329871	8.20388245423
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.015956006939	0.012953431899	0.0126726619167	0.00843565926859	0.00669637924115	0.00760652439164	-0.183441487008	300.0	0.696739985385	0.705827076221	0.0445239824338	0.688286983049	0.691593996248	0.0200311603639	-0.239316332235	300.0	0.286510836314	0.276528412259	0.0741003993384	0.278010664739	0.273120368103	0.0447995756098	-0.00873556753896	4.35223706185	0.324204938719	0.325251243368	0.0516329741567	0.327995751277	0.328845504528	0.0537914158142	0.0106164383562	4.2074569047
THAP1	0.5344718069	5.8000158333	6.3344876402	0.00826852379607	0.00643581439388	0.00734602811591	0.00514006443634	0.00395684321201	0.00455542459954	-0.252982786164	300.0	0.736953828465	0.741466698489	0.0447101994603	0.694587211797	0.70493987656	0.0216130353465	-0.144565206197	300.0	0.363701209524	0.353965896658	0.0541267043378	0.375369048399	0.36447676439	0.0772480583771	0.00673887840654	22.5258022547	0.194937136445	0.19503443758	0.0148319148649	0.199068684548	0.197868231175	0.040091900122	0.110853743722	33.1657240786
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.0564621187791	0.04655432385	0.0335604904951	0.0332007028458	0.0272880455336	0.0185794108861	-0.166451316122	300.0	0.696127840376	0.706515117415	0.0203756859338	0.777127707492	0.78127906331	0.0441680701608	0.218581133903	300.0	0.327555097432	0.317253051978	0.0523694094162	0.34663493294	0.328888512926	0.0906061744499	0.0318806845123	8.44297732145	0.229898672317	0.22982853031	0.014947911721	0.235334526512	0.233643071349	0.0504805550675	0.188873994638	34.0852340036
GFI1	0.6229520794	4.7750645556	5.3980166349	0.0490734225856	0.0372982600615	0.0327249728934	0.0244977611624	0.0177975990274	0.0170830641591	-0.087356702931	300.0	0.70293584892	0.707974732552	0.0581696238151	0.689850191024	0.704161581964	0.024263016854	-0.48241264806	300.0	0.235246643284	0.228921553143	0.0476676056045	0.269229225891	0.253509122653	0.0966060523893	0.0727738736919	12.8079744656	0.56252285534	0.566585735422	0.0595622939108	0.573945825055	0.577758220908	0.071486071049	0.0770092599138	6.3561996316
GATA4	0.633933381	5.2971232222	5.9310566032	0.0227367727394	0.0188118738073	0.0161772167818	0.00890189413794	0.00673965318702	0.00854753100792	-0.022794545244	300.0	0.673037046925	0.682323257383	0.0585345925365	0.671563415536	0.678017151862	0.017762173816	-0.272326694891	300.0	0.302670263609	0.289880893332	0.0541722876869	0.362008180068	0.349971616188	0.102174484211	0.20621105352	16.0135108796	0.488470930949	0.489039025401	0.0574339315826	0.494928422744	0.496405710586	0.0632145524926	0.107338803988	6.27876437898
ZBTB33	0.648920373	7.0321475	7.681067873	0.0358306390543	0.0307277518711	0.0197468785595	0.0251601293425	0.0220216577199	0.0120800430985	-0.244750393214	300.0	0.726193283494	0.731315149799	0.0708783335165	0.653919289533	0.672690811047	0.0296742998512	-0.19474583773	300.0	0.44122591292	0.43195939104	0.0565082473901	0.46459252775	0.452085697149	0.0907886790754	0.0611500740616	25.7958089827	0.500500290649	0.505776377981	0.0376374226392	0.510903283223	0.513062496193	0.0760008225596	0.0097466572836	1.51792061982
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.0488138242538	0.0426271006413	0.0225301347278	0.0981016738558	0.0805678729875	0.0514593589463	0.0202948934349	300.0	0.680429673353	0.690972375073	0.0555679299897	0.65141482015	0.658781641664	0.0202197712604	-0.0474525000743	300.0	0.279499570292	0.272196389683	0.0630441198845	0.324114485045	0.316701470851	0.0991304001743	0.197067863427	16.6295807607	0.564363041324	0.562216659024	0.0355037445549	0.574571256785	0.575760239137	0.0719474183121	0.176983689229	14.7573001797
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.0239652696896	0.0187747204268	0.0149033092117	0.0129061629987	0.0107216349134	0.00823052098829	-0.0501665871994	300.0	0.698863429165	0.70796673482	0.0441189531206	0.674401415015	0.679237932881	0.0190611945114	-0.0299136397686	300.0	0.285346199167	0.274797327455	0.0702488082593	0.276302090637	0.267496332293	0.0527551694368	-0.000213427561837	4.27153201776	0.235659532975	0.237830902692	0.0212457452443	0.243027341192	0.242083994465	0.0524151900601	0.15015690356	27.8530104269
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.039297855827	0.0304447249942	0.0258709330473	0.0194144255621	0.0160522985893	0.0140769772812	-0.0420118467643	300.0	0.635130246484	0.640492958332	0.020710944956	0.696489057973	0.706549776275	0.048030427816	0.148147644031	300.0	0.223866974211	0.212704759744	0.076713816601	0.215158108478	0.206361845456	0.0509671601026	-0.0113129154796	2.51945117991	0.671302870857	0.670819817977	0.0541782585267	0.681151282039	0.683576124934	0.0609042147983	0.202703793382	17.6330265152
ELK1	0.7458734788	7.0989505	7.8448239788	0.0571627929559	0.0489581555221	0.027820272125	0.0367134874108	0.0310241380465	0.0162752444413	-0.181401719242	300.0	0.724830571231	0.732952279061	0.0709089488028	0.659610297152	0.683407696059	0.0302642081597	-0.220891689383	300.0	0.2851362776	0.279057001233	0.0536988958722	0.308777630045	0.296766590001	0.0969269215726	0.0739346322966	30.70016278	0.471745700562	0.471872580579	0.057593360528	0.476379601641	0.480811594888	0.0643536092943	0.0744626901715	3.77038824712
