FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Dnase2Tf_H1hesc_protection_mean	Dnase2Tf_H1hesc_protection_median	Dnase2Tf_H1hesc_protection_std	Dnase2Tf_K562_protection_mean	Dnase2Tf_K562_protection_median	Dnase2Tf_K562_protection_std	Dnase2Tf_protection_ks_stat	Dnase2Tf_protection_ks_pvalue	Dnase2Tf_H1hesc_tc_mean	Dnase2Tf_H1hesc_tc_median	Dnase2Tf_H1hesc_tc_std	Dnase2Tf_K562_tc_mean	Dnase2Tf_K562_tc_median	Dnase2Tf_K562_tc_std	Dnase2Tf_tc_ks_stat	Dnase2Tf_tc_ks_pvalue	Dnase2Tf_H1hesc_fos_mean	Dnase2Tf_H1hesc_fos_median	Dnase2Tf_H1hesc_fos_std	Dnase2Tf_K562_fos_mean	Dnase2Tf_K562_fos_median	Dnase2Tf_K562_fos_std	Dnase2Tf_fos_ks_stat	Dnase2Tf_fos_ks_pvalue	Dnase2Tf_H1hesc_flr_mean	Dnase2Tf_H1hesc_flr_median	Dnase2Tf_H1hesc_flr_std	Dnase2Tf_K562_flr_mean	Dnase2Tf_K562_flr_median	Dnase2Tf_K562_flr_std	Dnase2Tf_flr_ks_stat	Dnase2Tf_flr_ks_pvalue
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.0275132908246	0.0266971072484	0.0117131621897	0.0528759146018	0.0489241903085	0.0306477157556	0.0944794025074	-34.2431166017	0.618524103224	0.62371933318	0.0278830348727	0.620947253483	0.631858085878	0.0655276171256	0.238901007306	-76.7848018397	0.396835345006	0.384458708411	0.0665436596373	0.36903746561	0.370986243587	0.0176065269159	-0.217808930882	-300.0	0.325340696587	0.324710947793	0.0403131734569	0.323615480659	0.323788314037	0.00848026058618	-0.0708328007888	-300.0
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.116923194996	0.102314851673	0.0581040058064	0.243663971384	0.205808374655	0.12401345372	0.0578834530169	67.5119276426	0.628063173057	0.638544282994	0.0326648739267	0.721510337248	0.727744240958	0.0633309093022	0.219978991179	300.0	0.356283749563	0.357394917528	0.0458353503706	0.353202315812	0.355141494912	0.0198149754444	-0.00783983234029	48.7275395889	0.327005628815	0.326979985803	0.0127611474605	0.328969349145	0.328536727218	0.030105997829	0.0201455266081	95.1801420696
SOX17	0.009083373	6.3657267222	6.3748100952	0.0306345926928	0.0275209918517	0.0211109373319	0.0680449749952	0.0567735346214	0.0371902363098	0.0265392433186	230.956443914	0.620126394966	0.63028578075	0.0281843253216	0.698681170599	0.70343792263	0.0668253797066	0.0685099976197	300.0	0.591852187889	0.591155648566	0.0201314101345	0.600110165629	0.597130927219	0.0452414015118	0.0477762652955	300.0	0.306197595319	0.306087813313	0.0127082434049	0.308863818682	0.307664558584	0.0355628029646	0.00435063205638	300.0
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.0419328894754	0.0382994689106	0.0212680366772	0.0953161762692	0.0820057856437	0.0543112324676	0.0832080399263	148.030225836	0.67263522567	0.677598255372	0.0725957294168	0.611183435837	0.623148653115	0.0291924458269	-0.0456821852353	300.0	0.556413741851	0.557491774002	0.0197699094096	0.559736636175	0.56026737234	0.0438009247979	0.000900638200588	140.852932652	0.287803661543	0.288094041287	0.0128697405648	0.290631657049	0.289693242415	0.0328243549985	0.00281185311343	212.752925542
HLF	0.0136273545	3.2289502222	3.2425775767	0.0282200786184	0.0257258308039	0.0155908512988	0.0648928167975	0.0533558380181	0.0373607415256	0.0229231528622	50.337798521	0.603650583364	0.62007516606	0.0855139065304	0.600577735613	0.608260520161	0.0384457695369	-0.271352876692	29.5613707256	0.410559382193	0.408584403461	0.0275863085122	0.428480293598	0.411050775004	0.0833648235351	0.0397212481572	44.2761416201	0.275460859635	0.275451966585	0.0165999923697	0.281139546587	0.276825133841	0.0601190636171	0.0448502755156	68.0165305746
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.0289224161637	0.0255899034906	0.0173719224347	0.0634588420125	0.0527058019505	0.0326808878134	0.0897572766859	53.2509994416	0.648415322761	0.656266779592	0.05943912351	0.64187067543	0.65332550282	0.0377351603771	-0.380520141257	13.8131939677	0.470990132321	0.472944907922	0.0141950359181	0.473140673937	0.475706498389	0.039165052707	0.0293523432063	132.242001114	0.344754676859	0.34551062176	0.0112689904352	0.348903573672	0.347871441667	0.0261120195507	0.150984400086	300.0
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.0910306307117	0.0782357393767	0.0468439706772	0.217066527321	0.181763344807	0.109781418581	0.0649152584226	30.3752182142	0.637242542582	0.649310173852	0.0295324281108	0.728498121913	0.732795346092	0.0673548301995	0.253096096618	226.597699051	0.38042700584	0.380369420734	0.0368288315062	0.379411288335	0.379585061673	0.013146366868	-0.00967362074906	28.7522029302	0.31307771279	0.312359630365	0.0136466162574	0.315483304361	0.314176175695	0.0321594224134	0.0245153831586	95.3222369792
PAX2	0.0664314656	5.2315701111	5.2980015767	0.222031010624	0.197989999799	0.127130762896	0.0997755081691	0.0877918675763	0.0523912537864	-0.0375489453629	100.6437663	0.563309345167	0.566590042725	0.0940972734047	0.537726300162	0.547446986097	0.0376401844734	-0.283824248326	40.8978012092	0.447104264397	0.443191086119	0.0303399430682	0.46986461743	0.454068027074	0.0793662207784	0.0634281334307	83.5871903852	0.296074589171	0.296421366736	0.0233014840461	0.304695718103	0.298477649039	0.074927732044	0.0347767242622	94.1670642366
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0943896713503	0.0827352397815	0.0527542713864	0.0460803918709	0.0395382157919	0.024414432141	-0.00196082093277	267.251877832	0.593294825091	0.599087071578	0.091991156979	0.569567607881	0.580354211817	0.0358538850633	-0.296994314022	125.945634551	0.469340039002	0.464499012176	0.0459351399384	0.462454644747	0.461109317506	0.0213632877153	-0.00622505744471	156.853476654	0.310028590015	0.308332920425	0.0475563554865	0.306952180311	0.306502527067	0.0176596278842	-0.000718195666336	219.660037696
RXRA	0.0741517989	6.7146771111	6.7888289101	0.0429039257274	0.0374541274077	0.0256049775722	0.0890035618894	0.0747363805607	0.0552091069503	0.0160958309057	193.30438137	0.618798629441	0.629310063035	0.027952241732	0.732478009202	0.737985153031	0.0669302161034	0.293621886755	300.0	0.586749009658	0.588450728649	0.022549274471	0.592825361769	0.592731827885	0.0476372259111	0.0154083316029	263.33368763	0.306903696929	0.306092190043	0.0348581369578	0.30434541469	0.30445280864	0.0135182176679	-0.000783529587801	300.0
HINFP	0.0912427619	7.6395064444	7.7307492063	0.101548227671	0.0917239462286	0.0441189518676	0.231694594856	0.205863816985	0.127479378147	0.0264792123282	53.3949984131	0.536807570201	0.547406515583	0.0910596385226	0.50591431134	0.510768097627	0.0369846527416	-0.121341265447	58.3492806399	0.401306523947	0.397931193078	0.0362952468993	0.417990899922	0.409615031825	0.0829768037759	0.0414418265609	32.5493067269	0.306214608777	0.30639256489	0.0192495462553	0.311583796001	0.308697355256	0.0628493691531	0.00391156462585	27.9164297626
MYOG	0.0953743757	5.0492238889	5.1445982646	0.142826224083	0.124167573405	0.0828425647059	0.0667368481043	0.0638765921977	0.0408985052103	-0.0844260496439	299.984755026	0.544757666506	0.541031128138	0.0330336656942	0.756751576293	0.75785985411	0.0819769290975	0.396183167748	300.0	0.465192730561	0.461477882499	0.031309206088	0.50513233336	0.488497296059	0.0823103407345	0.171093764326	300.0	0.349490906777	0.348506535149	0.031202843159	0.37021463496	0.351296291982	0.126016390213	0.0401696496517	232.850224306
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.0966366147106	0.0850099030155	0.0756109159365	0.20307889677	0.169045329763	0.10002642354	0.0615504215036	69.6982533047	0.528466379853	0.534478222214	0.0342193520623	0.610865192896	0.623711582084	0.0797991352331	0.180566281939	300.0	0.428688086615	0.428908619543	0.0170727441906	0.433659470966	0.431869627383	0.0401205793996	0.0322406148869	94.2700400947	0.329399758728	0.328846006527	0.0143995242512	0.332336170136	0.331197842267	0.0324958499396	0.0479515559291	175.283054212
EBF1	0.114694918	3.7254591667	3.8401540847	0.0445054186426	0.0386165480501	0.0290927857003	0.0960762871217	0.0849187539364	0.0538758750118	0.0399987413518	300.0	0.609135526482	0.616997860777	0.0263891777151	0.732779484154	0.737775758327	0.064665751484	0.326984482035	300.0	0.547969214262	0.545663960196	0.0197738671909	0.553399645644	0.551143180765	0.0397432201869	0.00528894296189	300.0	0.301787407531	0.301874724687	0.0140201604063	0.304170483878	0.303851815237	0.0291307119502	0.025418704337	300.0
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.0899053154615	0.0836238428527	0.0392423834561	0.202197885688	0.166896946235	0.101571206237	0.121210978755	45.5465568985	0.566123704067	0.571640585224	0.0357416857681	0.628781607808	0.64080652026	0.067316693819	0.116620544868	166.650596117	0.439429887705	0.441522314094	0.0152230765438	0.441703037766	0.443837037993	0.0402709198912	0.0398454551048	90.8679087938	0.269860493795	0.269769081238	0.0150418191085	0.271674635853	0.271436689888	0.0331811100087	0.0607648522614	113.115813831
ESR1	0.1494903069	3.9774695556	4.1269598624	0.0305196526867	0.0263034440526	0.0174979705668	0.0659504612604	0.0532459236465	0.0335299080005	0.0886982658275	142.798098079	0.692683116031	0.699610498264	0.0602627394229	0.644569325073	0.655776604635	0.0337518749694	-0.0760431654579	235.63178066	0.296459505001	0.299223643837	0.00874566927608	0.298482079261	0.300091588509	0.0254496651318	0.0775720229866	300.0	0.334091141888	0.334236690341	0.0114418066497	0.336386936959	0.336521253644	0.0210392802336	0.168030098097	300.0
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.181314626405	0.161159768021	0.0997634141063	0.0902880298328	0.0788606442118	0.0447661264989	-0.0506740706474	300.0	0.59467371755	0.603411073868	0.0283587413062	0.714620009564	0.7190642222	0.0732914526437	0.259011053052	300.0	0.479989794475	0.479616875214	0.0233186522598	0.490092424223	0.485271611569	0.0485497543832	0.0399433187819	300.0	0.314250619451	0.314366894431	0.0147539687	0.318341140059	0.316928006435	0.0405418322259	0.0701701949618	300.0
FOXC1	0.183250754	6.6542359444	6.8374866984	0.0637668851678	0.064873178587	0.0323211564403	0.193254339569	0.154756055236	0.108151302614	0.133872680276	17.6288277104	0.629389063206	0.638471449608	0.0630995794483	0.615230108805	0.618868282053	0.0318843877929	-0.187347535893	30.0376611481	0.491795832089	0.494727838618	0.0748588288701	0.490073205811	0.492904159212	0.0344241833614	-0.00429615602949	18.3774620755	0.236624871052	0.237382822837	0.0108121170453	0.239363048461	0.23891260767	0.0348677000856	0.0389198521535	43.5561210883
NRF1	0.2133622169	6.468081	6.6814432169	0.0296034088939	0.027798517845	0.0203547889494	0.0678200061931	0.0569272356302	0.0329849206126	0.134320983165	129.277809237	0.627459554039	0.643283106502	0.0713706203607	0.615288378232	0.62235221669	0.0345416150006	-0.166257290483	144.158023122	0.410062202926	0.412656724101	0.0174417855839	0.411451562587	0.413261486592	0.0440744852657	0.0135284989183	129.968469585	0.339923436112	0.339992765756	0.0152138205963	0.344432067211	0.343166619631	0.0315167717917	0.204422576539	300.0
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.0738939957111	0.0658493013224	0.0359615158195	0.160527735495	0.135161842078	0.0770232799925	0.0721499730006	211.001429664	0.629702803711	0.640743136025	0.0250172725783	0.760639678964	0.764845103736	0.0626595286446	0.39019008371	300.0	0.607316514139	0.610243238194	0.0163852150103	0.614898419014	0.615798052312	0.0349397536455	0.116657235456	300.0	0.320612057163	0.320365479156	0.0134360552929	0.323938381191	0.32326755842	0.0323389989159	0.0789527673805	300.0
LHX3	0.2294760397	5.8396682778	6.0691443175	0.124256085176	0.10862958813	0.0698609090943	0.25160768027	0.207350204225	0.114594018101	0.0994802843927	55.2744307572	0.654685558169	0.666340656206	0.0287642696018	0.712187855508	0.71877605104	0.0563933745304	0.0299745486471	148.61110538	0.471267621151	0.472925385724	0.00840980596739	0.471517555434	0.473411783895	0.0201214080473	0.115017113253	300.0	0.292095878775	0.29260124401	0.0113969787299	0.294888699665	0.294864062876	0.0272415652139	0.144475031353	300.0
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.026483803421	0.0220781132724	0.0289039068674	0.0607524626358	0.0488117545619	0.0343260871097	0.112791174132	55.5001913666	0.640911247144	0.653386691704	0.0641378624463	0.615994539989	0.622235795924	0.03692511195	-0.105519533009	91.0355555837	0.538535618478	0.540218273152	0.0111219911093	0.539144712048	0.541711927429	0.0285835510032	0.126717886748	266.617538801	0.571800267285	0.599314588498	0.310621060202	0.786071350995	1.01133661135	0.33181478164	0.21706203686	281.444669495
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.0454745351864	0.0394135695536	0.0251821187576	0.0896425044056	0.0746868189852	0.0532337199997	0.0185712303082	178.167046367	0.632811912006	0.641391291546	0.0279175429075	0.73675161141	0.74204794086	0.0592128831729	0.289327342303	300.0	0.614984952478	0.616248998192	0.0173224305567	0.622757762732	0.622369719514	0.0392826317708	0.0931446270061	300.0	0.299253236553	0.299612116609	0.0140220557202	0.303450426048	0.302426059272	0.0354123411896	0.103320674231	300.0
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.0293976337228	0.0263759321966	0.0160194162327	0.0645628897673	0.0529949068236	0.0314587829581	0.0945923455187	111.732798885	0.683859686194	0.689894889806	0.0569508655118	0.645672235127	0.655353171209	0.0302458271675	-0.173860571867	132.903730354	0.385370027463	0.387495547044	0.0117050708377	0.386252132646	0.388153838082	0.0279031841966	0.0503696988896	289.052672549	0.312856547136	0.313562689463	0.0113088450121	0.317202698148	0.316496188312	0.0287740378653	0.192817187798	300.0
FOXA2	0.2621107354	5.80296	6.0650707354	0.0299610024456	0.0270809201298	0.0134519879658	0.0645693682988	0.0533692731953	0.0302490479119	0.0507224657101	86.8835172369	0.634232738493	0.644649627627	0.0624810885713	0.621198351625	0.627355013789	0.0326736236894	-0.19709077709	119.518840601	0.429194649462	0.431186019182	0.0114043357324	0.429401482474	0.431617415336	0.028203560302	0.0683101703947	300.0	0.336032112097	0.335580798653	0.0110372823126	0.338613120169	0.338697931397	0.028069763937	0.166463143311	300.0
HSF1	0.2691316561	6.99869	7.2678216561	0.0635096352983	0.0572958892672	0.0372411719053	0.142859824856	0.122475865226	0.0778354158605	0.0875691051861	180.842534451	0.620852268233	0.629470688059	0.0278066664508	0.691115210869	0.69569038884	0.0639385826888	0.0558845884799	300.0	0.509452434913	0.508807342289	0.0219260592891	0.518002451084	0.513720373898	0.0500694153925	0.0369480906346	225.469780304	0.320507472569	0.320736858231	0.0136862873071	0.322622904868	0.323014848181	0.0340637094279	0.0521311447537	300.0
E2F4	0.2733595026	8.0240553333	8.297414836	0.163787074205	0.150136759271	0.0863412509272	0.0811773578487	0.0698359476513	0.0436866050476	-0.00770265290008	300.0	0.560626422105	0.570463733923	0.0295918637641	0.705437024065	0.70911284368	0.0712866193664	0.354711949399	300.0	0.541673551465	0.539323459806	0.0233912328881	0.557360467224	0.550909785307	0.0531699819452	0.0719097359157	300.0	0.336718581072	0.336649124885	0.0187757024731	0.342946706495	0.33974080715	0.0637123892284	0.0566721726173	300.0
ZNF143	0.2803748095	6.154257	6.4346318095	0.0358248568857	0.0307873328644	0.0209322320679	0.071753719975	0.0582447207536	0.0398895850994	0.04999062507	103.347834128	0.632688460975	0.642625936796	0.0278456723931	0.732884515471	0.738190081551	0.0609785578315	0.279517649363	300.0	0.52558583067	0.527259117128	0.0210389717469	0.531830501404	0.532308709706	0.046298060296	0.0389350545284	162.674984941	0.335620040535	0.33573808789	0.0134767600923	0.339576145323	0.33884394665	0.0343088352294	0.133768657384	300.0
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.0304905932355	0.0282312596448	0.0140820535353	0.0652621580547	0.0546712981979	0.0309229683997	0.0899036695206	299.999941474	0.648841168045	0.659273654591	0.0308524074235	0.711353749464	0.71688164498	0.0579603728727	0.0554668701116	300.0	0.470732220347	0.472384979592	0.0102625292642	0.472170309326	0.474161124557	0.023601209771	0.106370039869	300.0	0.384714214933	0.385962629817	0.0137218105614	0.386157065943	0.38808672062	0.0351878078705	0.121517607475	300.0
FEV	0.287073381	6.4151153333	6.7021887143	0.0413586362249	0.0388572199816	0.0222355024759	0.0865664772503	0.0754477850154	0.0498769714539	0.00179212935952	199.452277168	0.657187229827	0.662217703069	0.0729553086535	0.609594184301	0.619823331342	0.0321210135648	-0.164286624244	270.219561484	0.547952157044	0.545589931396	0.020387330297	0.562468237052	0.554963560576	0.0517025202306	0.123983638433	300.0	0.339825905535	0.339885947159	0.0147629468996	0.34504129607	0.343280843057	0.0443121602517	0.173217584213	300.0
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.063004005141	0.0533160008613	0.0376004364504	0.133928817498	0.121909185869	0.0721383959022	0.0346787050423	300.0	0.604116410831	0.612652984603	0.0273526594517	0.751309930824	0.755890759979	0.0680749364715	0.38207889796	300.0	0.643230228376	0.64352886794	0.0182412299397	0.653226633548	0.651388945117	0.0353355328897	0.120849785434	300.0	0.300061092706	0.299969052523	0.0152931525833	0.305503220503	0.303526565677	0.0407008827838	0.136360494713	300.0
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.10311691112	0.0917665207235	0.0435306377815	0.217643176654	0.176821998011	0.101852173891	0.098956895926	61.3665834443	0.528935610419	0.537279991755	0.0355157869623	0.625977015308	0.638745614009	0.0699978715405	0.262884525834	300.0	0.58627749799	0.590144052213	0.0168515206933	0.588408023419	0.591024132718	0.0405035454519	0.0574690382643	195.837856475	0.318804225068	0.318925352928	0.0123011916064	0.322772600837	0.322303564767	0.0275607212962	0.214339428462	300.0
ELF5	0.3373030741	3.2673951111	3.6046981852	0.0755626408927	0.0668286438199	0.0604336591691	0.162029796155	0.13661666703	0.0879249155237	0.0409770316475	130.907466971	0.635100993163	0.644477663603	0.0311185674702	0.699991986309	0.705244283751	0.0632989054	0.0219381580388	300.0	0.545164820764	0.545340021777	0.0165890547215	0.554587468142	0.551667549468	0.0402171245188	0.148112266583	300.0	0.288012024546	0.288161478627	0.0132320854151	0.292176346267	0.291267033275	0.0373844477209	0.128390429224	300.0
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.069594722567	0.0600568023064	0.0396284365241	0.0353055993447	0.0319152943037	0.018716368955	-0.0333766535229	300.0	0.607324842912	0.615812531228	0.0273591839624	0.73656989413	0.740895331205	0.0681462403104	0.333923717402	300.0	0.548253181929	0.547001084015	0.0183249406177	0.558752906249	0.554860865197	0.0393344602081	0.109240964291	300.0	0.334863108358	0.334784992225	0.0169937447366	0.339821793748	0.338455888295	0.040678442648	0.12969063319	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.0792450675609	0.0699387949314	0.0408993727199	0.158268931981	0.140140064372	0.0861444966894	0.00257756457186	300.0	0.57217567241	0.582464956286	0.0301268532139	0.698214113078	0.702053538473	0.0733307948686	0.289924890156	300.0	0.554089946686	0.552071899304	0.0222603757756	0.566262859419	0.561555241464	0.0468774065141	0.0520306344674	300.0	0.358315323101	0.357948052716	0.0178440897278	0.364644953534	0.36194904551	0.0502051461845	0.139909591795	300.0
PAX4	0.3612699048	4.8246142222	5.185884127	0.0707653622756	0.0641496272348	0.0363566374402	0.13880268789	0.119270169718	0.0686536557725	0.0173031998268	182.971195779	0.635924020062	0.646752878571	0.0309000280271	0.714901336028	0.720794311213	0.063928805728	0.147548877016	300.0	0.435972461311	0.436569499316	0.0162149901933	0.443152049382	0.44204457353	0.0380674664916	0.109988158677	300.0	0.415847633724	0.377636010871	0.262791263795	0.643130975266	0.692507878642	0.330839565989	0.242822812463	300.0
ESRRA	0.3644815	7.2754227222	7.6399042222	0.0439990063705	0.0365472561441	0.029239161295	0.0887561300681	0.0723729236694	0.0528888407936	0.0533730197514	130.502250999	0.638322583468	0.643466700253	0.0697990498041	0.613800914426	0.625898154736	0.0300937913662	-0.270774258688	103.471196938	0.612259243418	0.614368436725	0.0172351383883	0.618647602647	0.620294639519	0.0377309493315	0.107711174201	300.0	0.282406557923	0.282276248602	0.0136501616603	0.285809183574	0.285362059936	0.0321098619827	0.0994309048188	300.0
T	0.3738660185	5.3688017222	5.7426677407	0.0945326575846	0.083461172546	0.0445554824065	0.217814906357	0.189311206403	0.106670744482	0.0676330293068	65.7952637752	0.607514742929	0.622244149772	0.0801854354579	0.587714664465	0.595494308922	0.0342415222936	-0.112617918721	120.516703834	0.461713728078	0.46326002038	0.0218733673933	0.470299934028	0.468787220591	0.0530754581981	0.0488387562571	103.280341573	0.276287434841	0.276183887157	0.0132798217659	0.279691214486	0.279216207532	0.0296299604917	0.0943776284278	184.028513523
EN1	0.419525881	5.5023358333	5.9218617143	0.0931452283188	0.0846774384825	0.0462298463154	0.211205469442	0.176663504622	0.10776333889	0.0897308629901	74.9225271978	0.523715677225	0.528752549468	0.0342050009963	0.602370823619	0.617894461635	0.0821518678239	0.156169453675	300.0	0.454519872981	0.45787400447	0.0301528729634	0.461500354775	0.463147417401	0.0645636882155	0.0316083452506	91.8869360985	0.27502553427	0.275115123197	0.015704910202	0.279634677204	0.278540159279	0.0381295278512	0.12697021801	298.48209244
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.128723475247	0.119562393771	0.0525613772817	0.284876460765	0.236144814821	0.132891013074	0.11683642496	70.4369579421	0.631334021327	0.643809995812	0.0657895869905	0.593807872356	0.600705557134	0.0335836903612	-0.0136757093451	169.061885529	0.524567731961	0.52982410436	0.0203028718214	0.527512946671	0.530843976402	0.0500094143061	0.0423102236097	194.936325043	0.282709563139	0.283154462996	0.0130213323761	0.286953944841	0.286753717392	0.0290745818798	0.224827379104	300.0
HLTF	0.4444497063	8.3729281667	8.817377873	0.0475204370064	0.0419213503808	0.0271138311922	0.0988552350012	0.0863430350691	0.0570559759841	0.0551270283307	268.602321524	0.604242686075	0.614197450913	0.0271839219706	0.748963832431	0.753674645313	0.0673156740865	0.391718279114	300.0	0.547527747568	0.544868439646	0.0280401153486	0.558590877494	0.552189345818	0.0656831625618	0.0290916371288	299.999999989	0.306674966017	0.306523170458	0.0146326164011	0.311104216633	0.310436595082	0.0359187948313	0.160581024753	300.0
MAX	0.460274119	6.1784626111	6.6387367302	0.0289617039022	0.0271277709205	0.0134942274726	0.0656258473713	0.0542903494124	0.0325875309641	0.0862761063064	106.767423803	0.642675559608	0.654585277336	0.0621553572628	0.629333742242	0.636813919909	0.0356704395883	-0.218145106835	102.951256513	0.386074912711	0.387419415013	0.011331002902	0.387655448209	0.38881882617	0.0312166143733	0.0839457877532	300.0	0.310177301487	0.310484210251	0.0114663039406	0.315148498357	0.314571572275	0.0294822592931	0.252422295552	300.0
CDX2	0.4654728386	5.6034792778	6.0689521164	0.0318320840715	0.0286890645682	0.0166817679742	0.0658449457416	0.0547133249475	0.0309959221838	0.0708371759413	61.3986656993	0.644765675822	0.653765652178	0.0307829746081	0.70808036833	0.713820813051	0.0567086789909	0.0639373884061	228.228023556	0.708365568358	0.710379050177	0.0163339912155	0.712888759501	0.714161843939	0.0412430768524	0.123690056677	256.370496921	0.304305864931	0.304856142799	0.0145035592442	0.308588496043	0.308461994817	0.0303666027153	0.221469034486	300.0
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.037793084261	0.0328878722223	0.0274678463498	0.0855564972203	0.0698183905698	0.052160095759	0.0818744539578	117.950247714	0.643018621803	0.653027651655	0.0301528292871	0.700997030293	0.706416774155	0.0577120463709	0.0346377627079	300.0	0.567874087887	0.569940816724	0.0174024416122	0.570918596812	0.574463285118	0.0406574950872	0.106093042589	300.0	0.303617141998	0.30375565098	0.0107488149645	0.307874456477	0.307955965947	0.0298400949545	0.222136025624	300.0
THAP1	0.5344718069	5.8000158333	6.3344876402	0.0461070065476	0.0406352043738	0.0289539317226	0.0931936630908	0.078174902133	0.0506783814007	0.0323621241484	300.0	0.625320801146	0.634894243006	0.0273649410559	0.7079252264	0.712179995861	0.0643677918718	0.149345644605	300.0	0.543755777982	0.542667166629	0.0181698575871	0.555425031678	0.55331981978	0.0404635690283	0.154058526159	300.0	0.32052490551	0.320660872801	0.012843545737	0.325940115234	0.325319981923	0.0302230474173	0.247858589371	300.0
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.0718796466765	0.0609075968103	0.0510042099052	0.147608640583	0.128080084461	0.0829269207777	0.0315391436813	114.271051827	0.61672568687	0.626621590334	0.028694547615	0.748188649639	0.754157750312	0.069021318799	0.355680531318	300.0	0.50919580754	0.510270497588	0.0211552521376	0.519680703462	0.518468219173	0.0458307995203	0.112382127648	300.0	0.30470034306	0.304728269668	0.0126513707733	0.309677938962	0.309232881513	0.0358406353761	0.229252388148	300.0
GFI1	0.6229520794	4.7750645556	5.3980166349	0.0297747688761	0.0276606007393	0.0173957013079	0.06470470621	0.0557133519235	0.0357828163925	0.0164309800672	108.93302897	0.655298665006	0.662803018861	0.0959231929431	0.595215770181	0.620540693363	0.0372921641879	-0.174877422141	113.924773466	0.432091525253	0.432267189145	0.0196628951167	0.451827046944	0.441382559127	0.0571273144657	0.16574459222	300.0	0.343415224646	0.343691951466	0.0160554134476	0.351835017894	0.349190841937	0.0539101292805	0.285017832123	300.0
GATA4	0.633933381	5.2971232222	5.9310566032	0.0528676432474	0.0493425017521	0.0298559556639	0.0273805916156	0.026344097441	0.0126990619744	-0.0825783222763	37.7001901142	0.635130036306	0.639695263194	0.0641250860448	0.627266021072	0.637437892479	0.0267124218507	-0.284676549063	56.6631086242	0.408491637201	0.410084535694	0.0167951378204	0.443201554299	0.432069822762	0.0645697981643	0.292435880606	300.0	0.303506301355	0.303562822329	0.00891432182082	0.310084868198	0.308558485732	0.0440060620835	0.286695729136	300.0
ZBTB33	0.648920373	7.0321475	7.681067873	0.0928025902984	0.0797683252983	0.0580249621676	0.196968688998	0.178632452372	0.0994633591205	0.0387186645388	258.070083333	0.562350765789	0.569151866011	0.0297928341499	0.704966575938	0.708730468426	0.0680937828646	0.364336726389	300.0	0.554646814938	0.552159876748	0.0250073909395	0.576248299081	0.569530275892	0.0588085051836	0.1200453663	222.876069029	0.311931302367	0.311620707357	0.0239592280673	0.323174116943	0.316480458822	0.08679687121	0.0996358745075	284.713127183
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.0560024361191	0.0530087398746	0.0442105446642	0.120425677658	0.107706004586	0.0682778367277	0.0123887104593	56.5588299355	0.61150707936	0.617134864348	0.0629782835455	0.572130494352	0.578227619331	0.0305047534724	-0.0239269316503	300.0	0.513236548512	0.515972529931	0.021802385468	0.538236651268	0.529762011762	0.0628054004618	0.22644580311	300.0	0.293821857549	0.294108884163	0.0106718982912	0.299937749763	0.299346437396	0.0333937856978	0.300104446048	300.0
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.0302514591388	0.0273377109804	0.0154381861162	0.0658556206789	0.0543602219629	0.0312446152687	0.0988706673989	105.897835587	0.636067437797	0.648081334852	0.0645405875516	0.619292909336	0.625569093894	0.0327863482138	-0.139975428475	171.6825018	0.42770481446	0.42927496595	0.0113701186357	0.431307181295	0.433291479035	0.0288386900414	0.144399650416	300.0	0.325499968649	0.326292426948	0.0109610040955	0.332012283223	0.3321515796	0.0305025824959	0.339062527613	300.0
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.088304878191	0.0842871431505	0.0375639523022	0.200168643566	0.165854392174	0.0962147892337	0.119415470707	80.3764082034	0.629714675752	0.642580346792	0.0685676274736	0.590510486665	0.597074657012	0.0342055848167	-0.0035974811756	204.790883137	0.342289799732	0.344450931305	0.0135505459641	0.343680049895	0.346288518916	0.0321689148853	0.0900538579033	299.999998594	0.307299600948	0.307900003722	0.0108603945228	0.313656037578	0.313323322866	0.03157364034	0.314927273883	300.0
