FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Wellington_H1hesc_protection_mean	Wellington_H1hesc_protection_median	Wellington_H1hesc_protection_std	Wellington_K562_protection_mean	Wellington_K562_protection_median	Wellington_K562_protection_std	Wellington_protection_ks_stat	Wellington_protection_ks_pvalue	Wellington_H1hesc_tc_mean	Wellington_H1hesc_tc_median	Wellington_H1hesc_tc_std	Wellington_K562_tc_mean	Wellington_K562_tc_median	Wellington_K562_tc_std	Wellington_tc_ks_stat	Wellington_tc_ks_pvalue	Wellington_H1hesc_fos_mean	Wellington_H1hesc_fos_median	Wellington_H1hesc_fos_std	Wellington_K562_fos_mean	Wellington_K562_fos_median	Wellington_K562_fos_std	Wellington_fos_ks_stat	Wellington_fos_ks_pvalue	Wellington_H1hesc_flr_mean	Wellington_H1hesc_flr_median	Wellington_H1hesc_flr_std	Wellington_K562_flr_mean	Wellington_K562_flr_median	Wellington_K562_flr_std	Wellington_flr_ks_stat	Wellington_flr_ks_pvalue
SOX17	0.009083373	6.3657267222	6.3748100952	0.323071548288	0.297054510685	0.155496918389	0.149132488941	0.130252439049	0.0913519751925	-0.180093627334	300.0	0.64672287533	0.64765007689	0.0600979309838	0.628671282445	0.644598791743	0.0331447513693	-0.388527184807	110.13805293	0.55114844611	0.550861672752	0.0154373798755	0.555625371422	0.553562145956	0.0301651762825	0.0437676217367	300.0	0.306311798015	0.306319010212	0.0228047023014	0.312819177829	0.308443378266	0.0706734925017	0.0161847214237	82.8888621452
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.137062982738	0.124841477645	0.0606658172681	0.319441101356	0.298730219544	0.111708241141	0.0618454754468	300.0	0.668574152927	0.672093363324	0.0574826524467	0.636325630167	0.651344070487	0.028794797991	-0.262192324229	178.144730773	0.571794020902	0.572629642498	0.036559373087	0.567763179273	0.569637332022	0.0202678853833	-0.012754120965	300.0	0.287924845365	0.287974597636	0.024083089571	0.29347672281	0.289859811113	0.0694801829127	0.0249453867336	67.3995807393
HLF	0.0136273545	3.2289502222	3.2425775767	0.136427726563	0.131924409302	0.0386844537533	0.325377294842	0.301545502437	0.0950796388256	0.186137184909	300.0	0.620392432488	0.637899989218	0.0751006521079	0.615490488355	0.62673004968	0.0369095449373	-0.303730570071	31.4208000872	0.320547948614	0.320136293563	0.0233092420014	0.328776052822	0.321732218548	0.0624554522998	0.054980531601	197.474181606	0.274527586866	0.275098225236	0.0335342328715	0.2906906553	0.279400599736	0.104550844697	0.0195161189408	14.9422957497
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.163025542181	0.175052411533	0.0576454249142	0.340926263761	0.356206003761	0.100101850469	0.115197413208	300.0	0.587399042818	0.591831736364	0.0228629578996	0.651174213298	0.662678359211	0.0508356603141	0.290482906103	300.0	0.462586807336	0.466577014793	0.0174289234018	0.463972960758	0.469311063067	0.0373708187922	0.0865555734378	300.0	0.341242281163	0.342537791958	0.0280806831574	0.35234369637	0.349217591675	0.0593687351872	0.0917960092248	39.2994712105
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.0615159693675	0.0386040979601	0.0623157387277	0.192934495162	0.152233896443	0.113959493487	0.113657433806	300.0	0.652646021846	0.665329618725	0.0249551927165	0.740325631983	0.74413880661	0.047621267752	0.335687170789	300.0	0.551924296257	0.551985751263	0.0128718493093	0.553928927503	0.555233500073	0.0296013316256	0.0720028555771	300.0	0.33637169254	0.335495458341	0.0284857609881	0.342957632685	0.336741427277	0.0722936661064	0.00312367234554	11.697985635
PAX2	0.0664314656	5.2315701111	5.2980015767	0.122152101781	0.081347779098	0.0732333549607	0.304434751878	0.25450406278	0.138873764754	0.00340134402584	300.0	0.629357269239	0.632232675164	0.0808042287887	0.586804300099	0.605764394155	0.0354058387921	-0.247176436374	81.7508542725	0.441709939692	0.42926120344	0.0587186770528	0.428671018258	0.425412198898	0.0243518955826	-0.0447538300934	108.347270583	0.295971616595	0.295456653004	0.0378931648776	0.315200856175	0.299385850227	0.123334961639	0.0503300986319	38.0652881284
PAX5	0.0677025556	4.4629486667	4.5306512222	0.227668014894	0.227449684341	0.0900681838548	0.490812607374	0.522594113557	0.158010497604	0.0087179009979	300.0	0.613678840781	0.633797914481	0.074320364599	0.611287957789	0.617124776359	0.0353690566848	-0.253492715586	267.744371804	0.550810489778	0.549054767181	0.0363395872855	0.54638420842	0.545795348115	0.0200946701107	-0.0251081595038	300.0	0.307180458813	0.30690692865	0.0281482546274	0.314688102518	0.308594644098	0.0938106848779	0.0139157124503	82.3571805235
RXRA	0.0741517989	6.7146771111	6.7888289101	0.199259099863	0.199446544812	0.0589063109211	0.385665296319	0.383021385256	0.104766136305	0.0844737391406	300.0	0.646176560427	0.658850809728	0.0267906757729	0.748692085947	0.752058645063	0.0503316850924	0.36876658297	300.0	0.594531114363	0.596212636618	0.0155196051593	0.598629577749	0.59995500411	0.0288480444778	0.0133795844506	300.0	0.304437151377	0.304146405391	0.0257382402862	0.30972817916	0.305969456227	0.0718400165185	0.00553676849387	83.5411426203
HINFP	0.0912427619	7.6395064444	7.7307492063	0.100945511317	0.0880184267259	0.0523452349726	0.266768344874	0.240814322891	0.0934536555288	0.167545020966	300.0	0.531257352268	0.537174148654	0.0370738809434	0.583391119469	0.603100751765	0.0846874144513	0.000551734176838	133.180944161	0.441454119958	0.431729279019	0.0740228785407	0.429452496935	0.426306684911	0.0356632888086	-0.100121914691	25.4927918867	0.306154978611	0.306103100088	0.0281162094082	0.317046822764	0.309506163281	0.096133103676	0.0596600434221	19.735377668
MYOG	0.0953743757	5.0492238889	5.1445982646	0.351825725867	0.359202316792	0.132724023504	0.167130047455	0.173673350826	0.0588957905406	-0.102734439652	300.0	0.586901205452	0.613698683894	0.0366472671466	0.707199374659	0.709847201205	0.0916679266636	0.101995025189	300.0	0.475069945382	0.471323834098	0.0217725531487	0.496725706459	0.480330795458	0.0570239633532	0.0602321641354	300.0	0.350444376322	0.349020741987	0.0443229457834	0.388164712717	0.354037231434	0.172523197059	0.0687081514308	153.727885934
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.0901919368888	0.0678586093531	0.0545667659153	0.244468268184	0.206311593733	0.101288228975	0.108611914701	300.0	0.587432980957	0.592311545379	0.0321908217347	0.630066902131	0.645333016561	0.0608401303608	0.0281027640866	300.0	0.535911390923	0.536738964803	0.0178447794315	0.540291992777	0.54028590069	0.0350861847361	0.0356843494294	300.0	0.330294089479	0.329659809013	0.0271665932265	0.335671964161	0.332149466091	0.0621877671147	0.00710697628506	25.6831475176
EBF1	0.114694918	3.7254591667	3.8401540847	0.163552669782	0.153492852808	0.0638888583748	0.351243636482	0.321186054646	0.111343333927	0.070972998961	300.0	0.64025103144	0.653983389419	0.0266940308526	0.743612747641	0.744961491553	0.0523972798157	0.374710177753	300.0	0.543952476115	0.540635422826	0.0308443543775	0.538950969002	0.537086942757	0.0175585867259	-0.0189651463119	300.0	0.305457041619	0.303106669759	0.0606907806984	0.30168556185	0.301586344871	0.0241244560019	-0.00177400642918	131.464534724
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.13386895799	0.133366842335	0.0456132957625	0.301342748764	0.300144674772	0.0841595703477	0.11682041471	300.0	0.605974179352	0.610919800579	0.0241972093002	0.649320918053	0.661689633709	0.0526828364688	0.195222033776	300.0	0.517841662693	0.520193509734	0.0213920276372	0.518202468407	0.523961348565	0.0486568082827	0.0926660357106	300.0	0.289082415449	0.286264680608	0.0682797675191	0.286629415285	0.285610054193	0.0341060563018	-0.00900927066722	10.5301922811
ESR1	0.1494903069	3.9774695556	4.1269598624	0.232093369853	0.226000360497	0.118352204924	0.118223662229	0.119582345613	0.0714134449276	-0.261386214892	300.0	0.658269873461	0.668842387692	0.0456070062598	0.651945753403	0.653728583404	0.0163699019176	-0.0404424498481	300.0	0.466113309948	0.467567223799	0.0109510493353	0.467117176573	0.471058139222	0.0223277696481	0.16081017172	300.0	0.334411047929	0.333889558805	0.0290815476298	0.336346619831	0.335111553526	0.0523358661786	0.00356800063504	35.6879121543
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.149349363679	0.148592834056	0.0612607175967	0.323618335853	0.313777312621	0.114953087048	0.0110393108372	300.0	0.634271943176	0.6506194289	0.0282852308839	0.736788145879	0.739164993814	0.06004195122	0.332605320213	300.0	0.49788731637	0.494473798065	0.0364735032966	0.491170885626	0.490757657596	0.0196805421895	-0.00487036007551	300.0	0.314153267089	0.31413432175	0.0227669540582	0.321911111014	0.317097588014	0.0803615359391	0.0215432156299	184.083119233
FOXC1	0.183250754	6.6542359444	6.8374866984	0.10692914091	0.0965356668243	0.0420033630684	0.233081932063	0.211423116043	0.077506965441	0.188680242642	300.0	0.588562650161	0.592625990842	0.0295958368909	0.633994935937	0.645708792914	0.0531697107555	0.043916437688	108.726151253	0.608302081416	0.609604334583	0.0248720027929	0.610446207756	0.614532116823	0.0480894191302	0.0302528054285	94.4996242252	0.235397808598	0.235958147549	0.0188242043871	0.239292072548	0.236682163499	0.066070836642	0.00327302653769	7.65174083597
NRF1	0.2133622169	6.468081	6.6814432169	0.162708112878	0.169711673847	0.0595817631937	0.352663892582	0.358789931388	0.105777691967	0.0887238022799	300.0	0.652096590843	0.666609422126	0.0542224785148	0.646021789341	0.652860181265	0.0292093777547	-0.226789126656	187.206298185	0.492303493146	0.493655993409	0.016417286388	0.493929034201	0.497918519493	0.0355680337112	0.148201217181	300.0	0.340217289955	0.339364221977	0.0348091207271	0.348546124074	0.345024705537	0.0706731169122	0.0772106120607	69.6639932795
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.189783107507	0.206436996493	0.0649462444273	0.417409023241	0.440004136805	0.114652178743	0.0872170963874	300.0	0.653847832948	0.665537480727	0.0259715874582	0.768001024002	0.766412459861	0.0457459890743	0.419680627892	300.0	0.551425583879	0.553180599277	0.0155960250561	0.557260315112	0.558469122704	0.0288621464543	0.0521893060324	300.0	0.320855688881	0.32049392711	0.0244117349866	0.326287399116	0.323643895871	0.067420207201	0.031755025775	106.200551273
LHX3	0.2294760397	5.8396682778	6.0691443175	0.158957875177	0.169237771335	0.0616459586543	0.339906464198	0.355276517762	0.105688560973	0.0847934672486	300.0	0.675587503439	0.683686894405	0.0178845169034	0.737142698014	0.740059122821	0.0384316028063	0.322779791493	300.0	0.461037024278	0.464257079122	0.0163066657504	0.461709313352	0.468402714692	0.0342229881289	0.138129648997	300.0	0.289465223904	0.290771243053	0.0335343735992	0.297108858402	0.292240526344	0.0785365581253	0.0335607973233	22.6323486622
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.173344396015	0.13496362286	0.0605875831334	0.318696305001	0.2546681006	0.106271825152	0.0026992706715	300.0	0.658126217431	0.670210655217	0.0494103921364	0.649276324102	0.655735481804	0.0272011304701	-0.176456330772	170.728476164	0.554863818201	0.556300624674	0.0140798472831	0.55775382156	0.561407855642	0.0265961458797	0.19895374698	300.0	0.259221258829	0.201661262441	0.173922911649	0.627529612124	0.627529612124	0.427268233296	0.35	0.26385544801
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.171404875139	0.185999255233	0.0745800815432	0.378539673328	0.388660790575	0.136049555323	0.0883929568575	300.0	0.644246775312	0.657708479708	0.0283963322728	0.706337561841	0.709175606814	0.0524869937306	0.109927536462	300.0	0.575465614719	0.57724922348	0.0184439939616	0.581558187906	0.58264683542	0.0350140174613	0.0995487436534	300.0	0.298793587654	0.298963985727	0.0291048781223	0.307297043225	0.30331197525	0.0726219101214	0.0474234841798	123.923980549
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.146172729052	0.137799333784	0.0649698761867	0.333439229299	0.31845359092	0.110307546483	0.114999819824	300.0	0.706259588323	0.711470968468	0.0436245054864	0.668744768499	0.678484336996	0.0215894875349	-0.000516648188193	300.0	0.479816928195	0.481455763792	0.0118040229793	0.481635987331	0.485959966544	0.0241649865078	0.155833404108	300.0	0.309820161887	0.311844866762	0.0270699330877	0.320861616403	0.317667655063	0.0697638571934	0.0832414682321	73.4409688237
FOXA2	0.2621107354	5.80296	6.0650707354	0.143521125632	0.139371666761	0.0594733548684	0.328029577298	0.320372957622	0.104127950731	0.0618476173462	300.0	0.653581924061	0.663681759868	0.049800347961	0.646281788471	0.651973539816	0.0249499604347	-0.188250034395	300.0	0.491100678807	0.492602471307	0.0111602124147	0.493042079686	0.497295661121	0.0260319432122	0.158994330965	300.0	0.338374296885	0.337168685021	0.0603482540504	0.337490985088	0.33619628646	0.0259293517879	-0.0014015420495	30.6275914853
HSF1	0.2691316561	6.99869	7.2678216561	0.157690094439	0.180349965294	0.0579827017011	0.35033066146	0.380939719716	0.103991531941	0.0943383812906	300.0	0.68805094026	0.69102488298	0.0543575659423	0.644821063268	0.659327485877	0.0281497498998	-0.109372075669	300.0	0.500215947559	0.500342516441	0.0193182572758	0.506341011748	0.505173811892	0.0368781682103	0.0349521475779	300.0	0.319964888302	0.320278625193	0.0244742915515	0.321746065457	0.320763308687	0.0693328037042	0.00553432446288	58.2067078679
E2F4	0.2733595026	8.0240553333	8.297414836	0.149415794919	0.128051273738	0.0578621340085	0.33100867387	0.294381827605	0.11072109452	0.0926183908567	300.0	0.608529630743	0.622164155834	0.0286354819044	0.71102435172	0.715783550487	0.0665957810666	0.234411112299	300.0	0.487294976071	0.481107987626	0.0429652704898	0.476905807471	0.474540087207	0.0218206892282	-0.0491493673224	300.0	0.336807445634	0.336452209748	0.0248535963309	0.34854684682	0.339515601274	0.0995096751016	0.0332785953155	228.470043204
ZNF143	0.2803748095	6.154257	6.4346318095	0.176178450502	0.152596218005	0.0612715515707	0.356896947448	0.310539836989	0.110317469711	0.126939535688	300.0	0.654491953294	0.666393858521	0.0268394058289	0.750767233256	0.753701950454	0.0489671622515	0.371676555214	300.0	0.579055629143	0.580786991662	0.016730634571	0.584948767763	0.586514719069	0.0317360052044	0.0748345397849	300.0	0.335568072115	0.335346209678	0.0265481516528	0.341565217974	0.338749410728	0.0673325485603	0.0402280506922	56.105536767
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.32688481286	0.29329280124	0.135599225226	0.168738779257	0.151548993273	0.0739739536648	-0.0365450510749	300.0	0.6738160774	0.682043523777	0.0191217108178	0.750344707737	0.754788772451	0.0412238159055	0.338695183077	300.0	0.47977543454	0.481639697985	0.0129844010082	0.482254111167	0.486415295949	0.027620116304	0.136724526483	300.0	0.373775718296	0.371624011072	0.0350843305683	0.378978000553	0.381381892469	0.0924645728575	0.0881266857354	254.894721332
FEV	0.287073381	6.4151153333	6.7021887143	0.13901348583	0.129824216851	0.0627115509749	0.332471770012	0.316252186297	0.118685605433	0.0199334300786	300.0	0.620227189893	0.637064452619	0.0686989521913	0.617768014877	0.621746881963	0.037924163764	-0.293327688985	230.812945847	0.469693512544	0.468425376082	0.0158586328054	0.477398184726	0.473102502268	0.0362417883762	0.139190336222	300.0	0.339692422108	0.339409190762	0.0276203434354	0.349401157398	0.343642847599	0.0820583820838	0.0437799043062	97.6957338362
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.195185491786	0.208218778239	0.0668951663875	0.435411050332	0.45301682916	0.119800675969	0.0915283973733	300.0	0.642337982768	0.656225178351	0.0261058994389	0.760608407911	0.763334460786	0.0530372765019	0.41382001738	300.0	0.489117578641	0.48897209763	0.0132725455181	0.495917913234	0.494003042706	0.0231248649694	0.0815814433021	300.0	0.299861728383	0.299383385536	0.0256889071076	0.312655040503	0.304434435102	0.0884247267968	0.0643717841297	300.0
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.101584645903	0.0967586876269	0.0492555714714	0.251628939643	0.242539902429	0.0886028954023	0.0236469767195	300.0	0.539949159801	0.545382712038	0.0261130418684	0.64885070793	0.659609971539	0.0530662623275	0.385839933769	300.0	0.53891393066	0.541817464493	0.0167013783753	0.539495309364	0.547496797182	0.0400402787725	0.137758239859	300.0	0.331309006674	0.330156454274	0.0313568081914	0.336009948978	0.335238273267	0.0587145746721	0.0505306337498	31.4201711879
ELF5	0.3373030741	3.2673951111	3.6046981852	0.147655823465	0.116024195927	0.0681368526479	0.336094992086	0.293622800863	0.127748372528	0.0162676179793	300.0	0.697583940865	0.699126970194	0.0536130658725	0.642524067121	0.656218264798	0.0309202640221	-0.0125101333528	300.0	0.54831360476	0.548352620235	0.0154088421421	0.555534350343	0.554332892133	0.0330401125258	0.171642194841	300.0	0.287834948103	0.287807725119	0.0255192550663	0.295228482018	0.291323936921	0.0736954963955	0.0195867610168	57.6355646044
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.340817980063	0.321619569278	0.132664756156	0.173830390795	0.165215389702	0.0723251262218	-0.108551680871	300.0	0.641750340387	0.656046784389	0.026043867929	0.765103034986	0.768496724588	0.0543582717185	0.41429347752	300.0	0.508729645757	0.507698691365	0.0148328953588	0.516068130007	0.513265575109	0.0278161461014	0.0811567303464	300.0	0.334972144735	0.334660853872	0.0277421708836	0.344553459543	0.338617591346	0.0827998497099	0.0242151366698	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.16228770643	0.14847811517	0.0665424149981	0.34525680918	0.318841071913	0.119210994968	0.0188917699395	300.0	0.616882649721	0.63175810283	0.0294628402749	0.699314612726	0.704283569236	0.0656078501897	0.123392607227	300.0	0.580333162066	0.577756399872	0.0229078523712	0.590456121961	0.58427752014	0.0427860553571	0.0100762920986	300.0	0.358689900445	0.358153444213	0.0260139158044	0.370841918405	0.362956197003	0.0883398846544	0.0493347215205	300.0
PAX4	0.3612699048	4.8246142222	5.185884127	0.39421679374	0.332803327014	0.189557198601	0.223168903685	0.188114192965	0.111255283572	-0.209194443355	300.0	0.664370371416	0.674897726616	0.0231903787454	0.727731210573	0.732374418386	0.0462278138429	0.206872646482	300.0	0.497938928607	0.498115965368	0.0138832589135	0.504194709224	0.503767431946	0.0279481615906	0.144676793218	300.0	0.273391976483	0.297719119537	0.161962998575	0.584684892103	0.584684892103	0.471237992657	0.35	0.265579988573
ESRRA	0.3644815	7.2754227222	7.6399042222	0.16295344371	0.132728016399	0.0632414937598	0.361546631399	0.310379450099	0.114125660689	0.106195157548	300.0	0.670333324489	0.668261799568	0.0542676296307	0.63969785965	0.653145154888	0.0308432836304	-0.274375856604	247.598077874	0.541667397124	0.543140703976	0.0138333682609	0.547566630676	0.549548607004	0.0262672957993	0.0894434539308	300.0	0.28291145434	0.282387655443	0.0256010914671	0.287704409102	0.284576252558	0.0653564496043	0.00995158055926	55.6226360367
T	0.3738660185	5.3688017222	5.7426677407	0.124206729072	0.112319263845	0.0466100730563	0.2935032415	0.269239901514	0.0872139300975	0.173541855115	300.0	0.530059668176	0.534217389731	0.0339537438232	0.62184158908	0.637778079654	0.0663177081733	0.270459917807	300.0	0.463098541226	0.464362319492	0.0212964110982	0.468558914108	0.469738197182	0.0395750163843	0.0243443121561	262.526348052	0.275911669356	0.275226630032	0.0235892609425	0.280456115873	0.277296416641	0.0617279076196	0.0164858988464	27.2003078246
EN1	0.419525881	5.5023358333	5.9218617143	0.130162073934	0.118540922695	0.0541875873898	0.313650495065	0.289679430572	0.0998661929943	0.132259373617	300.0	0.545066940056	0.549611938021	0.0346949897378	0.626023255102	0.643517344658	0.0640904780098	0.235685272181	300.0	0.641562845292	0.644466568215	0.0206372449774	0.650493517732	0.65279507536	0.0389778627326	0.120875450975	300.0	0.305377209525	0.304893202076	0.0265951452861	0.311001625225	0.308743335849	0.0652461310886	0.0389211496175	35.1877260607
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.259748666269	0.262050936395	0.100799132613	0.101770947023	0.104695564235	0.0572470640603	-0.0171842601642	300.0	0.520467529832	0.527129232319	0.0298340702569	0.635181591441	0.647739531609	0.0605252951061	0.374478522995	300.0	0.499510017743	0.501632771302	0.0157784022617	0.500578072149	0.507975250577	0.0385233458708	0.153514103145	300.0	0.28149769208	0.28180175928	0.0300917655798	0.287750009591	0.286750070655	0.0620182354758	0.0662076973136	43.4827530787
HLTF	0.4444497063	8.3729281667	8.817377873	0.18122475861	0.193612083958	0.0533981014699	0.365864715262	0.380260093372	0.0955907046994	0.0810749116056	300.0	0.637251554023	0.651438588831	0.0271355512559	0.740857503827	0.743009404538	0.0569406032551	0.3685643654	300.0	0.563232493693	0.562256950249	0.021230764462	0.571959388282	0.569495191811	0.0399068726097	0.027756834163	300.0	0.303797082677	0.303284494288	0.0244669444507	0.309551936616	0.306185347757	0.072096056839	0.0240226470676	114.670067171
MAX	0.460274119	6.1784626111	6.6387367302	0.169983147336	0.183375503041	0.0525609369004	0.332298762118	0.352699151919	0.0900684111242	0.121162761803	300.0	0.636615885049	0.642059156966	0.0249473637249	0.658944864657	0.670401237172	0.0497879704024	0.0105448112841	300.0	0.460771844382	0.462144804076	0.0120407599281	0.465474934076	0.468228698391	0.0227640643637	0.208237533546	300.0	0.309267231171	0.309554459024	0.0293863008022	0.318868137222	0.314640388828	0.0706745014828	0.0594882693998	52.7729525267
CDX2	0.4654728386	5.6034792778	6.0689521164	0.127159672486	0.110049369559	0.0531647902171	0.309538066169	0.277966140778	0.0922028795165	0.166146695124	300.0	0.658317235116	0.669155895589	0.0490090346809	0.657744005334	0.664297242469	0.0260187438201	-0.309976328757	74.1626129799	0.612247072808	0.615008133194	0.0188255907791	0.616620461335	0.623163185382	0.0380275735976	0.159888087933	300.0	0.304614032994	0.303454447559	0.040907867029	0.309261889148	0.307923027118	0.0646566135146	0.0242760208409	23.7836439594
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.11873793819	0.117794239487	0.0571867491431	0.256884159488	0.249381122914	0.0995341355615	0.0180342716907	300.0	0.661278971746	0.666558865386	0.0519244842295	0.651384814773	0.661014666383	0.0260535614288	-0.387409132216	62.8511203346	0.522890487379	0.524885764568	0.0166436626087	0.527362119356	0.532436411165	0.0361018426353	0.155635304277	300.0	0.303359160329	0.303471255879	0.0258460493876	0.308106876782	0.306691268642	0.0634492657324	0.0390857232284	59.6156943207
THAP1	0.5344718069	5.8000158333	6.3344876402	0.326794084194	0.301135208759	0.133326272642	0.154779319127	0.141931739908	0.072451841831	-0.125644881412	300.0	0.643815775163	0.656805192136	0.0293979618305	0.723363360982	0.722329610877	0.0517048463266	0.251166890665	300.0	0.486567328799	0.485840837694	0.0156402856705	0.495149833772	0.492899963614	0.0296126209719	0.135784230364	300.0	0.320431563233	0.320330309012	0.0233161052634	0.328100779335	0.325089821984	0.0628801844955	0.062909752364	300.0
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.176719896963	0.155902285623	0.0567934539077	0.351875956792	0.31333237893	0.104590153478	0.139362011665	300.0	0.6353434174	0.652202725064	0.0293379430386	0.699493503872	0.703635033936	0.0593857297276	0.0816831733902	300.0	0.46287689017	0.464277313278	0.019944666322	0.471535236112	0.471736133983	0.0390276775936	0.111958721835	300.0	0.304784402706	0.304767743478	0.0246711947134	0.312797317283	0.308135004537	0.0745432325829	0.0299389359426	57.3389860458
GFI1	0.6229520794	4.7750645556	5.3980166349	0.144199267484	0.121106315805	0.0651356688954	0.336082118595	0.28750159548	0.136087533403	0.0727676851306	300.0	0.65621330532	0.661946296393	0.0776111040628	0.622827847953	0.647301004862	0.0352980309245	-0.334835567696	63.4017821732	0.391924781937	0.392154045787	0.0132475973064	0.402098090725	0.39849131894	0.0348692068666	0.196279124885	300.0	0.342784454129	0.343099266181	0.0316653841245	0.359674435602	0.34901130252	0.105110284059	0.0921172999938	92.1600695265
GATA4	0.633933381	5.2971232222	5.9310566032	0.118112767131	0.105270178856	0.0546268322038	0.321929005911	0.307483477777	0.115016740495	0.0633177318404	300.0	0.635932239984	0.638489955249	0.0581428855158	0.61962206207	0.633468732987	0.0220365324219	-0.272935045947	230.513735138	0.371918809176	0.372987108769	0.0134016042335	0.391992372001	0.379090185917	0.0522027744317	0.237981217028	300.0	0.30364399775	0.303395131662	0.0238183158421	0.311676459275	0.308887214686	0.0613051609001	0.0577300647296	66.065595214
ZBTB33	0.648920373	7.0321475	7.681067873	0.212339856196	0.22311734564	0.056475790006	0.464073794514	0.46940915829	0.109159420639	0.169849542344	300.0	0.599562043053	0.611972396687	0.0294635778079	0.690518302502	0.695514756726	0.0692794743083	0.142502361892	300.0	0.633725417675	0.624366090724	0.0616996306573	0.616809136433	0.614022123939	0.0288652755506	-0.0125609753011	226.689726908	0.312250806749	0.311739695208	0.0302976683994	0.331432780706	0.315690089497	0.127613233205	0.0676656912723	107.211836527
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.13636922279	0.11791424868	0.0495761076937	0.379880588272	0.33995082766	0.108028648373	0.194531714963	300.0	0.588265866431	0.590923334424	0.0298260254721	0.623800475556	0.635441973837	0.0549063598057	0.0388253204078	300.0	0.550431654284	0.551654869512	0.0155777430444	0.567631561066	0.561382310594	0.0469500632808	0.278774149129	300.0	0.293205383722	0.292899308545	0.0247781202574	0.300510944154	0.299630915305	0.0466605835043	0.0963156676444	197.667818097
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.148052441851	0.141082066509	0.0622852552999	0.339471001945	0.326725131434	0.110492478829	0.0854568093309	300.0	0.656992963461	0.667792538577	0.0508891730539	0.644652754735	0.65008272905	0.0243259991772	-0.0875941230392	300.0	0.489136261027	0.490544770472	0.011581982952	0.495220363837	0.499353361956	0.0260004262944	0.233268241665	300.0	0.323156790758	0.324499360891	0.0251485330947	0.331190257633	0.330698750563	0.0653713510221	0.0935855778249	90.2500113726
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.129462909721	0.129346040383	0.0582990735629	0.308457170008	0.306241352239	0.101926616704	0.0518806474079	300.0	0.554778229549	0.561382796728	0.0278747569601	0.650481119691	0.662731375961	0.0591696119243	0.358763859119	300.0	0.561519201283	0.563669865254	0.0151135350258	0.567592810182	0.573976799177	0.0363489331418	0.201950920357	300.0	0.306177278651	0.306952068192	0.0247884811165	0.315130531349	0.311363288878	0.0696489507809	0.050743749571	37.7937278873
ELK1	0.7458734788	7.0989505	7.8448239788	0.158131117691	0.148954318317	0.0577525969663	0.369001669144	0.354202335152	0.10986286337	0.109985561226	300.0	0.610906822518	0.616215688019	0.0756797162102	0.583945148666	0.592952786105	0.0346460065573	-0.26505788782	166.411392613	0.539368065041	0.536410810266	0.0224802676532	0.56028258582	0.550931101007	0.0510799875111	0.128031883597	300.0	0.316293595088	0.315557574023	0.0323355275808	0.328916757094	0.319481922791	0.111895325228	0.0426657080809	88.9623618888
RFX2	0.7711111852	5.4421975556	6.2133087407	0.235374600787	0.226155112894	0.073860445371	0.460403592676	0.44375288706	0.137757842692	0.040406129555	300.0	0.634922818866	0.653605717785	0.0309149639433	0.738137953965	0.741872015849	0.0667615943552	0.308543073434	300.0	0.419745179568	0.418291428604	0.018033838417	0.429366817435	0.426195569986	0.036346130034	0.115957520331	300.0	0.306554207364	0.305910149003	0.0317665417504	0.323845034783	0.312023637811	0.111889871044	0.0708772777131	161.8187056
MAFF	0.8222550873	5.2145415	6.0367965873	0.193110451327	0.201968544769	0.0692049794872	0.418542872246	0.430883158733	0.119818838187	0.152295260451	300.0	0.670627100805	0.674087285819	0.0489853570653	0.646278753825	0.65785640947	0.0278003430458	-0.273090396604	134.355516542	0.476352636115	0.47771332469	0.0188818712771	0.489084236004	0.487192335688	0.0462607854901	0.188560980534	300.0	0.273301616775	0.273488555943	0.0216154489878	0.2801406885	0.278393574947	0.0604337742663	0.0576313226968	78.7519951421
