FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Centipede_95_H1hesc_protection_mean	Centipede_95_H1hesc_protection_median	Centipede_95_H1hesc_protection_std	Centipede_95_K562_protection_mean	Centipede_95_K562_protection_median	Centipede_95_K562_protection_std	Centipede_95_protection_ks_stat	Centipede_95_protection_ks_pvalue	Centipede_95_H1hesc_tc_mean	Centipede_95_H1hesc_tc_median	Centipede_95_H1hesc_tc_std	Centipede_95_K562_tc_mean	Centipede_95_K562_tc_median	Centipede_95_K562_tc_std	Centipede_95_tc_ks_stat	Centipede_95_tc_ks_pvalue	Centipede_95_H1hesc_fos_mean	Centipede_95_H1hesc_fos_median	Centipede_95_H1hesc_fos_std	Centipede_95_K562_fos_mean	Centipede_95_K562_fos_median	Centipede_95_K562_fos_std	Centipede_95_fos_ks_stat	Centipede_95_fos_ks_pvalue	Centipede_95_H1hesc_flr_mean	Centipede_95_H1hesc_flr_median	Centipede_95_H1hesc_flr_std	Centipede_95_K562_flr_mean	Centipede_95_K562_flr_median	Centipede_95_K562_flr_std	Centipede_95_flr_ks_stat	Centipede_95_flr_ks_pvalue
YY1	-0.2405441005	9.2155432222	8.9749991217	0.115003605032	0.0931419776395	0.0530646570763	0.0814927087484	0.0686093208127	0.0423155691987	-0.041057493134	-300.0	0.742114749049	0.746894167248	0.114449203206	0.599953000019	0.62510780733	0.0533050802744	-0.363592941459	-60.3925455657	0.539537028967	0.537609586776	0.0434790500342	0.540452962107	0.537803215758	0.0563726606474	0.0169034695407	-6.48054682681	0.342398885816	0.345356887068	0.0193995034647	0.345955520308	0.347165245257	0.0549245291172	0.00728428003259	-78.7367599381
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0642331479358	0.0559975236653	0.0273109021883	0.0918442929615	0.0791295627879	0.0420867014693	0.0737315201148	-300.0	0.708911610376	0.710382100805	0.101308572956	0.541270320503	0.542434075603	0.0497536493101	-0.324755435641	-300.0	0.57433988582	0.572298639617	0.0413499408471	0.575645968137	0.572346006188	0.0464670940512	0.0945402724077	-2.37211212877	0.329541108294	0.32775133535	0.0253158312734	0.333288770479	0.328967104209	0.0856589753018	0.0582275614881	-299.998843507
SRF	-0.2054848492	8.3513662778	8.1458814286	0.116489336014	0.100596233989	0.0565752568626	0.0696798248194	0.0620100197472	0.0308929024852	-0.163872978436	-300.0	0.763420777299	0.782522494843	0.141164672355	0.628452830733	0.68001570938	0.059326182865	-0.408965371767	-29.4185705056	0.52768216666	0.521200895747	0.0862967731912	0.53140561831	0.521720452567	0.0921923711066	0.0370128032822	-1.80874000763	0.316897908656	0.313828424881	0.0485616722116	0.312955350639	0.31216331417	0.0188369423459	-0.00452229121171	-97.8261291477
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0786977931281	0.071092373644	0.0379447701042	0.0314831895396	0.0258587542955	0.0225698690154	-0.220751820733	-300.0	0.602863487664	0.626720594982	0.0422608069476	0.63439461951	0.648698394594	0.0950532028445	0.22940413178	-1.9050682892	0.318426866765	0.308633682605	0.0683029794509	0.311955459713	0.308471500032	0.0360165540364	-0.030697384807	-3.34032038947	0.285471584163	0.282126468117	0.0630957604808	0.281578006721	0.281962004661	0.0164658191993	-0.0695484174285	-173.246779647
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0709647594276	0.0614637275288	0.0297778415439	0.0521244532907	0.044879224162	0.0263151566535	-0.0163787913808	-300.0	0.683116444614	0.701657246746	0.103009546925	0.602883869078	0.633014799457	0.0554855929244	-0.0448749440732	-19.7049992012	0.685716567055	0.67987634331	0.0585456186405	0.686067447191	0.680591037411	0.0701651157057	0.0427922616394	-2.95587920633	0.325179585057	0.325393186115	0.0171674657134	0.326654649915	0.326516932313	0.0450301364365	0.024185098228	-90.4989550474
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.070799666133	0.062485672241	0.0285002076997	0.0912828389507	0.0749786602037	0.0391528269548	0.0952997711618	-297.852159955	0.597351284641	0.627914000078	0.0578019437841	0.606933633767	0.6370702876	0.121099070768	0.0418103289728	-7.40461466947	0.668744255594	0.668372677387	0.0311529458751	0.671094813044	0.669429902697	0.0474776885783	0.0686386341609	-1.82667681847	0.305294134177	0.30495889574	0.0152676001153	0.309729843159	0.306720307727	0.0438074049885	0.0253152632922	-60.0190380828
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.220971781976	0.182191571744	0.0982570506255	0.150329649895	0.128026749809	0.0693630484564	-0.103127537185	-300.0	0.603608978079	0.663299340661	0.131012543077	0.547931327623	0.557092364384	0.0656239608301	-0.223144263194	-9.51056951596	0.660305641002	0.654649515595	0.0798209626736	0.656048903439	0.653609012231	0.0561372942499	-0.00781730105192	-3.1784958027	0.298234652282	0.296128949969	0.0370617609392	0.294783154244	0.295117595841	0.0144008701183	-0.00613813393166	-50.3957023278
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.0739961146819	0.0622848647153	0.0377150859972	0.0398979449094	0.0323424820778	0.0240986750109	-0.174042112409	-300.0	0.743886779877	0.755705879363	0.0752843665347	0.643183895565	0.652125598269	0.061823274867	-0.359942908233	-42.9235135643	0.513859845273	0.510597464905	0.0303108337939	0.514663146167	0.510984625502	0.0479758255211	0.0487479945504	-3.52412117191	0.263118318745	0.262609494232	0.0391139233278	0.261223498246	0.261858781833	0.01591502443	-0.000420928409298	-189.845815649
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.101757924645	0.0852975737614	0.0467980350452	0.0662518471545	0.0530010262504	0.0330776851968	-0.0992971556302	-300.0	0.697878608681	0.713815361856	0.10830982653	0.603323924617	0.63103445607	0.0581059361737	-0.110577002451	-38.8821714982	0.505717663021	0.501368783146	0.0473576669097	0.506625282222	0.502388370376	0.0606735176286	0.0351052349405	-5.90403857024	0.323257270739	0.319480697724	0.0444660559108	0.317223878423	0.316982855594	0.0144111452964	-0.0369467501818	-300.0
SOX10	-0.1468324868	5.24596	5.0991275132	0.138800870073	0.113932584395	0.0639412576703	0.0924390188687	0.0746554762238	0.0415713672643	-0.0766488750674	-300.0	0.574807361647	0.604448739537	0.0470010062068	0.662975646381	0.672893997565	0.116804302411	0.019514136736	-23.8098169129	0.311823858318	0.30600733135	0.0601782462352	0.312318416722	0.3065928055	0.0739596019999	0.0650296299753	-2.19709187293	0.338107924144	0.333523402824	0.054344257362	0.330982316407	0.330930260162	0.0187998642851	-0.0290295774938	-290.56765784
FOXP2	-0.1347974762	2.351259	2.2164615238	0.069197526571	0.0565262796394	0.0404754334465	0.0392626329476	0.0325653252987	0.0230236028831	-0.0994575104563	-300.0	0.619126730648	0.656609521142	0.118188417375	0.538078627412	0.561162223	0.0498538657947	-0.344045731046	-29.2604356296	0.59771753026	0.595791365811	0.0298039453467	0.60092834401	0.597150823257	0.0493981914546	0.0168582994208	-5.49457726472	0.325870963222	0.325489727406	0.0116135062592	0.326622650245	0.326215587909	0.0329479889515	0.0510017860117	-83.6218834346
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0859075607393	0.0724478207982	0.0435223505473	0.0456728749426	0.0370836366681	0.0309610865583	-0.177768127716	-300.0	0.62708817129	0.633635112206	0.0475967039273	0.655345979443	0.673399695417	0.0735985349866	0.127784896997	-3.55157403505	0.832595536523	0.830262463433	0.062875614961	0.83118898553	0.827962860595	0.0361004687011	-0.0779520858789	-6.63587740347	0.286336443616	0.285415130763	0.0142581457559	0.286617063713	0.286051064431	0.0390241635659	0.00953955980207	-109.788308867
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.0950100524462	0.087234789983	0.041472094483	0.0647981947143	0.0583640731008	0.0212469835268	-0.0513949130151	-300.0	0.743987286784	0.761020967299	0.0986071124295	0.629387527473	0.657003072738	0.061565855332	-0.34873742438	-39.0211525725	0.541904457886	0.533896746012	0.0843094107113	0.542276761014	0.536603416817	0.101452514619	0.0740549430569	-1.09274157379	0.261956378506	0.260121192264	0.040746336447	0.258316356665	0.25869712243	0.0160483963021	-0.0200187124963	-159.850797277
