FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	PWM_H1hesc_protection_mean	PWM_H1hesc_protection_median	PWM_H1hesc_protection_std	PWM_K562_protection_mean	PWM_K562_protection_median	PWM_K562_protection_std	PWM_protection_ks_stat	PWM_protection_ks_pvalue	PWM_H1hesc_tc_mean	PWM_H1hesc_tc_median	PWM_H1hesc_tc_std	PWM_K562_tc_mean	PWM_K562_tc_median	PWM_K562_tc_std	PWM_tc_ks_stat	PWM_tc_ks_pvalue	PWM_H1hesc_fos_mean	PWM_H1hesc_fos_median	PWM_H1hesc_fos_std	PWM_K562_fos_mean	PWM_K562_fos_median	PWM_K562_fos_std	PWM_fos_ks_stat	PWM_fos_ks_pvalue	PWM_H1hesc_flr_mean	PWM_H1hesc_flr_median	PWM_H1hesc_flr_std	PWM_K562_flr_mean	PWM_K562_flr_median	PWM_K562_flr_std	PWM_flr_ks_stat	PWM_flr_ks_pvalue
T	0.3738660185	5.3688017222	5.7426677407	0.0207207119498	0.0161974348508	0.0173431124206	0.0119615522853	0.00950815166693	0.0108126387929	-0.205537050291	300.0	0.493446456031	0.499022408975	0.025449431968	0.685584655445	0.698748364865	0.0599051939599	0.142363235033	300.0	0.419299494647	0.405787274267	0.029688724609	0.435676788521	0.431725044462	0.0792010329982	0.072446663238	119.994776668	0.515823279823	0.516489345336	0.0493254366157	0.519386623467	0.523755244314	0.0885943752782	0.0148236373967	1.52960085538
EN1	0.419525881	5.5023358333	5.9218617143	0.0691066639228	0.058115778251	0.0347203176294	0.0465470478263	0.0406610843982	0.0199456021521	-0.177177123	300.0	0.532181568489	0.539404274474	0.0250791334671	0.684682989951	0.699154482021	0.0612415771546	0.122899414502	300.0	0.384777754033	0.374401559548	0.0345621559845	0.415479759327	0.410594273597	0.0893727771594	0.131209576916	162.554869751	0.398378020119	0.396351250945	0.0586895134353	0.388917514087	0.394876784034	0.0517851819347	-0.0110758876317	1.42402986344
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.0164126508754	0.0131425081631	0.0139041308987	0.00875019851929	0.00742905229683	0.00762197857981	-0.13807692963	300.0	0.638717579567	0.646565666171	0.0195368139053	0.692414875882	0.702794167138	0.0470631183123	0.0164925713335	300.0	0.430291628947	0.427887947186	0.0289136617161	0.459341163093	0.457266334085	0.0640176512439	0.119122263794	137.474647576	0.641439262073	0.64388577576	0.0706544964331	0.662990723107	0.655529811655	0.0892590969845	0.117026578073	5.69880978847
HLTF	0.4444497063	8.3729281667	8.817377873	0.0882527896634	0.0737080377276	0.0454879222496	0.0574291253067	0.0480218979924	0.0273641571269	-0.250580679305	300.0	0.692356994689	0.704971679907	0.0229534193085	0.760420135611	0.765286594865	0.0477811549009	0.0426831241489	300.0	0.376254640472	0.35868859114	0.0288382595239	0.382103882761	0.371535957397	0.103676508213	0.00096758588318	212.057493076	0.69376403794	0.6935708508	0.050663730833	0.70181932499	0.703977996641	0.0575450428017	0.123765089723	17.9005268053
MAX	0.460274119	6.1784626111	6.6387367302	0.0236951650914	0.0188839360153	0.0143210821016	0.0134838424573	0.0112157575898	0.00852094392273	-0.11317633489	300.0	0.702726627829	0.713773243293	0.0471052508355	0.662030797363	0.671051370611	0.0192125718986	-0.0124289547217	300.0	0.361354570681	0.359183151614	0.0332821106357	0.394298888043	0.390034134424	0.0600102323103	0.146643685645	257.026913346	0.255645857611	0.255088455425	0.0171186322881	0.258492933024	0.258370373324	0.0342325880251	0.118878285636	27.2168627925
CDX2	0.4654728386	5.6034792778	6.0689521164	0.0199246089325	0.0153345650572	0.0150958326575	0.0103949633442	0.00796809675912	0.0093784076017	-0.110059094769	300.0	0.614560798204	0.62333724715	0.0200102785986	0.69594525968	0.707316030188	0.0489502666573	0.0875257103839	300.0	0.26012983027	0.254511875026	0.0389868297114	0.292497447237	0.289540730559	0.0693365182593	0.0926211785056	125.536703585	0.4357408753	0.432984028011	0.0803174342578	0.441784011941	0.436315036222	0.0966391315682	0.0297518159806	3.35486970269
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.0156688015527	0.01266859175	0.0123516889069	0.00824108575384	0.0064578803503	0.00679290387591	-0.212502351017	300.0	0.638089783873	0.6457302144	0.021087374154	0.695822590759	0.706922175928	0.0499487713094	0.0282918042446	300.0	0.394420994364	0.391501962601	0.0354007280113	0.432746470438	0.428833279244	0.0773327312861	0.115854348295	239.450851197	0.322913461963	0.325183925247	0.0497817836067	0.327769334441	0.329318471854	0.0580702400356	0.0275750932958	3.53742853419
THAP1	0.5344718069	5.8000158333	6.3344876402	0.00837101714581	0.00662051786121	0.00724218367598	0.00523333665473	0.00408712340219	0.00437177576367	-0.274109654777	300.0	0.734595744663	0.739602115378	0.0485574340537	0.694482023785	0.706053396447	0.0212676491298	-0.289492391184	300.0	0.458512892996	0.452380668993	0.0259445894306	0.481881096864	0.478335787764	0.0650083388769	0.0910886046073	300.0	0.167767885539	0.168028839541	0.016728422911	0.172752329434	0.170470249659	0.0498853957339	0.0910903968381	18.8789380242
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.0574539159185	0.0472719493578	0.0347672311263	0.033506847648	0.0272109969344	0.0187119723588	-0.17613066961	300.0	0.684681828145	0.698912549873	0.0581070521834	0.634790145103	0.639162868165	0.0246799107055	-0.0157237769318	300.0	0.402211390514	0.385432145505	0.0309872388166	0.414700765023	0.409978405216	0.0972517485627	0.0500929697095	193.93943219	0.229644020957	0.229818535273	0.0164217455454	0.236233489208	0.233706383414	0.0597555049158	0.16852095677	21.7586065499
GFI1	0.6229520794	4.7750645556	5.3980166349	0.0504641931407	0.0394809579556	0.0338082035884	0.0252495205133	0.0181501560147	0.0170610245574	-0.112594919879	300.0	0.534649398027	0.544437753088	0.0307934026805	0.671598088957	0.698069634837	0.0882536669025	0.0852408314113	300.0	0.485074231347	0.480743002574	0.0937293189662	0.475888491441	0.459431917655	0.0346362196964	-0.0109622840356	105.810533578	0.561091597014	0.5670187122	0.0605322815781	0.571880882649	0.577396902258	0.0755404890475	0.0725541244176	3.90879579992
GATA4	0.633933381	5.2971232222	5.9310566032	0.0226355521104	0.0189095252834	0.0165148336854	0.00857113475611	0.00610413781142	0.00803379137894	-0.0518021318582	300.0	0.667347218468	0.679110458002	0.0636065949817	0.662788244001	0.669866474923	0.0153712713064	-0.275900504301	300.0	0.455672512845	0.453013842484	0.0587920914141	0.443640534622	0.436477223308	0.0278767178032	-0.0285091033733	100.605993956	0.489243417048	0.489650978061	0.0621886424755	0.495416394884	0.496206590139	0.0750677912658	0.106946182728	4.25325753232
ZBTB33	0.648920373	7.0321475	7.681067873	0.0359070660144	0.0309000206069	0.0195964296009	0.0251104595596	0.0220910974847	0.0119421178112	-0.250536576154	300.0	0.607011560784	0.638935758512	0.113701819167	0.480032052541	0.487418049506	0.0458375806269	-0.114957909306	300.0	0.535598369623	0.524635363576	0.109254477542	0.529600006714	0.514378173506	0.0334544026464	-0.0535574288486	108.134372032	0.682449753441	0.697121950526	0.0560532505356	0.708098667101	0.708842628339	0.0976492716944	0.052576489533	1.98838813127
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.0994214637064	0.0830108585799	0.0521061981623	0.0515963817939	0.0423549388143	0.0235369883678	-0.0481116685864	300.0	0.501665856525	0.512068990364	0.0222714537691	0.656814429783	0.667533533728	0.0735133879955	0.126589245651	300.0	0.354070950275	0.344962025455	0.031971329588	0.375780375184	0.372568545349	0.0804961357846	0.0338016643376	199.459366034	0.563176383259	0.559917020562	0.0381009398177	0.57431264064	0.575654152917	0.080612697143	0.224306725278	13.40715189
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.0246431193742	0.0195780800581	0.0150202260145	0.013766333126	0.0112464385868	0.00787950743559	-0.0912350998605	300.0	0.697411052709	0.707367077583	0.0445602326926	0.661790736623	0.669160425318	0.0182119163261	-0.0421236375983	300.0	0.520443426471	0.518061684831	0.0276884611922	0.541570169057	0.53847928363	0.0538185305901	0.0535331584253	190.603430692	0.235395244766	0.237944514958	0.022317019441	0.243305880515	0.242132518916	0.0589306284796	0.148051738366	20.2480254754
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.0411413501062	0.0316693964451	0.0264206085676	0.0213876243333	0.0171854020191	0.0138925146131	-0.0857528110163	300.0	0.638462906461	0.646252378525	0.0194843644138	0.700149221627	0.710340034087	0.0462969752184	0.0580507648706	300.0	0.519869756192	0.517793734433	0.0284010707689	0.540541685705	0.537483065055	0.0552658206833	0.0267926356589	107.91188356	0.573059460139	0.572405236275	0.0680049625873	0.58255961344	0.583386991831	0.0758696469195	0.0874925550923	5.82272133793
ELK1	0.7458734788	7.0989505	7.8448239788	0.0572478721904	0.0489881421424	0.0280152837091	0.0372792472316	0.0316866275493	0.0164222199782	-0.198586942177	300.0	0.613196656808	0.647118106725	0.106213329332	0.509540239409	0.521360443317	0.0465352635051	-0.157478259111	300.0	0.473037418963	0.456800154793	0.0386219313785	0.489443755481	0.483717220417	0.110601505848	0.0171233026184	253.389272717	0.471572578127	0.471341071447	0.0638995678899	0.472462966292	0.47788429789	0.0714313704999	0.0827935222672	2.90227957042
RFX2	0.7711111852	5.4421975556	6.2133087407	0.0550263452305	0.0480202012362	0.0288732128431	0.0329931529883	0.0286098274894	0.0168178424687	-0.21068256306	300.0	0.720489236814	0.72955579051	0.0698375152571	0.680963372244	0.703858054132	0.0311394608545	-0.480930135635	300.0	0.406742721171	0.386525389377	0.0360374067106	0.414930936004	0.409139360238	0.105473726614	0.0107823888322	271.049151268	0.0974955994464	0.0981986358552	0.015694814725	0.105972236423	0.0998546955419	0.0703180908876	0.0327838827839	3.2262138545
MAFF	0.8222550873	5.2145415	6.0367965873	0.0185672778175	0.014872052862	0.0134788411901	0.00816859324828	0.00653332082581	0.00735441721774	-0.0195296400335	300.0	0.613093108231	0.62145522984	0.0187270391175	0.678069030775	0.689005288709	0.0601989540669	0.00665574109366	300.0	0.361573354613	0.353853457638	0.0282532355212	0.381398723217	0.377193031611	0.0631097705692	0.055118426459	223.878679412	0.723236128855	0.726105279017	0.0480572202651	0.736614465028	0.738012636935	0.0636202350028	0.111156091132	7.81400350803
SP2	0.8391561746	5.1814583333	6.0206145079	0.00788468990626	0.00675478662484	0.00688613629663	0.00424977114142	0.00366499279105	0.00428979759119	-0.189477861578	300.0	0.732678994051	0.740778938226	0.0433747865514	0.709984506903	0.722156584299	0.0169626752017	-0.474712325042	300.0	0.434290789489	0.432265996617	0.0265218770102	0.455433799767	0.453546401789	0.054073221038	0.041503319521	300.0	0.582396591827	0.58336627271	0.0468400211149	0.601197035915	0.597399302742	0.0519700800441	0.302256913275	71.0090344888
NHLH1	0.851428791	3.9965029444	4.8479317354	0.115206525128	0.0858020763912	0.0743758155849	0.0618543804024	0.0416408058188	0.0410312118004	-0.11546118107	300.0	0.551251412173	0.558858588007	0.0325593953222	0.668075736662	0.691398388485	0.0742040169649	0.068005952582	300.0	0.407230186606	0.400997543655	0.105752001586	0.401673289512	0.382853277216	0.0370286189479	-0.0262871444462	90.7890796031	0.333917300404	0.331272568807	0.0469608655934	0.342991798345	0.338065224713	0.0774649611678	0.041693785836	4.02156066441
ZFX	0.8619202963	6.8428931111	7.7048134074	0.0266709858918	0.0234526965599	0.0130136748115	0.0182783851466	0.0163150958489	0.00783624553342	-0.199922046052	300.0	0.643475606774	0.679875156214	0.0932619838156	0.552142197496	0.566157897876	0.0428227658662	-0.0630890468485	300.0	0.426127502083	0.40094715963	0.124098439483	0.40689908837	0.395523426241	0.0337356642221	-0.0664935269793	300.0	0.174317380067	0.174716829367	0.0172198808671	0.180205246863	0.177934336562	0.0379319840386	0.101881101492	44.2177443827
ELK4	0.8926702302	6.6488153889	7.541485619	0.0523570680917	0.0454654160514	0.0236877300806	0.0355119545905	0.0305682838866	0.0132584287958	-0.155298853763	300.0	0.654139785782	0.688176816596	0.0898965868347	0.567498867931	0.580885787166	0.0398506053119	-0.0514298867203	300.0	0.452060419696	0.437245058809	0.0354614586974	0.465137295546	0.459152369345	0.0983605759601	0.00337629696661	300.0	0.408049741074	0.405601363579	0.052002991437	0.415983932891	0.416626852558	0.0665093776599	0.120062018418	8.79598627543
CEBPB	0.9303690952	6.3966905556	7.3270596508	0.0196817402978	0.014766062994	0.0166305466198	0.00966752919559	0.00607342975932	0.00900601056482	-0.0853289527941	300.0	0.695052484319	0.706403224356	0.054593330691	0.654088237279	0.660074378885	0.0217355493146	-0.0259178560381	300.0	0.384799177901	0.378193304323	0.0320164541749	0.408948996023	0.405707447566	0.0674490845547	0.0696089592924	157.942401485	0.522399426872	0.524282721433	0.0634139620898	0.53476800385	0.535867098204	0.0643592185229	0.19963474026	9.03355338852
NFE2L2	0.9733192196	7.5595246111	8.5328438307	0.067085301113	0.0568012500733	0.0336043349504	0.037791346801	0.0315782784613	0.0160116527511	-0.0479840553671	300.0	0.498700540654	0.509133626207	0.0239634984907	0.653916992185	0.664752864253	0.0743361701489	0.133523193628	300.0	0.354529823351	0.345720004901	0.0284888098339	0.37051932344	0.36698585869	0.0704773622174	0.0189995226825	239.270447541	0.552384889025	0.550070377022	0.0581673701214	0.56803795455	0.562718356944	0.0619668579884	0.18419026508	13.248359077
BCL6	0.9825444233	5.507985	6.4905294233	0.0208526293244	0.0170542393934	0.0131798788758	0.0125913787448	0.0101747348422	0.00737471513177	-0.0995600379681	300.0	0.574323453578	0.57988297705	0.02270452121	0.68746809481	0.700956605308	0.057778897306	0.116264528928	300.0	0.465138513901	0.462450021283	0.0278751086774	0.493252128047	0.490064916991	0.0612998585457	0.112416742274	300.0	0.524323220571	0.52919996435	0.0629293411441	0.539844124447	0.542174623941	0.0675896624374	0.0954366882249	9.96451659489
NFIL3	0.9992733968	5.4661834444	6.4654568413	0.0503179421778	0.0388739803967	0.0327160616211	0.0260204159874	0.0210767709926	0.0171079637295	-0.0283355839979	300.0	0.699520044025	0.714255146666	0.0548580305139	0.657742669913	0.667433235739	0.0225960769729	-0.00453221862249	300.0	0.39374833931	0.38253881622	0.0462228830543	0.422917171788	0.416192518239	0.0850298124583	0.0652915469155	59.2501875264	0.562594375978	0.565924867306	0.0781732519008	0.573970747011	0.583878105641	0.0798713856813	0.184331107529	5.39731867553
PRDM1	1.0049048201	3.7260415556	4.7309463757	0.104430740172	0.0938511829368	0.0523718794183	0.0624551222783	0.0563548066687	0.0302437786001	-0.20402768515	300.0	0.673668186336	0.700711725744	0.0783983379027	0.663882200933	0.674528040295	0.0349210842019	-0.303822457004	300.0	0.431093442635	0.420772100048	0.117729177223	0.428353578891	0.402235023654	0.039986661966	-0.0268140070161	114.1940044	0.127445598468	0.120654082126	0.0960316106759	0.120874548528	0.120338653648	0.0111767766524	-0.0470172684458	0.243433248134
NFKB1	1.0533231296	5.5893885	6.6427116296	0.0358947171162	0.0312944573506	0.01470138471	0.0258794651201	0.0230828421115	0.0085304649334	-0.134962125474	300.0	0.703944774407	0.715476631598	0.0503917822683	0.67868729556	0.685301678518	0.0233680658452	-0.0889636468015	300.0	0.570405543193	0.567381234014	0.070266504553	0.557838212913	0.551597561543	0.0245879656808	-0.018415385982	192.858752448	0.127350951874	0.126682505176	0.0156874545896	0.132270405385	0.130113908238	0.0507887871867	0.109408048832	10.8702478047
TBP	1.083032377	7.1221270833	8.2051594603	0.0142315233205	0.0113237321915	0.00962231540022	0.0260082742449	0.0211515729523	0.0160952283002	0.0125873011983	300.0	0.698660259127	0.713217513107	0.056539209291	0.668329247751	0.677270519833	0.0234679687656	-0.0607485222994	300.0	0.496381806862	0.491219016512	0.0787493584844	0.487459737027	0.473321756924	0.0304328930374	-0.00444832777746	69.7173029536	0.64790489563	0.646070962343	0.0602659670506	0.661979424437	0.663979479669	0.0719200698768	0.223594988023	8.86782285756
BRCA1	1.189527918	6.5185210556	7.7080489735	0.0398059650433	0.032790970729	0.0274762004809	0.0246823475833	0.0208603606165	0.0158752974015	-0.336521796317	300.0	0.706159235033	0.715050672261	0.0195293793133	0.7642798406	0.76793455723	0.0421558073742	0.0947369986111	300.0	0.470907286336	0.462864762296	0.0256783863548	0.482968297931	0.479569145093	0.0722871533736	0.0215563882998	101.527162922	0.388506762065	0.385753601944	0.0350206141897	0.389935460243	0.394112373796	0.0492616364404	0.107200365206	6.1071223423
ESR2	1.2062266508	2.7405983333	3.9468249841	0.02181151735	0.0187081021796	0.0126139767664	0.0125276273459	0.0105699288531	0.00720175390594	-0.13143600012	300.0	0.694206375813	0.706132292234	0.0502454294454	0.67476586776	0.678556758274	0.0223105423172	-0.176086348382	300.0	0.387114757457	0.374781598547	0.031528953753	0.400791405924	0.396222017351	0.0882755517345	0.0254836777294	268.831137607	0.510403087463	0.504860639153	0.047030375043	0.516329792044	0.518337287856	0.0477123030558	0.258117808118	37.5646002692
RREB1	1.2581391138	7.0157968333	8.2739359471	0.120812450359	0.100063188676	0.0635396380359	0.0726232286211	0.0598790571204	0.0351542323606	-0.175217126233	300.0	0.570637882654	0.575125613302	0.0245010523001	0.691659324875	0.704009451834	0.0548249437537	0.144634297214	300.0	0.518309044848	0.509250363759	0.0328700925436	0.536647844206	0.532938107645	0.0840279646174	0.0250347449313	111.627857335	0.493297890676	0.493794433283	0.0772289399524	0.518667430575	0.512248729813	0.0822404205638	0.235292372602	11.1621513312
RELA	1.3267648505	7.24568025	8.5724451005	0.064339556837	0.0562230262756	0.0251739185941	0.0460957540993	0.0412302681512	0.0144468311936	-0.12262922618	300.0	0.705900003882	0.717680270168	0.050405484612	0.677007720814	0.683751270121	0.0233411395347	-0.0516239355794	300.0	0.620564336949	0.617252693463	0.0806446526829	0.613650958068	0.60373319895	0.0275119514018	-0.0622755404578	108.959079423	0.420344130766	0.423240265953	0.0395558259629	0.436308899069	0.435605667212	0.0498783747349	0.174391271594	12.7629953553
JUN	1.4216276481	5.9365860556	7.3582137037	0.0591570212392	0.0485230382903	0.0349273104655	0.0300480205696	0.0248523551941	0.0184428039059	-0.0956775739897	300.0	0.687644186506	0.707074786974	0.068366362487	0.65125264571	0.660901724797	0.0264778560231	-0.0489331283668	300.0	0.415143474122	0.401161130937	0.118457682095	0.410742130017	0.384649182373	0.0431416162901	-0.0386562952163	122.699551333	0.542171374892	0.542643784385	0.0474742070281	0.562508628999	0.561213097504	0.0711375241783	0.353209919972	29.0459637598
IRF1	1.4436679894	5.100647	6.5443149894	0.00898740786498	0.00784497811241	0.0069885400731	0.00544799636868	0.00465505263813	0.0042696647357	-0.200069756404	300.0	0.727644489464	0.735500574867	0.0431419574635	0.711678556904	0.723218998054	0.0167430412375	-0.451739484756	300.0	0.454730116571	0.451707494289	0.0542119421849	0.437548775967	0.434891733659	0.0294834698633	-0.0187348972639	300.0	0.422676625948	0.326221715317	0.293843020984	0.562511899089	0.644774707687	0.352336965383	0.12158645838	9.12463036728
REL	1.4884503201	4.7665549444	6.2550052646	0.0359462363897	0.0313805619644	0.0150623645397	0.0256266841196	0.0228752493128	0.0086679924355	-0.110390170393	300.0	0.705909846862	0.718055305606	0.0512848527136	0.675448861809	0.682478952462	0.0237963851466	-0.036310902663	300.0	0.582436704112	0.5778637565	0.0826386690463	0.581190495973	0.569454117386	0.0258386599176	-0.0940583702833	83.2376486036	0.328459606732	0.32937270371	0.101240440084	0.326359845242	0.325073556575	0.0560826401937	-0.0285430726479	1.17230569348
SOX5	1.4915345926	3.8766035556	5.3681381481	0.0343584901708	0.0253143121866	0.0289151310684	0.0164333577102	0.0111941472745	0.0164679758076	-0.152785688149	300.0	0.542708634101	0.551186970411	0.0202920750103	0.701700976472	0.712213624752	0.0505444694959	0.185904507968	300.0	0.350352771056	0.348142594883	0.0348844979604	0.383731350964	0.380762894857	0.071486504825	0.106126270733	116.863753538	0.279531219398	0.282123569332	0.0426088430604	0.300883332413	0.295601845686	0.078902091459	0.235987114588	11.9944052814
E2F6	1.5822735344	5.2749288889	6.8572024233	0.0114150302626	0.00957185117302	0.00841600759454	0.00753251348146	0.00644010443347	0.00485281891327	-0.244954193392	300.0	0.671312388067	0.696703345291	0.0741485031779	0.652873507226	0.661310865653	0.033712014262	-0.283845390942	300.0	0.480009213809	0.474074576312	0.0819964566497	0.478350629875	0.470419214256	0.0273190222135	-0.104442524515	293.895236226	0.204023989126	0.203195939065	0.0168980254373	0.211757836207	0.210151850916	0.0331074371466	0.366073968706	116.869032016
TP63	1.6135303228	2.9397125556	4.5532428783	0.0216912485239	0.0180989232701	0.0136265078109	0.0130704248728	0.0105425428726	0.00743705306002	-0.0791930064345	300.0	0.677494529402	0.701704860248	0.0732370184565	0.671661706276	0.67943816462	0.0299666919166	-0.246940255847	300.0	0.395769938974	0.385160803672	0.109851827199	0.392356751991	0.370425536976	0.0383708742789	-0.0496794521348	143.12940389	0.14820635917	0.148468454375	0.0172803830859	0.157543808355	0.154717461424	0.0468882043568	0.337292984041	46.302001378
NR4A2	1.9498718704	3.9887769444	5.9386488148	0.0340990409687	0.0289192531913	0.0202530553135	0.0231153879143	0.0200570996869	0.0118657761365	-0.205691501808	300.0	0.678666628125	0.706347063359	0.0772201175803	0.658481338355	0.669269630838	0.033391397365	-0.176563067257	300.0	0.565924557536	0.547373616764	0.0920348631678	0.54483599199	0.540048450437	0.0250117621864	-0.0936590511463	287.421415679	0.24412874315	0.243393695304	0.025273262248	0.254797206665	0.253430709586	0.038151200479	0.487108718368	262.145351958
PAX6	1.9628858042	3.2277611111	5.1906469153	0.0508759489893	0.0409509465831	0.0317412612034	0.0263985132547	0.0202661082777	0.0157254996669	-0.0542473508356	300.0	0.603912220196	0.612090679334	0.0210133913151	0.707449060789	0.719476906122	0.0511102907041	0.167103948446	300.0	0.380712426931	0.376933476464	0.0373329589276	0.408124485107	0.403059248333	0.0776164956268	0.0370774554166	71.8384881102	0.596546769956	0.593554051301	0.0598593274176	0.61512809156	0.621726803218	0.0855761673915	0.319886363636	9.90519358177
KLF1	1.9930731429	5.8667564444	7.8598295873	0.0266869404004	0.022217928619	0.0155722367435	0.0146021353821	0.0119594093798	0.00856849917128	-0.0707141554612	300.0	0.539516867691	0.544317919068	0.0260997036683	0.693317312198	0.706795023091	0.0592516399954	0.184277815113	300.0	0.404510157245	0.389641991514	0.0344793473113	0.42057210342	0.415216836746	0.0915924793016	0.034380855809	249.635098003	0.623584455841	0.623414450405	0.0659996894016	0.651298216838	0.653931634076	0.0674446814787	0.411072021504	65.4204279271
NR3C1	2.2382088161	5.5904311944	7.8286400106	0.0264806875067	0.0211548574305	0.0160575188948	0.0152982319491	0.0120326379933	0.00886328283815	-0.047308306595	300.0	0.481117094678	0.486786383588	0.0234565470734	0.694929119603	0.706125020247	0.0574103113314	0.220118290801	300.0	0.342289871156	0.334346656413	0.0299203329246	0.360556665445	0.356916437205	0.0741688791723	0.0334745006236	198.693095165	0.183463210984	0.179875661907	0.0503750826486	0.191165373544	0.187669019883	0.0571533622723	0.3471290211	34.4431351971
ELF1	2.2454946138	6.3416162222	8.587110836	0.00936172834113	0.00760938874999	0.00812784301247	0.00554388129794	0.0043274500123	0.00468424604963	-0.0996861690004	300.0	0.596368963709	0.607655053316	0.0348349648293	0.675072372103	0.703137732523	0.0807686665951	0.0277598129522	300.0	0.413786072335	0.408532804875	0.0814620334855	0.400788913718	0.390070815569	0.0323006222826	-0.0285350650489	300.0	0.124281587783	0.123051120295	0.0185168972497	0.131923170232	0.129056791932	0.0509845458928	0.308995056219	39.4281143398
MYC	2.4499387804	7.7905577222	10.2404965026	0.0507366508966	0.0380630763283	0.0334938036476	0.0265954642974	0.018616691808	0.0178509197755	-0.0620282901507	300.0	0.546283793089	0.551692191548	0.0284795399599	0.687468884568	0.704108593109	0.0624323937194	0.183162297025	300.0	0.460612740449	0.45343328148	0.110271146262	0.459034744885	0.440255165545	0.0396090108641	-0.0612964295533	84.351008004	0.384523960453	0.384898795479	0.0498530123452	0.405372873682	0.40511661134	0.0551051972039	0.330491701886	39.7205605481
NFATC2	2.5463260212	4.9454028889	7.4917289101	0.0640886760617	0.055144600109	0.0294246278238	0.0472158309606	0.0425867250402	0.016829992063	-0.159561701828	300.0	0.606730047816	0.612415207289	0.020104208827	0.701726508309	0.712836425788	0.0517924607321	0.174422359733	300.0	0.558175728929	0.554909256972	0.0532606464348	0.554571272447	0.55268174538	0.0211313876785	-0.228264435319	11.6782837778	0.69258936552	0.708890841909	0.0627293952172	0.741561674047	0.748030012328	0.103028005425	0.306155081776	21.2767369314
SPI1	2.5603795503	4.6750755556	7.2354551058	0.0113145278077	0.00979652297139	0.00699462350356	0.00744516255795	0.00655799999483	0.00399473126442	-0.209246650296	300.0	0.69262571084	0.703052356526	0.0843728659751	0.66276196479	0.695346596057	0.0362267798308	-0.536694339486	300.0	0.516011261828	0.510783687206	0.026692149548	0.560195200828	0.541475200872	0.0916067205241	0.0235514340412	300.0	0.507086474168	0.508281030636	0.0345483188664	0.534849373476	0.535237970334	0.0380426395916	0.624015760247	300.0
ZEB1	2.6104677077	2.5856321389	5.1960998466	0.044845702181	0.0383445610873	0.0234256343741	0.0248204770722	0.0204271928632	0.0116308026371	-0.00142710269985	300.0	0.495622601426	0.505751126356	0.0247043247434	0.663741025844	0.676314854095	0.0761700365099	0.203578677995	300.0	0.372565925076	0.36793432707	0.0804522413092	0.367840459624	0.357516374074	0.0329028927046	-0.0894536488428	157.278596261	0.611724913021	0.614574467713	0.06363133998	0.645478868428	0.645066457212	0.067258766143	0.320626435416	34.1424509332
KLF5	2.723998164	4.5370098889	7.2610080529	0.0118967478644	0.010394897296	0.00689134989804	0.00803408799627	0.00715444801434	0.00390647533836	-0.184871882977	300.0	0.652592566235	0.689174073728	0.0940520550046	0.636842610513	0.649281819861	0.0400785130116	-0.232927730068	300.0	0.517075266375	0.511103198565	0.0283235803695	0.56800863895	0.546508267874	0.0968221648507	0.0365872849074	300.0	0.25578989371	0.254732590792	0.0241217737247	0.26977955151	0.268849145098	0.0347793873571	0.625679854688	300.0
RUNX1	2.9305984259	4.7534962778	7.6840947037	0.0228723557677	0.0189665625409	0.0123362096292	0.0137080294769	0.0114171917341	0.00674923211094	-0.0342688447396	300.0	0.715003111533	0.72612479598	0.046499504592	0.698429691821	0.705447241229	0.0174276586585	-0.0726242981592	300.0	0.418938922517	0.415140550601	0.0634664121298	0.416207044567	0.408857892986	0.0247753148835	-0.11330634299	116.703102174	0.132015779183	0.132016077241	0.0160619964013	0.14168546221	0.140630871562	0.0475616415405	0.35753283776	53.0633179953
MEIS1	3.0498200265	2.8871627778	5.9369828042	0.0839906984698	0.0732823490778	0.0316792414834	0.0576724679676	0.0509528873046	0.0175612769666	-0.023889725033	300.0	0.708646309499	0.720899063593	0.0507224639592	0.679881357756	0.683684067611	0.0226914571421	-0.0205380763304	300.0	0.447277785542	0.439336435805	0.0923408868273	0.443956869672	0.435196981993	0.0304041328894	-0.113610919301	162.242037613	0.282958781792	0.28273308139	0.0136521334084	0.299770846913	0.299456910627	0.0339518404983	0.692507263023	290.757498404
GATA2	3.251334172	4.9865788333	8.2379130053	0.0083979040902	0.00658610641576	0.00612477407335	0.0202130219685	0.0170699156078	0.0134344977671	0.081347758929	300.0	0.647126614922	0.654123038279	0.015198417186	0.68330585849	0.695161472816	0.0648982097444	0.00134288780032	300.0	0.44854889541	0.443188627333	0.0604251573467	0.444975288966	0.441862113902	0.0273750474663	-0.18608139137	24.8922183746	0.436532605949	0.436453936006	0.0612423538042	0.464220900169	0.462675738664	0.0686998590142	0.468343314175	26.4673833771
