FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Neph_H1hesc_protection_mean	Neph_H1hesc_protection_median	Neph_H1hesc_protection_std	Neph_K562_protection_mean	Neph_K562_protection_median	Neph_K562_protection_std	Neph_protection_ks_stat	Neph_protection_ks_pvalue	Neph_H1hesc_tc_mean	Neph_H1hesc_tc_median	Neph_H1hesc_tc_std	Neph_K562_tc_mean	Neph_K562_tc_median	Neph_K562_tc_std	Neph_tc_ks_stat	Neph_tc_ks_pvalue	Neph_H1hesc_fos_mean	Neph_H1hesc_fos_median	Neph_H1hesc_fos_std	Neph_K562_fos_mean	Neph_K562_fos_median	Neph_K562_fos_std	Neph_fos_ks_stat	Neph_fos_ks_pvalue	Neph_H1hesc_flr_mean	Neph_H1hesc_flr_median	Neph_H1hesc_flr_std	Neph_K562_flr_mean	Neph_K562_flr_median	Neph_K562_flr_std	Neph_flr_ks_stat	Neph_flr_ks_pvalue
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0353356408901	0.0236122642753	0.0369970346557	0.0197749375458	0.0131463514366	0.0210202363969	-0.0409950194326	-19.6703199431	0.58403353319	0.587012907124	0.0410038124389	0.604923140221	0.627698066439	0.0783990477137	0.0837390539884	-300.0	0.47699027118	0.473614733157	0.0387885818505	0.474440180344	0.472346560157	0.0161620082136	-0.000850781352424	-300.0	0.335931702282	0.334875987277	0.0167811388283	0.339411178257	0.335571742278	0.0639224221315	0.0767050929483	-50.8608681178
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0191424709763	0.01209328712	0.0210082205661	0.0310784894127	0.0206780462252	0.0314832633817	0.0116377689712	-38.3624654527	0.766972864184	0.772333957797	0.0630489105299	0.633729398772	0.650815985151	0.028394443321	-0.403192688739	-300.0	0.497027590524	0.494237518778	0.0188049621702	0.501345080293	0.494474376544	0.0376386862682	0.14857242487	-300.0	0.339829058907	0.338686641708	0.0206461839697	0.341715024922	0.339580103521	0.058346935254	0.0798371753488	-300.0
CTCF	-0.3682107037	8.924475	8.5562642963	0.0181683733856	0.0119321034676	0.0195783126077	0.0300859645465	0.0205684101193	0.0319063764	0.0197438990783	-29.6719719044	0.742264345846	0.74632632273	0.0533136012928	0.650048207624	0.664261010052	0.026136289404	-0.324716106418	-300.0	0.549968895506	0.547728079725	0.0170634684241	0.550731510903	0.548800903268	0.0317235341801	0.0745891254302	-300.0	0.327700756308	0.326836519439	0.0172867927759	0.327856756965	0.32753607094	0.0377759284859	0.076159810765	-300.0
MAFB	-0.3502367328	5.0393535	4.6891167672	0.0354853967471	0.0232737758936	0.0359348756356	0.0204404596232	0.0139778246109	0.02154593622	-0.0127443963774	-14.3898458447	0.701876991456	0.706403212463	0.0588043265858	0.638012568417	0.653512756822	0.0292168714255	-0.103670910387	-300.0	0.409999657201	0.409695301362	0.0184952594207	0.418450510826	0.410363885462	0.0459873816645	0.104234877296	-201.192242876	0.313869490236	0.313358893417	0.0162362243854	0.314575960885	0.314075309566	0.0429186761795	0.0827654283277	-37.2350779247
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0372204689536	0.0263441397675	0.0360954319368	0.0215534847355	0.0149958401281	0.0220560765999	-0.0271999371075	-14.1515235906	0.72085838323	0.725792526583	0.0673082738949	0.616994300874	0.631805282931	0.0293266287428	-0.248090273453	-300.0	0.419946380852	0.417862455274	0.0201429480384	0.424347376687	0.418747649635	0.039332265949	0.14814236651	-164.7453586	0.343004901913	0.342604008292	0.0185242254762	0.345605524246	0.343039004784	0.0606957074311	0.099355103048	-38.0943322795
STAT4	-0.3171848783	2.786079	2.4688941217	0.0332614825219	0.0231499612256	0.0316890718446	0.019062893951	0.0130809980962	0.0186989228844	-0.0199639923376	-11.8751613771	0.752493352665	0.756942498214	0.0440001173605	0.662628146549	0.673102054987	0.0218966882301	-0.370115441658	-300.0	0.63577920037	0.636285884083	0.031730363466	0.634578858701	0.635630365348	0.0134850819293	-0.0836349036327	-300.0	0.307896941403	0.307897565436	0.0160353570991	0.308580881288	0.308429392772	0.0293757746569	0.0536069005794	-80.4252776588
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.0193179749055	0.0129333715278	0.0204980800306	0.0306621973892	0.0204607815367	0.0319792779074	0.0264668916257	-7.8351932715	0.700682086231	0.705772403333	0.0483620159002	0.649055524048	0.660342367259	0.0240882144318	-0.0911474254046	-300.0	0.386821111957	0.385504868906	0.0357926764726	0.384727632592	0.385228588823	0.0135074943685	-0.0381738018444	-300.0	0.269409260852	0.269465390165	0.0114536414897	0.270724146815	0.269465738858	0.0358072756821	0.0698940879916	-45.1524818174
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.0216087472617	0.0141839837426	0.0232766591127	0.0344574801319	0.0221405153247	0.0356345746608	0.0253327076628	-3.68809709463	0.720483955977	0.727227371657	0.0914936160621	0.600120263374	0.631400616206	0.0380196532186	-0.139429232886	-300.0	0.454398864396	0.45186547028	0.0195501589645	0.470909263885	0.454429673619	0.056109552111	0.0454312088777	-300.0	0.339267341897	0.338597545841	0.0338496101174	0.354361798118	0.338716086751	0.117140509107	0.0419882437608	-72.6067267897
GABPA	-0.261986254	8.661842	8.399855746	0.021337032316	0.0134389167638	0.024332789884	0.0359066981261	0.0195803685737	0.0436646124918	0.0542082610122	-4.20772811785	0.594207956771	0.609835683045	0.0374123184576	0.617267536241	0.622164069952	0.0779820502228	0.317896318688	-261.642841324	0.57227113222	0.568319167101	0.018589133603	0.58002147764	0.571042495262	0.0427343843444	0.102409432153	-259.870552436	0.304312616254	0.304156939865	0.0215924943636	0.308205088311	0.304245638862	0.0705994364441	0.0788622704091	-46.5748923855
YY1	-0.2405441005	9.2155432222	8.9749991217	0.0319961132133	0.0214431918004	0.0334131363173	0.0187080987382	0.0125374591088	0.0199602386714	-0.00288431910993	-18.9933427237	0.756082781286	0.762405074644	0.0546405035558	0.64932023787	0.664211522688	0.0275238650301	-0.35058408846	-300.0	0.517538360786	0.516767104971	0.0412561281517	0.516166810174	0.516581049764	0.0194306349731	-0.00122767695483	-300.0	0.347555536689	0.347753640889	0.017184509267	0.349286854081	0.347878890112	0.0493713382892	0.0781087357698	-37.5258668288
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0200864990132	0.0136144863009	0.0212552409336	0.0329766315832	0.0222027814257	0.0335237536919	0.0217959350079	-33.4713960086	0.746227121455	0.751726348625	0.0721285281008	0.624992893024	0.644887692969	0.0320269552805	-0.305766090398	-300.0	0.517269383013	0.51368630909	0.0190320344108	0.524702093282	0.516264086424	0.0412549658017	0.0886446353947	-300.0	0.329509894999	0.328739756808	0.0217816774215	0.33214030254	0.329080958607	0.0705093854593	0.0904066380964	-182.357738438
SRF	-0.2054848492	8.3513662778	8.1458814286	0.01779928483	0.0112628386856	0.0188291169874	0.0301924981087	0.0197413105836	0.0301326670292	0.0287366258473	-5.74952075943	0.767731976499	0.772088324754	0.0481213379734	0.660415712661	0.672530436101	0.0207268240645	-0.399324346549	-300.0	0.45845170422	0.459577391814	0.0320911503595	0.458263781036	0.459119720341	0.0134067521093	-0.0508552760662	-300.0	0.312875012511	0.31216331417	0.0182130524684	0.313312748412	0.312422952187	0.0377594249536	0.0759707675676	-31.1799179934
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0330177289157	0.0211626055287	0.0353506144028	0.0172002922192	0.0110818427469	0.0175800146794	-0.0466946783255	-7.60448177351	0.620555075981	0.634654020753	0.0249583124523	0.645957270174	0.649618712185	0.0601781317136	0.259524630067	-232.611300034	0.481951187175	0.470400438557	0.0477779767376	0.469440869402	0.469915438417	0.0113758920435	-0.143669871525	-300.0	0.28480245722	0.282378514525	0.0533562282682	0.281686050252	0.281962004661	0.0126567962209	-0.0519295838515	-251.957978069
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0217842031329	0.01444812013	0.023949308149	0.0337886010933	0.021343418996	0.0368863601185	0.0441965860928	-8.64153448339	0.704696764297	0.708236208239	0.0526887300374	0.64762287816	0.661645884393	0.0267893111624	-0.0839755409021	-300.0	0.637723677532	0.638199630648	0.0173016240712	0.639614665282	0.638870513692	0.0326410939	0.0459783965621	-300.0	0.309890108661	0.30994457087	0.0154585995122	0.310896702205	0.310187120749	0.03547036116	0.117984600765	-10.2509758587
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.0213802719618	0.0153016476406	0.021169280189	0.0352958422189	0.0240730863298	0.0341938452927	0.00646150096305	-15.1661774118	0.714332456021	0.719195205614	0.0540174424614	0.647584000605	0.662028613623	0.0259136609614	-0.185729241642	-300.0	0.525785860846	0.526342718275	0.0311966146569	0.524640399507	0.525511469415	0.0149360787482	-0.0158748650019	-300.0	0.305035821825	0.304895582095	0.0120719151695	0.306266283319	0.30537786292	0.0316873515353	0.08282044223	-35.8604237369
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.035425976312	0.022199423232	0.0369190728944	0.0180837448308	0.0120620371869	0.0176022589458	-0.0336409129819	-8.82608914042	0.652423509266	0.664981326772	0.0231473576414	0.664628339565	0.669660058495	0.0514028163636	0.375401347215	-43.8775370922	0.370567537895	0.372425751413	0.0319197321028	0.36984344524	0.371833815976	0.0123546922497	-0.105835749854	-300.0	0.295148070097	0.295117595841	0.0118303609238	0.296812846811	0.295732092691	0.0296482539753	0.0508291664637	-34.332296094
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.0356218621277	0.0250160118614	0.0344331014251	0.020526679568	0.0134750494382	0.021422231036	-0.00349156023041	-19.3135175661	0.769782221702	0.773190316424	0.0446837146784	0.655153502298	0.664448078597	0.0220258482015	-0.396759555481	-300.0	0.561998202151	0.557043828617	0.0439729538396	0.554904812653	0.555993351488	0.0152356130727	-0.128376248908	-300.0	0.262983950462	0.26264937338	0.0340768952319	0.261771204666	0.262385051523	0.0125377263762	-0.00603993401766	-300.0
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.0208135612127	0.0141071860347	0.021267894184	0.0338096078845	0.023406163595	0.0337989501446	0.0268021875839	-18.2522314818	0.708839481518	0.710741531366	0.0522191646263	0.64659889084	0.659953726277	0.0274621650076	-0.107034586888	-300.0	0.625361261407	0.62440941464	0.0146829560115	0.625820584153	0.6256792182	0.0278365761785	0.0571763496227	-300.0	0.317165886055	0.316987185916	0.0122300179815	0.318100287066	0.317556876021	0.0298362131344	0.0977154671584	-68.8455162662
SOX10	-0.1468324868	5.24596	5.0991275132	0.0205981068884	0.012877688758	0.0225636836892	0.033178946297	0.0214054901295	0.0357166459032	0.0395950744766	-11.4594495638	0.637782506154	0.654082352891	0.030035290615	0.672689863466	0.675314602159	0.0595335414919	0.261919989922	-300.0	0.520974409543	0.519406984999	0.0203955646184	0.521603712048	0.5204784615	0.0362698111687	0.122906863084	-291.717496945	0.33091586992	0.33087820954	0.0147574849252	0.333034823608	0.331665712716	0.0399603626865	0.0762601876593	-88.4215027377
FOXP2	-0.1347974762	2.351259	2.2164615238	0.0202020403258	0.0133928302166	0.0212376596799	0.0335221251296	0.0217209411981	0.0343792012388	0.0270530564713	-12.5509469274	0.654135638014	0.66433813815	0.0567519291515	0.55571877325	0.560382268519	0.0242674068068	-0.360623878551	-300.0	0.513662020568	0.516646485883	0.0311184321574	0.511057430518	0.515470302439	0.0126797250474	-0.0893285945164	-300.0	0.325815249213	0.325489727406	0.0124750282085	0.326047997351	0.326036789755	0.0304298863426	0.0580584414701	-80.4168404072
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0399854046109	0.0283150968339	0.0382549787902	0.020682231973	0.0150508255846	0.0196495095707	-0.0638673325188	-10.8681376571	0.64367577719	0.654029390078	0.0237288075001	0.683740879669	0.68733795937	0.050585883965	0.0835456387835	-300.0	0.66838296148	0.666091056733	0.032959838868	0.663461722385	0.664246164362	0.00992802626313	-0.208153977009	-300.0	0.285969149319	0.285406552926	0.0108623584181	0.286499388735	0.286099109136	0.0343458853952	0.00334255038585	-193.139947779
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.0198391080325	0.0139970851632	0.021190096592	0.0327515358119	0.0212007154653	0.0355493561912	0.0316279256427	-8.62551316445	0.767973856919	0.768545715922	0.0460155365465	0.659546416568	0.670927434268	0.0235090444859	-0.410186380159	-300.0	0.584040660229	0.585622958209	0.0203951341163	0.587430372125	0.587252963561	0.0381294260336	0.0169152429734	-300.0	0.258303284674	0.258455956747	0.0135933986068	0.259676224003	0.259220767736	0.0310783699084	0.0815679347289	-37.3759764021
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.0679639048889	0.0493435439533	0.0653616182483	0.116976949109	0.0795862612829	0.110950395058	0.0133605921981	-5.6775573141	0.627272076935	0.641185435106	0.0208380957761	0.643954734975	0.647058534152	0.0579594755736	0.293724721119	-248.152196202	0.426038360131	0.413132291579	0.0619515104113	0.410577549195	0.411791224636	0.0139300927655	-0.162519002094	-300.0	0.325359576001	0.324721717279	0.0407187945509	0.323591002754	0.323788314037	0.00886751255942	-0.0658773081097	-300.0
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.0332645769899	0.0214591462425	0.0359814390009	0.019347154546	0.013793254267	0.0195204365892	-0.0280810262281	8.1492651105	0.654501643566	0.666447060866	0.0234750918132	0.725177126216	0.729970633468	0.04923355016	0.22005036629	300.0	0.395308406459	0.396321856675	0.0168017567067	0.396766725651	0.398208732554	0.0332233758571	0.0445005361563	300.0	0.327029863419	0.326979985803	0.0132525857451	0.329048232557	0.328536727218	0.0309093274221	0.00712809550523	73.4666660537
SOX17	0.009083373	6.3657267222	6.3748100952	0.0200959136475	0.0132424149902	0.0213377073431	0.0339211138653	0.0236492361695	0.0327198150965	0.0110618066004	13.0289910462	0.653643824784	0.656289825871	0.0591726410418	0.638595223545	0.65372024634	0.0307767168194	-0.401171407595	124.531269578	0.551129872453	0.550861672752	0.0140038747675	0.555476713855	0.553562145956	0.0292029261019	0.0890019925711	300.0	0.308892243662	0.307667694971	0.0360241190931	0.306193370691	0.306087813313	0.0131107000905	-0.00402485687751	267.306924139
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.0359224177595	0.0247709382659	0.036035224173	0.0215575906779	0.0144474385926	0.0223540470747	-0.0056583957679	13.5645720029	0.676022434431	0.68055375391	0.0557695435272	0.646717066978	0.661396308858	0.0262384716039	-0.266765136569	247.831106958	0.568230778951	0.569792800727	0.0189363521419	0.572140492384	0.572629642498	0.0355616144683	0.0171561015264	300.0	0.29063250485	0.289680077109	0.0333243418799	0.287782405184	0.288062122473	0.0131981221099	-0.00249880637808	188.68536035
HLF	0.0136273545	3.2289502222	3.2425775767	0.0196911559483	0.0130026415752	0.0197722511398	0.037427048955	0.0250704371283	0.0351626969376	0.0312984868456	5.87182068147	0.629374167665	0.648161452804	0.073425541629	0.625847399465	0.638240906668	0.0339514865517	-0.261719699523	59.3881432709	0.320211448155	0.320136293563	0.0195608902115	0.327574044366	0.321732218548	0.0580231635233	0.130278564088	300.0	0.275558493344	0.275451966585	0.0173584199506	0.28132576955	0.276825133841	0.0614436578089	0.031404607071	54.0063488956
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.0185141635701	0.0127693975429	0.0189220542742	0.0323907115846	0.0231487836545	0.0306591162355	0.0121622053776	11.0530298409	0.590627618449	0.594025075819	0.0201219808329	0.658693353216	0.669321165853	0.0504854883862	0.315565001671	300.0	0.457378319044	0.461352864753	0.0151239610086	0.459222334664	0.46405630055	0.0361317360715	0.151117949873	300.0	0.344673614481	0.34551062176	0.011694501319	0.348890112954	0.347885320802	0.0264793631179	0.142082594323	300.0
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.0465357285449	0.0322374491248	0.0500971502523	0.0927959915421	0.0699039427115	0.090505879493	0.121968815682	5.11398639186	0.658926880866	0.67111447675	0.0220765538659	0.746414747057	0.751091621305	0.0464852780497	0.349465644617	300.0	0.551934281311	0.551985751263	0.0107894464621	0.553794558923	0.555233500073	0.0277192536021	0.139750980108	300.0	0.313103661939	0.312359630365	0.0141821975975	0.315571533315	0.314203424184	0.0329930931373	0.0189503402899	82.6712211443
PAX2	0.0664314656	5.2315701111	5.2980015767	0.0537596527478	0.0347395782065	0.0595973417682	0.0903600373314	0.0584026098358	0.0910874327001	0.0494257037695	5.96651307311	0.637492777214	0.641426476992	0.0814679426833	0.599895059912	0.621418441675	0.0356944810807	-0.280339008719	80.4138220166	0.44011549167	0.427942833651	0.0547524287263	0.428231167908	0.425412198898	0.0217333139968	-0.011970920296	187.25621175	0.296053884204	0.296413615975	0.0247613275654	0.305075319251	0.298450962299	0.0772494706409	0.023973627218	75.5282910275
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0343124993902	0.02293442645	0.035498778612	0.0193476645971	0.0127210690589	0.0204968581924	-0.00504724560093	29.73797411	0.626172788871	0.646704011285	0.0731685216658	0.61994441856	0.626129363222	0.0343398432841	-0.214107224338	300.0	0.546396766823	0.545795348115	0.0186893697509	0.550815715481	0.549054767181	0.0351483881961	0.00455432927763	300.0	0.310033200341	0.308332920425	0.047877931598	0.306962476101	0.306502527067	0.0180679563705	-0.0062373807064	196.009379546
