ATF3_TP	ATF3_FP	ATF3_TN	ATF3_FN
15.1276595745	4.183	0.216	8.57142857143
17.6936170213	4.25174432812	0.18604104207	8.57142857143
15.9191489362	4.9994940747	0.18	7.78571428571
25.7572977894	6.225392111	0.172	13.2380952381
25.0	5.55637886866	0.235	11.8333333333
10.885106383	3.62665404195	0.206212947173	5.09523809524
4.94042553191	2.468	0.216	4.42857142857
3.73191489362	2.269	0.208	3.92857142857
4.22127659574	1.92624591203	0.212	6.5
2.36170212766	1.56	0.22	4.61904761905
1.98723404255	1.16	0.132	3.28571428571
2.42127659574	1.835	0.165	2.83333333333
2.22978723404	1.328	0.132	2.78571428571
2.16170212766	1.482	0.193	4.88095238095
2.04680851064	1.659	0.222403914665	7.09523809524
2.05957446809	1.28	0.168	4.83333333333
2.30638297872	1.72	0.22035097905	4.40476190476
2.44255319149	1.228	0.146	3.14285714286
3.02978723404	1.354	0.175	3.61904761905
3.07234042553	2.07371366919	0.183	6.7380952381
3.28936170213	2.13158556677	0.164386132366	8.66666666667
4.15744680851	2.35035063621	0.196	6.71428571429
8.87659574468	2.919	0.164	8.2619047619
25.2595744681	5.414	0.269	10.8095238095
27.3293002564	7.16081571732	0.363	10.5476190476
18.3744680851	5.42861174574	0.196	6.35714285714
16.1404255319	4.13744516326	0.181	7.57142857143
14.2936170213	4.78364879746	0.166910985093	5.80952380952
18.8382978723	4.774	0.207	10.7142857143
22.4680851064	4.099	0.239	7.7619047619
20.0978723404	3.749	0.192	9.61904761905
11.4468085106	2.669	0.23	7.45238095238
9.25957446809	2.64	0.201	5.47619047619
16.3361702128	5.68812668606	0.274	11.0476190476
17.4212765957	4.94883677648	0.244	11.5952380952
8.62978723404	2.454	0.114	5.40476190476
9.73191489362	3.446	0.185	8.92857142857
9.10638297872	3.174	0.152	8.45238095238
10.7276595745	3.722	0.163	9.78571428571
13.570212766	3.476	0.157	12.9761904762
14.0510638298	3.429	0.184874391074	13.7142857143
12.0425531915	3.24037932237	0.164	35.8376010323
11.3404255319	2.999	0.178	14.2619047619
11.8765957447	3.547	0.228	18.1904761905
11.5531914894	3.352	0.255	22.7723555251
13.8	3.964	0.159	19.6666666667
16.9532659111	4.07	0.186	28.7142857143
14.8255319149	4.021	0.198739622401	14.1428571429
17.8978723404	3.844	0.191	9.2619047619
15.4	3.303	0.172	12.3095238095
14.9574468085	2.923	0.152	15.9523809524
14.4680851064	3.138	0.152	12.6428571429
13.2212765957	3.353	0.18	11.7380952381
10.4638297872	2.72	0.152241503837	12.4761904762
16.2595744681	3.135	0.128	9.38095238095
13.314893617	2.989	0.175	13.6904761905
10.8085106383	3.58	0.186	11.7380952381
10.9446808511	3.421	0.184310130305	11.5714285714
12.6553191489	3.136	0.177	14.1904761905
12.5404255319	3.229	0.128	7.2619047619
10.8212765957	2.874	0.183910985093	10.5476190476
11.4212765957	2.865	0.157	13.3095238095
11.9659574468	2.619	0.188	7.90476190476
10.3829787234	2.233	0.185	11.0
10.5914893617	2.873	0.199	14.4047619048
12.4212765957	3.289	0.14473613814	16.4523809524
13.1574468085	3.12	0.183	17.9285714286
11.6468085106	3.007	0.17573613814	9.66666666667
11.9191489362	2.829	0.22273613814	10.3095238095
9.66808510638	2.846	0.189708563961	8.80952380952
11.1446808511	2.929	0.234002322288	16.6666666667
9.51489361702	2.751	0.195	25.2142857143
9.79574468085	3.384	0.217585048143	25.0476190476
10.485106383	2.869	0.198388283488	12.5952380952
10.3234042553	3.19706887886	0.20973613814	10.4761904762
11.8382978723	2.799	0.237	7.7380952381
10.0936170213	3.62416387359	0.209417127923	12.5238095238
11.2680851064	3.56555443033	0.194454936837	31.8049624794
9.75744680851	2.898	0.242009629401	13.9761904762
10.4212765957	3.232	0.234931347598	11.3333333333
9.77872340426	2.946	0.248550165927	18.3440116783
10.7617021277	2.89264246007	0.188	8.85714285714
9.91063829787	2.585	0.229	9.7619047619
9.74893617021	2.685	0.23121341165	11.4761904762
11.5106382979	2.278	0.212029057477	12.1904761905
13.1829787234	2.378	0.1965686058	6.33333333333
10.6595744681	2.603	0.202	10.3571428571
8.97446808511	2.398	0.222798998462	5.2380952381
11.2085106383	2.199	0.216321186283	4.40476190476
10.1787234043	2.249	0.197	6.07142857143
7.37021276596	2.70838288399	0.235007453335	7.5
7.88085106383	2.124	0.191	8.0
8.87659574468	1.86	0.232998425278	6.2619047619
7.79574468085	1.966	0.200418017068	4.66666666667
9.69787234043	1.985	0.23	6.47619047619
10.0978723404	1.955	0.215	7.19047619048
8.7914893617	1.896	0.17	5.11904761905
8.31063829787	1.92428323613	0.21	6.14285714286
8.62553191489	1.823	0.241850329873	9.14285714286
10.2893617021	2.238	0.23374432812	4.90476190476
7.43404255319	2.307	0.261	5.97619047619
8.1829787234	2.195	0.231138795303	3.83333333333
6.45957446809	1.654	0.238918314244	4.45238095238
6.09361702128	1.735	0.241521093892	4.14285714286
6.3829787234	1.619	0.258	3.83333333333
6.12340425532	1.84648578228	0.223661143239	5.33333333333
6.03829787234	1.868	0.226	5.11904761905
5.55744680851	1.814	0.197	11.2857142857
6.83829787234	1.464	0.212559393471	9.21428571429
4.82978723404	1.747	0.2556082029	5.64285714286
4.99574468085	1.69562698943	0.242	9.16666666667
6.51914893617	1.541	0.316648778229	7.07142857143
4.89361702128	1.536	0.253417127923	7.64285714286
5.58723404255	1.651	0.217874391074	18.0931202564
