SP2_TP	SP2_FP	SP2_TN	SP2_FN
13.294	5.4699875572	0.315	9.97409326425
16.4176447142	3.832	0.367	8.69430051813
13.635	4.21955596638	0.321	10.4196891192
13.214	4.241	0.376	11.8601036269
13.851	4.007	0.359	11.4455958549
12.903	4.031	0.293	11.481865285
14.201	4.473	0.273	11.9430051813
13.784	4.59860920368	0.337	11.8445595855
14.567	4.272	0.28	13.1606217617
14.3421475053	4.44877782592	0.329	15.1917098446
13.714	4.684	0.397	13.6632124352
14.8671645555	5.05581263156	0.447	14.1510703719
15.7846107856	4.743	0.372	14.518134715
14.586	4.786	0.36	13.2642487047
14.1606297476	4.429	0.501	14.253002601
14.037	4.721	0.329	9.46632124352
13.394	4.864	0.381	12.5699481865
13.903	4.693	0.362	11.2901554404
14.027856076	4.437	0.34	10.481865285
13.771	4.56436678809	0.273	10.0207253886
14.387	3.942	0.288	8.9585492228
15.0003801733	4.369	0.361	11.3730569948
13.949	4.418	0.356	10.5129533679
14.3875098152	5.73000357755	0.412089568444	11.0
15.169	5.275	0.391708563961	10.0725388601
14.059	5.7045397226	0.308	10.3678756477
14.439	6.446	0.285	10.9792746114
15.313	6.806	0.325	9.40414507772
15.154	5.552	0.305	11.792746114
19.9549985817	7.229	0.269	10.3264248705
17.7648241708	5.70192556085	0.271	12.2176165803
19.2019074681	5.545	0.283708563961	11.7564766839
18.5778670939	5.30654530131	0.267	12.3316062176
19.1735468959	5.53	0.261	13.6580310881
20.9802846362	5.227	0.253	13.0362694301
19.6555729886	5.205	0.275	16.518134715
17.582	4.761	0.288	17.0310880829
17.959	4.44696726589	0.296708563961	14.2331606218
17.729	4.12793601715	0.277247189367	12.792746114
18.488	3.85272693916	0.269	15.896373057
15.703	4.37770856396	0.301	17.9170984456
15.337	4.85171476608	0.304964772051	19.3523316062
14.9588078261	3.70876087768	0.426	20.378238342
20.4470888097	4.574	0.452	27.2473693367
18.7284703059	4.224	0.496	24.0569948187
19.172	4.786	0.515	23.1554404145
20.393	5.209	0.549	24.7979274611
17.761176776	4.261	0.455	24.4248704663
19.9	5.439	0.537	24.6476683938
18.369	4.65264642619	0.453	25.9378238342
17.837	4.914	0.463	25.1648854857
17.891	5.39675436798	0.487	22.1347150259
14.7240635077	4.833	0.442	18.4455958549
16.691	6.344	0.359	15.103626943
16.0404983598	4.58600033862	0.308	14.8186528497
15.835	4.54091584772	0.322	15.7357512953
17.0751545919	4.628	0.319	10.5025906736
17.068	6.31488578996	0.265389849276	13.5388601036
16.7667218802	5.11075436798	0.325	11.8601036269
18.479	4.82763054819	0.272930151646	13.1752305323
18.816	5.037	0.326874391074	17.0362694301
19.208	5.079	0.418	13.5025906736
18.6009348889	5.553	0.28673613814	13.5751295337
17.348	5.87592184133	0.421247189367	15.6373056995
19.2174746909	5.535	0.355	13.5958549223
18.793	6.90860079399	0.466	15.4974093264
15.092	5.408	0.443247189367	13.7098445596
15.905	4.741	0.526	9.80310880829
14.935	4.559	0.486696249925	11.170984456
14.893	4.626	0.342247189367	10.2797927461
15.275	4.098	0.411992072045	10.414507772
14.696	5.363	0.402	11.4663212435
14.065	4.947	0.442874391074	9.29015544041
13.7475948436	5.09	0.335	10.0362694301
13.6383509833	4.611	0.352	10.4663212435
14.0305930552	4.755	0.309	10.9740932642
13.336	4.562	0.348	9.22279792746
12.8942625456	4.465	0.283	9.41968911917
14.2512605666	4.431	0.302	10.5025906736
15.1117550854	4.216	0.364	11.6373056995
14.039	4.014	0.423	10.4300518135
14.3940808001	3.88	0.403	9.25388601036
15.713	4.171	0.321	10.4041450777
14.8437211816	3.96	0.349	10.9430051813
13.886	4.197	0.336585048143	9.89637305699
15.369	4.499	0.345708563961	8.57512953368
15.519	4.296	0.385	10.4455958549
14.1076235746	4.637	0.378310106883	11.0880829016
14.392	4.437	0.355	12.3005181347
13.934	4.625	0.284	13.3471502591
12.9754975804	5.471	0.326	14.0829015544
13.5363576388	5.06	0.36773613814	12.9637305699
13.403	4.154	0.366	13.3056994819
13.937	4.157	0.296	18.4507772021
13.71	4.708	0.260225370124	13.689119171
13.197	4.562	0.339	14.0880829016
13.0029714127	4.332	0.282	15.4404145078
12.667	4.295	0.283	14.0932642487
13.7919016807	4.116	0.259	16.0259067358
13.8360775132	4.612	0.282	13.0932642487
14.022	4.351	0.266	11.8393782383
13.483	4.476	0.324708563961	10.2901554404
13.52	4.538	0.316	11.0984455959
12.517	4.46042446372	0.362	12.5077720207
12.879	4.383	0.299	14.0310880829
13.721	4.165	0.305874391074	11.2849740933
13.0509101387	3.78696677325	0.351885789958	11.518134715
15.0645305012	3.554	0.341	13.6113989637
14.845	3.871	0.375	13.5233160622
13.895019992	3.658	0.35	11.9481865285
14.139	4.001	0.486	10.7772020725
13.418	3.898	0.395	10.3575129534
13.7652146388	4.069	0.336	13.7875647668
13.497	3.95969038137	0.482	12.207253886
12.912	3.852	0.355	10.2642487047
12.9272389381	4.078	0.338708563961	9.61658031088
12.218	4.663	0.621	10.3937823834
11.726	3.958	0.332	10.4611398964
12.571	4.27472829585	0.403	11.3056994819
14.1230533363	4.398	0.332	12.1191709845
12.997	5.006	0.406	11.2279792746
11.8577024639	3.975	0.397	10.0051813472
10.483	4.127	0.356	10.896373057
11.3811899505	4.523	0.409585048143	9.29015544041
11.357	3.903	0.311	10.1450777202
11.834	3.953	0.308	10.2953367876
11.1893007779	3.74	0.365	14.5960180588
9.827	3.802	0.387	7.93264248705
10.274	3.62231494985	0.366	9.77720207254
11.5489260855	3.461	0.373708563961	10.1865284974
10.881	3.557	0.419	10.8186528497
10.914	3.875	0.369874391074	10.9948186528
9.648	3.425	0.36766593785	9.95336787565
9.143	3.285	0.349	11.5595854922
9.645	3.517	0.323	9.99481865285
9.94140814039	3.10503712312	0.403	9.32124352332
10.194	3.31152791359	0.418198150166	13.067357513
9.47157094204	4.072	0.33739837007	12.9951050176
9.791	3.613	0.385444702102	9.15544041451
9.569	3.339	0.301906234427	9.50259067358
10.628	3.386	0.354639286537	12.8144308074
10.874	3.629	0.400708563961	10.1139896373
10.209	3.254	0.478	7.9170984456
9.896	4.028	0.395542819807	8.49038775437
9.91274844749	3.376	0.370030905659	8.31606217617
9.013	3.011	0.339708563961	8.20573085193
8.71513866983	3.145	0.359444659733	7.16062176166
