TBP_TP	TBP_FP	TBP_TN	TBP_FN
6.67052023121	0.626	0.141708563961	2.22388059701
8.00289017341	0.74	0.16887588623	2.76119402985
7.90173410405	0.759	0.163	3.39552238806
6.53757225434	0.627730745376	0.161	2.35074626866
9.70004251096	0.677	0.123	2.21641791045
6.2774566474	0.649	0.146	1.91044776119
6.72543352601	0.633	0.184	2.17910447761
7.34104046243	0.760389363843	0.165	2.74626865672
6.96242774566	0.772	0.136	3.20149253731
7.28034682081	0.583	0.113	2.96268656716
8.43641618497	0.57	0.124	2.5671641791
7.01734104046	0.609	0.139007453335	3.00746268657
6.50289017341	0.619	0.137	2.9776119403
6.09826589595	0.599	0.127	2.63432835821
6.82369942197	0.715	0.131708563961	2.11940298507
8.23410404624	0.484	0.137	2.50746268657
6.33815028902	0.549	0.132	2.89552238806
7.97398843931	0.772772890463	0.135	3.44776119403
8.95086705202	0.648	0.120454936837	4.05223880597
6.37283236994	0.529	0.151	3.62686567164
6.56647398844	0.652	0.127	3.44776119403
5.82369942197	0.678	0.153	3.17164179104
5.57803468208	0.754	0.136	2.47014925373
5.83815028902	0.56	0.223	2.58208955224
5.3901734104	0.547883906579	0.258	1.53731343284
6.78612716763	0.585	0.198	1.70149253731
6.18497109827	0.721	0.165611745735	1.99253731343
6.71965317919	0.588	0.136	1.92537313433
5.52023121387	0.616998425278	0.167	3.30597014925
6.55202312139	0.672	0.149	2.68656716418
6.63583815029	0.544	0.155977795758	2.55223880597
6.28034682081	0.615	0.19073613814	2.34328358209
6.63294797688	0.585	0.123	2.75373134328
7.43352601156	0.606	0.143723875629	3.12686567164
7.35260115607	0.86	0.153	2.37313432836
6.81791907514	0.829715803501	0.161	2.35074626866
6.31791907514	0.623	0.164	2.78358208955
6.50289017341	0.621884889041	0.164	3.61940298507
6.4450867052	0.653	0.15	3.63432835821
6.12063453857	0.795	0.143	3.80597014925
6.54335260116	0.658	0.163798998462	4.38059701493
6.33815028902	0.712	0.139708563961	3.47014925373
6.19075144509	0.658	0.158	3.81343283582
6.73168385717	0.599	0.177	4.55223880597
8.08092485549	0.714	0.161739622401	3.14179104478
7.77456647399	0.682	0.18625729033	2.4552238806
5.67341040462	0.605	0.185	2.11455954515
6.68786127168	0.751	0.16	2.19402985075
7.21151420987	0.733918314244	0.142	2.17164179104
5.80057803468	0.575	0.142	2.39552238806
6.74131497657	0.601	0.144	2.92537313433
5.65317919075	0.622	0.151	3.70895522388
5.62427745665	0.653	0.126708563961	3.02985074627
6.07010476463	0.611918314244	0.149	3.52985074627
6.48843930636	0.658	0.152	3.25279396324
6.64739884393	0.638	0.117	3.38059701493
6.31628607428	0.651648122944	0.119	3.09701492537
5.83526011561	0.653392934645	0.173777197858	2.5447761194
6.85549132948	0.695	0.135	2.76119402985
7.01191894509	0.622	0.167796796544	3.58208955224
6.82658959538	0.648352456814	0.184708563961	3.48507462687
6.24162853434	0.56	0.178	3.26865671642
5.45664739884	0.674	0.171	2.82835820896
5.06069364162	0.664	0.179	2.40298507463
5.3063583815	0.716	0.196	2.57462686567
5.68497109827	0.531	0.165	2.44029850746
4.8612716763	0.753	0.185	2.26119402985
6.31502890173	0.773	0.149	2.63432835821
5.45086705202	1.015	0.164	2.59701492537
5.61271676301	0.832	0.146	2.52985074627
6.0289017341	0.798	0.159	2.9552238806
4.46820809249	0.774	0.116585048143	2.76119402985
5.18208092486	0.676	0.129	2.28358208955
5.42196531792	0.751823172898	0.137	2.02985074627
5.57514450867	0.768	0.15	1.77611940299
5.25722543353	0.8	0.14	1.70149253731
5.38728323699	0.826326225577	0.12	1.72388059701
5.81791907514	0.675	0.17	1.60447761194
5.69942196532	0.653	0.146	2.08208955224
5.40901085537	0.801	0.122	2.35820895522
5.57514450867	0.794444809904	0.17	2.5223880597
5.24855491329	0.687	0.202	2.9328358209
5.0549132948	0.791	0.145	4.39552238806
4.67919075145	0.689	0.200989429394	3.14581882861
4.63294797688	0.702	0.152454936837	3.10447761194
5.23988439306	0.716288004805	0.162	2.73880597015
4.50867052023	0.794	0.220585048143	2.0671641791
4.87861271676	0.719563465479	0.14	3.25373134328
5.45953757225	0.662	0.184869682876	2.31343283582
5.2774566474	0.833	0.163708563961	2.4328358209
4.62716763006	0.768	0.149125691884	2.19402985075
4.21387283237	0.683	0.192437651515	2.13432835821
3.88150289017	0.697	0.148	2.64925373134
4.11271676301	0.608	0.153708563961	2.88059701493
