SIX5_TP	SIX5_FP	SIX5_TN	SIX5_FN
7.14147363845	1.759	0.293708563961	2.01695854181
6.626	1.845	0.25	1.96185286104
6.237	1.692	0.21639234624	3.05994550409
5.992	1.34	0.203	2.54768392371
7.55146748928	1.518	0.402	2.42506811989
8.11215487499	1.68824150384	0.20073613814	2.70572207084
7.09852941376	1.499	0.243	2.19073569482
8.32352557319	1.588	0.272	2.37057220708
7.567	1.598	0.29	2.2970027248
6.128	1.608	0.253	2.24250681199
5.26	1.522	0.187708563961	2.16621253406
5.824	1.469	0.226247189367	2.10354223433
6.835	1.865	0.215	2.38964577657
7.9568161894	1.834	0.264	3.05994550409
9.074082818	2.056	0.26	2.70844686649
8.53934367518	1.857	0.235	2.8038147139
9.93463477718	1.81760792927	0.269	4.09442258346
9.31447451935	1.86035762966	0.233	3.34006048659
7.42511776739	1.66766937217	0.227	2.85286103542
7.758	1.37398022687	0.249	2.26158038147
7.203	1.571	0.239	2.61580381471
7.7616334436	1.6	0.271832968925	2.8583106267
8.97489128562	1.79	0.292	2.24250681199
5.965	1.39183750111	0.242	1.96730245232
4.524	1.64092464801	0.215417127923	1.58038147139
7.17	1.962	0.293	2.1825613079
8.62	1.705	0.275	2.24795640327
5.08737586143	1.791	0.282	1.51226158038
5.252	1.567	0.279708563961	1.99455040872
5.06734591961	1.508	0.24	2.04505474929
4.686	1.44	0.246813497864	2.31880108992
5.703	1.353	0.218	1.84196185286
8.108	1.725	0.322874391074	2.97002724796
5.774	1.76076004628	0.384708563961	2.40599455041
8.96450132422	2.157	0.435372656621	3.35694822888
6.679	1.611	0.256	2.34604904632
6.99122952552	1.815	0.271	2.08363167632
7.25	1.794	0.202	2.0408719346
6.773	1.449	0.213542819807	2.3651226158
9.342	1.914	0.275017391115	3.59557393353
6.74612146992	1.91970371349	0.26	2.31335149864
8.64298999991	1.89	0.273	3.33512707423
5.9339089434	1.707	0.277475938274	2.27520435967
5.24	1.753	0.24	1.38964577657
5.925	1.5523282082	0.222	1.74386920981
5.619	1.587	0.283	1.88828337875
5.47	1.568	0.258708563961	1.4659400545
8.893	1.727	0.208397729442	2.38925023484
7.791	1.787	0.274	2.53678474114
5.3	1.505	0.279089568444	1.39782016349
6.029	1.601	0.240728210186	1.8174386921
9.77680277495	1.506	0.310972728462	3.42506811989
8.11241354977	1.718	0.334	3.24064669885
7.35921558057	1.63318202679	0.268	2.43324250681
7.3640281344	1.63198830681	0.27	2.59673024523
6.953	1.40388018121	0.28547311599	2.36239782016
9.32663817061	1.745	0.238	2.94005449591
9.55329390479	1.346	0.31	3.90762057653
8.502	1.468	0.272	2.35422343324
9.133	1.542	0.28	2.80108991826
8.431	1.45	0.251708563961	3.55585831063
7.77733544859	1.418	0.274	2.26975476839
6.372	1.36965226828	0.194708563961	2.09536784741
6.184	1.447	0.217	2.18801089918
6.4266197013	1.391	0.248	2.46321525886
7.854	1.474747784	0.308874391074	3.12534059946
7.719	1.685	0.234708563961	2.20163487738
6.98177092705	1.727	0.206	2.1416893733
8.19189414011	1.497	0.19	2.10899182561
7.108	1.63	0.273521093892	2.37874659401
6.243	1.528	0.283	2.42234332425
6.94604267992	1.657	0.22	2.08174386921
6.97	1.546	0.286	2.50136239782
6.704	1.507	0.343	2.78651415305
6.212	1.549	0.333	2.6757493188
6.061	1.673	0.269	2.99727520436
6.676	1.443	0.274	2.55858310627
6.73389549941	1.306	0.231	2.46866485014
6.5985227926	1.4239438185	0.233	2.45231607629
6.487	1.36641099722	0.205	2.14441416894
6.916	1.533	0.18573613814	2.15258855586
6.3	1.45	0.192	2.60217983651
6.497	1.563	0.308	1.94277929155
6.80073681999	2.19290034784	0.248	2.18801089918
6.255	1.696	0.265	2.42234332425
6.36	1.75453818657	0.284444702102	2.49863760218
6.41208501971	1.812	0.21	2.2970027248
6.229	1.937	0.174417127923	2.43324250681
6.282	1.592	0.23514943944	2.02997275204
6.588	1.56688390658	0.196832968925	1.96723009474
6.282	1.439	0.188	2.11444141689
6.151	1.314	0.222	2.20163487738
6.203	1.458	0.211	1.9863760218
6.38	1.372	0.205	2.09264305177
6.311	1.623	0.238	2.06811989101
5.976	1.234	0.228	2.18528610354
6.27010086725	1.442	0.225	1.56130790191
6.307	1.298	0.211710725783	1.71662125341
6.276	1.293	0.188	1.80653950954
6.213	1.23941577083	0.224	2.09536784741
6.023	1.286	0.295	2.07901907357
6.694	1.285	0.268	1.55858310627
6.176	1.441	0.236	1.54223433243
5.792	1.461	0.277	1.71662125341
6.633	1.544	0.253	1.45776566757
5.879	1.407	0.267	1.55858310627
5.423	1.361	0.203	1.91903134014
5.874	1.339	0.224	2.01907356948
5.698	1.217	0.241074325039	1.93732970027
6.19276673013	1.182	0.207708563961	1.58310626703
5.521	1.211	0.199	1.91280653951
5.57348748845	1.277	0.218417127923	1.79836512262
5.23902015539	1.107	0.219008650003	1.54768392371
5.124	1.396	0.249	1.69754768392
5.26178029884	1.48797701236	0.224	1.84016697466
4.911	1.277	0.217	1.41961852861
4.603	1.3	0.236	1.62942779292
4.922	1.289	0.238	1.74114441417
5.22864704258	1.19060609139	0.233419303989	1.65667574932
4.967	1.109	0.207	1.62942779292
4.832	0.95	0.275	2.0220322445
5.191	1.085	0.222417127923	1.57765667575
4.885	1.265	0.208708563961	1.56948228883
4.52	1.035	0.237585048143	1.71662125341
4.78	1.216	0.219241503837	1.53133514986
4.724	1.117	0.202826922535	1.39237057221
4.73	1.138	0.213	1.70572207084
4.68783817757	1.281	0.189874391074	2.02943126194
4.81258239945	1.248	0.232874391074	1.59945504087
4.943	1.178	0.215	1.52588555858
4.463	1.381	0.214708563961	1.50953678474
4.88	1.189	0.215874391074	1.59400544959
4.333	1.172	0.197	1.23705722071
4.222	1.281	0.273	1.72479564033
4.431	1.258	0.229708563961	1.59400544959
4.099	1.111	0.199	1.49863760218
4.119	1.23768576939	0.21	2.10081743869
