SRF_TP	SRF_FP	SRF_TN	SRF_FN
4.02653927813	0.881	0.184532771404	0.817
4.09872611465	0.81	0.189585048143	0.765
4.12632696391	0.657	0.175	0.808826922535
3.86836518047	0.721	0.155	0.774
4.10191082803	0.784	0.18	0.961
4.26326963907	0.73	0.15	0.91
4.2675732506	0.814	0.207	0.964
4.1847133758	0.757	0.179	0.859
3.3514373695	0.791	0.201	0.857
3.41507430998	0.767	0.192	0.949
3.6135881104	0.694	0.196	0.841
3.56962022885	0.798	0.199	1.008
3.2813163482	0.772	0.214	0.859
3.52123142251	0.826	0.246	0.9
3.68365180467	0.78124176631	0.181	0.819
3.67834394904	0.753	0.17	0.891
3.38428874735	0.724	0.209	0.883
3.8195329087	0.652886381167	0.210241503837	0.805
3.59978768577	0.706	0.275	0.926
3.48412196232	0.795	0.201241503837	0.798
3.48619957537	0.727	0.174	0.727657455937
3.41188449613	0.769	0.21	0.755
3.49363057325	0.855	0.201	0.754771376275
3.4033970276	0.818	0.169	0.737
3.3864118896	0.683	0.21	0.821459739553
3.48513800425	0.722	0.212	0.806
3.38853503185	0.756	0.164585048143	0.953
3.47983014862	0.912	0.204	1.006
4.02229299363	0.791	0.185	1.03
3.7101910828	0.81	0.205503201856	0.891
3.87253658627	0.694	0.195	0.891
3.82059447983	0.726	0.183	0.837
3.61889596603	0.694	0.194	0.799
4.01016911002	0.755339825266	0.177708563961	0.732
3.57324840764	0.671	0.215	0.782
3.82748307763	0.655	0.204	0.68
3.52441613588	0.662	0.16	0.951240434572
3.63906581741	0.807	0.144	0.813577247813
3.44373673036	0.731	0.206	0.763
3.04564755839	0.674	0.193	0.773609952147
3.35668789809	0.719016273268	0.217	0.743
3.72717622081	0.761	0.205	0.712
3.72792458288	0.684	0.196	0.85
2.94479830149	0.643	0.168	0.789
3.20206650701	0.678	0.176	0.759
2.73354564756	0.679	0.209	0.742
3.03078556263	0.704	0.16	0.821
3.12845010616	0.652	0.192	0.798
3.13336900326	0.87	0.181770924136	1.13589805016
3.13694267516	0.854	0.184	0.919
3.04246284501	0.908	0.184	1.018709752
3.16135881104	0.859	0.174	0.872
3.25161384418	0.872	0.194	0.858777998327
3.12526539278	0.851	0.218	0.74
3.10297239915	0.719	0.171	0.762
3.03927813163	0.890454495538	0.160708563961	0.685
3.25902335456	0.819	0.146	0.647
3.26326963907	0.686	0.212	0.707
3.24734607219	0.674	0.168554027642	0.701
3.44585987261	0.66	0.183	0.836
2.98407643312	0.751	0.196	0.683
3.03078556263	0.946763051337	0.186	0.722411827189
3.23673036093	0.878731119713	0.184	0.683
2.75796178344	0.701	0.19	0.732899525799
2.9941090348	0.697	0.204	0.721
2.94055201699	0.642	0.205	0.619403315948
3.13210009064	0.637	0.193	0.695
2.89808917197	0.771	0.198454936837	0.675
2.91295116773	0.787	0.164	0.726
2.83014861996	0.742	0.252017508829	0.584
3.06794055202	0.837	0.162	0.609
2.9118895966	0.781	0.217	0.594
2.7813163482	0.815	0.163	0.651
