RFX5_TP	RFX5_FP	RFX5_TN	RFX5_FN
7.39575971731	1.378	0.32	2.47033898305
7.50530035336	1.512	0.364	1.86440677966
6.6183745583	1.445	0.291	3.28968710812
6.96466431095	1.37	0.307	3.89406779661
7.13490338998	1.415	0.336556844553	3.35169491525
7.14134275618	1.325182348	0.364	2.30508474576
9.86960402436	1.217	0.249563153154	2.07107082599
7.33568904594	1.272	0.329708563961	1.6186440678
6.97173144876	1.493	0.354	1.8093220339
7.63604240283	1.56046049018	0.347	2.13983050847
8.13427561837	1.402	0.305	1.50423728814
6.93639575972	1.484	0.33274432812	1.58898305085
7.09191169234	1.397	0.287585048143	2.02966101695
6.97173144876	1.619	0.331	3.0
6.83392226148	1.453	0.334	1.57203389831
6.56890459364	1.352	0.384	2.35593220339
5.60424028269	1.336	0.332907706569	1.89830508475
5.95053003534	1.347	0.277	1.4406779661
8.56183745583	1.259	0.336	1.27966101695
7.26501766784	1.463	0.304	1.41399881166
6.79151943463	1.283	0.339	1.98728813559
7.19081272085	1.475	0.298	1.38559322034
6.88339222615	1.411	0.296	1.41949152542
6.01766784452	1.487	0.328	1.39406779661
7.66431095406	1.496	0.326	2.09745762712
6.26148409894	1.43	0.326	1.38559322034
5.7703180212	1.472	0.356506068864	1.08474576271
6.12014134276	1.379	0.33	1.16525423729
6.64619836414	1.414	0.352	0.978813559322
6.71731448763	1.514	0.367	0.771186440678
6.23674911661	1.363	0.332	1.21610169492
6.37102473498	1.275	0.333	1.59745762712
5.96113074205	1.21082699522	0.316992072045	0.987288135593
5.46643109541	1.38867099533	0.354641533489	0.991525423729
6.0	1.226	0.343	1.31355932203
6.81625441696	1.21	0.351	0.970338983051
6.58303886926	1.175	0.388216740977	1.0
5.97526501767	1.30534429718	0.358	0.809322033898
