STAT2_TP	STAT2_FP	STAT2_TN	STAT2_FN
3.32513657904	0.874708563961	0.108548832814	0.981
3.51690821256	1.012	0.102812694674	0.908
3.5732689211	1.048	0.103	1.045
3.01127214171	0.955798998462	0.0905850481431	0.976
3.52334943639	0.974	0.0927085639614	0.844
3.63531314744	1.147	0.115	0.951
3.11111111111	0.85	0.086	0.865
3.33333333333	0.884	0.0908126946738	0.825
2.80354267311	0.806	0.105	0.831
2.25925925926	0.77	0.097	0.661
2.15136876006	0.686	0.115	0.721
2.40418679549	0.591	0.131	0.713
1.42834138486	0.42	0.05	0.433
0.82769726248	0.315	0.037	0.268
1.26892109501	0.472708563961	0.052	0.461
1.23671497585	0.565	0.0527085639614	0.451
1.47504025765	0.592	0.075	0.451
1.346215781	0.560930091802	0.0647085639614	0.495
1.22383252818	0.449	0.042	0.408
0.872785829308	0.26	0.0424171279228	0.29
1.22544283414	0.539	0.073	0.481
2.0499194847	0.784	0.0841256918841	0.724554043965
2.23510466989	0.77	0.085	0.628
2.23188405797	0.815	0.101708563961	0.601
2.93880837359	0.991	0.093	0.822
3.5652173913	0.961	0.094	0.86
3.59953344813	1.29243250907	0.112	0.912
3.51690821256	1.35141650338	0.125125691884	0.876
3.17069243156	0.986579217173	0.129	0.792
3.50885668277	1.21387439107	0.165	0.859
3.88405797101	1.43576038573	0.155	1.05
3.90982286634	1.22470856396	0.154	0.901
3.67905724661	0.812	0.120708563961	0.977
3.35265700483	0.875282175472	0.142	1.08
3.24959742351	0.94673613814	0.139	0.96
3.56564712552	1.19	0.213	0.984
4.08695652174	1.069	0.160417127923	1.22470856396
3.1884057971	0.969	0.131708563961	0.924612677312
3.04347826087	0.925	0.13	0.883
3.20611916264	0.942	0.139128976129	1.059
3.44283413849	1.07570856396	0.091	1.053
3.1191626409	0.965798998462	0.117	0.985
3.88464102987	1.037	0.129	1.131
3.51368760064	0.948640068115	0.120417127923	1.039
3.68599033816	0.857	0.09	0.927
3.28180354267	1.015	0.118	0.916
3.60225442834	1.013	0.125	0.983
3.61674718196	1.056	0.104417127923	0.995
3.98125883749	1.12	0.134826922535	1.098
3.68276972625	1.022	0.134658552307	0.991
3.64090177134	1.02025991433	0.115	1.004
3.26570048309	1.179	0.12587544767	0.99
3.37520128824	1.017	0.121992072045	1.026
3.25113525075	1.133	0.133184324503	1.039
3.10789049919	1.053	0.177	1.04623492236
3.22222222222	0.982	0.15	0.973
3.22222222222	0.973	0.171457329648	0.967
3.45166103675	1.144	0.239	0.924
3.43156199678	1.175	0.196	1.045
3.37520128824	1.024	0.126417127923	0.866
3.62962962963	1.108	0.141	0.9
3.20611916264	1.085	0.16	0.953
3.12882447665	0.951	0.191	0.949
3.28985507246	1.02335756934	0.152	0.983
3.56360708535	0.98	0.110918314244	1.10696862074
3.22544283414	1.083	0.14	1.09217432943
3.33172302738	1.038	0.162	0.933
3.57162029685	1.086	0.148321186283	0.921
3.3768115942	1.052	0.301	1.067
3.62479871176	1.13434562238	0.192	0.935
3.34418515409	1.038	0.121708563961	1.11088528458
3.12560386473	1.026	0.155760953569	0.991
3.16425120773	1.017	0.184420263923	0.967
3.21041612575	0.9	0.224	0.908
3.66505636071	0.977	0.293	0.956
3.0998389694	0.995	0.128	1.159
2.98872785829	0.968	0.138	1.07095646481
3.40418679549	1.137	0.168	1.021
3.31400966184	1.042	0.131	0.936
3.27375201288	1.133	0.132	0.841430074927
3.31239935588	1.054	0.167	0.942
3.41867954911	1.311	0.178	0.957
3.16747181965	1.289	0.141582955036	1.06607363899
2.92270531401	1.221	0.16	0.875
3.23188405797	1.056	0.15773613814	0.979
3.08051529791	0.944	0.144	0.874
3.31561996779	1.114	0.167	1.02087170255
2.90338164251	1.237	0.122	0.958518882222
2.75201288245	1.073	0.153	0.914613201669
2.80837359098	1.121	0.164	1.068
3.5265354173	1.032	0.127	1.10670308448
2.93558776167	1.226	0.138	0.972
2.68921095008	1.295	0.135	1.02
3.48481591258	1.167	0.159	0.907
3.31239935588	1.3	0.156	0.903
2.82169330137	1.6519683534	0.148	0.925
3.53092166958	1.549	0.13	0.856
3.48148148148	1.59	0.203	0.983923042971
3.38486312399	1.213	0.129	1.024
3.20611916264	1.444	0.0977085639614	1.012
3.16103059581	1.403	0.151	0.890554027642
2.82125603865	1.348	0.123708563961	0.901
2.96378871729	1.116	0.139	0.972880909098
2.7729468599	1.05	0.157510913636	0.944
3.10305958132	1.21354837745	0.14	0.9
2.86634460548	1.312	0.16	0.881
3.0885668277	1.162	0.114	1.00225689043
2.98711755233	1.112	0.132506696367	0.875
2.75040257649	1.43574287266	0.158241503837	0.957
2.86795491143	1.182	0.240708563961	0.844
2.94847020934	1.157	0.111	0.775
3.17713365539	1.352	0.145	0.76
2.83574879227	1.02	0.171444702102	0.809416913022
2.71175523349	1.10980556224	0.122417127923	0.842
3.01288244767	1.05	0.112417127923	0.747
3.31561996779	0.974035740648	0.0904171279228	0.825
