"","FACTOR","EXPR_FOLDCHANGE","EXPR_H1hesc","EXPR_GM12878","Boyle_flr_ks_stat","Boyle_fos_ks_stat","Boyle_tc_ks_stat","Centipede_90_flr_ks_stat","Centipede_90_fos_ks_stat","Centipede_90_tc_ks_stat","Cuellar_90_flr_ks_stat","Cuellar_90_fos_ks_stat","Cuellar_90_tc_ks_stat","Dnase2Tf_flr_ks_stat","Dnase2Tf_fos_ks_stat","Dnase2Tf_tc_ks_stat","FLR_90_flr_ks_stat","FLR_90_fos_ks_stat","FLR_90_tc_ks_stat","FS_flr_ks_stat","FS_fos_ks_stat","FS_tc_ks_stat","HINTBCN_flr_ks_stat","HINTBCN_fos_ks_stat","HINTBCN_tc_ks_stat","HINTBC_flr_ks_stat","HINTBC_fos_ks_stat","HINTBC_tc_ks_stat","HINT_flr_ks_stat","HINT_fos_ks_stat","HINT_tc_ks_stat","Neph_flr_ks_stat","Neph_fos_ks_stat","Neph_tc_ks_stat","PIQ_90_flr_ks_stat","PIQ_90_fos_ks_stat","PIQ_90_tc_ks_stat","PWM_flr_ks_stat","PWM_fos_ks_stat","PWM_tc_ks_stat","TC_flr_ks_stat","TC_fos_ks_stat","TC_tc_ks_stat","Wellington_flr_ks_stat","Wellington_fos_ks_stat","Wellington_tc_ks_stat"
"34","HINFP",-0.3446163778,7.6395064444,7.2948900667,-0.266666666667,-0.290196078431,0.227054667882,-0.3,-0.0323885615126,0.169685581485,-0.0883333333333,0.299839422911,0.240703220852,-0.011518256296,0.116778031544,-0.0781869899182,-0.0678060685639,0.12224135888,0.298432410158,-0.0329647775819,-0.0958333333333,0.306343901539,-0.0128886411495,0.0532428355958,0.293856061672,-0.0648013144708,0.111604190058,0.111604190058,-0.00342378643085,0.0863381815627,0.328117609814,-0.273423423423,0.12252127142,-0.0562564475008,0.00057232384945,0.0894852458666,0.30641609023,0.00684179928784,0.316334857442,0.216009460202,-0.043521820343,-0.0260737276433,0.256282183846,-0.0340099453819,0.0527923211169,0.353743552499
"35","MEIS1",-0.3283718889,2.8871627778,2.5587908889,-0.19417522245,0.0283327344592,-0.0279905021804,-0.190626825294,0.0417867344697,-0.166163625027,0.0633713745981,-0.0129406918187,0.00229476777352,-0.111674525999,-0.0925475752298,-0.0758557008725,-0.0744880832525,-0.0838560184608,-0.00817915137618,0.0403056028561,0.0922053638209,-0.0171142286192,-0.113903859371,-0.0603481227012,-0.00832224328236,-0.12537315287,-0.0978340539374,-0.0978340539374,-0.107884402575,-0.0222811179175,-0.0264440082146,-0.161475646353,-0.0389826857878,-0.255591839112,-0.102165959733,0.0834187092732,-0.00790056144353,-0.115695635331,0.107756888462,0.0151412795156,-0.0227321051395,0.044886348804,-0.0355477223061,-0.025049233608,-0.000972074938141,-0.16545530709
"36","MAFK",-0.2310576111,6.9924892222,6.7614316111,-0.0410970385547,0.0384530560807,-0.0280360771705,-0.0711350293542,-0.0338422427206,-0.267755569507,-0.0272222222222,0.0219673163865,0.00208378648248,-0.0798713209602,-0.0781556651212,-0.0891145512493,-0.10477952815,-0.0595182227703,-0.00375804130307,0.00876151012891,0.0540020263425,-0.0030369999176,-0.0866406872897,-0.00519987466113,-0.00428862295394,-0.114419519414,-0.0895270977797,-0.0895270977797,-0.0731263009387,-0.014571742918,-0.0265292785414,-0.101234388615,-0.0904850519935,-0.284176764699,-0.0597655961609,-0.0528104518556,-0.00295205821457,-0.179851761777,-0.218254512729,0.0263367068247,-0.0196262910831,-0.00695751388518,-0.0362187683913,-0.0248081676795,-0.0841151941621,-0.115807517559
"37","CTCF",-0.2180552611,8.924475,8.7064197389,-0.0327427605436,0.0947959183673,-0.0389017030442,-0.0389996331173,0.0458611818375,-0.0756327260286,0.0481848439347,0.0413548580659,-0.00130765445434,-0.0814777319004,-0.0252009754587,-0.318325461267,-0.0439442705235,-0.0171967947696,-0.00357168532018,0.0123010414317,0.0539363742209,-0.0142597807666,-0.0830879059268,-0.0609734493805,-0.0037951622972,-0.110002903384,-0.0311293679921,-0.0311293679921,-0.0789916809054,-0.0305120626788,-0.031716550174,-0.0452680694603,0.0162555020182,-0.215477957247,-0.0740949371436,0.0749703715965,-0.00387753922175,-0.186994238252,0.225948104112,0.00475821881688,-0.0258885664296,0.0833403469543,-0.0444466954608,-0.0273525955008,-0.0113610543058,-0.168692619172
"38","SREBF1",-0.1923034944,7.1390808056,6.9467773111,0.0050450889593,0.073533007335,-0.0179203414567,0.000784557907846,0.0180351278024,-0.0918392127552,0.0233955857385,0.0416010430474,0.0101037940573,-0.0797812182345,-0.0187712591669,-0.0608996749453,-0.0366715143663,-0.000377121588301,-0.0051958545974,0.0165416474919,0.00577235772358,0.0112914362393,-0.0823940510643,0.0147746678909,-0.00537085917633,-0.105829534683,-0.025730741666,-0.025730741666,-0.0741074270584,0.0100603851745,-0.0176543593623,-0.0330517153098,-0.0304761863404,-0.111756835585,-0.0642916997112,0.00376272974225,-0.0048412871951,-0.010220384087,-0.0491721619095,0.034657928302,-0.015287665994,0.0183710730077,-0.030335073615,-0.0187391547307,0.00637241749396,-0.00330894201561
"39","FOSL2",-0.1665596,5.7409766111,5.5744170111,-0.00815045310623,0.076244854601,-0.046952468439,-0.0142022635999,-0.113576713667,0.00740994054737,0.0157305131218,0.0221506125319,-0.00493301423088,-0.0274446595766,-0.0640434804412,-0.222855723336,0.00533680309598,-0.0540088803534,-0.0050453246368,0.0381342845869,0.0701818641071,0.181637260231,-0.0298082576045,0.00662637769411,-0.00513545999931,-0.0465483840363,-0.06807842674,-0.06807842674,-0.0231055290743,0.00893010910577,-0.0336780998924,-0.00134099616858,-0.0628375846515,-0.0250125632493,-0.0129246654105,-0.139734058619,-0.00487592949519,0.065818501787,-0.317004375021,-0.00322098898026,0.0617574611733,-0.0532280980552,-0.0462060267967,0.0496042524767,-0.0424615031027,-0.209517013037
"40","ELF5",-0.1150496167,3.2673951111,3.1523454944,0.0104577742699,0.0451266519824,-0.0284651625854,0.00664335664336,-0.0515811011905,0.00138114868372,-0.0463716814159,-0.0165449978916,0.010205448542,-0.0393641919406,-0.0450008772998,-0.303828235831,-0.045639045935,-0.0295534128633,-0.000780069686894,0.0381111290631,0.0346022533288,0.0169867805895,-0.0427774924804,-0.00162074799947,-0.00105311645737,-0.0518731383345,-0.0533287371451,-0.0533287371451,-0.0339475974449,-0.0293669491596,-0.0186967553257,-0.0133892423366,0.0243569692722,-0.0893741215824,-0.0259111163767,-0.0640766711843,-0.000438623771201,-0.0608484649203,-0.072417337531,0.0270377939057,0.00804789560187,-0.0327938871013,-0.0185423541216,0.0042648667204,-0.0332854592035,-0.160596368137
"41","HOXA9",-0.1122669556,3.0796356111,2.9673686556,-0.0995457298607,-0.0778730703259,0.00764025355161,-0.102100840336,-0.00554796081112,0.0305291295925,-0.00664473684211,-0.0583969961261,0.016397815976,-0.0177341749205,-0.10151211077,-0.0932509437241,-0.0143449611351,-0.0819460541377,0.00577214711237,0.00255504316771,-0.0102941176471,0.116564543723,-0.0192104517442,-0.00330635506258,0.00445718729853,-0.0234324883738,-0.106939377585,-0.106939377585,-0.0107550627226,0.000683389562002,-0.00335649295726,-0.149275362319,-0.0953500557386,0.350860302673,0.00293584512501,-0.0680246147438,0.00849638879381,-0.0830341632889,-0.192401906621,0.0497088329671,0.0360329480072,-0.0128708947724,0.176603373165,0.0229471375394,-0.0957517302312,0.114907636224
"42","RUNX2",-0.1093715111,4.7753810556,4.6660095444,-0.0375187969925,0.0013339858264,-0.0153959491324,-0.0476166832175,-0.0295709387453,-0.208347312528,0.0359311562224,0.0449238910111,0.0065697129088,-0.00810508995248,0.0131153127142,0.0467511705051,0.0284276870866,0.027567804862,-0.000683740690606,0.0390834620629,0.0495433789954,-0.0193368042601,-0.0106346847696,0.0249003051855,-0.000913476223065,-0.0240670506953,0.00337841668658,0.00337841668658,-0.00408550572217,0.0477522502831,-0.0173302597946,-0.0135374987176,0.0234137793689,-0.0781323441373,0.0021984886493,-0.034057632407,-0.000375226702713,-0.0686358044792,-0.068875021756,0.0234788924736,0.0211380649411,0.0540688235964,-0.0429187050997,0.0163626136146,-0.00242995997713,-0.181945277318
"43","NR2E3",-0.1069478444,4.0700125556,3.9630647111,-0.133333333333,0.0461538461538,-0.0413220938253,-0.136184210526,-0.0868156934307,0.377332739417,-0.0239393939394,-0.00220922408076,-0.000602744089271,-0.0652766446728,-0.151137366585,-0.044262116492,-0.13219458682,-0.134243372154,-0.00247395329017,-0.0108974048023,0.00714285714286,0.170241190225,-0.0659803314832,-0.0852748777433,-0.00245839184712,-0.0668305736492,-0.153692682201,-0.153692682201,-0.0576910207074,-0.033902201547,-0.0302208710243,-0.175870646766,-0.149053224596,0.185119890618,-0.0418423802554,-0.0526279314862,-0.00205008018853,0.0460599740714,-0.0697395280779,0.00525825089164,-0.00844610777411,0.0108362733098,-0.043268356665,-0.00885297149889,-0.0341096795507,-0.254010544165
"44","USF1",-0.1057473167,7.4895785833,7.3838312667,-0.0382936797548,-0.120785973954,0.255479115967,-0.0255514705882,0.0124428718856,-0.148626715341,-0.0174257925982,-0.0999626309591,0.183295961922,-0.0361054610602,-0.0215986962422,-0.00638910356963,-0.0232308009494,-0.00825838153865,0.0977095704779,-0.0358470929288,0.0504983057604,0.105761411622,-0.0410562067086,0.0120788563125,0.0892513217157,-0.0336481891501,-0.0273734231273,-0.0273734231273,-0.0297839429284,0.0149276324033,0.166467076196,-0.0341053722066,-0.00589716476996,-0.160460788246,-0.0150206488561,-0.0131054063095,0.114619658831,0.0623424664524,0.0314467261952,0.164319760959,-0.0106454544723,0.0141526708685,0.180669534958,-0.0150642077713,0.0221595313981,0.295287016983
"45","E2F6",-0.0751500222,5.2749288889,5.1997788667,-0.0121808143547,0.0940013528471,-0.0260464305448,-0.00830629461389,0.033525824678,-0.0212311360923,0.0688015129525,0.0626552453189,0.0139744408325,-0.0320746730568,0.0143758657305,-0.279353716919,-0.0812362670155,0.0234273895561,0.00756351333357,0.00890240288817,0.0191767619863,0.0837824917691,-0.0337500541885,-0.0226127689115,0.00716453024309,-0.0228337546845,0.00943115050725,0.00943115050725,-0.0277139762596,0.0366448821717,-0.0148921437537,-0.00789473684211,0.0676339276594,0.0248333014128,-0.020548993637,0.0950339327789,0.0084256237335,-0.154072680957,0.288074183457,0.0243316137458,-0.0118228069593,0.0564710083466,-0.0359989738391,-0.0119573816371,0.0624678332476,-0.124318130488
"46","FOXD1",-0.0730727611,4.8520043333,4.7789315722,-0.0268631813126,-0.0188459177409,0.272362020522,0.00156482861401,-0.03119798857,-0.248262616601,-0.0764285714286,-0.0934238383123,0.190243922986,-0.0525055634296,-0.120576338825,0.0450417961687,-0.00362201786005,-0.113781493224,0.0164604612047,0.0332531633343,-0.0114973262032,-0.00537024262502,-0.0541662488727,-0.0414223963213,0.0153523625052,-0.0416788445709,-0.123345603918,-0.123345603918,-0.0499501660932,-0.0545453373081,0.196726191879,0.010120585702,-0.129614897521,-0.263501383397,-0.0378629140089,0.0207854501055,0.0195616388985,0.0114219448166,-0.105822666076,0.312849911171,0.0142357816194,-0.0165078517252,0.288667893679,0.00144796873697,-0.135634552188,0.286297204614
"47","ZNF143",-0.0648688222,6.154257,6.0893881778,-0.0386102403344,-0.0193991416309,-0.0409265550399,-0.0378423615338,0.025,-0.175119147997,-0.0360118023113,-0.0320402043755,0.000917309429716,-0.031893432544,-0.025452863865,0.0122742310975,-0.169457861105,-0.00386638760619,-0.000267490379357,0.0245426992334,0.0705239205239,0.0187979254696,-0.0379171616595,0.00381478512102,-0.000508363101736,0.00296350114222,-0.0397164712422,-0.0397164712422,-0.0234718475387,0.0271108955956,-0.0292267927213,0.00430555555556,-0.0067631667188,-0.289440454848,-0.0147792676281,-0.0159382530683,9.45481596413e-05,-0.02741503649,-0.0995333108328,0.00583441243143,-0.00279410896821,0.0104708434066,-0.0466929512995,-0.00778110716801,0.00667592394787,-0.151422479822
"48","ATOH1",-0.0642417944,4.6970676111,4.6328258167,-0.133714075166,0.0300395256917,-0.0138405919495,-0.143650793651,-0.179591889249,-0.0901868450678,0.0288454240257,0.000905419118131,0.0107011958936,-0.0840317956046,-0.111356723749,-0.236705501608,0.00706319881506,-0.098846813566,0.00302396052159,-0.0089010989011,0.0697218082464,0.166945899073,-0.0858847905439,-0.0383005533849,0.00246360216759,-0.091580053168,-0.116792768855,-0.116792768855,-0.0782484763113,-0.0155907157936,-0.012018379824,-0.13489133281,-0.107207034248,-0.115478425468,-0.0696575674171,-0.179550197295,0.00431189710166,-0.0248125661638,-0.341159253948,0.0282270412226,-0.0415455168472,-0.0597628718911,0.0234451988291,-0.035856430561,-0.0392098667722,-0.126924715576
"49","HNF4A",-0.0595492111,4.6226812222,4.5631320111,0.027539341917,-0.0806340100029,-0.0438521085895,0.0371192745873,0.0258074606234,-0.113759327531,0.0496731744148,-0.0135400487188,-0.000229118315421,-0.00999490347847,0.0257551367566,0.0391467749912,0.014795204287,0.0390082503836,-0.00106039093481,0.0300949080672,0.0962552474665,0.196115310105,-0.0141037672628,-0.0129442358401,-0.00111088724143,-0.0209165008978,0.0158839860105,0.0158839860105,-0.00722887738092,-0.00614887492558,-0.0294588777894,0.0606523955148,0.0391450174991,-0.05398305335,-0.00158901210661,0.0129048722568,-0.00106809044858,0.0145533547768,-0.0346838754311,0.00134312273306,-0.0162828278958,0.0234488606778,-0.0313302439208,-0.0265838407712,0.0541408852927,-0.224344649201
"50","NRF1",-0.0572260667,6.468081,6.4108549333,0.0358781362007,-0.153972868217,0.0488418361544,0.0517094017094,-0.0355742296919,-0.276448766346,-0.0217854463616,-0.0130930034772,0.0244385608631,-0.0588989251304,-0.106459980135,0.0859814464523,0.0191595091435,-0.0935476385028,0.0117249305809,0.0361216235736,-0.00878136200717,-0.00960921848562,-0.063251211121,0.0113348402678,0.00993945262119,-0.0737249785275,-0.115687186063,-0.115687186063,-0.0548112805882,-0.00873420920185,0.0141607341598,0.0157004830918,-0.117145652008,-0.331196256831,-0.044694804201,-0.0647726799615,0.015659986277,0.0306296914095,-0.146159795033,0.0643479775937,0.0217828805283,-0.00917981590747,0.0340197609273,0.00570971703774,-0.115268534283,0.0145206891654
"51","NR2C2",-0.0475113889,7.6477857778,7.6002743889,-0.0556511056511,0.034225221033,-0.0279845611462,-0.0358498180925,0.0445883076588,0.0718697751984,-0.00590811021116,0.0536485265953,0.00773019432165,-0.00114904882683,0.0464539946157,-0.120717300908,-0.0231761706729,0.0533877268387,0.0128927873643,0.0115182067006,0.070619776909,0.16141001319,-0.00235018622318,0.01141700478,0.0124436752826,-0.0086353363037,0.0416409310478,0.0416409310478,0.00143353360278,0.0490404805328,-0.0211415011115,-0.053152001106,0.0742364265389,0.0276570850458,0.00510590988287,0.0460836579457,0.0134920451374,-0.120279066422,0.201931558375,0.0145443707825,-0.0140040426918,0.0485897507824,-0.0359157322264,-0.0070191523229,0.0816336166195,-0.144009359018
"52","NFYA",-0.0402215444,8.3467323333,8.3065107889,-0.219061085973,-0.068598615917,0.0162478120061,-0.234444444444,-0.0837920287007,0.0345879487695,0.00964116452268,-0.0379293183783,0.0601463884753,0.0310716480021,0.0183954570135,-0.248968688307,-0.0644709356621,0.0330884325564,0.00640122779662,-0.0546567147062,-0.00241379310345,-0.0161164583852,0.0245847823309,0.0337963439175,0.00583326352922,-0.0256377954991,0.00739729522279,0.00739729522279,0.0386482052069,0.0364853503374,0.029679836087,-0.234088964927,0.0236368945425,-0.14238283263,0.052569863869,-0.00787296915236,0.00734870349136,-0.0780521490732,0.05723615849,0.0561156030714,0.000604390089696,-0.00112965213792,0.0633603122827,7.30889495753e-05,-0.0118181818182,-0.0417381929725
"53","CREB1",-0.0344421889,9.2302054444,9.1957632556,-0.470320855615,-0.188235294118,0.244330724792,-0.377093596059,-0.0155720584822,-0.0716305651346,-0.00554112554113,0.233333843854,0.275850692474,-0.00688656855329,0.126835764317,-0.0535730171238,0.0102966629661,0.133284420109,0.248960892164,0.0012659129351,0.00831381733021,0.183642004254,-0.0116493386517,0.0520722022109,0.239847290665,-0.0147613796259,0.117778783267,0.117778783267,-0.00469584514863,0.0693301728093,0.272473921322,-0.45447761194,0.13972179719,-0.07668018312,-0.00246925368574,0.113595782951,0.260384681512,0.0176031606673,0.317848235167,0.388532765939,-0.0154195065758,-0.0427406778283,0.234374454463,-0.0370729914958,0.0947185325743,0.419083125176
"54","HLF",-0.0325434111,3.2289502222,3.1964068111,-0.0757779739572,0.00220909324428,0.123751642074,-0.158678993836,-0.0869961675697,0.0654462887504,-0.169565217391,0.050206484805,0.0905103044154,-0.0474072499848,-0.0374825469401,0.0728692579381,-0.106386223946,-0.0213102198917,0.0387255888919,-0.0228117189923,-0.0107843137255,0.00958574641505,-0.0500166781959,0.0275508619351,0.0346822935148,-0.0271166248408,-0.0487011006852,-0.0487011006852,-0.0391960524439,0.051235762216,0.0858008986795,-0.0852941176471,-0.0651048867917,-0.317606932538,-0.0242547839152,-0.0995901938338,0.0481091239995,-0.230636604775,-0.0590774529287,0.144763500238,0.0517658835825,0.0295296188152,0.134076028202,0.031459433625,-0.0569544364508,0.0821129554171
"55","PPARG",-0.0284577778,2.7755172778,2.7470595,-0.139192503065,-0.0157360406091,-0.0373685365305,-0.15551751125,-0.0381510967075,0.124624532937,0.0543216961581,0.0225274086848,0.00150913139037,0.0540245046844,0.0604345511978,-0.22388487159,0.0639199153537,0.0734705764727,0.000940811303062,0.00672577670592,0.0606449106449,-0.00998608558642,0.0539820999475,0.0220239192399,0.000857113637133,0.0530574625294,0.0514810176231,0.0514810176231,0.0563076902156,0.0325750101411,-0.0275514558347,-0.151234567901,0.0366673557624,0.0948109695332,0.0594602795043,-0.00260047496272,0.00116822507744,0.0190485789155,-0.0732883681229,0.00367216982539,0.0137496774563,0.0323404706136,-0.0399870949053,0.0171560078551,0.0604054054054,-0.18813010373
"56","FOXA2",-0.0203151889,5.80296,5.7826448111,0.0375780707842,-0.0738604275918,0.0232052219561,0.0495238095238,-0.0136683738796,-0.230037473507,-0.00639262389551,-0.0767746398823,0.0193766823664,-0.0643878663038,-0.128622284189,0.096779170226,0.0248598834954,-0.119068946914,0.0106863611086,0.0446366231795,0.0188197405425,-0.00929392967549,-0.0660751394563,-0.018033728794,0.00982826401992,-0.0540694365851,-0.132011169194,-0.132011169194,-0.0618953143353,-0.0515106069717,0.00180182754473,0.0306112224449,-0.104430160395,-0.228491077226,-0.0534010112628,0.0212636404245,0.0128890408182,0.0758054646553,-0.102861984319,0.0424512837444,-0.00214449192896,0.00870554725769,0.0142304420057,-0.0163400979463,-0.127769075856,-0.045282367529
"57","HSF1",0.0113552056,6.99869,7.0100452056,0.0818664307828,0.107895083696,0.0152422011465,0.068759018759,0.0277508431703,0.255765626035,-0.0583558986694,-0.0232581962468,-0.0175727399052,-0.0248413314012,-0.0254686093853,0.13962561261,0.00220624492196,-0.0394939029821,-0.00694791494866,-0.0479523982771,-0.0531040268456,-0.264538622729,-0.0225874127342,-0.0100257692053,-0.00643766552588,0.00182224705204,-0.0163031225601,-0.0163031225601,-0.0295046931411,-0.0276515729981,0.0152401029927,0.0876811594203,-0.0557639576358,0.103391123391,-0.034340445252,-0.00703037088471,-0.0075804641732,-0.080192248062,0.0213960201629,-0.0436798708469,-0.0246885613006,-0.0411757172111,0.0106816225172,-0.0254759978399,0.000931256349475,0.13167582021
"58","TFAP2A",0.02361145,3.46334025,3.4869517,0.0644708321553,-0.0312360178971,0.0345538055778,0.0754665863937,-0.0500167560932,-0.0481161067233,-0.0227014824291,-0.0283260018276,-0.00463994990951,-0.0349110367507,-0.0673446102315,0.172043271746,-0.0046394545261,-0.0710106484969,-0.00245970455869,-0.0281543292185,-0.0128107760772,-0.272489964947,-0.0345371389985,-0.0555067257299,-0.00240765266157,-0.0427620206267,-0.0640291074584,-0.0640291074584,-0.0354226776832,-0.0610702135223,0.0250075621304,0.0620377084844,-0.0858417222086,0.0403959188855,-0.0379338658106,-0.0512759981067,-0.00253968879733,0.0152503710218,-0.171094240116,-0.0084236558208,-0.00244570711779,-0.0479061750237,0.0441694563285,-0.0106179759915,-0.109846777828,0.188282463971
"59","YY1",0.0336983778,9.2155432222,9.2492416,0.00366832638959,-0.010193452381,0.0388137561657,-0.0184523052127,0.0357355774437,-0.0372479124171,-0.0315020051039,-0.0243059990684,-0.00632060928489,-0.00975016279692,-0.00147625842007,0.00333821353841,-0.0468363039229,-0.0253080876147,-0.00378143014874,-0.0116317767042,-0.0442296562102,-0.327594758321,-0.00523699290855,-0.0163158873501,-0.00316926796359,-0.0482337476099,0.0116049280722,0.0116049280722,-0.0176618686744,-0.0515417084949,0.0230839955814,0.0135098743268,-0.032910600876,-0.0193080338187,-0.0213666740919,0.00485135830964,-0.00481587608452,-0.0322735250439,0.0240730089011,-0.0148653430906,0.000847348564384,0.0174113891525,0.0403212504507,0.00723681533962,-0.0436073059361,0.208810858979
"60","ESR1",0.0364005167,3.9774695556,4.0138700722,0.0743083003953,-0.065924286656,0.00883420811254,0.051086075539,-0.00356924019608,0.268145374083,-0.0331104789,0.0875911233124,-0.00787588134603,0.0478730272057,0.147193654612,-0.108191651473,0.0398750837781,0.123991752476,-0.00333159441935,-0.055999663696,0.00400537032893,-0.0321692841581,0.0543174313444,0.0167028142793,-0.00266180763143,0.0192292194915,0.161490783512,0.161490783512,0.0419641114644,0.0789382040138,0.0127493628078,0.0584626337118,0.19695811872,0.274510685149,0.0328954027959,0.0115657870615,-0.00465063704824,0.137971827047,0.157634319109,-0.0077544774791,-0.0286251938072,-0.0331313909818,0.0178329811765,-0.00668239726318,0.122011434511,0.098478467575
"61","FOXP2",0.0823085278,2.351259,2.4335675278,-0.00449455676516,-0.0785373395174,-0.19582454158,-0.0255841568988,-0.0556804519812,0.22979889856,-0.00452894369192,0.0912730315169,-0.109470067698,0.000245085559169,0.101335549005,-0.0180901185214,-0.00639149886754,0.0906975837189,-0.0157527878127,-0.0398004544062,-0.0578431372549,0.00492510692398,0.00114177083358,0.00146993836134,-0.014209821135,0.00756818790493,0.104234449438,0.104234449438,-0.00173222555568,0.0211315527552,-0.155987463726,0.022099994647,0.0906413083801,0.247952095465,-0.0107791344146,-0.0018106292664,-0.0205656592624,-0.0299439957103,0.0925463319345,-0.196935410264,-0.0213656393842,0.00156195381138,-0.198163655184,0.00476528244421,0.10680225567,-0.144952645894
"62","FOXI1",0.0879529222,4.8473536111,4.9353065333,0.0635539437897,-0.0510870080045,0.0208980952732,0.0908954584404,-0.00439207876978,0.225438207665,0.0490647482014,0.0708859958917,-0.00388475382515,-0.0130286886328,0.110570664116,0.0596340336836,-0.00702344204105,0.0971135531136,-0.00619471691045,0.0563357129541,-0.0445707070707,-0.00419869445464,-0.0123982714357,-0.00714048055031,-0.00534299645064,-0.0279501134886,0.114389290188,0.114389290188,-0.0157974008751,0.00387597850397,0.021737387345,0.129307675293,0.111658708366,0.297910520585,-0.0224263616084,-0.0153728774533,-0.00823168989935,0.141520618937,0.0721312109534,-0.0113537800695,0.0101865806525,0.00420635415841,0.0116768204562,0.014959075658,0.0871444769914,0.132717426502
"63","GATA1",0.0912818111,5.2011149444,5.2923967556,0.0595724907063,-0.0767857142857,-0.0170063710658,-0.00836236933798,0.0437604852239,0.172750799009,0.0171428571429,0.031871718849,-0.0166482752222,-0.00245055560544,0.115168550106,0.0184987769872,-0.00856776809672,0.0988400930237,-0.00342032074103,0.00430769230769,0.0666233766234,0.0169014828875,2.68163437351e-05,0.0277863280351,-0.00259449497078,0.00468668391753,0.120003787612,0.120003787612,-0.00811967632013,0.0060913013503,0.00228521620754,0.134090909091,0.0862984922874,-0.0742326097394,-0.0200612473683,0.0664535610324,-0.00536780191719,0.0298510313216,0.184606033017,-0.0341879866303,-0.0176703910335,0.0441537684191,0.00901502350821,-0.00130819215293,0.105284610477,0.113423067916
"64","NKX3-2",0.1107807556,5.7578586667,5.8686394222,0.230404135338,0.00927318295739,-0.268470958243,0.238016528926,-0.0337975073088,0.0201608789951,-0.0231440162272,-0.0508132257125,-0.0971262804543,-0.04294409573,-0.0297246044428,-0.0261086086609,-0.0578558917422,-0.0430602242871,-0.098494751778,-0.0567487684729,-0.0495513459621,-0.181448870542,-0.0372675394855,-0.050489453123,-0.089505251577,-0.0386715914282,-0.0140460758828,-0.0140460758828,-0.0474871251999,-0.0469404751832,-0.215550788662,0.182080200501,-0.0336773041734,-0.00889933471861,-0.0523777899579,0.0800566192845,-0.110878847037,-0.0530631489091,0.128763406055,-0.107826610684,-0.0285865250072,0.00084299073941,-0.192142449406,-0.0253424046795,-0.0136026858069,-0.268278423559
"65","SOX10",0.1169655111,5.24596,5.3629255111,-0.0497198879552,-0.0720125375473,-0.0250967769909,-0.0536628802464,-0.0347607795773,-0.00922876156157,0.0231216931217,-0.0450702580514,-0.0450699603281,-0.0561673112107,-0.0562010900314,-0.0684735825809,-0.00417421622636,-0.062136558064,-0.0135670815579,-0.00923752336713,0.0159420289855,-0.282841639187,-0.0564731185785,-0.00178056979889,-0.012905634257,-0.0687413459981,-0.0514249347892,-0.0514249347892,-0.0556605412404,-0.0272632361175,-0.0178483995541,0.000409124721051,-0.0770605667987,-0.0748820860167,-0.0546492149304,-0.0800320270611,-0.0144861380212,-0.0266151995425,-0.210002133013,-0.0445113843738,-0.009287502917,-0.0563161647603,0.0176946580841,-0.0101264777504,-0.0871514828627,0.0891688153619
"66","MYOG",0.1172990389,5.0492238889,5.1665229278,-0.0377911079746,0.0295578437311,-0.0219875756042,-0.0287878787879,0.0852130219138,-0.305060745501,-0.00178911270391,0.0400243011096,-0.0678682372489,-0.0500838782673,-0.0557792611331,0.252190890677,0.0367629087787,-0.0711720057086,-0.00544680384646,0.0428882059371,0.0183445075486,0.0189294784087,-0.0459677043098,-0.0366220523808,-0.00469624142723,-0.0171993076512,-0.0435197854941,-0.0435197854941,-0.0564347409973,-0.0233293180381,-0.0395853551651,-0.0277908343126,-0.0482279250053,-0.196021454108,-0.0620220266011,0.0131645937158,-0.00676858069231,0.0874687275975,-0.0638912742303,-0.0524164399221,0.0225483756648,0.0143845043845,-0.0679830413825,0.023056017597,-0.00463020509633,0.0841747512471
"67","SRF",0.1628057278,8.3513662778,8.5141720056,-0.00382262996942,0.0694988066826,0.0432849039013,0.00546218487395,0.0173184357542,0.245345721122,-0.0205847953216,-0.0466179713275,0.00334352214217,-0.0454440964528,-0.00618706731477,-0.00416384711591,-0.036100147834,-0.0275299219111,0.00411408645467,-0.0372942330085,-0.0302879291251,-0.288777291735,-0.043292030023,-0.0234605959301,0.00419441136866,-0.02977823805,0.00825232764545,0.00825232764545,-0.0522063209276,-0.0444551368374,0.031726768879,0.01234375,0.0114195851839,0.25265693893,-0.0571683866479,0.0645570347654,0.00372397564241,-0.0106480870632,0.120480344998,0.00133498105105,-0.017443590253,-0.00531579908216,0.044252920786,-0.0132987327042,0.0164926022628,0.221221493862
"68","LHX3",0.1647734778,5.8396682778,6.0044417556,0.0849337748344,-0.0312833128331,0.0335649070119,0.0832982825096,0.00908050985946,0.147041595513,0.0164705882353,0.101216624728,0.00317239086549,0.0236959881538,0.0971238542978,-0.141784788581,0.07867054966,0.0697163978121,-0.0113939014516,0.0708000548923,0.0562374245473,-0.00854662930813,0.0287353600764,0.00636392216963,-0.00905004325281,0.0100639273591,0.118116342952,0.118116342952,0.0171805721188,0.0549201242247,0.0295225794062,0.0748723559446,0.13013461868,0.2094307799,0.0078519565548,0.00731888624881,-0.0159250514498,0.156937673442,0.174866596091,0.00055470845462,-0.0373954403805,-0.0529785337327,-0.196853925543,0.000284804139631,0.0967649467649,-0.295799532477
