FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	HINT_GM12878_protection_mean	HINT_GM12878_protection_median	HINT_GM12878_protection_std	HINT_K562_protection_mean	HINT_K562_protection_median	HINT_K562_protection_std	HINT_protection_ks_stat	HINT_protection_ks_pvalue	HINT_GM12878_tc_mean	HINT_GM12878_tc_median	HINT_GM12878_tc_std	HINT_K562_tc_mean	HINT_K562_tc_median	HINT_K562_tc_std	HINT_tc_ks_stat	HINT_tc_ks_pvalue	HINT_GM12878_fos_mean	HINT_GM12878_fos_median	HINT_GM12878_fos_std	HINT_K562_fos_mean	HINT_K562_fos_median	HINT_K562_fos_std	HINT_fos_ks_stat	HINT_fos_ks_pvalue	HINT_GM12878_flr_mean	HINT_GM12878_flr_median	HINT_GM12878_flr_std	HINT_K562_flr_mean	HINT_K562_flr_median	HINT_K562_flr_std	HINT_flr_ks_stat	HINT_flr_ks_pvalue
MAX	-0.1670527532	6.8057894833	6.6387367302	0.023440533847	0.0185098293352	0.0142665159455	0.0165724324473	0.0135692263066	0.00990635204264	-0.0905799745171	-300.0	0.810258336155	0.819559445739	0.0419645794209	0.78125116391	0.786137884309	0.0254174790407	-0.120071150149	-300.0	0.347662859372	0.329584137702	0.0891646634656	0.337045341947	0.323439454823	0.0875713684919	-0.0402504899793	-6.98828682662	0.31557460135	0.315007889344	0.0296035671891	0.3107076158	0.310145765166	0.0152446730857	-0.106451099859	-300.0
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.0185262089909	0.0145407755147	0.0135993576427	0.0115742367113	0.00917229183374	0.00890020002501	-0.1252882331	-300.0	0.803484647732	0.813183686662	0.0243679788735	0.808468668063	0.813377491227	0.0453848265298	0.190962700189	-300.0	0.222134592691	0.203701614257	0.0870454562594	0.215233666827	0.203421799092	0.0712775292637	-0.0107890095775	-2.84095283193	0.27300254242	0.271714551397	0.0365305962171	0.266720268766	0.267001309386	0.0139369473807	-0.0852914720637	-300.0
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.0153436002487	0.0125073817425	0.0136929400507	0.0223864701981	0.0176168034952	0.0201611368336	0.0955940771436	-183.99586685	0.780935203753	0.803758823048	0.0356531135528	0.823548481843	0.834967764931	0.0674580631299	0.0375245227132	-300.0	0.335318635205	0.326074578012	0.106238261167	0.327878164326	0.312315571864	0.0850151322583	-0.0476060171712	-5.40361183753	0.307234660089	0.299969675355	0.0804432856166	0.295390053529	0.294735008002	0.0334384053648	-0.1001113674	-298.145083265
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.0117092867354	0.00942175125852	0.00933053026605	0.0163231884361	0.0129414114726	0.0134714431625	0.0410983873658	-300.0	0.833084604647	0.83817134917	0.0420136206775	0.799802219132	0.808507158073	0.0244390574409	-0.0673033927589	-300.0	0.356224612903	0.330884091975	0.098515678637	0.330934393507	0.318850786282	0.0731465575067	-0.0526018224408	-7.32412889542	0.31154636383	0.310776662911	0.0340060444545	0.30661185316	0.306138073959	0.0143556022495	-0.121239886605	-300.0
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.00771437386532	0.006616671228	0.00543518122844	0.0100733189366	0.00836131662453	0.00761767448604	0.11314373508	-300.0	0.83651704566	0.842032783297	0.0455308438363	0.795932076128	0.806745531036	0.0244544474456	-0.135034435068	-300.0	0.349877368377	0.335637181311	0.0835910915504	0.343188037415	0.329039344482	0.0658463365022	-0.0084590260193	-15.7337942712	0.330867207449	0.329800913851	0.0387218855055	0.324389246611	0.32446684161	0.015155789007	-0.169523685732	-300.0
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.0419244554603	0.0314625016413	0.0286505427163	0.0276745616777	0.0206237369256	0.0196589015685	-0.0924054361703	-300.0	0.810497710128	0.819340911564	0.0411148303921	0.768024740502	0.772209104602	0.0239097193882	-0.250144658498	-300.0	0.328197893074	0.309803721894	0.0881998591653	0.31621569022	0.308273340294	0.0764424360497	-0.0090966066792	-1.72446196948	0.35072099953	0.349709239469	0.0269702484143	0.344162793962	0.343734765124	0.0161753617288	-0.170943007842	-300.0
FEV	-0.1396182302	6.8418069444	6.7021887143	0.0149706095029	0.0121851622968	0.00941654002621	0.0204365817693	0.0165321825745	0.0137991627499	0.0200636653324	-300.0	0.795315242607	0.80356054024	0.0311319975725	0.798592542081	0.812310684112	0.053286188787	0.176851720823	-300.0	0.316280767733	0.299074896122	0.0934250686788	0.296640461523	0.281788598533	0.0902827153272	-0.0450870553557	-13.5367200642	0.346228551281	0.344380440012	0.0456640996566	0.338374791684	0.338578428415	0.0186505557611	-0.181730419386	-300.0
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.00989045387737	0.00804591585146	0.0095466352839	0.0146400857542	0.0119851456495	0.0138275782341	0.052119722434	-300.0	0.810539147149	0.819639157567	0.0417892914488	0.782100499615	0.786359974398	0.0236247120674	-0.121757563433	-300.0	0.425454220294	0.409376065226	0.084873496718	0.413425446191	0.40137711281	0.0797310902133	-0.0343225806452	-2.53525789699	0.583277230902	0.613978219618	0.323909267225	0.624262810116	0.648025417055	0.336380629765	0.0365551826653	-103.699919583
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.040390153506	0.0307533118822	0.0261639537156	0.0265170158271	0.0207343542591	0.0176539232881	-0.097766236706	-300.0	0.804515598611	0.814814818383	0.0473649696304	0.755968983407	0.760720028655	0.0258701605595	-0.284285712474	-300.0	0.246750484136	0.227094446749	0.099121494846	0.223755703823	0.212599037401	0.076675686921	-0.0707868511081	-4.61402991724	0.31352411991	0.313184550945	0.0322398410332	0.307367495621	0.307712168617	0.0147157834631	-0.154077535338	-300.0
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.0701154729142	0.0485237575537	0.062941231542	0.0432083395676	0.0296017328021	0.0412339148916	-0.00336945459939	-218.243573761	0.787948959147	0.793632634107	0.025643323231	0.802569294543	0.812510699564	0.0458064217427	0.0362223205541	-300.0	0.228588492417	0.215624332911	0.122441364216	0.208335327963	0.201786615188	0.0714195340534	-0.0380789022298	-0.423962285119	0.24052954979	0.239888787298	0.0381218156788	0.234730857244	0.235561496377	0.013784216521	-0.0666760461678	-120.170150256
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.0196410175629	0.0150094802102	0.015050848033	0.0130364142553	0.0101145244286	0.0106854475902	-0.0523305042826	-300.0	0.806188995903	0.815522331365	0.0444693633768	0.758877084788	0.763767661538	0.0256321620876	-0.268366574726	-300.0	0.256315122296	0.230273067959	0.102552877194	0.238445196012	0.225435710522	0.0857055005707	-0.0447262449284	-3.93729084746	0.309197451888	0.309069538853	0.0312006423747	0.304506617482	0.30421117357	0.0143921687993	-0.106499013455	-300.0
PPARG	-0.0787696799	2.7470595	2.6682898201	0.0203097383566	0.0176226124053	0.0130291577572	0.0130578226535	0.0108817885951	0.00856505680135	-0.0340895471231	-300.0	0.849418842827	0.854079550537	0.0391654626158	0.804810908667	0.813104072002	0.0222480758176	-0.259077289277	-300.0	0.335437048468	0.325016354042	0.0819915611391	0.326152887886	0.312909191161	0.0802146204367	-0.00907674328009	-2.59749765283	0.261596497534	0.261129436241	0.0317562353918	0.256610611694	0.256565136857	0.0162368828923	-0.0748886782478	-300.0
GATA4	-0.075628319	6.0066849222	5.9310566032	0.0223568115429	0.0184876566817	0.0164375471104	0.0121956936892	0.00880615505242	0.00997008269731	-0.0918683981244	-300.0	0.78145572095	0.789049334916	0.0230766335744	0.785843320262	0.792251956027	0.0583975367329	0.113704819752	-300.0	0.362248769259	0.350204205927	0.117280437377	0.337090320868	0.310092456006	0.102242388965	-0.136452352689	-9.96842150196	0.310336172023	0.308769041548	0.0447903036444	0.303623619932	0.303400817102	0.0117336123281	-0.122230756212	-300.0
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.0248036961353	0.019708654451	0.0148629520761	0.017515148734	0.0142729713043	0.0100037628919	-0.122095708834	-300.0	0.806920533046	0.81650891709	0.0452048506469	0.782442381447	0.786625044808	0.0238147778097	-0.0892139061802	-300.0	0.338640865731	0.319782966649	0.0825193040799	0.343847364938	0.324431078415	0.0910471575284	0.00677179962894	-0.845516403655	0.299253213907	0.298126540545	0.0304155161624	0.293833169326	0.293254186591	0.0155246804479	-0.106367509883	-300.0
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.0356989969738	0.0306830111762	0.0195859089302	0.0271701706204	0.0232982141008	0.014046938694	-0.0194232493461	-300.0	0.764460604909	0.784024564553	0.0383103301577	0.821938010219	0.832931688085	0.0707037593044	0.0224544036885	-300.0	0.477629570876	0.473460817995	0.0908497309459	0.464904948232	0.452389707271	0.0669675054256	-0.0306875481996	-8.56024548257	0.323781231062	0.316651001553	0.0893302025863	0.311899555456	0.311301061468	0.0339016270568	-0.0330717292878	-300.0
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.0154649807043	0.0119028604426	0.0132172072986	0.0100662334991	0.00793678467752	0.00895218438373	-0.0281112601781	-300.0	0.803871299471	0.813254076663	0.0461358810357	0.718761639639	0.723640129377	0.0259753184314	-0.43584645522	-300.0	0.376055836075	0.354493061135	0.120520611648	0.354267682399	0.337598678361	0.100523339864	-0.0518656056587	-3.74427083706	0.324002438389	0.323515789296	0.028177610174	0.317713388906	0.31769268126	0.0112839569143	-0.187158521269	-300.0
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.0257927647427	0.0208353930462	0.014859027587	0.0177383612368	0.0144723895068	0.0094925282526	-0.0381284769645	-300.0	0.782595312935	0.788472203553	0.0272168967148	0.798089311535	0.810103868456	0.0504743398344	0.0297657818221	-300.0	0.239203184699	0.231174621565	0.0829235757777	0.234241429717	0.223319583866	0.0774259920132	-0.0290672024504	-5.19832306233	0.288695535128	0.288286516121	0.0348707963013	0.282988501533	0.283190689561	0.0108441757339	-0.0921450418913	-300.0
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.0281277603011	0.0247628073069	0.0145676088058	0.0194924283054	0.0175557099443	0.00988576684762	-0.0618855811004	-300.0	0.85784655552	0.874763188504	0.082498293302	0.767484541879	0.797214684643	0.0431739188611	-0.291015172389	-300.0	0.412832697549	0.402059712397	0.0812789382521	0.423685913128	0.410241818145	0.113713290518	0.0150343815464	-6.98629255068	0.3730941018	0.353489430795	0.128689275494	0.348122392543	0.346212488294	0.0549744612265	-0.0918506572468	-300.0
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.028590271852	0.0195079568777	0.0256714837662	0.0184832802095	0.0129047654093	0.0171456909398	-0.0664127663012	-300.0	0.80662916747	0.816375985176	0.0452814634066	0.739612938625	0.744355021291	0.0250326012153	-0.372230612477	-300.0	0.37708907769	0.367061914073	0.0676822667135	0.380689283377	0.368817071574	0.0776931119626	0.00853889943074	-0.654981372461	0.294797846893	0.293347110693	0.0314363165778	0.287724945803	0.287694619589	0.0123385179112	-0.182129683099	-300.0
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.11830565575	0.0951873626835	0.0678378415747	0.0857569469021	0.0709752365058	0.0442236383193	-0.0268665753992	-300.0	0.793104062293	0.80469327627	0.0548618735442	0.716886376378	0.723755081242	0.0300916163023	-0.378500302099	-300.0	0.316284157607	0.295288349804	0.0954608259331	0.300937683755	0.288629184992	0.0904813359297	-0.0219198891942	-2.17283637451	0.334458574617	0.333273859105	0.0336550745312	0.327208735678	0.326925595312	0.0138370978916	-0.19226290269	-300.0
PAX4	-0.0037464452	5.1896305722	5.185884127	0.0265970828673	0.0268086752221	0.0160748600808	0.0179005009936	0.0187468655485	0.0111379214745	-0.0487586108926	-300.0	0.808767395389	0.817152554499	0.0223063615545	0.836669007524	0.84110873265	0.0395070918803	0.0166510123824	-300.0	0.339012377653	0.328172907712	0.074631532163	0.331347617461	0.321380839497	0.0660612344786	-0.0387987543528	-12.217046445	0.416379304269	0.379055000479	0.261838140271	0.468540904375	0.451824810065	0.292082692969	0.138095356761	-36.5474480922
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.0169371571693	0.0137345114342	0.00941018406511	0.0251820715703	0.0206103344532	0.014871959062	0.0390668245536	300.0	0.801772629475	0.811676110841	0.0228935749873	0.848764139943	0.85372450125	0.0442871010578	0.19457361545	300.0	0.406649724841	0.398708960878	0.0630560346594	0.414983138201	0.408439445179	0.0726156707388	0.0446016052163	6.87288852663	0.260193314033	0.260110170353	0.0121223308335	0.265252613532	0.264906660433	0.0346662576945	0.0808896785214	300.0
SOX3	0.0110805013	6.2065415833	6.2176220847	0.0138387490328	0.011454396091	0.0102880896468	0.0188916814744	0.0150515377845	0.0145508611378	0.0597020146517	300.0	0.807906750765	0.816541611277	0.0425510330366	0.797339165316	0.802141350897	0.0242493835137	-0.0948947355638	300.0	0.315662242218	0.307758130244	0.0764528043369	0.34145355654	0.324384089165	0.087884110465	0.0725727121335	8.65193290572	0.335546064533	0.335481946017	0.0110652819309	0.341933627635	0.34174572469	0.0278771144559	0.223342099781	300.0
ZNF263	0.013611772	6.7028140111	6.7164257831	0.0108546500798	0.00945187607593	0.00632750846329	0.00848689822494	0.00766225465087	0.00442200675456	-0.108108201969	300.0	0.797496096698	0.809057700951	0.0240214348471	0.852499681641	0.858105747112	0.0456760998424	0.332124721882	300.0	0.356432692974	0.343310300405	0.0602264762554	0.360778251871	0.34900595508	0.0773975445786	0.00359297396405	32.5031802773	0.33334420662	0.333345374226	0.015726123183	0.341296409334	0.339856814283	0.0417615278655	0.232319604756	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.0518089953415	0.0450881331812	0.0230897647974	0.0688358993443	0.0579484500667	0.0347910190541	0.0227135387056	300.0	0.702811675462	0.710191893799	0.0317494173536	0.793705749664	0.80632801409	0.0559476715346	0.411255909985	300.0	0.396938823237	0.37115233292	0.124829345133	0.417732161268	0.399132998118	0.137313713898	0.0595725158399	4.32833470307	0.274004535976	0.273864636571	0.0211088105793	0.280538370531	0.279514688771	0.0385321201688	0.134308986369	300.0
HLF	0.0461707656	3.1964068111	3.2425775767	0.0120048511341	0.00892114786325	0.0124147662712	0.0189347149718	0.0138053897116	0.018281147289	0.0972563863975	300.0	0.760728855177	0.768228238608	0.0311982374949	0.796434401261	0.812121012815	0.059613626438	0.175960794391	300.0	0.394159392877	0.36436514119	0.112881775104	0.406596743677	0.392362712341	0.165354021965	0.052150464609	3.14891244744	0.273713676402	0.273400110991	0.0201174339292	0.283605270192	0.278876989436	0.0636073346982	0.132221138304	296.151116523
MAFB	0.0472703894	4.6418463778	4.6891167672	0.0133128296404	0.0109991982875	0.00977721477367	0.0194194885276	0.0159153839157	0.0143155181556	0.00814117456293	300.0	0.821846658149	0.828141085891	0.0501759179843	0.79708629758	0.809695893518	0.0268292679268	-0.110770218052	300.0	0.34028835705	0.325239648803	0.0927326956954	0.354075364457	0.340931713578	0.0989853756863	0.0270171395033	6.24067613381	0.310358616339	0.310604721068	0.0163229657457	0.318003847361	0.316727975186	0.0441497085286	0.18570226479	300.0
FOXO3	0.0481398669	5.88673935	5.9348792169	0.015897405329	0.0129260279953	0.0125523679846	0.0106555101927	0.00872078445248	0.00855093889313	-0.0454309822453	300.0	0.803159873189	0.812181940268	0.0434929545372	0.788830917378	0.793712741867	0.0249508212824	-0.0397456547679	300.0	0.287305646093	0.277295529793	0.0743059612739	0.309808980696	0.291866463909	0.0891691951537	0.0985341161588	10.9030728046	0.303625114013	0.303224316284	0.0122847076867	0.308741879195	0.308811014272	0.0309186478984	0.154624712542	300.0
ELK1	0.0522137344	7.7926102444	7.8448239788	0.0423302838633	0.0363127863613	0.0184399974454	0.0573091556763	0.0490890583227	0.0279687749515	0.0106121872639	300.0	0.81630561528	0.82926165371	0.0696999396211	0.773622547742	0.799060485975	0.0387984723338	-0.116646022496	300.0	0.30903538233	0.297014316064	0.0737207267726	0.321959666253	0.313612962939	0.0970078313701	0.0544619250238	16.3929697832	0.316093980098	0.315729413067	0.0278322614253	0.324889144496	0.32138882093	0.0744439212876	0.0833587059508	300.0
E2F1	0.0598172259	7.0153392556	7.0751564815	0.0334249193817	0.0284645693325	0.0194292962238	0.024543045673	0.0209121248806	0.0130754054352	-0.0327554813782	300.0	0.776861919387	0.798569869497	0.0341791337429	0.826506853149	0.836821407631	0.0664876601788	0.00548071734215	300.0	0.36985741598	0.356420910036	0.0644737513696	0.376763040632	0.367036458637	0.0844634490545	0.0272268313075	17.6001218992	0.33986015037	0.339445416079	0.0238382660038	0.34944386108	0.346278254936	0.0625295177697	0.185011373632	300.0
LHX3	0.0647025619	6.0044417556	6.0691443175	0.0261895973427	0.0209323083614	0.0182059753745	0.0398712769258	0.0313877225974	0.0270141301491	0.0622879611039	300.0	0.743778526096	0.747650460801	0.023403744268	0.812176704786	0.820644207871	0.041219280486	0.40820848693	300.0	0.357078310251	0.346968766262	0.0934736246376	0.372501528386	0.35076493521	0.105030575805	0.00651527439849	1.63184321148	0.290553664494	0.290611271088	0.0149175644128	0.296589885501	0.296533781844	0.0277209486576	0.181089285911	300.0
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.0127363793295	0.00975598837687	0.00982696676944	0.0189082891372	0.014734850134	0.0148582391768	0.0622461473361	300.0	0.822943136597	0.8291283823	0.0498616753463	0.800816460853	0.813731346104	0.0268872584188	-0.138075874596	300.0	0.330135984528	0.317682769909	0.0669954298925	0.337804933159	0.327959894602	0.0775693948171	0.0301069845231	5.50565547395	0.292315651636	0.292124160494	0.0246259798337	0.302966553041	0.298771858896	0.0581579762993	0.238787877864	300.0
ERG	0.0897659651	3.3495138444	3.4392798095	0.00885778327008	0.0070001848631	0.0076136357472	0.00655345360688	0.00522568331253	0.00525660594585	-0.0390092777202	300.0	0.822256353925	0.828456418238	0.0452519463905	0.804037775645	0.81454819979	0.0255177129498	-0.194009875868	300.0	0.343564766165	0.330848196004	0.0661303659558	0.35138577536	0.339581266953	0.0807418617357	0.0149108380048	13.9678433451	0.303781778421	0.303759787657	0.0145877589916	0.311413840369	0.310182086764	0.0372798585902	0.226140034735	300.0
E2F4	0.0988134026	8.1986014333	8.297414836	0.0355393567963	0.0306275263141	0.0196508844467	0.0262644769357	0.0228640242286	0.0131424943023	-0.014308673796	300.0	0.824722203735	0.834984738749	0.067333570426	0.774461889615	0.796215817224	0.0342170508158	-0.0142410652773	300.0	0.431082902818	0.415975986911	0.0735025494578	0.43800403835	0.426792191237	0.0986736640246	0.0256101143382	18.518135165	0.335071021558	0.334827801853	0.0226364662756	0.345030562586	0.341581476138	0.0660349398706	0.185946199879	300.0
SRY	0.1099202765	2.0370843056	2.147004582	0.015404075101	0.0123143356451	0.0133150525588	0.009987039182	0.00788051884657	0.00898592603565	-0.0102494526486	300.0	0.728391861465	0.733332773156	0.0261956269347	0.806380588612	0.81619159017	0.0464620379052	0.417977062806	300.0	0.231820933171	0.221549151678	0.0767888888896	0.254838543914	0.234169154807	0.098245500138	0.0692478409804	5.75912805968	0.311285531328	0.310996224539	0.0124037057338	0.318098503783	0.317566544834	0.0309436111522	0.211617667457	300.0
ESR1	0.1130897902	4.0138700722	4.1269598624	0.0106947099863	0.00830660431958	0.00952903082505	0.0155355014381	0.0122188884422	0.0137511160491	0.00952366935135	300.0	0.812873378796	0.820575531603	0.0384776753794	0.797013297815	0.800669481651	0.0221279001053	-0.00360461717224	300.0	0.314285151198	0.305256027792	0.0757156388258	0.332197081597	0.311065061826	0.0937524199217	0.024287960688	5.83018956981	0.332008917	0.331948806037	0.0122137095782	0.338657259607	0.338807301735	0.0211290944444	0.286011884027	300.0
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.0317747652006	0.0255756320998	0.0183664995069	0.0447521910546	0.0353823046697	0.0268988216108	0.0381113274805	300.0	0.779396384916	0.783915033692	0.0240754000561	0.80916339768	0.817336349593	0.0407887140892	0.138636442505	300.0	0.400394733747	0.382742132489	0.0915685148399	0.390387658382	0.381275327825	0.0725737959857	-0.0264448396436	1.33549226842	0.311804217991	0.311558088043	0.0136619040297	0.319192539003	0.318500789732	0.0291107787087	0.229540161421	300.0
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.0174053197552	0.0143050953041	0.00997034449783	0.0255619578119	0.0216427525597	0.0152855079647	0.0675300399399	300.0	0.822496463098	0.827403610481	0.0423021990634	0.8036603123	0.812965685498	0.0234703719425	-0.148130319617	300.0	0.311950058765	0.294290623904	0.0866948189657	0.301485514583	0.283852985287	0.0851753168484	-0.00876871663982	2.54169064701	0.32478364578	0.324682803187	0.0130886815471	0.332574654159	0.331842774172	0.0339494456853	0.271700967093	300.0
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.0704168643039	0.0471356175431	0.0410978767839	0.100188112077	0.0622448780844	0.0657878708447	0.1944907486	300.0	0.838199849805	0.843053759503	0.0417126808873	0.810991779791	0.819839321024	0.02422086346	-0.0169393173085	300.0	0.330606257814	0.316013827001	0.11263442318	0.362550479373	0.33433699181	0.121443928352	0.0644997173544	1.92513734355	0.310131616253	0.309927717924	0.0110321185362	0.318185265689	0.316764834924	0.0342422757245	0.244112896281	300.0
AR	0.1778825566	3.4316552	3.6095377566	0.0394869182236	0.0316288799587	0.0236071096798	0.057949567993	0.0455471760687	0.0366157719122	0.0621817455199	300.0	0.839970771877	0.845150798023	0.0404124828518	0.810631227359	0.819583378277	0.0242251815788	-0.0113804531387	300.0	0.382302305068	0.374371975515	0.0687261603985	0.406134589276	0.375380505123	0.116009089496	0.0112999393052	2.41632201937	0.302350751602	0.302086416202	0.0152752525668	0.309208978643	0.308893330418	0.0322051423821	0.184335276857	300.0
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.0238563317751	0.0211023184275	0.0104767511043	0.0322841223744	0.0284538869943	0.0158824188512	0.0296584262086	300.0	0.780910996724	0.7862294435	0.0254689274183	0.799578945704	0.809697828149	0.0469373760031	0.0278397302092	300.0	0.372694289081	0.359175456891	0.081950171952	0.370239415324	0.355669080854	0.0683099173162	-0.0190035350253	1.45025046537	0.280564136434	0.280601279466	0.0132501965558	0.287406685758	0.286927100389	0.0330934265792	0.223665587015	300.0
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.0181713027603	0.0153513441689	0.012884203687	0.0257307384784	0.0216092565221	0.0184521319187	0.00352003599752	300.0	0.815482466609	0.82185565325	0.050947930656	0.79353408515	0.807028608459	0.0265363335132	-0.157477985792	300.0	0.358044794778	0.341761800077	0.0641689646812	0.36304497751	0.350171183004	0.0843363494226	0.0220710459738	12.3366184699	0.311878627092	0.311884279347	0.0168072929112	0.320812898861	0.319335278915	0.0417623637347	0.293413031418	300.0
TCF12	0.2044455873	8.2854513333	8.4898969206	0.0638210497464	0.0563396281211	0.0195848254681	0.0818737397225	0.0705359727391	0.0304778034181	0.0865426229576	300.0	0.832209000858	0.837634714513	0.0423012240582	0.805506846048	0.815277561188	0.0237250840183	-0.00857598663654	300.0	0.301015889459	0.282270329801	0.0809179693815	0.312922870662	0.294940172606	0.0972162509059	0.0414163859296	10.1139240079	0.313907475233	0.313779021867	0.0124214882651	0.321410050494	0.320844681471	0.0304663041462	0.297238154041	300.0
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.073782630306	0.0519955008331	0.0469344283319	0.114157938795	0.0846187118734	0.0737323547606	0.133516646413	300.0	0.80167508494	0.808927184081	0.0546495596504	0.79331481876	0.808603491738	0.0289167295347	-0.25925846249	249.132541548	0.341805375884	0.324886360671	0.0904106073466	0.34455249716	0.329314208306	0.11512557743	0.0212855146716	3.38713082037	0.331074745124	0.330930627592	0.0186465174276	0.340492572951	0.338647991876	0.0460885518074	0.293013719	300.0
THAP1	0.2326709847	6.1018166556	6.3344876402	0.00831601974753	0.00653224986792	0.00729467937432	0.0062216091724	0.00494514602656	0.00515725869692	-0.0680058871005	300.0	0.825038671087	0.830891901574	0.0438279812781	0.804804688514	0.814684009605	0.0250029336827	-0.138147771316	300.0	0.383504527757	0.370713960535	0.0775884078991	0.377022898073	0.366082623426	0.0660288226608	-0.000662901686071	8.31608286518	0.318986382231	0.319069541518	0.0134125593215	0.327400906202	0.326753318925	0.0312659784384	0.313683714936	300.0
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.0185447933895	0.0142914778844	0.0136150688727	0.012662374752	0.00960938079786	0.00953321094144	-0.0123293283185	300.0	0.769005868212	0.773182252505	0.0236324121005	0.810963602134	0.819889701028	0.0418246559509	0.263368201756	300.0	0.236239813107	0.226531237698	0.0767036623626	0.244781086282	0.230022682706	0.0849318639904	0.00151753008896	4.76870075707	0.336654307859	0.336754578295	0.0136353533337	0.345119963621	0.344686113023	0.0303594376476	0.253233964195	300.0
TFAP2C	0.2455344095	3.2887911778	3.5343255873	0.0293587894624	0.025992192727	0.0099027987105	0.0381667786262	0.03377952099	0.0151571453606	0.0817562163586	300.0	0.802243894214	0.81353450907	0.0237251989636	0.851211622871	0.856644462503	0.043860517355	0.278747026081	300.0	0.328990873584	0.31555736409	0.0648251544749	0.337530172303	0.32453618553	0.0782803502591	0.00504815176583	10.4940681143	0.29850898714	0.298484273645	0.0158798340592	0.308211261575	0.306129172558	0.0420987695901	0.319663451217	300.0
HSF1	0.2577764505	7.0100452056	7.2678216561	0.0305769799338	0.0249693599544	0.0180694970031	0.0446627935099	0.0368326532541	0.0277194657915	0.043068602809	300.0	0.813465928739	0.818685474188	0.044164390396	0.802754087358	0.812247184918	0.0243720185147	-0.246214041605	300.0	0.310981219661	0.303077972326	0.063946845623	0.317053563041	0.303158089015	0.0657733635916	0.0111956087241	4.29377358801	0.318378988672	0.318373675413	0.0138489755971	0.324847540372	0.325258209122	0.035322073717	0.218721033213	300.0
ESR2	0.2614649397	3.6853600444	3.9468249841	0.0147463816737	0.0121916238292	0.00829745793421	0.0220614696539	0.0188797643439	0.0127151358802	0.0862274614579	300.0	0.806495824644	0.815774119607	0.0224221285323	0.848098653437	0.852851079582	0.0404867501541	0.190194388138	300.0	0.382489697948	0.366791776511	0.0764642844766	0.38672842951	0.373406103215	0.0837380673577	0.0220262055864	5.35772581328	0.302180841745	0.302195896827	0.0147716398268	0.310325936694	0.309656489337	0.0307909783358	0.293159061496	300.0
MYC	0.2679101471	9.9725863556	10.2404965026	0.0319943837302	0.0228074373757	0.0208531735859	0.0494976240604	0.036989572534	0.0326896021957	0.116709308887	300.0	0.703625760395	0.710460964802	0.0308790235758	0.787701510121	0.801367360548	0.0570404304321	0.416119927003	300.0	0.369661648661	0.35225858748	0.0872218603284	0.376600605199	0.356333078129	0.11532030746	0.0377122005394	4.46386000669	0.297592249752	0.297668332327	0.0129657636669	0.305632153103	0.304791614126	0.0378344867	0.276932497685	300.0
NRF1	0.2705882836	6.4108549333	6.6814432169	0.0155754980333	0.0124489352462	0.00975361983503	0.0218433262891	0.0172072944443	0.0141387867716	0.1072018938	300.0	0.763326527434	0.768852832955	0.0263816189212	0.810710571172	0.821109856595	0.04431443764	0.285010970027	300.0	0.325197337196	0.314855513044	0.0817363709136	0.33696319211	0.32065746663	0.0840540888223	0.0534469457886	7.79044340786	0.337297814985	0.337362218701	0.0124949866026	0.347171265575	0.345822306262	0.03282769811	0.315467054614	300.0
TFAP2A	0.2800466492	3.4869517	3.7669983492	0.0295148009738	0.0261186670803	0.00946319350977	0.0383622256075	0.0340003127483	0.0146085097762	0.087980992704	300.0	0.803764619187	0.814648580861	0.0231846011099	0.858330091161	0.863639750287	0.0425943823184	0.358588996177	300.0	0.33684261587	0.32278150674	0.0786571713105	0.327895156215	0.31309999018	0.0650646612941	-0.000544121344365	7.5344195518	0.298021561243	0.297937558138	0.0151990418445	0.307714817202	0.305635243081	0.0419105254786	0.32015960563	300.0
