FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	HINTBCN_GM12878_protection_mean	HINTBCN_GM12878_protection_median	HINTBCN_GM12878_protection_std	HINTBCN_K562_protection_mean	HINTBCN_K562_protection_median	HINTBCN_K562_protection_std	HINTBCN_protection_ks_stat	HINTBCN_protection_ks_pvalue	HINTBCN_GM12878_tc_mean	HINTBCN_GM12878_tc_median	HINTBCN_GM12878_tc_std	HINTBCN_K562_tc_mean	HINTBCN_K562_tc_median	HINTBCN_K562_tc_std	HINTBCN_tc_ks_stat	HINTBCN_tc_ks_pvalue	HINTBCN_GM12878_fos_mean	HINTBCN_GM12878_fos_median	HINTBCN_GM12878_fos_std	HINTBCN_K562_fos_mean	HINTBCN_K562_fos_median	HINTBCN_K562_fos_std	HINTBCN_fos_ks_stat	HINTBCN_fos_ks_pvalue	HINTBCN_GM12878_flr_mean	HINTBCN_GM12878_flr_median	HINTBCN_GM12878_flr_std	HINTBCN_K562_flr_mean	HINTBCN_K562_flr_median	HINTBCN_K562_flr_std	HINTBCN_flr_ks_stat	HINTBCN_flr_ks_pvalue
SP2	-0.1813165365	6.2019310444	6.0206145079	0.419477549868	0.36781403771	0.264594100168	0.373870168083	0.364417103804	0.185636913049	-0.0271827592772	-179.802358615	0.777764105417	0.788138131131	0.0284764662156	0.794100312473	0.801102193255	0.0478377129515	0.153193075743	-300.0	0.706583793296	0.705277404433	0.0243960976765	0.698842360136	0.695228344822	0.0212280773474	-0.162583182093	-300.0	0.325393093084	0.324374682379	0.0376189212266	0.319083410993	0.319273366757	0.0163726583135	-0.0844010084472	-300.0
INSM1	-0.1721305868	6.3427609889	6.1706304021	0.388231722916	0.3655851366	0.224159832896	0.304129439253	0.275655037434	0.151840919636	-0.0396430067357	-118.152252035	0.859128597431	0.867209255943	0.0531048437771	0.780433316505	0.796940228916	0.0293744156272	-0.474594843709	-300.0	0.35798835606	0.342555501117	0.0661404481416	0.342633074727	0.335809745006	0.0349373937889	-0.0108593841471	-253.04949886	0.299839970647	0.298152971696	0.0401420830302	0.293676326848	0.293478214806	0.01412120802	-0.15730055306	-300.0
MAX	-0.1670527532	6.8057894833	6.6387367302	0.325082512535	0.260761507621	0.161446837881	0.330027820897	0.319098697072	0.218876697313	0.0146959944994	-54.9474534616	0.773438961534	0.783702720619	0.0510435170535	0.755684327107	0.762843979075	0.03045681789	-0.0920329706838	-300.0	0.604519665386	0.610617676087	0.0404291911598	0.598160868277	0.600790750426	0.0285851662772	-0.0879578246393	-300.0	0.315590753356	0.315007889344	0.0296648539512	0.310662658985	0.310146276802	0.0146601306947	-0.111149175703	-300.0
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.41331234454	0.348271583884	0.270529034532	0.352209859139	0.318670784838	0.191382977152	-0.0163646437226	-77.0256962351	0.770482228645	0.781285375107	0.0284780315878	0.799520637186	0.806014941657	0.0505760042804	0.00270108718347	-300.0	0.391869383867	0.361615559767	0.0753703033067	0.358357542564	0.3551524157	0.0289243175963	-0.124250716706	-300.0	0.272992101976	0.271701464669	0.0363117044131	0.266735345261	0.267012445833	0.0133868092209	-0.0949539096853	-300.0
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.409854357719	0.397273314353	0.237591447978	0.316869267324	0.314574971739	0.169359156995	-0.0578238934384	-30.9753747841	0.736403819198	0.761644950217	0.0457192862385	0.760236313485	0.77323818655	0.0842960506466	0.172922172121	-38.9948597597	0.596511444888	0.577155205665	0.0671302542019	0.576589433107	0.569361448374	0.0354383801943	-0.0620405576679	-167.442358075	0.30640045327	0.299967586588	0.0762367683167	0.295289935273	0.294795113094	0.0303107102081	-0.123825551831	-300.0
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.400255875759	0.36081554236	0.236615506621	0.339898662263	0.325183717961	0.162038264576	-0.0333590661053	-59.648693117	0.775217942602	0.788438877018	0.0327860551229	0.797093381171	0.804697265918	0.0532008972553	0.0954377399621	-299.984192031	0.358687009534	0.356798972636	0.0384885404343	0.351475696707	0.351109190628	0.0252493049746	-0.0491841857546	-248.554848267	0.311473983931	0.310784466571	0.0330039826527	0.306571442616	0.306123757954	0.013840145622	-0.131903094471	-300.0
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.278861907846	0.242564302318	0.147287790781	0.338890391857	0.275262977268	0.211247973641	0.00651376534238	-191.105521361	0.835927079448	0.843005159786	0.0516751384622	0.78198413827	0.796611020988	0.0275751525364	-0.31391263114	-300.0	0.55256045506	0.54121660146	0.0494600423229	0.536235311421	0.532527517526	0.0263303812125	-0.102476709839	-300.0	0.330823094767	0.329808656377	0.0378201097968	0.324402437425	0.324479025703	0.014548491756	-0.179075266631	-300.0
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.370789779512	0.367376072702	0.251864574516	0.358040389437	0.304854190455	0.181345786535	-0.00368431120877	-33.677132512	0.76910143059	0.780344662765	0.0541443557372	0.719835283534	0.726557776358	0.0306141133592	-0.335472778079	-300.0	0.550507075186	0.558809312055	0.0399533639604	0.542714416821	0.547082013752	0.0303133971038	-0.110203648706	-300.0	0.350729348624	0.349699601432	0.0263888218136	0.344137254476	0.343725608308	0.0152497056677	-0.18111686674	-300.0
FEV	-0.1396182302	6.8418069444	6.7021887143	0.29227736736	0.267793949153	0.152636418815	0.330010882654	0.269284625482	0.214196561031	0.0134546272746	-73.0065988051	0.751536644309	0.770636510879	0.0695988513145	0.742984925028	0.754351494869	0.0399858844332	-0.00380634004769	-300.0	0.551180990564	0.534055496445	0.0538979341781	0.539230814454	0.529900868761	0.0373147478376	-0.0556366980418	-300.0	0.346161197171	0.344385291715	0.04464324984	0.338384422591	0.338590518283	0.0180617264964	-0.19533871082	-300.0
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.327242476574	0.309874565801	0.220953233173	0.306334619557	0.273999432038	0.153814720467	-0.021629801812	-37.8705827287	0.772415024037	0.784379245891	0.0546157912021	0.763230841382	0.769982763834	0.0307492731711	-0.0347867522757	-242.458470235	0.55184455034	0.559425071632	0.0433092848795	0.546187169715	0.549986013819	0.0329349402661	-0.0733752620545	-260.841118243	0.575424544575	0.603644604111	0.321902574777	0.612261923799	0.618146618746	0.332929706393	0.0438568180237	-103.730204466
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.365363838993	0.311345389658	0.180470829276	0.383497528742	0.353922179375	0.247059667922	0.0238013540148	-28.0688260055	0.764448892157	0.776573604549	0.0580961056133	0.704047404549	0.711031120492	0.0315241001049	-0.371147924229	-300.0	0.507743918149	0.515610511589	0.0352825989052	0.5017602526	0.505848981757	0.0245863610623	-0.103559087768	-300.0	0.313495826807	0.313169951489	0.0316559280371	0.307388916329	0.307724387668	0.0142452258388	-0.160595505757	-300.0
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.324693669499	0.271458499287	0.207881163089	0.371298061106	0.284383406032	0.293000974549	0.0332981738721	-5.96063451255	0.756688196077	0.769101172988	0.0594267052628	0.690325131926	0.698336917791	0.0338171217024	-0.36020612146	-300.0	0.533534786327	0.539359530336	0.0475979118639	0.539766139026	0.548687116895	0.0639005480552	0.00217531421205	-82.982431494	0.24047701593	0.240006694157	0.0355691493732	0.234741864414	0.235428250504	0.0127027816314	-0.0873342831198	-172.10041325
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.28685091274	0.236200459935	0.149677176179	0.29601853569	0.284042439985	0.20673888116	0.0116338901458	-32.1708917796	0.772056263779	0.779562780839	0.0285883117376	0.773197376638	0.782294413344	0.0504937634612	0.114246512127	-157.806373994	0.519857659932	0.526122535148	0.0492588240214	0.512155073446	0.517059283033	0.0332167403549	-0.0790084895082	-294.470798149	0.309229215862	0.309105626764	0.0305671430634	0.304510604411	0.30421117357	0.013953736425	-0.113869148485	-300.0
PPARG	-0.0787696799	2.7470595	2.6682898201	0.382862127206	0.293037915686	0.261631181539	0.322774448952	0.280647015073	0.178897200434	-0.00110801333558	-45.0645067099	0.84598953703	0.852287979489	0.0458333284232	0.787263391083	0.798930037614	0.0260375215664	-0.408563009069	-300.0	0.396337615656	0.395501188455	0.0424001962231	0.388919310808	0.388635480245	0.025421832433	-0.0371621621622	-265.776429819	0.261586233972	0.261139059453	0.0310226730061	0.256616372862	0.256584508903	0.015377960096	-0.0848714381701	-300.0
GATA4	-0.075628319	6.0066849222	5.9310566032	0.281773424563	0.245671454139	0.156417846394	0.293894158381	0.269558319765	0.208209387796	0.0307777017896	-37.1228323835	0.746485204544	0.760700126151	0.0279371241277	0.76208444679	0.76733533892	0.0595921865263	0.140052433988	-207.091098219	0.417932174102	0.398809502319	0.06035374837	0.385524740172	0.386763304917	0.0183149582974	-0.220119521912	-300.0	0.310303643459	0.308770945731	0.0441897855939	0.303598357407	0.303401242827	0.0110069467747	-0.134773363667	-300.0
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.316078199043	0.278987929415	0.226885085192	0.282481895272	0.254766412868	0.160897721171	-0.0232858003198	-33.8541386303	0.772031141544	0.782051006869	0.0278645720962	0.776076670572	0.783527937649	0.0529126089962	0.129259521036	-117.348066355	0.567016148329	0.569484097036	0.0552656891679	0.554821804427	0.559407794856	0.0325203401747	-0.0911868649683	-300.0	0.29923750317	0.298149565926	0.0296121603042	0.293767792354	0.293224797468	0.0147861204058	-0.117445135363	-300.0
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.341813317303	0.326316830727	0.147836965226	0.3920113955	0.372701939602	0.215523274468	0.0164481927849	-27.1549664709	0.796973082181	0.808014993359	0.0754519183776	0.738645185043	0.754045678763	0.0422597892879	-0.0159783106069	-300.0	0.49930545826	0.472226371318	0.0757347505044	0.517969986043	0.487059712293	0.103235489078	0.0264558547276	-69.4434394069	0.323494651078	0.3166971614	0.0874598054852	0.311878376287	0.311377194782	0.0324824148561	-0.0525544634877	-300.0
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.356925107758	0.29747226398	0.178038677269	0.373490619439	0.356315260008	0.246511549108	0.011479521955	-29.3262396209	0.763371746248	0.773672644799	0.0562917614157	0.681202539251	0.687942582402	0.0305916923709	-0.471541171634	-300.0	0.545300529719	0.554709389024	0.0384082416324	0.538318150916	0.543569146872	0.0285961280067	-0.107681213362	-300.0	0.323979677685	0.323509075633	0.0277712650129	0.317661450483	0.317675427978	0.011010463	-0.195509891055	-300.0
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.356467501015	0.329267477598	0.218518022052	0.292509282393	0.280005846287	0.154704333041	-0.0278821738193	-113.16450349	0.75558487063	0.766240924229	0.0302774090203	0.773018791307	0.78017208945	0.0526475019031	0.155923488487	-210.684123809	0.394886777454	0.369702881919	0.070302184241	0.366556165706	0.363045656094	0.0291460317256	-0.111100118718	-300.0	0.288699265961	0.288307201289	0.0344284650138	0.282990623527	0.283190609422	0.0105586696041	-0.10180390216	-300.0
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.308488657693	0.242689726763	0.163708938548	0.327058600696	0.289187969197	0.224801637451	0.0376956640216	-56.0269736927	0.808189812608	0.828965504374	0.0998318790515	0.718604660835	0.754561747673	0.0518178242034	-0.147528931351	-300.0	0.435955285952	0.405574656504	0.0934814032028	0.394384648553	0.383468471155	0.0431762391794	-0.118676196395	-300.0	0.372582370294	0.353430039172	0.127190472119	0.34797505407	0.346249309216	0.0526848441516	-0.105837068305	-300.0
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.390232787345	0.29805903918	0.193174106745	0.399932525841	0.395599737528	0.260236996136	0.0347401940924	-23.1906619389	0.766136203005	0.77660402514	0.0546394550047	0.730885035155	0.737366717236	0.0290995564511	-0.244649651794	-300.0	0.325099686868	0.33004157683	0.0395137435461	0.319679943078	0.323950720989	0.0269373069349	-0.0442043222004	-230.318824156	0.294731764325	0.293360015736	0.0299643523887	0.287695734277	0.287694619589	0.0116744415086	-0.193964074308	-300.0
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.348593693565	0.317796560672	0.174161523433	0.38648975933	0.32060898841	0.231224604797	0.0207416559331	-24.9900529093	0.757589546596	0.773936733829	0.0675440474421	0.686008780542	0.694936758393	0.0347685388195	-0.395912685121	-300.0	0.509690393171	0.507423581153	0.0443405987023	0.499644862938	0.497961558587	0.0281173118825	-0.0683607316508	-190.812171655	0.33438716882	0.333245670593	0.0329130553316	0.327212092077	0.326925595312	0.0129212004936	-0.205554424071	-300.0
PAX4	-0.0037464452	5.1896305722	5.185884127	0.300897596353	0.265501442082	0.165573018813	0.349269028273	0.271547366934	0.233843923213	0.00223562687489	-111.818470515	0.818524332672	0.824622227034	0.0467846115164	0.780933002852	0.791146539222	0.026567380306	-0.130817329921	-300.0	0.532980483523	0.530619063276	0.0421442543309	0.521267919877	0.52068113131	0.0250661597217	-0.108020231214	-300.0	0.417403760277	0.379211682162	0.263492785447	0.47030718669	0.454756261261	0.292290894528	0.137880456297	-39.0358192708
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.27106910378	0.249463863771	0.157706559249	0.343665508672	0.314197625275	0.225289579101	0.0337342954908	126.276827738	0.771459153283	0.781213786579	0.0255731050344	0.84171784419	0.847968463704	0.0461777037962	0.381104264288	300.0	0.44214964273	0.438513488918	0.035835189798	0.478357597917	0.449246358968	0.0871265590278	0.109515054011	300.0	0.260207302943	0.260116252427	0.0117188929044	0.265254183011	0.264933471168	0.0341989558718	0.0930893511585	300.0
SOX3	0.0110805013	6.2065415833	6.2176220847	0.375956500745	0.357328776223	0.160148299389	0.429151859601	0.378039785723	0.223729704344	0.0215426415389	61.3938250766	0.800756228432	0.807036075336	0.0500604646604	0.780795211905	0.791554940842	0.0265920211758	-0.104589124881	299.999994428	0.453243408394	0.455488810123	0.0225454706466	0.461751127263	0.464310409064	0.0367590726578	0.134640702139	300.0	0.335512073382	0.335452301136	0.0107042272107	0.341971216284	0.341805243951	0.0266583594724	0.241716717856	300.0
ZNF263	0.013611772	6.7028140111	6.7164257831	0.337557142967	0.282240891804	0.183497480492	0.283259658537	0.24948921223	0.126996346004	-0.0138371042897	300.0	0.781546225768	0.797194711589	0.0277885138981	0.843668802544	0.851055478261	0.0530043503887	0.371720999518	300.0	0.489810273476	0.485509957196	0.0258177726293	0.507365276582	0.494936273403	0.0515586144544	0.112027353178	300.0	0.333345479322	0.333352439667	0.0152504432755	0.341241719917	0.339856814283	0.041013093196	0.241112768703	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.312124605668	0.286773042751	0.182722976918	0.363272668127	0.297680785116	0.252879536716	0.0142084316239	31.8377626497	0.701706399067	0.711005251026	0.0358817078782	0.760386207886	0.77519570696	0.0638180522547	0.337639835002	300.0	0.452505997768	0.452601729848	0.0359269621214	0.461278992633	0.461449159591	0.0524016807835	0.0573740569482	169.209921493	0.274056367625	0.273872534255	0.0193082630848	0.280545524585	0.279509355844	0.0378519646763	0.148797797848	300.0
HLF	0.0461707656	3.1964068111	3.2425775767	0.311617499881	0.303651244126	0.16333882007	0.379770394313	0.362361338057	0.241377361805	0.050135907265	28.2400081564	0.752335995681	0.773477435007	0.0735067686099	0.749693337159	0.760197794526	0.0368063753908	-0.00170842824381	122.213264194	0.390136287791	0.389534656498	0.0328891831245	0.402671212024	0.397337996285	0.0575962935126	0.0888673676443	271.316698056	0.273613647533	0.273400110991	0.0194161746221	0.283254316186	0.278876989436	0.0610454573003	0.147768571698	300.0
MAFB	0.0472703894	4.6418463778	4.6891167672	0.300981534588	0.296309633429	0.175317268963	0.471065714575	0.538233334895	0.253336198428	0.194623988661	210.345927534	0.803494531045	0.812060599036	0.058937234128	0.773404464822	0.788804078474	0.0333634985631	-0.0378343785901	300.0	0.337764088133	0.32858043622	0.0392418631631	0.371717913409	0.339714235831	0.0914535399735	0.0534789045152	216.866460307	0.310385544261	0.310629954341	0.0154299335172	0.317938311081	0.316734941851	0.0428690056396	0.198294820173	300.0
FOXO3	0.0481398669	5.88673935	5.9348792169	0.343417750249	0.314384569029	0.186744422331	0.381903776425	0.335307862281	0.261836622528	0.00912570736921	53.2340157689	0.775925151599	0.785717233384	0.0521102695042	0.775172044475	0.782554711451	0.0293020241041	-0.109051739368	297.134332115	0.491886254122	0.494440726266	0.0257470389829	0.498347859963	0.504364054611	0.0381977565347	0.115912993703	300.0	0.303584357712	0.303192995958	0.0117773078155	0.308724576593	0.308807753084	0.0301458881417	0.164809268789	300.0
ELK1	0.0522137344	7.7926102444	7.8448239788	0.338929232753	0.254921955396	0.211257314529	0.293408422368	0.25157169493	0.148199986497	-0.0421612996071	37.5953504366	0.734721460845	0.743900308119	0.0847142733548	0.722918830633	0.738979840401	0.0472604839827	-0.15472030897	123.319604291	0.530620375831	0.502872871804	0.0846125462885	0.501860725119	0.483330850577	0.0565011670509	-0.0387222382463	134.679649094	0.316034569367	0.31570309661	0.0261205353289	0.324569057479	0.32142585116	0.0711776559328	0.120096834919	300.0
E2F1	0.0598172259	7.0153392556	7.0751564815	0.36177542345	0.349420749672	0.15844193089	0.443931128374	0.434520864717	0.225777423736	0.0350846101448	98.1410765228	0.752420250972	0.76997146404	0.0396538684224	0.812915366028	0.823203677614	0.0729857217576	0.0667514865017	300.0	0.520314277834	0.514578044246	0.0347003214413	0.54956550529	0.53864568809	0.0620349213239	0.122594106626	300.0	0.339837028756	0.339445416079	0.0226489960986	0.349233000572	0.346277058324	0.0606395983495	0.212014149172	300.0
LHX3	0.0647025619	6.0044417556	6.0691443175	0.360760437327	0.285285474878	0.192906382574	0.367678579516	0.371542204672	0.271956241864	0.00865764195634	29.8533269195	0.788910391558	0.796304856192	0.0247609708767	0.820711242894	0.8256023321	0.0416396402345	0.129955900384	300.0	0.508691802742	0.512967272652	0.0286831456844	0.518520575383	0.525802752842	0.037909647367	0.118058968059	300.0	0.290543305548	0.290628637447	0.0143099200503	0.296527829593	0.296515932747	0.0274255681301	0.183494529041	300.0
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.326589078677	0.304313568592	0.174281383646	0.390218873331	0.338716295862	0.252654454467	0.00917348600182	41.1857123499	0.774006817323	0.792147863146	0.0320961526704	0.81225640474	0.821016933583	0.061394589922	0.0345241889773	300.0	0.509901908371	0.501445941459	0.0392866881055	0.529236511083	0.511385440573	0.070465046711	0.0648023208744	300.0	0.292297567475	0.292130487474	0.023374891616	0.302746545801	0.298744451328	0.0568558444797	0.253031137514	300.0
ERG	0.0897659651	3.3495138444	3.4392798095	0.346448003798	0.278089640583	0.221661462431	0.303109754817	0.275948968348	0.159984009753	-0.0161482690397	150.70595131	0.769762121498	0.784979648376	0.0587243816346	0.767467927047	0.7760822149	0.03233704587	-0.059848060318	300.0	0.447448161609	0.441904876644	0.0271156977705	0.458543693376	0.44899042353	0.040366796447	0.102166781768	300.0	0.303785028595	0.303767061567	0.0140113915817	0.31135939485	0.310180885985	0.0364875117128	0.240536984733	300.0
E2F4	0.0988134026	8.1986014333	8.297414836	0.306305095349	0.286605673174	0.135899516445	0.38894128028	0.381814506749	0.193649058439	0.0381757301619	118.781459024	0.750679125152	0.767610482067	0.0390179998132	0.812582918689	0.822524938521	0.0726824730073	0.0708299989096	300.0	0.582741757376	0.577914758299	0.0297246429744	0.612176459018	0.602045818592	0.0556696918768	0.176336375489	300.0	0.335067613462	0.334827801853	0.0220025631298	0.34488029132	0.341617662811	0.0644382059303	0.207196592614	300.0
SRY	0.1099202765	2.0370843056	2.147004582	0.333949312633	0.294750187841	0.173487485564	0.358158158939	0.33579130637	0.241648823655	0.00415591977997	35.1760959733	0.766350160767	0.77275630356	0.0287407198957	0.7774839608	0.787079209827	0.0495842447937	0.0236816682473	300.0	0.600026857265	0.605196604266	0.0262660811141	0.610018535914	0.619039872192	0.0369176193972	0.159921671018	300.0	0.311292301565	0.31099274177	0.0121130185766	0.318098717361	0.317579650739	0.0305296117959	0.216099018804	300.0
ESR1	0.1130897902	4.0138700722	4.1269598624	0.406092445395	0.378047898075	0.185135063481	0.433538737473	0.408951966261	0.262198852806	0.0222940687901	70.9085237608	0.785633311378	0.791360327942	0.0477707663463	0.779160148765	0.788601967159	0.0283638534585	-0.176557035466	138.035833191	0.421944787462	0.425226496042	0.0245056163512	0.431026913404	0.435219180545	0.0349363729825	0.132926195426	300.0	0.332004314395	0.331948806037	0.0115821247227	0.338667373778	0.338807095024	0.0212804888036	0.292927563921	300.0
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.344851808298	0.314147751441	0.237937216781	0.3258316435	0.277320882299	0.172163677038	-0.00647618338215	47.3891796394	0.802628347103	0.808275582623	0.0442438500087	0.785858822757	0.794641594602	0.0266467082607	-0.0979567686998	300.0	0.36694189783	0.369254277547	0.0204692219693	0.37340791948	0.378370864762	0.0300275529829	0.126358310498	300.0	0.311769458087	0.311558088043	0.0131920226764	0.319222729137	0.318500789732	0.0290654139391	0.235473710432	300.0
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.30833452593	0.245933386811	0.235460297508	0.28505409065	0.219319588103	0.172887710792	-0.035004836725	39.6019242	0.778894814314	0.792530236811	0.0531633722088	0.778340749382	0.786063482132	0.029507359768	-0.0789038738275	300.0	0.420119545449	0.420741357041	0.0261929762852	0.429096355834	0.430144026089	0.0438324356549	0.0676622816476	300.0	0.324787604309	0.324688687752	0.0126641925814	0.332554369912	0.3318454012	0.0333164348185	0.280530185943	300.0
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.305369856682	0.280701135119	0.254849798474	0.302823046641	0.193084396872	0.187352222536	-0.0214329967102	10.143021666	0.780613717443	0.792955850131	0.0301918661211	0.83003064707	0.837000202322	0.0515124273277	0.250455379169	300.0	0.365739103489	0.367388502757	0.032628384568	0.371042723	0.3756105939	0.0484558400636	0.0175916749257	94.4273110343	0.310073131411	0.309911224318	0.0104731726629	0.318078484693	0.316735698298	0.0327272038778	0.266763923649	300.0
AR	0.1778825566	3.4316552	3.6095377566	0.311209596123	0.279584157119	0.16053623229	0.349394397125	0.29459894413	0.230258344455	0.0302876654893	51.9494942892	0.781228401223	0.789306908102	0.0520671765751	0.772487776156	0.782620609497	0.0342056073427	-0.194862531522	53.5387450948	0.525412453599	0.529936849835	0.0336368285115	0.537769835681	0.542143675329	0.0471895740272	0.117607267105	299.999993325	0.302364276627	0.302086416202	0.0160655482829	0.309283876701	0.30888382108	0.0325083585995	0.19253197067	300.0
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.4221681089	0.359808791664	0.227641758408	0.388171476393	0.355518874357	0.162030645886	-0.0087370084902	37.8954713028	0.778531703759	0.791591709568	0.0540108174079	0.777537623509	0.785552304764	0.029524521711	-0.0795605887558	300.0	0.384768143482	0.385024111708	0.027179837265	0.39244767613	0.393760155277	0.0465032076544	0.0420031850756	300.0	0.280575264147	0.280598916986	0.0127382157327	0.287390888439	0.286941464544	0.0324532783377	0.233640105867	300.0
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.29208816059	0.258325933495	0.15229517532	0.381356527333	0.349864362011	0.221780142971	0.0393980056502	138.226762614	0.780504064399	0.79686032363	0.0294380130579	0.833731315481	0.841824525773	0.0554767784096	0.277828119446	300.0	0.521006770713	0.517616841628	0.0293231729919	0.540794078231	0.529525583531	0.057632638611	0.123182247403	300.0	0.311886546615	0.311897108292	0.0161568556575	0.320765461118	0.319329763862	0.0410524739441	0.30344847925	300.0
TCF12	0.2044455873	8.2854513333	8.4898969206	0.290023901056	0.255678576843	0.169113271866	0.351480334867	0.283261778292	0.241626614931	0.00835116072878	81.7154568012	0.807082572527	0.814555637783	0.0512520231142	0.781433284109	0.795512357068	0.0290328201572	-0.0745395299681	300.0	0.459276684711	0.457271230081	0.0261645678644	0.469862580349	0.467805867792	0.0454403369055	0.0861496107841	300.0	0.313901983162	0.313769282823	0.0120877217619	0.321383111918	0.320844002409	0.0299277308035	0.305601099757	300.0
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.298195418562	0.268800454574	0.17460201761	0.375245615926	0.343821833658	0.247693482459	0.0344958892703	36.8620891628	0.790663603919	0.800710414188	0.0620894660114	0.76919357894	0.786395684376	0.0350377682552	-0.161048907411	108.073860899	0.410171676391	0.405526606176	0.0268733477288	0.426588110316	0.414388582873	0.0475058895415	0.10571300045	300.0	0.331041209746	0.330926990535	0.0174844764928	0.340376545985	0.338647614486	0.0444789690267	0.313689381922	300.0
THAP1	0.2326709847	6.1018166556	6.3344876402	0.385574934717	0.312267210425	0.239212774336	0.341568547265	0.309121885082	0.170981655128	-0.00997187709228	122.254351211	0.781139005999	0.79440962237	0.0286806167763	0.818649877253	0.826161773336	0.0512050608353	0.0894572106753	300.0	0.443551586065	0.44026887748	0.0212593757084	0.454229228052	0.449580637422	0.0318768976143	0.129735256134	300.0	0.31901060524	0.319093556296	0.0128008796508	0.32737010788	0.326753318925	0.030392123115	0.330130740402	300.0
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.368734615548	0.350775104967	0.153379480365	0.391737113149	0.379282284691	0.216449937129	0.0291454572935	77.1187134164	0.784695099154	0.794006458425	0.0472299130393	0.778215680008	0.783907739329	0.0282236985815	-0.0186231077605	300.0	0.515256858526	0.518004711424	0.0207990115492	0.526681224206	0.531639209689	0.0296943504052	0.198669991687	300.0	0.336630935808	0.336754578295	0.0136962572215	0.345095001092	0.344675692485	0.029927645496	0.258940320085	300.0
TFAP2C	0.2455344095	3.2887911778	3.5343255873	0.37541844909	0.308730655647	0.213603401208	0.323045501566	0.286084990417	0.146932442371	-0.00413778094596	102.844789057	0.780749631914	0.796932639974	0.0297679047816	0.828506850149	0.836515210775	0.0525158991622	0.256528822949	300.0	0.448721224333	0.443381029431	0.0295654399245	0.46445422636	0.45394226626	0.0540828884059	0.0937198605238	300.0	0.298507305145	0.29849688035	0.0153658872776	0.308140159571	0.306124807724	0.0413625984084	0.32890809725	300.0
HSF1	0.2577764505	7.0100452056	7.2678216561	0.291179060093	0.245320877642	0.215057178964	0.276489352182	0.194204002166	0.154585191437	-0.0287778353342	41.0823349325	0.805817684353	0.813094860263	0.0526663931716	0.778647357338	0.792099146537	0.0285562106583	-0.0368632909853	300.0	0.500506220946	0.498900800905	0.0312155722247	0.514884841819	0.510900762534	0.0477516596694	0.104554690146	300.0	0.318357605333	0.318389976704	0.0133699961275	0.324889911173	0.325285331377	0.0345214456066	0.231575740583	300.0
ESR2	0.2614649397	3.6853600444	3.9468249841	0.313677051318	0.280191954354	0.154638981533	0.370703029853	0.308702004578	0.226144663699	0.0269634081196	65.3289214681	0.788306445541	0.801481903651	0.0268198673794	0.843376229432	0.850009394821	0.0479907651256	0.356093791551	300.0	0.601126556281	0.60172107448	0.021806404815	0.615321808877	0.616236404641	0.0377644129824	0.168786300821	300.0	0.30219750627	0.302204310512	0.0140809372703	0.310309567484	0.309656489337	0.0303009774199	0.304525841953	300.0
MYC	0.2679101471	9.9725863556	10.2404965026	0.308379692677	0.280799093018	0.179398417802	0.381198634682	0.339001012799	0.256371105566	0.0352747245365	43.8430970382	0.691529660151	0.701442851459	0.0370381511533	0.760560927485	0.778682836801	0.0667024752424	0.382185467289	300.0	0.407035049421	0.404464674289	0.0220915529792	0.419839378882	0.414271217358	0.0359711509174	0.117647058824	300.0	0.297581296485	0.297668332327	0.0120481029248	0.305580683582	0.304794103711	0.0365113723603	0.295752929225	300.0
NRF1	0.2705882836	6.4108549333	6.6814432169	0.321785680346	0.305419036083	0.208465461109	0.314051973957	0.257638337932	0.152795078114	-0.0132172007805	50.2977839208	0.757230445909	0.764204707388	0.0305632920099	0.775642617985	0.787897044838	0.0566852505076	0.118552360652	300.0	0.542780989638	0.54242997082	0.0291574360586	0.553012672697	0.555609244865	0.0382511372395	0.167891967188	300.0	0.33730053765	0.337362218701	0.0117990170258	0.347099063106	0.345806071768	0.0319869427651	0.328171987491	300.0
