FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	HINTBC_GM12878_protection_mean	HINTBC_GM12878_protection_median	HINTBC_GM12878_protection_std	HINTBC_K562_protection_mean	HINTBC_K562_protection_median	HINTBC_K562_protection_std	HINTBC_protection_ks_stat	HINTBC_protection_ks_pvalue	HINTBC_GM12878_tc_mean	HINTBC_GM12878_tc_median	HINTBC_GM12878_tc_std	HINTBC_K562_tc_mean	HINTBC_K562_tc_median	HINTBC_K562_tc_std	HINTBC_tc_ks_stat	HINTBC_tc_ks_pvalue	HINTBC_GM12878_fos_mean	HINTBC_GM12878_fos_median	HINTBC_GM12878_fos_std	HINTBC_K562_fos_mean	HINTBC_K562_fos_median	HINTBC_K562_fos_std	HINTBC_fos_ks_stat	HINTBC_fos_ks_pvalue	HINTBC_GM12878_flr_mean	HINTBC_GM12878_flr_median	HINTBC_GM12878_flr_std	HINTBC_K562_flr_mean	HINTBC_K562_flr_median	HINTBC_K562_flr_std	HINTBC_flr_ks_stat	HINTBC_flr_ks_pvalue
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.240696598346	0.212276652574	0.130783335809	0.143089732492	0.120692772266	0.0888299817282	-0.0838157437895	-31.281253752	0.662989727741	0.668513564909	0.0852042175	0.628747689456	0.636766478317	0.0442028428144	-0.0543613894125	-9.91010337624	0.465680124912	0.465912682716	0.0504566446374	0.469572656752	0.467508505997	0.0797992112377	0.0107312365104	-1.78961736611	0.255293789754	0.255428397654	0.0164178917809	0.25761017099	0.255709637506	0.0479180157783	0.178038606044	-13.7341119254
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.0437016147769	0.0355266708257	0.0284429982136	0.0534093547909	0.0492236290929	0.0684556567977	0.0268870328239	-35.9585558359	0.615678603771	0.623551021082	0.0408212452231	0.635579720231	0.642982517643	0.0773675639568	0.00383489384101	-18.6321716288	0.417701222838	0.407609270845	0.0765250366395	0.391733922107	0.389323732859	0.0484457421901	-0.138179629465	-55.9723951642	0.282067051311	0.281823313916	0.0133728598683	0.284936786944	0.2825537277	0.0526439834457	0.0790493852443	-231.161075442
ELK4	-0.795803281	8.3372889	7.541485619	0.0882177697734	0.0797398513004	0.0497096889939	0.0535943651852	0.0507478442647	0.0289089190084	-0.0174478548583	-247.190279547	0.620154804873	0.630234820727	0.043308577939	0.646166924342	0.651146422593	0.0796343912413	0.0145189772503	-61.4910074737	0.516680446533	0.510125413348	0.0547864662921	0.522657056191	0.514547466506	0.0831180513163	0.0117494960246	-25.6962849302	0.314161318901	0.314072910047	0.0217716175773	0.317780994758	0.315284972374	0.0590561975582	0.13895396488	-167.674461301
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.0644639110055	0.0555060175771	0.0516060304099	0.0432961102391	0.0368283712313	0.0356496524993	-0.0322821055054	-88.7336670226	0.631799671101	0.644849505876	0.115776077008	0.576543530627	0.580991772055	0.0527751522808	-0.122872800022	-41.4265306467	0.425998829717	0.412494498038	0.0858917116595	0.40795114629	0.403329497103	0.0490663091518	-0.0474796997089	-22.5786563614	0.350525682143	0.347891346349	0.0537095055339	0.344722749359	0.34476001432	0.0220082630796	-0.0151247348239	-300.0
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.215683018666	0.183333630051	0.114045341683	0.130293237405	0.117157939476	0.0647873313966	-0.0934559399474	-106.104935312	0.646065556139	0.65092639416	0.0809827250472	0.636516586333	0.642860412776	0.0395157072861	-0.0173837964428	-32.4306565312	0.526555726322	0.525641777853	0.0772821780448	0.52214779945	0.522668835839	0.0480049352753	-0.00503454919939	-15.2959588493	0.308579069583	0.308571315658	0.013953996628	0.312171943995	0.311450310965	0.0354829046493	0.000469704733455	-300.0
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.265047095995	0.232960982911	0.123572373371	0.180674751304	0.153814339613	0.100540492855	-0.0282442727488	-57.0145942314	0.644282138405	0.654444643114	0.0940067595846	0.64302164417	0.652229046823	0.0421724353205	-0.00183434406976	-20.5619213783	0.493400948499	0.493631081973	0.0626397966697	0.48826583323	0.488149785588	0.0392322856704	-0.0255826579798	-13.8690218899	0.30762633919	0.306727725667	0.0314924886487	0.303595004359	0.303545719348	0.011898722252	-0.0499308860965	-300.0
ZFX	-0.433919887	8.1387332944	7.7048134074	0.187712439397	0.170679818971	0.0980693794266	0.115736371166	0.101026016122	0.0602547396552	-0.0063404238765	-300.0	0.63144065026	0.645282030119	0.0485424576884	0.651802659765	0.659421004801	0.0924145160842	0.0566750160075	-70.6469450829	0.477100119504	0.470177626145	0.0731222940306	0.466829188266	0.461986139776	0.0475156482524	-0.0156133689589	-62.7962329326	0.325122401381	0.323419408319	0.0469104417035	0.320113382732	0.319949505137	0.0183328786258	-0.0624036086695	-300.0
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.0597563288125	0.0549415443303	0.0276425578385	0.0928935321503	0.083736811126	0.0553795022755	0.0614219068787	-300.0	0.742695221086	0.748118355073	0.0782342472418	0.654349244847	0.664649162615	0.0416333656888	-0.335789976357	-300.0	0.517349350214	0.508253023007	0.0707095201168	0.502769885918	0.496139211706	0.0457424904055	-0.0436274841921	-247.044474147	0.33724265362	0.333796969386	0.0620404725968	0.330257445249	0.330033184846	0.0209735740184	-0.0846534086576	-300.0
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.066210258383	0.0550576248862	0.0581973372766	0.0476847429285	0.0368771386394	0.031249995162	-0.0857927719582	-80.9392917139	0.652658867931	0.667478993055	0.0391878952571	0.678236816265	0.685353445769	0.0863012059547	0.00861831001952	-8.44330616426	0.515848030696	0.513821915069	0.0635884797833	0.508249604121	0.507129548623	0.0399439568294	-0.0685393845151	-23.3083587249	0.317113477331	0.316372369722	0.0280086483336	0.312866261503	0.312684322417	0.0170562702614	-0.0747287919802	-300.0
SRF	-0.368290577	8.5141720056	8.1458814286	0.0681572854929	0.0572932274038	0.0563718471501	0.0456187999905	0.0391124994544	0.037207342443	-0.151539062047	-107.588879023	0.637512047503	0.650316788387	0.0379581033079	0.652443941421	0.658161410656	0.087352392041	0.0499219577713	-8.62562333185	0.488699193682	0.485351109647	0.064978168544	0.484296743619	0.483770943824	0.0420429594986	-0.0263553291088	-16.9787475505	0.315022064038	0.314161826015	0.0375300921758	0.310629824087	0.310424671015	0.0147428495356	-0.0375702078559	-300.0
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.0956748854911	0.0823144030549	0.0545156252654	0.0568754031326	0.0498427898644	0.031202113115	-0.0812569520381	-97.136247635	0.639367726118	0.653991600774	0.0991749205647	0.630003231109	0.637557829015	0.041953422787	-0.0877402140434	-45.167205511	0.521260873867	0.521167941879	0.0613096691767	0.516741707403	0.516398889379	0.0396930045241	-0.0283156473105	-19.0359947226	0.291725409019	0.290783462792	0.0329478849102	0.287160219955	0.287112341547	0.0140814835742	-0.0583137398072	-300.0
SOX17	-0.315282727	6.6900928222	6.3748100952	0.0683241308566	0.0570064491748	0.038659471624	0.0412037538041	0.0365141127589	0.0373428099929	-0.0702609504469	-178.861685315	0.630762332946	0.637233425266	0.0390419602384	0.636561006578	0.641746756574	0.0839701794949	0.06167128912	-23.5436679805	0.586561613916	0.584235229449	0.0626235507818	0.579204142775	0.577554863869	0.0415337394387	-0.0291048344915	-33.5734273737	0.310130938633	0.308926758546	0.0357087000701	0.304626313014	0.304701303747	0.0126207702872	-0.115145313571	-300.0
REST	-0.3104942741	7.8934747556	7.5829804815	0.190656439185	0.164322592823	0.0952025444026	0.114534207177	0.102192153271	0.0554055867908	-0.0785327886371	-184.606914941	0.646109429943	0.6582608017	0.0865283864864	0.643330190671	0.650836561344	0.0425708235321	-0.0103738309832	-61.1122393307	0.655429318735	0.654551735567	0.0679912624375	0.646984217992	0.64584818936	0.0433617535012	-0.0388859944517	-36.0466480018	0.33331443902	0.332148771988	0.0377017380919	0.327713536806	0.327709752101	0.0147698842133	-0.114276916469	-300.0
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.0893263875946	0.0750074576305	0.0554093564516	0.0580530371661	0.0488336951831	0.0439443414088	-0.0582773640943	-135.423513093	0.649298052084	0.657720644616	0.0976149079751	0.634540099571	0.641879424952	0.0405083411005	-0.0778974964095	-74.5207849931	0.712185349281	0.71235664702	0.0512350272995	0.704748296613	0.704170075107	0.0347308281314	-0.0829889173006	-59.3618873725	0.308016870383	0.307202420072	0.0349845712533	0.303382155555	0.30328006551	0.0156252419077	-0.0747678427829	-300.0
USF1	-0.3023841979	7.3838312667	7.0814470688	0.123327941561	0.115677569182	0.0614366503672	0.202990146793	0.175745541895	0.112908117563	0.0229238004564	-89.498472909	0.649131099219	0.658193705908	0.0910375859452	0.617407776377	0.628485012113	0.0460937365973	-0.00546261936462	-41.0750144712	0.43899718134	0.431376904725	0.0844691002414	0.429575621474	0.424507094115	0.0560681745325	-0.0208055462026	-20.3008922812	0.341997358375	0.337559539256	0.0634076318052	0.333225641997	0.332940925178	0.0217391408873	-0.13917668969	-300.0
YY1	-0.2742424783	9.2492416	8.9749991217	0.131207680577	0.117607482096	0.0670878848306	0.0792299450399	0.0699136901628	0.0472008781789	-0.0631419577889	-195.680715053	0.633619532458	0.641978152635	0.0420115674167	0.64654313549	0.651848202377	0.0825857560375	0.0716349047131	-16.5608674953	0.472360886373	0.470122250637	0.0430948446638	0.475363733024	0.473828870426	0.0691064770745	0.00111116644706	-12.811573296	0.351678415371	0.35022979927	0.0490154821973	0.345409853502	0.345402731731	0.0175951585295	-0.121732058329	-300.0
RELA	-0.2724742439	8.8449193444	8.5724451005	0.187099874282	0.163660856047	0.10274919022	0.113353441516	0.0953951487751	0.074342818402	-0.0930713526105	-123.923684022	0.641744354498	0.653413409187	0.0897686046048	0.641366043645	0.647372326282	0.0394718902898	-0.0235985290844	-30.9687591996	0.540565123702	0.539930936033	0.0730039312011	0.533486236543	0.532108285594	0.0455231398033	-0.0173462047601	-17.2007152897	0.314490304532	0.314001137843	0.0333779539244	0.309679209584	0.309717858112	0.0127786710369	-0.0991861139943	-300.0
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.244783783963	0.206754213325	0.124583385437	0.16875335627	0.136706065323	0.109340301587	-0.0671269205632	-51.5704023707	0.635227842994	0.65379367048	0.100687256492	0.612659849342	0.620890720766	0.0452895524317	-0.14773283079	-26.5485013162	0.353903621234	0.354274260916	0.0467024337013	0.354800732022	0.354415477186	0.0598986763429	0.0064142158347	-4.07068825551	0.330481201772	0.330046591634	0.0302443567127	0.325410294719	0.325342351403	0.0170371042054	-0.137130511008	-300.0
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.155387703252	0.136378240931	0.0815601277939	0.0954488930071	0.0827746234995	0.046513967242	-0.053210218239	-146.049022872	0.645572508111	0.656668332992	0.0923001940065	0.635274834363	0.641594960039	0.0423321232909	-0.0313416363018	-57.9861930176	0.518211315975	0.517227487602	0.0633763096026	0.508817040239	0.508956083951	0.0416275032352	-0.0412033971737	-39.2050561958	0.335004257031	0.333655578065	0.0397577737903	0.328921172807	0.328907690601	0.0135247002085	-0.156383969643	-300.0
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.0881483881644	0.0843314252499	0.0391800239267	0.144052082214	0.125625555487	0.0831532203081	0.0729899250352	-172.494553245	0.722923612135	0.726123288202	0.0842544030754	0.592929316143	0.595370516801	0.0512580766908	-0.453021955259	-300.0	0.520023117243	0.505345992902	0.0999754354831	0.481379422521	0.477828898501	0.0619212857234	-0.1192460853	-118.902340093	0.356802838076	0.341116285546	0.117256683499	0.338548757416	0.336291583991	0.0495769050906	-0.0267978150536	-300.0
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.261054089514	0.21606516496	0.129416300123	0.163726954788	0.141438081784	0.0935179160297	-0.117832373503	-134.766152162	0.642900013422	0.64858403229	0.0928179288439	0.642412126202	0.645229291799	0.0367420615557	-0.0249872400046	-19.7256409999	0.538798187717	0.540816002591	0.0617213577414	0.538646019021	0.539660523213	0.0374860994572	-0.0120022953979	-26.3155300876	0.32811490685	0.328111178343	0.0303865317709	0.323696083242	0.323472496456	0.0120943070471	-0.096112475866	-300.0
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.153684418862	0.136160386688	0.072294670473	0.095760688503	0.0860878043054	0.0397872442213	-0.0728529873286	-282.155488395	0.658830194228	0.664026597599	0.0369647913365	0.658983030695	0.668411457528	0.07999898884	0.0241073380631	-66.7299116285	0.484785889831	0.484150545619	0.053123958465	0.480314754231	0.480226995472	0.0362720904425	-0.00790816494245	-34.8188483321	0.321854099006	0.32186941538	0.0331464925191	0.317528798102	0.317522946133	0.0119535081936	-0.138383844532	-300.0
SP2	-0.1813165365	6.2019310444	6.0206145079	0.0669826957118	0.0555675004277	0.0335624559955	0.0382769082452	0.0358741337266	0.0300985917245	-0.18407142842	-300.0	0.652748797074	0.659628731703	0.0893616294227	0.652084577929	0.656573898615	0.0343237674191	-0.00435986270121	-40.5275230074	0.503830018889	0.501377196426	0.0597853591078	0.500828300071	0.499193632764	0.0387174471652	-0.00680503548006	-47.513342791	0.325376952911	0.324377826224	0.0374332099815	0.319077769606	0.319271161575	0.0162170335111	-0.0867132540599	-300.0
INSM1	-0.1721305868	6.3427609889	6.1706304021	0.0952194177981	0.0873271775372	0.0535734676124	0.0594664076397	0.0496694942177	0.0443921475298	-0.0221983782454	-196.976033636	0.640082286451	0.652692943434	0.0455742414361	0.661604086504	0.670343911068	0.0939543343997	0.041976709458	-48.1016995911	0.507329435114	0.500967841227	0.0787013010663	0.493832983069	0.489444512834	0.0505896744345	-0.0579503523791	-63.1681260671	0.29982728495	0.298152572305	0.0399825370517	0.293668589622	0.293474870484	0.0139883051417	-0.15969949528	-300.0
MAX	-0.1670527532	6.8057894833	6.6387367302	0.0657168717354	0.0543656512139	0.0486608594656	0.0429459730184	0.0355561606088	0.032632730522	-0.162378471265	-159.226871612	0.64703635551	0.663192983676	0.100772051481	0.644699020152	0.649464187424	0.0365405374578	-0.0366292234075	-17.2830037786	0.389569646483	0.389435504675	0.0521022410632	0.386259734657	0.386502457376	0.0339682357107	-0.0226914822277	-23.6868627832	0.315585615633	0.315007889344	0.029523151777	0.310654209577	0.310141336123	0.0145554623658	-0.11246851875	-300.0
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.0649937601954	0.0549354574883	0.0699965575448	0.0502694729783	0.0375410029549	0.0402009021305	-0.0478799412383	-74.7936043804	0.655812808247	0.662168114026	0.0344813232326	0.662565834071	0.666922414691	0.0772064300329	0.0585063059605	-13.4989924571	0.41318052941	0.407678418948	0.0646311742704	0.394215400946	0.393740713004	0.0365862391831	-0.141891557979	-73.7267539267	0.272977016552	0.271696917521	0.0361348998725	0.266725966065	0.267001803103	0.0132601462612	-0.0978805194806	-300.0
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.22314753064	0.198985625577	0.127770061168	0.1295993439	0.117780233116	0.0824564840417	-0.00392523154845	-64.623179262	0.611810313027	0.622427960375	0.0503269905308	0.615869005218	0.626147009877	0.0973496340122	0.0502236265613	-12.8642486775	0.514696175297	0.499889640329	0.0900167379752	0.501768232635	0.493060569775	0.0644682072857	-0.0229960407607	-7.33408974429	0.306227931405	0.299978593742	0.0753045186574	0.295287098157	0.294816922751	0.0296342756408	-0.130334109395	-300.0
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.057224451107	0.0415130290836	0.0420383718423	0.0750225042947	0.0632443475462	0.0619769257701	0.00344088851034	-78.543903062	0.658831281437	0.673801843593	0.039725144084	0.671807190566	0.680241483071	0.0883243122121	0.0558640526804	-12.9080591017	0.403838140289	0.402179287204	0.0527000378238	0.398804990112	0.397621569197	0.0365888212279	-0.0509068002543	-26.8967370017	0.311468208178	0.310784032025	0.032723806462	0.306559727998	0.306126741076	0.0137018021412	-0.133908411397	-300.0
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.0668405568945	0.0562542985963	0.0394213900111	0.0439845806896	0.0378642964075	0.0346424245405	-0.00922362149355	-300.0	0.755739675166	0.760971411018	0.073027412741	0.681862812195	0.68782986039	0.0341553480757	-0.340400304383	-300.0	0.494880986319	0.493015094154	0.0565321865015	0.483126902696	0.482510946917	0.0363945098064	-0.0904810571781	-212.54041626	0.330811612729	0.329807683898	0.0376210713635	0.324402752284	0.324482575219	0.0144166972287	-0.181096257883	-300.0
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.0637907680875	0.0529814834697	0.064317531561	0.0433444505353	0.0345891719629	0.032851827567	-0.143960201913	-69.1068223122	0.648803755477	0.661827637407	0.0929113764821	0.635529503063	0.639496632966	0.0362644797443	-0.071194647769	-10.0884697125	0.494620309786	0.49430059605	0.0435946913283	0.492288049665	0.49227348632	0.0286372441362	-0.0250146825927	-11.9563957112	0.350728539115	0.349691008469	0.0262486003625	0.344123666063	0.343726389136	0.0151305696864	-0.182630175268	-300.0
FEV	-0.1396182302	6.8418069444	6.7021887143	0.0868440725683	0.0756897256897	0.0500369134337	0.0563917705499	0.0501179546826	0.041196167422	-0.0166453059347	-171.62670404	0.624139993564	0.63354640498	0.0398674048448	0.650658888769	0.656332616518	0.0878883263327	0.000117407815773	-46.3632029859	0.510573034658	0.502267890391	0.0697242110154	0.500820233454	0.493383713383	0.0463508735944	-0.013900024214	-29.8194290736	0.346147750339	0.344381652028	0.0444542573844	0.338389654167	0.338596488132	0.0179231155232	-0.197707481419	-300.0
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.0609906655796	0.0490031394561	0.0709136978575	0.0422690345097	0.0313290177449	0.034460675481	-0.147585132806	-64.8209897189	0.624881732472	0.627721764948	0.0982644434365	0.613691745001	0.619241672364	0.0364768547364	-0.0904661826348	-10.5435105623	0.349171570612	0.347914610738	0.062005880058	0.344616403994	0.343899989038	0.0427303792424	-0.0285005599465	-7.36275540468	0.5740422259	0.601664427386	0.32186848177	0.610957010909	0.616912835227	0.333115786642	0.0449742876877	-104.092193216
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.200069152149	0.165771956243	0.0961669668298	0.136676879672	0.112343921767	0.0932069579559	-0.0923716214693	-58.0826789735	0.632325732737	0.641484954092	0.0397554595541	0.638715097341	0.645315432149	0.0921492835562	0.00817911176187	-8.87440883701	0.412110374316	0.412027855101	0.0472795078376	0.410763564174	0.411923139741	0.031815511169	-0.0134940603795	-14.4891306352	0.313500138616	0.313167589276	0.0315579470418	0.307400823642	0.307736098655	0.014144453661	-0.161527486974	-300.0
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.194129594859	0.155456950524	0.133143488305	0.128109263103	0.0993472382742	0.108641123437	-0.035138703858	-10.3947802668	0.647790460042	0.655395004729	0.079209897677	0.590898170295	0.59707778356	0.0394454729383	-0.318598404485	-17.8288459294	0.486871750211	0.487454006103	0.102299995054	0.486113816924	0.487076062478	0.0683297435018	-0.0156073082862	-2.19167923968	0.240447131616	0.239994650764	0.0350256170514	0.234727429007	0.235407659421	0.0125398914555	-0.0927893908258	-186.450169611
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.0659824276522	0.0548275644289	0.0655195666876	0.0488695220567	0.0373529394125	0.0310606405697	-0.0901857464678	-69.4120914226	0.633503145415	0.647829458461	0.0931634698261	0.604499419009	0.611363605579	0.0403731049843	-0.18376375995	-27.4872066986	0.553591108635	0.552917558214	0.0694893746001	0.551130263588	0.551966965646	0.0394119101143	-0.0117189033857	-10.0008826837	0.309232817875	0.309106052518	0.0304300071045	0.304513766997	0.30421117357	0.0138547967124	-0.113999238141	-300.0
PPARG	-0.0787696799	2.7470595	2.6682898201	0.140208643676	0.116326403472	0.0829863801451	0.0885022860496	0.0750638490125	0.061876384673	-0.0556152647032	-74.1089846936	0.696206470193	0.70077979967	0.0784112688041	0.670210679379	0.677987317787	0.0365311992954	-0.0246703550338	-28.7072010618	0.564173726782	0.562859622532	0.0517725931238	0.555596589016	0.554477249795	0.0362286488521	-0.0561093699686	-24.3960880863	0.261582954277	0.261151410186	0.0308130054376	0.256622155413	0.256595377387	0.0151714873117	-0.0869752246938	-300.0
GATA4	-0.075628319	6.0066849222	5.9310566032	0.0460350302333	0.0349157323745	0.0298757978128	0.052902778872	0.0493752945817	0.0712914758668	0.0419414378534	-37.7623550548	0.633543573445	0.63897058592	0.037695334827	0.638387873136	0.644782005652	0.0743432256277	0.0639102070806	-13.7912024381	0.432600276232	0.423654938593	0.0748093446002	0.396407895914	0.3954538433	0.0415398660104	-0.20835964695	-112.100304358	0.310290949363	0.30876355247	0.0440353083365	0.303592301345	0.303395178943	0.0109051923384	-0.136613775866	-300.0
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.191711553717	0.160966127116	0.104615833844	0.125704073536	0.106925741693	0.0724972837793	-0.0113121125979	-33.877133274	0.671111450917	0.67905406041	0.0934535987364	0.647366637524	0.667738742091	0.039976264372	-0.00712031212714	-8.11499698511	0.424780159823	0.422169071579	0.0633503997295	0.418997093492	0.4183905611	0.0367668119347	-0.0391815269712	-12.7269208725	0.299231876407	0.298164273384	0.0294728936766	0.293752853857	0.293230734596	0.0146921352312	-0.119724913249	-300.0
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.197101142813	0.178752575778	0.0995302443774	0.112974671082	0.103559431787	0.0518924972659	-0.0262052126239	-142.131077964	0.611093745825	0.621860120423	0.0487778454378	0.624756158478	0.628409641614	0.0830850559876	0.0934107899487	-14.2537871852	0.489027812151	0.483261673709	0.0704560166418	0.474851506031	0.468646670476	0.0524862759268	-0.0618369807656	-28.3069239058	0.323391439021	0.316693279674	0.0868552387443	0.311863104774	0.311361611578	0.0321376510009	-0.0571584986766	-300.0
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.218456124931	0.177482469618	0.102232615633	0.134903599946	0.118651694878	0.0626335549089	-0.182666813806	-80.9406230717	0.645204776567	0.656515813115	0.0949333709884	0.643123720552	0.648168316947	0.0379384870108	-0.0488817649876	-10.414891661	0.55112906118	0.552923126288	0.0722410796686	0.549260454909	0.550420964865	0.0440919294518	-0.0131811323475	-12.8916502591	0.323978232154	0.323507444124	0.02766366705	0.317648982985	0.317674091854	0.0109542198197	-0.197226105743	-300.0
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.071599393518	0.0622944896438	0.0492960011423	0.0443919311644	0.0393821638329	0.0427399176744	-0.074005598111	-107.85501664	0.670611805361	0.677632976505	0.0314036471101	0.68722725335	0.691204484528	0.0631268826089	0.0346255888056	-27.268272884	0.564609048167	0.560240314484	0.0892519567753	0.54182275327	0.540923850977	0.0477855709048	-0.125422536461	-95.2274950641	0.28870012529	0.288311551725	0.0343269651426	0.282991061524	0.283191026872	0.010496620956	-0.103977864046	-300.0
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.0880028255373	0.0833541032416	0.0409676743275	0.14368838416	0.124917101899	0.0833426378011	0.0989924150527	-161.359518794	0.720227683053	0.722274442241	0.0830473873419	0.592682856859	0.594440670822	0.0512195369969	-0.437671663416	-300.0	0.603223874193	0.592323394646	0.0855039199205	0.566105418834	0.562830628761	0.0530999363884	-0.153554999598	-154.602028819	0.372449408582	0.353416866408	0.126777078954	0.347943866019	0.346255872722	0.0520935276384	-0.109547388726	-300.0
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.195086279355	0.157402555123	0.104443662217	0.125438561062	0.101184949691	0.0881959893009	-0.0889392643376	-39.2195825728	0.622118172143	0.632708369008	0.0997918622084	0.606893225833	0.614220466932	0.0418012894645	-0.105845751534	-12.2173928111	0.41621601484	0.416232870273	0.0649412770571	0.421868441459	0.420673391215	0.0922513895163	0.00843593251254	-4.26759180342	0.294682557921	0.293351662358	0.0297595396929	0.287666124485	0.287694619589	0.0115555971324	-0.197206771325	-300.0
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.204317269201	0.170076165951	0.100636383351	0.126851029806	0.109243641211	0.0639982577387	-0.0885734141432	-57.2923982802	0.636999949468	0.648824764844	0.0415944080477	0.641532990972	0.656058526303	0.100411783403	0.00636441929816	-11.4107153572	0.440554817917	0.439727394245	0.059408851273	0.432815088889	0.432152936418	0.0371312760779	-0.0823552068522	-21.5946272651	0.334362751714	0.333217482337	0.0326940092036	0.327168877453	0.326899717768	0.0126969151157	-0.209753978042	-300.0
PAX4	-0.0037464452	5.1896305722	5.185884127	0.139328856388	0.119722295011	0.0689139057105	0.0894279524984	0.0812586954817	0.0490609718297	-0.0906444979758	-226.274058841	0.659200582944	0.665102773718	0.0357256579689	0.661511410716	0.669653581271	0.0841372535174	0.0109369848725	-31.4488642367	0.471690504531	0.466301778822	0.0604415182715	0.4596014296	0.457032803715	0.0345186520066	-0.0788060019176	-76.6186419218	0.417424014758	0.379067540587	0.26378744396	0.470696514352	0.455082965518	0.292307732067	0.13775457369	-39.7151978579
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.0844514414305	0.0768325508882	0.054850599229	0.126862068838	0.112962159277	0.0682945458633	0.0445753461126	101.304367415	0.687600836531	0.691293436351	0.0597920125085	0.672773491329	0.677761428096	0.0310470072123	-0.0335349434132	38.8250830469	0.406755054703	0.406145101854	0.0445059007523	0.42893666579	0.424200432476	0.0827919277225	0.11963667798	110.569031074	0.260206923798	0.260116252427	0.0116230943737	0.265254519016	0.264947170351	0.0340818505685	0.09574276847	300.0
SOX3	0.0110805013	6.2065415833	6.2176220847	0.153382734412	0.133867481036	0.0782730556651	0.238522451723	0.197925501185	0.114304200675	0.0945636927657	105.822593308	0.655902428155	0.662132263659	0.0930480889812	0.644726489514	0.659091672763	0.0374620365147	-0.0297346759116	14.8698564759	0.385293240833	0.38640965484	0.0324095919523	0.387465331985	0.38815706417	0.0495555452358	0.00998031777558	15.9257756437	0.335507907156	0.335445852591	0.010595121133	0.341985129759	0.341823087957	0.0264360953355	0.245479302205	300.0
ZNF263	0.013611772	6.7028140111	6.7164257831	0.0698827868579	0.0603053875372	0.0397924653046	0.0466364911232	0.0409635757612	0.0279672710888	-0.0287953198881	300.0	0.677864752903	0.687356600322	0.0358804009536	0.754517606176	0.760861570783	0.0769743068926	0.318001433952	300.0	0.495103937387	0.494189690783	0.032699531809	0.508708164831	0.506573516341	0.0525935777381	0.126426111905	300.0	0.333345752364	0.333353914035	0.0151471165252	0.341228373449	0.339856814283	0.0408468175809	0.24275499793	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.13503042114	0.114200538718	0.0930590259304	0.211942236521	0.177279775851	0.108139259459	0.08737564788	62.258484141	0.629067031484	0.636974522497	0.0396146579332	0.639489320895	0.653798381947	0.0858610349947	0.0541895037428	19.6370011407	0.53752984765	0.536048836603	0.0361535870049	0.543273742862	0.542712054861	0.0606672196734	0.0355154403935	12.0173978019	0.274056663708	0.273885651036	0.0187890592157	0.280610152057	0.279511816026	0.0382625385205	0.154390005431	300.0
HLF	0.0461707656	3.1964068111	3.2425775767	0.0422704781488	0.0338780812323	0.0376376630806	0.0653738088496	0.0537513168289	0.0682574851883	0.0458472883048	43.8202489766	0.612400230891	0.620275258638	0.0961757900085	0.592438401665	0.599559755796	0.0473880914437	-0.00918752440444	8.23512874282	0.453798339609	0.442403484659	0.0594994721318	0.471717971253	0.449608375055	0.103140483293	0.0381043422844	6.21903757603	0.273624236483	0.273400110991	0.0192163171693	0.283223381041	0.278876989436	0.0605646721329	0.149817498407	300.0
