FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Protection_GM12878_protection_mean	Protection_GM12878_protection_median	Protection_GM12878_protection_std	Protection_K562_protection_mean	Protection_K562_protection_median	Protection_K562_protection_std	Protection_protection_ks_stat	Protection_protection_ks_pvalue	Protection_GM12878_tc_mean	Protection_GM12878_tc_median	Protection_GM12878_tc_std	Protection_K562_tc_mean	Protection_K562_tc_median	Protection_K562_tc_std	Protection_tc_ks_stat	Protection_tc_ks_pvalue	Protection_GM12878_fos_mean	Protection_GM12878_fos_median	Protection_GM12878_fos_std	Protection_K562_fos_mean	Protection_K562_fos_median	Protection_K562_fos_std	Protection_fos_ks_stat	Protection_fos_ks_pvalue	Protection_GM12878_flr_mean	Protection_GM12878_flr_median	Protection_GM12878_flr_std	Protection_K562_flr_mean	Protection_K562_flr_median	Protection_K562_flr_std	Protection_flr_ks_stat	Protection_flr_ks_pvalue
HNF4A	0.288795264	4.5631320111	4.8519272751	0.162820148642	0.149359900621	0.0355138864139	0.198209794262	0.178067254395	0.0574498799957	0.0637137135494	300.0	0.779880947845	0.791114602662	0.0271479367196	0.831791926226	0.83611431515	0.0441355865362	0.231382610545	300.0	0.275890431021	0.258032655091	0.0773198113311	0.333838258642	0.27935885447	0.181481664831	0.024332428959	3.4383901984	0.296032386533	0.294075700579	0.0234397631598	0.304232721715	0.301281594804	0.0496156350731	0.0829493414594	300.0
KLF4	0.2972105934	3.8627360944	4.1599466878	0.12944789107	0.111512197777	0.0559304982496	0.106776034662	0.0983679373043	0.0348092945213	-0.238825750672	254.767249877	0.809306007294	0.818416359549	0.0731295655478	0.751016832117	0.773385853202	0.0361424849402	-0.0409208926759	300.0	0.414825626216	0.385727480474	0.0946592327024	0.51285620302	0.477035540008	0.172420201938	0.0884207040563	33.0881030574	0.343104084705	0.334400704246	0.101371294727	0.337933514804	0.331894804756	0.0367212194715	-0.193700100991	300.0
MAFF	0.3007221317	5.7360744556	6.0367965873	0.131937632315	0.120440601076	0.0592935856682	0.195249292941	0.173940193089	0.0881132202561	0.0678173249745	300.0	0.772238251951	0.777923569577	0.0493140667241	0.766937814689	0.775530221948	0.0300769697196	-0.318713247767	62.3627859233	0.231901586692	0.219493765066	0.0690257742976	0.258718727056	0.236308042022	0.128020497089	0.0231314784506	3.4919565795	0.269554035701	0.268961692476	0.0172710317779	0.277536578051	0.27571967177	0.0491129491537	0.0416528190486	300.0
EGR1	0.3257248989	7.7385820111	8.0643069101	0.143713452713	0.127538544144	0.058490554425	0.114938117471	0.106549554896	0.0351609801769	-0.186432801668	300.0	0.756186025718	0.774285032057	0.0320290312835	0.825778985251	0.833996294068	0.0638234850767	0.171625829359	300.0	0.390046698459	0.365397105647	0.0819721371553	0.463628511431	0.414362964924	0.161111946939	0.038086279008	26.2805172698	0.344913813523	0.340780966155	0.0296201992194	0.358299812275	0.3488341875	0.084254226203	0.00866525398754	300.0
FOXA1	0.3421642349	5.6048126222	5.9469768571	0.112787802371	0.100846389481	0.0484535947102	0.164945159349	0.1445379576	0.074646881646	0.157236159302	300.0	0.777361379804	0.786549914823	0.049326333132	0.759665546795	0.76505297553	0.0309265511797	-0.0630397869958	300.0	0.291177245999	0.274430751901	0.0707241086198	0.317540779931	0.291874064469	0.144486387387	0.0127757352941	2.88487190099	0.324706036954	0.323207308257	0.0243071399171	0.335456691974	0.337182325677	0.0424077708605	0.04120086709	300.0
ZNF143	0.3452436317	6.0893881778	6.4346318095	0.150432993891	0.132636342489	0.0442688442228	0.195031516469	0.166976300882	0.0732502634271	0.0949190247818	262.430763559	0.778443493768	0.789338979697	0.028833283757	0.822969183331	0.826998252361	0.0471245562931	0.139174281948	300.0	0.391154922976	0.343096633907	0.217828466475	0.354131518207	0.318657229911	0.141557567428	-0.0198664081017	1.10808954354	0.336791922894	0.338596882928	0.0196046902349	0.351001148078	0.347961286459	0.0531321712687	0.155161624738	300.0
RUNX2	0.3618333603	4.6660095444	5.0278429048	0.205653838745	0.185383699193	0.0776584457492	0.169716837278	0.14960604481	0.0542503121896	-0.021456825998	300.0	0.789831221689	0.79427340782	0.0511322597751	0.771351994556	0.784153730645	0.0302873488233	-0.25890958123	219.770129125	0.483947478759	0.452185158694	0.115535519373	0.449119726126	0.442996922737	0.0597157295056	-0.0153681524468	3.78529856283	0.294234060387	0.291965866525	0.022418207312	0.300333192349	0.298840259576	0.0536464693653	0.0154834950093	300.0
HINFP	0.4358591397	7.2948900667	7.7307492063	0.153214732876	0.117509332408	0.0881519208825	0.207364285513	0.16055311484	0.119892956765	0.016606760781	45.2952919594	0.667545216475	0.678737448489	0.045082382746	0.715976953363	0.738536042178	0.0859790878672	0.0993426850229	170.082841086	0.36712735767	0.349498523237	0.105499590579	0.454802892387	0.379407204746	0.245143621636	0.0241379310345	0.619611131798	0.315651996384	0.311153988079	0.0384173690751	0.335522543306	0.321601202031	0.0848228183303	0.0893570807993	92.2833388461
NFE2L2	0.4420932307	8.0907506	8.5328438307	0.164134122802	0.14896851477	0.0536100642236	0.218982118258	0.196986081187	0.075180063582	0.0927402860976	300.0	0.702456109844	0.706543874644	0.03468766974	0.747191542736	0.759831098532	0.0605518568075	0.119227911568	300.0	0.202828755448	0.194475289134	0.0568964566051	0.248681374103	0.208685058574	0.151058322081	0.0192946058091	4.11468991319	0.285367667279	0.286277817679	0.0188382646342	0.292866105157	0.29384180389	0.0509251970278	0.00853875151	300.0
ELF5	0.4523526907	3.1523454944	3.6046981852	0.182749904331	0.160907777071	0.0762145655304	0.140862010697	0.126858580701	0.0497563087098	-0.0599479451562	222.799853031	0.776237769232	0.781339979486	0.0524599352417	0.767322128064	0.779996263422	0.0330981102911	-0.308525088627	83.0384420779	0.336380723777	0.285020509128	0.16834767007	0.287401437303	0.271304212866	0.0858467315511	-0.0349834983498	1.76933650935	0.292066036831	0.291681431927	0.0264215415632	0.30009451351	0.299041753212	0.0544492846395	0.015511736414	300.0
FOSL1	0.4532559783	6.1548197889	6.6080757672	0.128464835412	0.110486596721	0.0550310428385	0.196217966623	0.173787618204	0.0849296995558	0.109030244895	300.0	0.70750013629	0.711691869117	0.0330856423614	0.752569866192	0.76410754605	0.0582271214862	0.126374062823	300.0	0.166181702602	0.162284641029	0.057116811568	0.195988592533	0.174700970666	0.121291815793	0.0170716112532	3.91647396867	0.293547051112	0.295990990125	0.0147384228618	0.305282180068	0.306200914805	0.0431511732996	0.0819224699017	300.0
MYCN	0.4801307574	3.2576197611	3.7377505185	0.179127319208	0.16032816889	0.0589026953592	0.231938076002	0.202831337891	0.0875552559223	0.0855356656275	267.111177573	0.734235160162	0.756025106624	0.0750780318874	0.722816544506	0.732631519774	0.0401422296564	-0.0300555455086	300.0	0.466076480406	0.425150238368	0.110934052423	0.53507823678	0.479715660866	0.194684034997	0.04	2.02219274672	0.329342421976	0.325157129846	0.0675954988223	0.31725274813	0.316639744115	0.0281107402345	-0.0296993113796	300.0
GABPA	0.5028823016	7.8969734444	8.399855746	0.0906894201437	0.0784385012067	0.0355987958146	0.128953541153	0.111598088179	0.057626302663	0.0731019771482	300.0	0.717344240534	0.735655967994	0.0803585398649	0.71319569149	0.721338605952	0.0407382015349	-0.10457546465	300.0	0.49657203631	0.479038451544	0.0889907894067	0.555720629461	0.516043862248	0.16259582022	0.017570434444	6.15894153468	0.319245874675	0.312177970222	0.0939132279058	0.300433851755	0.297537917283	0.0362065014939	-0.0632377600299	300.0
FOXD1	0.5050155706	4.7789315722	5.2839471429	0.143676815282	0.136674310478	0.0564541861661	0.211614188054	0.191629360139	0.0949753156559	0.0742717040069	259.480146315	0.67471992348	0.680187883979	0.0341938639547	0.761430178446	0.772333052715	0.0592599717023	0.392824960139	300.0	0.457710513711	0.445499262548	0.111902871417	0.47991446286	0.478450192951	0.120580851256	0.00930640913082	1.18968541951	0.276206303463	0.274852311316	0.0219181897668	0.289878833277	0.289937977042	0.0441493700134	0.107619109265	300.0
RFX2	0.5546670519	5.6586416889	6.2133087407	0.162868108104	0.152725951289	0.0568222870691	0.23286760804	0.211268129055	0.0952143824398	0.0455773719717	300.0	0.764544029631	0.783474611801	0.0354892869605	0.812611775631	0.820459519939	0.0650741410534	0.00955569490547	300.0	0.314460497925	0.293810523132	0.102222099017	0.407160445181	0.341316254723	0.193360051959	0.0670771965465	6.4763171424	0.307549530367	0.308870074199	0.0366510612612	0.332647996817	0.320059460353	0.091653691717	0.15590180339	300.0
JUN	0.5849624926	6.7732512111	7.3582137037	0.191345031833	0.163455353929	0.095789535455	0.13510728377	0.117858745036	0.059443715829	-0.0445598421491	127.199011624	0.740866138487	0.763579231232	0.0747307333857	0.725972093818	0.733253236089	0.0405838991019	-0.0284760231866	300.0	0.29678146485	0.253340855683	0.115300680102	0.402374399572	0.302256341836	0.213907206842	0.0737602433049	4.80600256378	0.32433647851	0.32044376248	0.0348248550853	0.343695146447	0.33113691412	0.0880312807924	0.160174812502	300.0
RREB1	0.6168598915	7.6570760556	8.2739359471	0.148995104101	0.139880588321	0.0407268877956	0.215044136686	0.185427321676	0.0875802424733	0.198960168771	254.693687963	0.795398196574	0.800830982915	0.0499169813096	0.774969940715	0.787450356849	0.0342960549188	-0.206116501071	98.8430431354	0.346636595484	0.29465689599	0.179819973386	0.319242064716	0.275700728062	0.127845766344	-0.00874713060288	1.20286456552	0.254909172889	0.257152019239	0.0233361277722	0.273358970305	0.26707665558	0.0561767857211	0.191020598351	300.0
TBP	0.6500373048	7.5551221556	8.2051594603	0.147184407684	0.131738044609	0.0491447146128	0.199786340966	0.171205983551	0.0849228694095	0.0710154394259	122.655939408	0.769221037228	0.784938273855	0.0606223524215	0.754151380921	0.757839943453	0.0380706566447	-0.068759385292	224.804877875	0.406622988793	0.336678472776	0.243014235214	0.331558393313	0.275256263881	0.169592870572	-0.00600358422939	0.841221188407	0.284863359963	0.283708513861	0.0260533053912	0.30250297825	0.294666075745	0.0616144466965	0.218642079075	300.0
SREBF1	0.8101193132	6.9467773111	7.7568966243	0.233730829922	0.205261638481	0.0946751033358	0.181486269553	0.162284215516	0.059781373618	-0.029223714808	132.833544685	0.787557639431	0.793182061371	0.0574116866982	0.769660616598	0.785479611759	0.0342446958863	-0.261271444199	91.5665408169	0.304133307286	0.283398558218	0.0748807581891	0.3820725627	0.318516969676	0.177539498938	0.0746153846154	3.53512639508	0.31093490523	0.308109905653	0.0272320132817	0.323801954887	0.318445213201	0.0608511959959	0.163504749698	300.0
NR4A2	0.8436708815	5.0949779333	5.9386488148	0.144627000064	0.123719926678	0.0602050323877	0.113713530446	0.103060861466	0.0361808624763	-0.0883092950344	300.0	0.807907401312	0.8155080638	0.0623298658302	0.768681005805	0.787548833385	0.0313518597232	-0.0764127422601	300.0	0.315825164891	0.292516720165	0.0841724699667	0.395163453617	0.333543885814	0.176345245506	0.0775151196778	14.9135315187	0.323138522197	0.321073706219	0.0261499040987	0.338000860732	0.332194199407	0.0690715392862	0.139916883601	300.0
BRCA1	0.8474343958	6.8606145778	7.7080489735	0.136483288486	0.1010074481	0.0943679259508	0.0995370859058	0.0822731509397	0.056328194035	-0.0589169904232	79.4318506066	0.811887913963	0.816706882854	0.0518616092022	0.776702158405	0.789573408273	0.0313917872747	-0.0264131617868	300.0	0.375031014797	0.329845490949	0.192414792429	0.357596898048	0.325970152422	0.129735911752	-0.0608374384236	0.45072674689	0.322635944902	0.320150758718	0.0219951155916	0.338645135865	0.332225987238	0.053353868027	0.239617794536	300.0
FOXH1	0.8556538937	5.0779664556	5.9336203492	0.104683134632	0.085728735782	0.0569279873823	0.154624038892	0.122851161179	0.0866305866305	0.0394416838199	155.076756166	0.803875645786	0.808237907822	0.04941208553	0.784178753044	0.794872555668	0.0311369579734	-0.189351019609	154.024059898	0.346729528283	0.325233922434	0.183450859651	0.345291106833	0.30169060393	0.128324990954	-0.0198198198198	0.911303773719	0.316464496691	0.315139114201	0.0267815502526	0.33164967675	0.326898644285	0.0543977248891	0.208147664658	300.0
HLTF	0.9586222063	7.8587556667	8.817377873	0.15983028376	0.148151762198	0.0486376694592	0.225651653428	0.197850858983	0.0868740249521	0.149758363752	300.0	0.809508879855	0.816259748153	0.0552759284042	0.773995133756	0.788344859246	0.0297634757763	-0.0537107298703	300.0	0.37552133982	0.353921664589	0.0850423935981	0.44618099705	0.375905082265	0.181797113957	0.0225479744136	3.41059968169	0.27218610314	0.274275448106	0.0275555171482	0.290856833419	0.285526324157	0.0595195024975	0.18872415595	300.0
PBX1	1.1386414958	3.4336882556	4.5723297513	0.113823171782	0.100908020195	0.0537224547089	0.188442428559	0.15358809296	0.091390331453	0.217955845174	270.169156777	0.777102159693	0.789554864351	0.0524121612908	0.763848211667	0.76638883795	0.0337400631402	-0.0335828796304	300.0	0.352662663115	0.319556201792	0.171573440145	0.344257663132	0.308532058462	0.110067527878	-0.0375	0.608316149046	0.298302353186	0.301137261443	0.0215851710232	0.320210061429	0.315501896536	0.0454482427955	0.291228106571	300.0
E2F3	1.3172578153	6.6528475444	7.9701053598	0.155875607806	0.137760622655	0.0637346460328	0.118866042393	0.108972476796	0.0378620761872	-0.0516955390449	300.0	0.783578458936	0.7918836925	0.0671036646717	0.756626746403	0.773836715687	0.0336834183743	-0.171027870874	300.0	0.328477037451	0.30843147714	0.0815824560656	0.406455786393	0.351591428933	0.163589207807	0.0899739473905	16.4385620574	0.311060677171	0.307595155491	0.031099356744	0.332648857209	0.321810970772	0.0791720568983	0.19485304494	300.0
RUNX1	1.318027337	6.3660673667	7.6840947037	0.204925450081	0.187052888643	0.0776592959054	0.168453692767	0.15215515972	0.0562533520093	-0.059347202088	203.641675641	0.732005256212	0.73678240599	0.0311860509156	0.767925596792	0.78128279521	0.0549841100915	0.164135651057	300.0	0.399069956728	0.361023890417	0.152698589686	0.35699188421	0.351292295529	0.0591835949512	-0.0102050829163	3.31332882315	0.320942676146	0.318680894553	0.0201424550942	0.334058956156	0.332152584284	0.0480381771764	0.159446947773	300.0
MYB	1.3858840566	8.4442163667	9.8301004233	0.189378282573	0.156985495781	0.0860879664451	0.145853058339	0.130417164428	0.0568113484363	-0.0316035819702	136.56632754	0.772880128137	0.785702524643	0.0534309242752	0.759706130282	0.763964062087	0.0317664642694	-0.00411059026365	300.0	0.451761110485	0.429411273613	0.0744798746182	0.503250026731	0.467337257998	0.149146543697	0.0575886524823	3.64396471501	0.305958140021	0.303899792874	0.0205079551169	0.320833325809	0.317662914234	0.05464369971	0.194182140629	300.0
KLF5	1.4287571918	5.8322508611	7.2610080529	0.147965502309	0.130185431195	0.0565337420409	0.123658912906	0.115669041588	0.0350323936598	-0.184971092133	300.0	0.79424352087	0.803534858986	0.0724840222778	0.76107238746	0.783645514839	0.0356188615819	-0.171685434907	300.0	0.403804161087	0.37424045351	0.0895422240947	0.503899063837	0.45780865778	0.17027733296	0.0903815681769	40.6538033814	0.3431096227	0.334119928831	0.0944825160811	0.333844778544	0.328517040782	0.0342571795563	-0.087882949965	300.0
CEBPB	1.4420250175	5.8850346333	7.3270596508	0.256201020348	0.220041142235	0.0776230117101	0.335928881958	0.285012129845	0.124812862324	0.123990888025	168.324670778	0.745044606496	0.7478325686	0.0347400304043	0.772780638524	0.785493336938	0.0547580647596	0.0735158852233	300.0	0.273022903316	0.240480816302	0.131098186084	0.318505043175	0.266720655152	0.193269262102	0.0973457675753	2.68446045631	0.304048423228	0.301918654943	0.0151247848129	0.322584818486	0.316656434302	0.0536380266715	0.298975661283	300.0
E2F6	1.6574235566	5.1997788667	6.8572024233	0.152991823728	0.136808612415	0.0638646188779	0.116152996805	0.107910706633	0.0381744444962	-0.0710032408301	300.0	0.793900210745	0.801251276963	0.0617737178622	0.76844361243	0.785443900263	0.0321141387925	-0.162550921302	300.0	0.377560749067	0.359042144866	0.0692910637589	0.443098989661	0.398814744768	0.144683351467	0.132695827662	18.6227629332	0.314739416153	0.311547328488	0.0268711964686	0.335145568505	0.327367615639	0.0681269854033	0.257916473825	300.0
KLF1	1.6635713429	6.1962582444	7.8598295873	0.173341388923	0.162623296437	0.0595255524849	0.244378387731	0.222294320776	0.0967263647992	0.0995904841582	250.845298861	0.736825852787	0.741559785401	0.0362555341675	0.77509778698	0.788490445141	0.053661789131	0.168378627114	300.0	0.44626944802	0.423046580367	0.104996421836	0.491170910597	0.461685987232	0.132986519944	0.0688066382793	4.08005014667	0.312013686485	0.310651343285	0.0244458257144	0.331782201234	0.327172047336	0.0496832991916	0.285195795671	300.0
PAX6	1.6939205042	3.4967264111	5.1906469153	0.211247887692	0.174401608863	0.0959764050973	0.285105056813	0.241896793039	0.131292388669	0.0781064688702	85.2083143141	0.72644741196	0.730201977558	0.0317522894899	0.776582608443	0.789720638834	0.0550854342355	0.247586058011	300.0	0.531932757089	0.506675033327	0.152942000382	0.505290134241	0.498379579755	0.110832260208	-0.0452380952381	0.208050557478	0.270495716119	0.268480552437	0.0168675595761	0.285518947965	0.282458428755	0.0440085387896	0.194400238133	300.0
SOX5	2.1842229148	3.1839152333	5.3681381481	0.105689956634	0.0791998897302	0.0781305300468	0.0743168113336	0.057735748936	0.0496380091044	-0.0808071325808	60.7515704067	0.731726689814	0.736392553089	0.0300986477361	0.790005759676	0.7995075204	0.0487039559313	0.352367482594	300.0	0.188887832637	0.175053172488	0.0830740687893	0.202270390346	0.192459818469	0.161442916819	0.00714285714286	0.673678458868	0.302651264099	0.303221172152	0.0209931187631	0.319022503977	0.317823719734	0.0475152256935	0.194550076794	300.0
GATA2	2.8053180053	5.432595	8.2379130053	0.0995390266449	0.0813072210953	0.0580750632226	0.146564684134	0.126978692938	0.0937115666402	0.0241838365146	143.590295227	0.729927171206	0.731966800252	0.0313597940739	0.762411252244	0.776562532705	0.0596255558456	0.152456751331	300.0	0.26147432058	0.237156264314	0.0962827341199	0.312625880962	0.268726543122	0.162247835835	0.106713470821	4.87097786238	0.306975668193	0.305628493815	0.0170294408094	0.329874769634	0.328198582498	0.0561253538987	0.260288124811	300.0
NFIL3	2.9961961857	3.4692606556	6.4654568413	0.106856414236	0.0912562682081	0.0563289722166	0.156317781214	0.130426906908	0.0862174628536	0.0807968148091	58.1740300107	0.713250488467	0.71893816182	0.0351196273004	0.78038391571	0.795987589512	0.0623078269196	0.392949209385	300.0	0.244058358502	0.19948564301	0.160038245682	0.314190242759	0.220251289891	0.259348208697	0.0272727272727	0.635438080114	0.262124530148	0.259730377565	0.0210480157885	0.289220122087	0.281333090539	0.0605092236649	0.344934633969	300.0
FOXP1	3.1047022392	4.1110663111	7.2157685503	0.112584152289	0.0956649030645	0.0496730865904	0.164222719397	0.136499493666	0.0791055355831	0.119953093722	300.0	0.816998817212	0.825029059672	0.0405779418208	0.812251012435	0.816223562699	0.0216772027603	-0.0407426953994	300.0	0.266569268884	0.253343339513	0.0658794903801	0.310679099209	0.283349635348	0.128923377498	0.106615963472	10.9140313605	0.375858430186	0.375635550976	0.021019951815	0.402435840328	0.403804184641	0.0465620666225	0.325088398834	300.0
MEIS1	3.3781919153	2.5587908889	5.9369828042	0.166358743433	0.146385500986	0.0562729301172	0.209511048828	0.178247662541	0.0879503114117	0.0917749502745	300.0	0.764529360546	0.769792877242	0.0286636976991	0.789977492034	0.804395410365	0.0546830517525	0.221671954596	300.0	0.286486149556	0.268087211396	0.0805081415472	0.349285522498	0.303064845149	0.183091519354	0.065943877551	8.01568327351	0.300655857813	0.298580317885	0.0190595721481	0.321120435473	0.321893184405	0.0533051346716	0.304262243632	300.0
BCL6	3.4875521122	3.0029773111	6.4905294233	0.204011006082	0.186136249364	0.0547166460846	0.257158709076	0.235767203302	0.0758225467497	0.233839465416	300.0	0.743863376757	0.747423879768	0.0317737636778	0.791614927279	0.803960230818	0.0514269866005	0.303351637536	300.0	0.404559629892	0.378138065224	0.113002619263	0.430818308103	0.407467348296	0.161071704073	0.076112014709	5.41760031199	0.321578717025	0.321385359581	0.019610501724	0.347534274448	0.348789583754	0.0481788880223	0.365383119889	300.0
GFI1B	3.7590489169	5.1557787444	8.9148276614	0.124258937399	0.108287105605	0.0575631011104	0.185229453816	0.15380462277	0.0954242694605	0.103021016385	201.783988018	0.738363838376	0.742970272116	0.0347923961267	0.789027969847	0.805656861906	0.0626614489596	0.330368043377	300.0	0.345247285793	0.317247967956	0.0863855936781	0.462611036831	0.385817926595	0.191185345581	0.226829268293	13.0563252884	0.291563834996	0.290072606721	0.027326968749	0.322804847313	0.317244790331	0.0638639484812	0.381338954641	300.0
MECOM	3.8933306132	2.5627071222	6.4560377354	0.166449070848	0.139369780679	0.0695733902111	0.234706571515	0.201688940454	0.113655558539	0.118015994779	157.739084465	0.696544496215	0.701054557197	0.0310966512102	0.784314779769	0.797734988544	0.0602114699933	0.51547176374	300.0	0.456462278702	0.437373811509	0.0883759126556	0.531519789213	0.502545398619	0.146032079088	0.292399267399	11.1178559871	0.291915148198	0.290159335591	0.021630129344	0.319623217471	0.317862729926	0.053800265415	0.357138441971	300.0
GATA1	4.1029498	5.2923967556	9.3953465556	0.0962074922433	0.0792035179604	0.0579496171799	0.14229610824	0.123049557785	0.0959320220663	0.0174283506579	108.079827088	0.720759760303	0.722633350691	0.0310052368579	0.771048155075	0.78548713518	0.0608200463347	0.325985512682	300.0	0.298418488233	0.287208504801	0.0752018242564	0.359830314156	0.33563957476	0.133989151636	0.168665648077	6.53816399932	0.286912323265	0.285650151355	0.0118611906455	0.31356551746	0.313162880577	0.0581392623832	0.320498077565	300.0
