"","FACTOR","EXPR_FOLDCHANGE","EXPR_H1hesc","EXPR_K562","Boyle_flr_ks_stat","Boyle_fos_ks_stat","Boyle_tc_ks_stat","Centipede_90_flr_ks_stat","Centipede_90_fos_ks_stat","Centipede_90_tc_ks_stat","Cuellar_90_flr_ks_stat","Cuellar_90_fos_ks_stat","Cuellar_90_tc_ks_stat","Dnase2Tf_flr_ks_stat","Dnase2Tf_fos_ks_stat","Dnase2Tf_tc_ks_stat","FLR_90_flr_ks_stat","FLR_90_fos_ks_stat","FLR_90_tc_ks_stat","FS_flr_ks_stat","FS_fos_ks_stat","FS_tc_ks_stat","HINTBCN_flr_ks_stat","HINTBCN_fos_ks_stat","HINTBCN_tc_ks_stat","HINTBC_flr_ks_stat","HINTBC_fos_ks_stat","HINTBC_tc_ks_stat","HINT_flr_ks_stat","HINT_fos_ks_stat","HINT_tc_ks_stat","Neph_flr_ks_stat","Neph_fos_ks_stat","Neph_tc_ks_stat","PIQ_90_flr_ks_stat","PIQ_90_fos_ks_stat","PIQ_90_tc_ks_stat","PWM_flr_ks_stat","PWM_fos_ks_stat","PWM_tc_ks_stat","TC_flr_ks_stat","TC_fos_ks_stat","TC_tc_ks_stat","Wellington_flr_ks_stat","Wellington_fos_ks_stat","Wellington_tc_ks_stat"
"59","HINFP",0.0912427619,7.6395064444,7.7307492063,-0.0425467333654,-0.00787839139908,0.0947210129306,0.0352259424836,-0.0636101242263,0.301247690528,0.00166707844914,-0.00278758204293,-0.103129876556,0.00391156462585,0.0414418265609,-0.121341265447,-0.00536297358127,0.0385486780715,0.0194041906359,-0.0417961044366,-0.675920822657,-0.0674390138282,0.00968935104587,0.0501358640926,0.115186309454,-0.0179673002485,0.0550284823936,0.0550284823936,0.00300146412884,-0.0925183432724,0.107553881959,0.00146007908116,-0.0845600576093,0.0281251805541,-0.0393405664365,-0.0234729493892,0.055371000096,0.189066339066,-0.0347291441247,-0.00399549939559,0.028354978355,0.105316091954,0.077762170734,0.0596600434221,-0.100121914691,0.000551734176838
"60","MYOG",0.0953743757,5.0492238889,5.1445982646,0.0141844109756,0.131716283149,0.0909673968186,0.0640845117325,0.134475409319,0.239841273835,0.134840218934,0.159994043641,0.205581483614,0.0401696496517,0.171093764326,0.396183167748,0.0110147551652,0.191673640937,0.36056485795,0.0321640738999,-0.00197091037269,0.161956973113,0.0786514450292,0.17797908423,0.0733803485288,0.167069871495,0.182724856415,0.182724856415,0.0343034321941,0.109645972414,0.065009768921,0.0236800876259,0.121712659694,0.0875865943583,0.0364031099761,0.155717837166,0.0773609529942,-0.0562894670371,-0.029423220353,0.105099223986,0.0789325429934,0.268481422444,-0.11232194108,0.0687081514308,0.0602321641354,0.101995025189
"61","NKX3-2",0.1025526878,5.7578586667,5.8604113545,-0.0605665363527,-0.0028941488337,-0.32858105245,0.00262578616352,0.0710223155872,0.254626684436,0.0355530821421,-0.00265269845277,0.133277594909,0.0479515559291,0.0322406148869,0.180566281939,0.0321062038757,0.0337657284295,0.0124853124346,-0.0269467876628,-0.00164744645799,0.147279728964,0.0168347814402,0.0353919530891,-0.330557943932,0.134461044573,0.036620888451,0.036620888451,0.0424607715037,0.0719773715724,0.179613216926,0.0383005445136,0.0865251350187,0.0891269914227,0.0619568819809,0.124623755499,0.126955248299,-0.0111238240529,0.138254057724,0.125829981407,-0.0382068420848,0.0256302521008,0.217959214252,0.00710697628506,0.0356843494294,0.0281027640866
"62","EBF1",0.114694918,3.7254591667,3.8401540847,-0.0526110042292,-0.0139375854538,0.0696654671971,-0.0118763780276,-0.0560311074393,0.261230090575,-0.00421537440935,-0.0406249829174,0.315119975308,0.025418704337,0.00528894296189,0.326984482035,0.0204342524072,0.0228565622263,0.263038768808,-0.0463459763688,-0.0100079849795,0.118826679935,0.0236703528173,0.0128051504295,-0.0372648207719,0.156931871111,0.0200458902788,0.0200458902788,0.0245023815608,-0.00282495872653,0.31430845505,0.022679268992,0.00440806510303,0.357686267353,0.00583451145284,-0.0106306736742,0.341447326172,0.00420859604667,0.145320224336,0.0663889715129,-0.0623477429575,-0.0740541233808,0.190621706356,-0.00177400642918,-0.0189651463119,0.374710177753
"63","HNF1B",0.1372934497,3.1828106667,3.3201041164,-0.0354860871904,-0.00563038130817,-0.311919768729,-0.0175129682795,0.204497449015,0.457998514765,0.0911336032389,-0.0139673744298,0.137840812056,0.0607648522614,0.0398454551048,0.116620544868,0.0390637382543,0.0680575274489,-0.0393969501817,-0.054060642762,-0.00177597716821,0.211321832421,0.0526394456807,0.0451516605665,-0.278274523536,0.252402542044,0.0579365505391,0.0579365505391,0.0538796376049,0.142169509547,0.278402137744,0.0485915870302,0.153626520511,0.235724043932,0.0694335399415,0.201300984529,0.254715721026,0.011980619586,0.147639755704,0.0890444256014,-0.0538425828866,0.140326340326,0.16765557163,-0.00900927066722,0.0926660357106,0.195222033776
"64","ESR1",0.1494903069,3.9774695556,4.1269598624,0.0714218755761,-0.040777519086,0.442224976607,0.0138351435067,0.249446864047,-0.254061420044,0.0213078402983,-0.0372618103845,-0.246861223368,0.168030098097,0.0775720229866,-0.0760431654579,0.150037517828,0.0970886643611,0.0810561743162,-0.0228163352749,-0.00159933000733,-0.262299196267,0.089967000577,0.0725905884012,0.44112712203,0.303358604848,0.0668665287583,0.0668665287583,0.163443359405,0.200194019324,0.106741927427,0.1578065036,0.213173771812,0.0290206608229,0.164961434829,0.174636174636,0.0655270007725,-0.0142719037247,0.10516840044,0.121172414575,-0.0263701994867,0.0385321100917,-0.33581800202,0.00356800063504,0.16081017172,-0.0404424498481
"65","NR2C2",0.1552944868,7.6477857778,7.8030802646,-0.00534677062108,-0.0195124098195,-0.00422591451044,0.0188173628904,-0.0171377806613,-0.0272755716097,0.016316457279,-0.0201322195028,0.312620349802,0.0701701949618,0.0399433187819,0.259011053052,0.0631327031144,0.0517379219163,0.229845796744,-0.0223070181053,-0.00924276311718,-0.0414860570602,0.0394367861126,0.0372884154848,-0.134184213792,0.17169922113,0.0436041122303,0.0436041122303,0.0685332545799,0.0098999188221,0.255634909636,0.0663011368271,0.0151101713023,0.307774951497,0.0527229555275,0.0443342776204,0.283714475345,0.0253354288219,0.015419398203,0.0249453562862,-0.0155906356079,-0.0254273487434,0.223167911216,0.0215432156299,-0.00487036007551,0.332605320213
"66","FOXC1",0.183250754,6.6542359444,6.8374866984,0.106357379249,-0.0269486878183,0.228801727836,0.022233352271,0.156211557532,-0.0747904294933,-0.0402559150169,-0.0164093653868,0.327220740484,0.0389198521535,-0.00429615602949,-0.187347535893,0.0178466921551,-0.00623671410557,-0.368382876066,-0.0886325545245,-0.191886276005,-0.230070976193,0.0312195444696,0.00061622035023,0.283794980198,0.193487568173,0.00162004662005,0.00162004662005,0.0347654238047,0.0917318912577,0.185443331846,0.0278707012205,0.111495351627,0.1101505918,0.0485628423675,0.0993393490171,0.141733620888,0.0191216584834,0.153097131451,0.144303421161,-0.0088323498805,0.242424242424,-0.0608004106732,0.00327302653769,0.0302528054285,0.043916437688
"67","NRF1",0.2133622169,6.468081,6.6814432169,0.0701816662394,-0.0437610683324,0.455257598909,0.0869102950545,0.196040672513,0.145321282735,0.0661134158525,-0.0512577677675,-0.345643620269,0.204422576539,0.0135284989183,-0.166257290483,0.18223469047,0.0202309375891,-0.341529626475,0.0425061365267,-0.00357673106399,0.0121114331323,0.17059389395,0.0121961359746,0.380966199413,0.344358579188,0.016823609163,0.016823609163,0.200332101196,0.191750813205,-0.0560373977374,0.194762398964,0.203016622818,-0.156913108416,0.180002890381,0.244350719703,-0.117986806777,0.0838990049135,0.10922972338,-0.0155014706505,0.0742115497857,0.00757020757021,-0.218579908256,0.0772106120607,0.148201217181,-0.226789126656
"68","HNF4A",0.2292460529,4.6226812222,4.8519272751,0.0131293951979,0.0109410620059,-0.131119498381,0.0229211013573,0.0473944153625,0.486602038376,0.0492832729324,-0.00367601246106,0.314884115009,0.0789527673805,0.116657235456,0.39019008371,0.0659759131089,0.107750650411,0.360812067863,-0.00526398903811,-0.0114439467463,0.231241712935,0.0742691073086,0.109192975398,-0.191277445486,0.202722213128,0.106000532769,0.106000532769,0.0754319034246,0.0773721671559,0.398932356489,0.0709427916642,0.0852816440565,0.413351343604,0.0544640102594,0.0874583531652,0.402842391052,-0.00816644511757,0.102417242246,0.11564099162,-0.0207405509078,0.022365855726,-0.00270242856588,0.031755025775,0.0521893060324,0.419680627892
"69","LHX3",0.2294760397,5.8396682778,6.0691443175,0.126229972969,0.00201910670006,0.295195049535,0.0478376122631,0.258733484736,0.386806323936,0.0237916414294,-0.00798114066846,0.0286887082646,0.144475031353,0.115017113253,0.0299745486471,0.129901376202,0.0881499770587,0.205178223106,-0.0100017085159,-0.00131580292682,0.110437045873,0.132027034523,0.108356765018,0.283328598721,0.287557088948,0.0994431581958,0.0994431581958,0.142343337437,0.17546662127,0.230916180601,0.137363107727,0.197158269386,0.283837647049,0.145214179927,0.197993447993,0.259336081015,0.132774202737,0.152890798577,0.130759323643,-0.00658221998722,-0.0181818181818,0.350249004043,0.0335607973233,0.138129648997,0.322779791493
"70","FOXL1",0.2431875291,6.5360874444,6.7792749735,0.144957693033,-0.0296283971681,0.450659295455,0.35,0.293692313784,0.146706635668,NA,-0.0333524561323,-0.214868419765,0.21706203686,0.126717886748,-0.105519533009,0.211233407561,0.0889449072742,-0.381367546295,0.17225433526,-0.000610869926786,-0.0495990084342,0.21284117412,0.115969384357,0.452374169778,0.242620967951,0.102018136243,0.102018136243,0.217236139324,0.234705792761,-0.0392011329179,0.216238262139,0.243901777119,-0.119225963243,0.210540627851,0.229559748428,-0.0866400749479,0.171781305115,0.14640604049,-0.0265897618586,0.0880725121842,-0.0541666666667,-0.136314055734,0.35,0.19895374698,-0.176456330772
"71","RUNX2",0.2524618492,4.7753810556,5.0278429048,0.130457261122,-0.00456896877685,0.0185570030478,0.0426525579974,0.109517864034,0.0150633994025,0.0278399693536,-0.0180204756952,-0.021742879391,0.103320674231,0.0931446270061,0.289327342303,0.0907821644662,0.0779499118128,0.0548659085047,0.0265737796859,-0.00495352010969,0.1776710787,0.10928705913,0.0855481253401,-0.172509883495,0.225684381772,0.0856245968166,0.0856245968166,0.0998860021998,0.123802536059,0.0891295162477,0.0960974460292,0.132458536115,0.134077681775,0.086411373865,0.182628168477,0.125820601328,-0.00930123678358,0.115314160359,-0.555417376672,0.0122142116439,-0.0583448771228,0.323923403618,0.0474234841798,0.0995487436534,0.109927536462
"72","FOXI1",0.2527243095,4.8473536111,5.1000779206,0.143828463661,-0.0188619000888,0.454521760219,0.0727546766702,0.186579174839,-0.070073307823,0.0236936098968,-0.0067646827876,-0.0803120347047,0.192817187798,0.0503696988896,-0.173860571867,0.183456151598,0.0235426285916,0.00963674676785,0.0272496945606,-0.00157542952733,-0.156653054324,0.144319937827,0.0424036052452,0.431982253256,0.303478674751,0.0329034398156,0.0329034398156,0.191586340341,0.189013284636,-0.0561819547625,0.189699471117,0.19276437138,-0.0155851023952,0.190646853532,0.171147122744,-0.0348160575144,0.114019581978,0.0965156246576,0.10164856858,0.0278391193105,-0.0278529980658,-0.272666600252,0.0832414682321,0.155833404108,-0.000516648188193
"73","FOXA2",0.2621107354,5.80296,6.0650707354,0.0966321015523,-0.0404738371729,0.413852141083,0.0198011503081,0.140626901603,0.0369023400884,-0.00622783367309,-0.0317919716504,-0.394471645774,0.166463143311,0.0683101703947,-0.19709077709,0.152483652251,0.0405264170124,-0.326997512495,-0.016186570995,-0.00116367444379,-0.0604716511799,0.128816057243,0.061529169702,0.419530645115,0.262990564552,0.0554264710515,0.0554264710515,0.165367060734,0.185792330028,-0.0199893895238,0.160025011211,0.189771649032,-0.105135354757,0.157465291006,0.17934660998,-0.0643073984302,-0.0226660482089,0.10459130768,-0.103093201417,0.0174191169602,0.0170906718852,-0.25507613257,-0.0014015420495,0.158994330965,-0.188250034395
"74","HSF1",0.2691316561,6.99869,7.2678216561,0.148833025181,0.0144027901102,0.349735900601,0.00175636265239,0.0472591704799,-0.186735791957,0.0156348213044,0.0178524555739,0.0564822862552,0.0521311447537,0.0369480906346,0.0558845884799,0.0367255834938,0.0274405019289,0.063304419292,-0.0170382163412,-0.00973487511442,-0.303966464088,0.0732304507068,0.0372616406596,0.364007027851,0.186511439558,0.0399152439148,0.0399152439148,0.0487663501107,0.0562631809466,-0.122556353978,0.0444594646648,0.0659683604673,-0.0830259238837,0.0223407290447,0.0927023366068,-0.0908308544664,-0.0304347826087,0.149994940339,0.12216490578,-0.0285156806792,0.00625,0.0320264462064,0.00553432446288,0.0349521475779,-0.109372075669
"75","E2F4",0.2733595026,8.0240553333,8.297414836,0.0516828277638,0.042980582787,-0.351407266506,0.0190491447193,-0.062051578332,0.334115554697,0.0160466914038,0.0578117475232,0.28912796986,0.0566721726173,0.0719097359157,0.354711949399,0.0442274517532,0.103306095855,0.288787692316,0.018406244434,-0.0989773712595,-0.197171571204,0.0486500671961,0.0831840726043,-0.430374018653,0.273401510559,0.0936785016567,0.0936785016567,0.0544838501293,-0.0336888724649,0.076831455143,0.05096449183,-0.0284592422676,0.184932746395,0.0143107365499,-0.0209180151852,0.142732048237,0.103105899441,-0.0928109026679,-0.492099659039,0.0193002657975,0.0321147168803,0.154478669436,0.0332785953155,-0.0491493673224,0.234411112299
"76","ZNF143",0.2803748095,6.154257,6.4346318095,0.187865650877,-0.00957084538854,0.446680063261,0.0481761197989,0.0702398220239,0.455821913383,0.00667483921726,-0.0166880185456,0.360591541972,0.133768657384,0.0389350545284,0.279517649363,0.107577285554,0.0265802305411,0.307517176193,0.00730748929682,-0.00462295081967,0.131618674622,0.0415733340853,0.035673014265,0.445492596129,0.245395948435,0.0337787339089,0.0337787339089,0.126875434176,0.117045275828,0.366188838654,0.119507692911,0.127197465434,0.381022460976,0.0961636611143,0.12449262978,0.376952653493,0.0854905437352,0.116458747782,0.0620308252772,0.0445074321507,0.0171717171717,0.299685080899,0.0402280506922,0.0748345397849,0.371676555214
"77","FOXP1",0.2832819392,6.9324866111,7.2157685503,0.126838037721,-0.0529477938442,0.451311331829,0.119144045245,0.155703114656,0.411084032324,0.0918506534635,-0.0489759255765,0.265660328114,0.121517607475,0.106370039869,0.0554668701116,0.111207747678,0.0843166491865,0.258446448567,0.0402628824341,-0.00216208129518,0.215480487089,0.0689300659066,0.101118269981,0.455036480541,0.279349458772,0.0962810526107,0.0962810526107,0.118877192373,0.166010336121,0.377426461821,0.115624928472,0.172616804846,0.359444574471,0.124699980705,0.289824680722,0.370065574863,-0.0164791142782,0.0976311798605,0.017836100756,-0.0118860090786,0.0517531241572,-0.254853451614,0.0881266857354,0.136724526483,0.338695183077
"78","FEV",0.287073381,6.4151153333,6.7021887143,0.139717071973,0.0467026659329,-0.266074507821,0.0357140636973,0.141159980925,0.0102983709102,0.0425555159527,0.0349666716382,-0.343718520054,0.173217584213,0.123983638433,-0.164286624244,0.152132878443,0.112708175577,0.048502903469,0.0172085333707,-0.00497898934344,-0.48561985847,0.128128497089,0.116791116612,-0.277998793156,0.318251571142,0.115979355153,0.115979355153,0.169908634078,0.174375296549,-0.0668950415404,0.162981098301,0.183297475747,-0.205733606491,0.138619129889,0.198393378773,-0.151281785441,-0.00885167464115,0.105595699652,-0.054208241667,0.0397466543857,0.00203977562468,-0.306977221655,0.0437799043062,0.139190336222,-0.293327688985
"79","TFAP2A",0.3036580992,3.46334025,3.7669983492,0.0683963119792,0.00384347464708,0.0784941723164,0.0576941842854,0.0571444727673,0.247206066148,0.0639518962892,-0.0173633842699,0.385337549829,0.136360494713,0.120849785434,0.38207889796,0.129936028696,0.0901130542338,0.291352466506,0.0290076037352,-0.00771838747281,0.209104201214,0.154922946228,0.109725775021,-0.0640282038525,0.319247626344,0.101107524384,0.101107524384,0.134784794498,0.0930504029879,0.368249315218,0.13260843494,0.0976319935024,0.402169539431,0.115220407703,0.0486931050023,0.38951813424,0.151071200396,0.0540032857055,0.101179878134,0.0110680881747,0.000868189704189,0.420746483634,0.0643717841297,0.0815814433021,0.41382001738
"80","FOXQ1",0.3141935317,6.1010293889,6.4152229206,0.158388367139,0.00049123276269,-0.203345859203,0.068500953178,0.142018088846,0.45977828123,0.016013986014,0.00446137234578,0.256915379388,0.214339428462,0.0574690382643,0.262884525834,0.194145214212,0.0253731019875,0.0629401724394,0.024261799122,-0.00145986674224,0.207426904994,0.230371405809,0.0477306977704,-0.280845694205,0.365656569475,0.0392864808115,0.0392864808115,0.211477571874,0.175111048561,0.410522525824,0.20525763763,0.181315070001,0.398673134502,0.201268276643,0.203614962315,0.404334198318,0.185167464115,0.0944195834467,0.125586109677,0.0869533086355,0.0573134328358,0.297702334424,0.0505306337498,0.137758239859,0.385839933769
"81","ELF5",0.3373030741,3.2673951111,3.6046981852,0.138179289027,0.0542776006473,-0.218722992837,0.017279908674,0.179356953177,0.21863215266,0.00732794490411,0.0421847554353,0.0475235415328,0.128390429224,0.148112266583,0.0219381580388,0.106329601623,0.136638703802,0.185092477097,0.00421819249794,-0.00321581506938,-0.108285734896,0.140046285631,0.141188082312,0.418596001843,0.334349134497,0.136179530119,0.136179530119,0.12389060089,0.203468175555,-0.0337613045374,0.117593170434,0.210232391641,0.00846463360558,0.0999751089971,0.245846595761,0.00170776815158,0.0113548797367,0.132018369279,0.0252371736399,0.0135799224552,-0.000551254984753,0.0656320194358,0.0195867610168,0.171642194841,-0.0125101333528
"82","ZNF263",0.3405215608,6.3759042222,6.7164257831,0.138372184302,0.0294694005823,0.389049964411,0.0164165359652,0.07340377729,0.340510086005,0.00655874157158,0.0111228812539,0.359298647058,0.12969063319,0.109240964291,0.333923717402,0.11803605573,0.0803438105631,0.269405152546,-0.0316346302714,-0.0111889230667,0.17388119341,0.109651211223,0.0981764528352,0.364342843417,0.28201884037,0.0857660008435,0.0857660008435,0.127532506218,0.104616187323,0.400771629436,0.123987859874,0.11227835567,0.402280573602,0.0999189875494,0.0892227241785,0.391662369652,0.0956225492755,0.0390312064639,-0.327205068613,-0.0131285230428,-0.0377860134949,0.311169228659,0.0242151366698,0.0811567303464,0.41429347752
"83","E2F3",0.3468039153,7.6233014444,7.9701053598,0.0742496629456,0.0227652262536,-0.0200076211943,0.0350613203362,-0.0167615577806,0.242657928411,0.0190130267357,0.0277986376796,0.19587212372,0.139909591795,0.0520306344674,0.289924890156,0.123531277481,0.0773383776124,0.224228624401,0.00528608257986,-0.0456030293098,-0.163648271271,0.0676660482622,0.0631248171246,0.00975521932054,0.319323051871,0.0693508688811,0.0693508688811,0.137157100495,0.0352355648432,-0.0348780470811,0.132055593355,0.0423302212608,0.0751113580503,0.0854228237965,0.0160664389941,0.0324414063935,0.106284120774,-0.0177144974611,-0.49380950701,0.00561247610295,0.00744138795854,0.164163695858,0.0493347215205,0.0100762920986,0.123392607227
"84","PAX4",0.3612699048,4.8246142222,5.185884127,0.207218782257,-0.0224705603875,-0.100802239435,0.193058350101,0.172359709912,0.346787164411,NA,-0.0386599980526,0.118472163224,0.242822812463,0.109988158677,0.147548877016,0.206295485783,0.082620421472,0.219977656323,0.234343434343,-0.00536341036267,0.0898436481507,0.2376958562,0.103602653036,-0.24565337863,0.274081836844,0.097272617411,0.097272617411,0.236274107481,0.180622295069,0.194943239742,0.226311865206,0.188918736231,0.205616540159,0.241820852592,0.191203034682,0.200228645538,0.173529411765,0.0831004353812,0.0375541243202,0.128602783226,-0.0623985336476,0.00522915723442,0.35,0.144676793218,0.206872646482
"85","ESRRA",0.3644815,7.2754227222,7.6399042222,0.043904642575,0.0227168040438,-0.312496469506,0.013134345271,0.0772146749127,-0.125178497704,0.0179563925956,0.000555801722871,-0.267047668478,0.0994309048188,0.107711174201,-0.270774258688,0.0873164892373,0.0872643373952,-0.250339078988,-0.0220542561722,-0.00305580932642,-0.219274885185,0.0730732384767,0.100226632071,-0.345410021345,0.304395641128,0.094678637284,0.094678637284,0.0970447284345,0.105812318259,-0.383752323687,0.0942967746169,0.11181678279,-0.3121187058,0.0768637273992,0.0545159822546,-0.338514689555,0.0328376076665,0.121474847249,0.135457386247,0.00638038738465,0.0247998169755,-0.380380812737,0.00995158055926,0.0894434539308,-0.274375856604
"86","T",0.3738660185,5.3688017222,5.7426677407,-0.0515625507355,-0.0090205396997,0.178913592715,0.0211572036083,0.100959805254,0.442573604426,-0.0127603336195,-0.0078660350336,0.0735313234355,0.0943776284278,0.0488387562571,-0.112617918721,0.0754863919785,0.0577096630061,-0.114635502346,-0.0302155183982,-0.00476446431565,0.103598488742,0.113224893918,0.0497307954361,-0.206394132321,0.329828221545,0.0553559820461,0.0553559820461,0.0897273084926,0.0605657238012,0.352176515344,0.0844277913777,0.0757058752678,0.310371907024,0.0871826052961,0.131158635625,0.328708104466,0.0148236373967,0.072446663238,0.142363235033,-0.0117083488864,0.0423363711682,0.269003767353,0.0164858988464,0.0243443121561,0.270459917807
"87","EN1",0.419525881,5.5023358333,5.9218617143,0.0066022587989,0.00969283913377,-0.0948993947562,0.03401302994,0.177824712591,0.398482220538,0.0229234833692,-0.00830122043511,0.170048271695,0.12697021801,0.0316083452506,0.156169453675,0.105241116367,0.0228702288195,0.0573675583416,0.0125498023666,-0.00480769586153,0.184106712402,0.150974761153,0.0283539835649,-0.0553695693069,0.281138545953,0.0277490933713,0.0277490933713,0.121650862092,0.148314081964,0.319662238096,0.114001588456,0.158871686606,0.27357234352,0.0994179250177,0.152287661231,0.292493228338,-0.0110758876317,0.131209576916,0.122899414502,0.0109448754815,0.0224025974026,0.302439616531,0.0389211496175,0.120875450975,0.235685272181
"88","FOXD1",0.4319428095,4.8520043333,5.2839471429,0.176094532038,-0.0338043743901,0.442325176311,0.082593711642,0.170355897723,0.277370295329,-0.00618933069195,-0.0369973055325,0.23467280171,0.224827379104,0.0423102236097,-0.0136757093451,0.212156148153,0.0161742309111,-0.259174472257,0.0323522223925,-0.000492623954332,0.0811736609545,0.226398261539,0.0315942521885,0.438573545964,0.395226379695,0.0266361775447,0.0266361775447,0.222210795525,0.178321325706,0.406170248761,0.219222627791,0.181938685638,0.392263343922,0.210287069935,0.197029367273,0.399357167146,0.117026578073,0.119122263794,0.0164925713335,0.121664529815,0.1302578019,0.355454825989,0.0662076973136,0.153514103145,0.374478522995
"89","HLTF",0.4444497063,8.3729281667,8.817377873,0.128132104131,-0.0162768845509,-0.325694354227,0.0267936684421,-0.000232578893063,-0.164895347896,-0.0088392074098,-0.0289540519521,0.302042917299,0.160581024753,0.0290916371288,0.391718279114,0.148863693629,0.0551316063433,0.24068751255,-0.0328391249382,-0.00507560994564,0.0559966175038,0.167899409379,0.03209729578,-0.382541610984,0.30961949887,0.044877978862,0.044877978862,0.158344205604,0.0461609633564,0.299344659961,0.155748013543,0.0526068557474,0.345788917438,0.129064766998,0.0369549150037,0.328249974434,0.123765089723,0.00096758588318,0.0426831241489,-0.0118837640888,-0.0184247211896,0.148958646099,0.0240226470676,0.027756834163,0.3685643654
"90","MAX",0.460274119,6.1784626111,6.6387367302,0.15157041077,-0.0429829597666,0.460890852711,0.0693167776004,0.267822170003,-0.0799121974839,0.0065980343303,-0.047526971843,-0.245221957465,0.252422295552,0.0839457877532,-0.218145106835,0.235858961744,0.0663366071704,-0.254602068716,0.0328653175166,-0.00223351439156,-0.0666865013611,0.227884127286,0.073290171893,0.346920670751,0.432174397668,0.0677675497723,0.0677675497723,0.249050421186,0.244583684841,0.141513229056,0.244332743114,0.253345719421,0.0673967609457,0.246179091535,0.254883462819,0.0999999125102,0.118878285636,0.146643685645,-0.0124289547217,0.0827502116516,-0.00651932337326,-0.148777853723,0.0594882693998,0.208237533546,0.0105448112841
"91","CDX2",0.4654728386,5.6034792778,6.0689521164,0.207234821235,-0.0290540415244,0.198082537721,0.0468642983937,0.162702790613,0.026110963098,-0.0150536146662,-0.0395853528926,-0.365846056766,0.221469034486,0.123690056677,0.0639373884061,0.203105699205,0.104882020643,0.153746568029,0.0108129208359,-0.00200243812848,0.0898949783525,0.237431886101,0.110903082232,0.371669790834,0.380476992358,0.109582672573,0.109582672573,0.218470781961,0.190879869283,-0.151052022824,0.211623771663,0.198566155223,-0.244465914173,0.21566961708,0.220927438731,-0.209383775322,0.0297518159806,0.0926211785056,0.0875257103839,0.082190232813,0.0516042780749,-0.13725256878,0.0242760208409,0.159888087933,-0.309976328757
"92","FOXO3",0.5266289947,5.4082502222,5.9348792169,0.17464266285,-0.0292060589573,0.434806823574,0.0491902293678,0.202794247318,0.140069621509,-0.00260385211591,-0.0577293460559,-0.298430283077,0.222136025624,0.106093042589,0.0346377627079,0.194561799124,0.0850026210459,0.146959449397,-0.0077451273112,-0.00140439779632,-0.124577737382,0.231338521255,0.0995582361174,0.442376324528,0.469543393908,0.0933999007898,0.0933999007898,0.217046187215,0.192800221227,-0.218278964569,0.209101249005,0.200322430331,-0.300806693635,0.206144518383,0.203348597596,-0.257492986308,0.0275750932958,0.115854348295,0.0282918042446,0.0623858694723,0.0118852021765,-0.11424340721,0.0390857232284,0.155635304277,-0.387409132216
"93","THAP1",0.5344718069,5.8000158333,6.3344876402,0.162181713422,0.0801040242539,0.340493930022,0.0607704175321,0.13205926984,0.188395954227,0.046849985166,0.0480845983479,0.220377158859,0.247858589371,0.154058526159,0.149345644605,0.226001974703,0.14012891876,0.230569228021,0.00884178774204,-0.00221496554716,-0.191033532747,0.214220033353,0.147760977884,0.043421148024,0.425134771429,0.143871043422,0.143871043422,0.244412482069,0.161109261431,0.194739822832,0.238139067866,0.166440017063,0.242954392099,0.215480941585,0.203562204046,0.229250082437,0.0910903968381,0.0910886046073,-0.289492391184,0.0410471910721,0.0137314763783,-0.328088073174,0.062909752364,0.135784230364,0.251166890665
"94","SREBF1",0.6178158188,7.1390808056,7.7568966243,0.184866604229,0.0620074548344,0.280600525637,0.0199546119517,0.125837654906,0.451454585586,0.0267471819646,0.0674177095315,0.0982178924756,0.229252388148,0.112382127648,0.355680531318,0.200989916666,0.0775347030865,0.327684793753,0.00203840865449,-0.0104310380811,0.0060826690377,0.218943526926,0.0987983077065,0.281236552863,0.330763008717,0.0922363904587,0.0922363904587,0.22420348627,0.148925578508,-0.000133798296607,0.216785648236,0.158040629578,0.0788645172964,0.15604861686,0.191373759056,0.0527971845445,0.16852095677,0.0500929697095,-0.0157237769318,0.068279777175,0.0582864290181,-0.0483442485381,0.0299389359426,0.111958721835,0.0816831733902
"95","GFI1",0.6229520794,4.7750645556,5.3980166349,0.199689971554,0.0755267086144,-0.288105598076,0.0904149931767,0.230485675853,-0.0933851978364,0.0829027398933,0.107674121222,-0.140708700557,0.285017832123,0.16574459222,-0.174877422141,0.252025798614,0.141651700323,-0.138936343441,0.0525842120685,-0.00151083542218,-0.392435726671,0.254531957778,0.158329251075,0.273360702978,0.499321853053,0.147520492143,0.147520492143,0.277836793155,0.238844967658,-0.340490587011,0.26818267947,0.24735807763,-0.329952528774,0.255910907492,0.217118563444,-0.334121912959,0.0725541244176,-0.0109622840356,0.0852408314113,0.105605721093,0.236936936937,-0.0669510463941,0.0921172999938,0.196279124885,-0.334835567696
"96","GATA4",0.633933381,5.2971232222,5.9310566032,0.196885290673,0.178677670588,0.382863410878,0.07899539974,0.268491800923,0.226371425407,0.0548796663019,0.182952538046,-0.308686888919,0.286695729136,0.292435880606,-0.284676549063,0.255502627148,0.332150594762,0.15371394254,0.104425598077,-0.000872283196443,-0.365398447598,0.287509215377,0.303909974459,0.399238340297,0.477103117595,0.316548145925,0.316548145925,0.283607551656,0.270467167875,-0.115522652722,0.274675950444,0.273600552829,-0.227061215503,0.268716625517,0.359636924002,-0.17787758926,0.106946182728,-0.0285091033733,-0.275900504301,0.159546174676,0.121137548892,-0.218024057003,0.0577300647296,0.237981217028,-0.272935045947
