"","FACTOR","EXPR_FOLDCHANGE","EXPR_GM12878","EXPR_K562","Boyle_flr_ks_stat","Boyle_fos_ks_stat","Boyle_tc_ks_stat","Centipede_90_flr_ks_stat","Centipede_90_fos_ks_stat","Centipede_90_tc_ks_stat","Cuellar_90_flr_ks_stat","Cuellar_90_fos_ks_stat","Cuellar_90_tc_ks_stat","Dnase2Tf_flr_ks_stat","Dnase2Tf_fos_ks_stat","Dnase2Tf_tc_ks_stat","FLR_90_flr_ks_stat","FLR_90_fos_ks_stat","FLR_90_tc_ks_stat","FS_flr_ks_stat","FS_fos_ks_stat","FS_tc_ks_stat","HINTBCN_flr_ks_stat","HINTBCN_fos_ks_stat","HINTBCN_tc_ks_stat","HINTBC_flr_ks_stat","HINTBC_fos_ks_stat","HINTBC_tc_ks_stat","HINT_flr_ks_stat","HINT_fos_ks_stat","HINT_tc_ks_stat","Neph_flr_ks_stat","Neph_fos_ks_stat","Neph_tc_ks_stat","PIQ_90_flr_ks_stat","PIQ_90_fos_ks_stat","PIQ_90_tc_ks_stat","PWM_flr_ks_stat","PWM_fos_ks_stat","PWM_tc_ks_stat","TC_flr_ks_stat","TC_fos_ks_stat","TC_tc_ks_stat","Wellington_flr_ks_stat","Wellington_fos_ks_stat","Wellington_tc_ks_stat"
"35","SRF",-0.368290577,8.5141720056,8.1458814286,-0.105916942487,0.00794292424047,-0.369701791055,-0.00132147877019,0.000876349907202,0.000876349907202,0.135365853659,-0.0672888896388,0.0726474366958,-0.0318839275314,0.0201296969647,-0.405946836181,-0.0186522772814,-0.000290967993521,-0.28378964944,0.0323992348636,-0.0807465645441,-0.246974468956,-0.0349341429987,-0.0243255004352,-0.407552954243,-0.0375702078559,-0.0263553291088,0.0499219577713,-0.0264059128358,-0.0228905061085,-0.255198372954,-0.0189390325309,0.0330194209978,-0.402850852242,-0.0168514120769,0.0126469566542,-0.233507747654,0.0298959265034,0.0567079970677,-0.250417817046,0.0555466440983,-0.00211769457,-0.00211769457,-0.0144197614397,-0.0462171899125,-0.146826200533
"36","NKX2-5",-0.3477572392,6.1980671333,5.8503098942,0.0301074954613,0.0481508647797,0.0570056247704,0.022679960858,0.0326410817659,0.0326410817659,0.194285714286,-0.0155897325718,-0.0252402091848,-0.0499779572239,0.0171530611809,0.0982146574464,-0.00513794783225,0.00232145779037,0.1466962985,-0.00846111290506,-0.107981596996,0.209544921087,-0.054467663934,-0.00351463470846,0.0973608060903,-0.0583137398072,-0.0283156473105,-0.0877402140434,-0.0435939178467,-0.0311391041765,0.212836422,-0.011082278788,0.0244002390838,0.0821531172203,-0.0488388899827,0.0585137778296,-0.0312155539498,0.0268756773442,0.0514868357159,0.237901398564,0.0533404689453,-0.0317728207108,-0.0317728207108,0.0088439595565,0.0803498906592,0.00315169590662
"37","SOX17",-0.315282727,6.6900928222,6.3748100952,0.0361057577426,0.0289466073489,0.187253953352,-0.0206970862288,0.0170128020455,0.0170128020455,-0.00387700534759,-0.0511936286619,0.0199379040268,-0.109041905862,-0.0246690046538,0.181808938856,-0.0381556169099,-0.0138530948013,-0.0786246447007,0.0416018275839,-0.0415008271293,0.136866781198,-0.11247827226,0.0288366743345,0.137866213499,-0.115145313571,-0.0291048344915,0.06167128912,-0.101969408713,-0.0318610478549,0.0928862012999,-0.063573523027,-0.0180096536613,0.207314213915,-0.00566444240485,0.00831550499206,-0.0900109818431,0.00277903436371,0.0391900370516,0.154435318556,0.0119875512237,0.0285126582278,0.0285126582278,-0.0199111715257,-0.0442119944212,0.196877307641
"38","REST",-0.3104942741,7.8934747556,7.5829804815,-0.0528463606903,0.0252059804663,0.0924161478805,0.0319089061093,0.0140923800893,0.0140923800893,0.0600892439674,0.00619080117616,0.0196911883917,-0.106854314736,0.0260058450743,-0.0675718038601,-0.0134498870915,-0.0283444608484,-0.159176329407,0.169736864425,-0.0286037213951,-0.0845380197549,-0.110819338765,-0.0349259366831,-0.115974740743,-0.114276916469,-0.0388859944517,-0.0103738309832,-0.0997327370036,-0.00945798188066,-0.239431231122,-0.0837460511569,0.0315170624205,0.0179225883979,0.093037300947,0.0481125768987,0.147760179254,0.0219623453993,0.0400921863875,-0.066642943964,0.029860759468,-0.0348616898582,-0.0348616898582,0.0251906121811,0.05,-0.1605854716
"39","RXRA",-0.3028018288,7.0916307389,6.7888289101,-0.0169117529812,0.036639537265,-0.337352204398,0.00704631385065,0.025938599407,0.025938599407,0.0854502809423,-0.0219165267077,0.0281831029563,-0.070639822552,-0.0326954835466,-0.382428282778,0.0229256795977,-0.0586346263693,-0.268007242178,0.00995055413901,-0.0632125730234,-0.182253053117,-0.0730420574026,0.00849920732781,-0.391747587895,-0.0747678427829,-0.0829889173006,-0.0778974964095,-0.0667353471013,-0.0286526194778,-0.258625387102,-0.0560432804494,-0.0292065284217,-0.356128609446,-0.0289348541409,-0.0104831358019,-0.305145482742,0.0312696376045,0.0305715566213,-0.195890436379,0.0218896421644,-0.0261468125489,-0.0261468125489,0.0171108907235,0.0697181550367,-0.206017141405
"40","USF1",-0.3023841979,7.3838312667,7.0814470688,-0.0426390688633,0.0615776452252,0.0531662340565,-0.0162678777249,0.0603153845989,0.0603153845989,0.124758004468,0.00120330423939,0.0319731897794,-0.130879091778,0.00286313598672,-0.0758126736896,-0.0371357926458,0.00949981138468,0.0605469479943,0.0607807446328,0.0262675828606,-0.0628209744062,-0.13586439648,-0.0539021448876,-0.126681572937,-0.13917668969,-0.0208055462026,-0.00546261936462,-0.122599121319,-0.00153753380733,-0.279451791814,-0.0655406551466,0.0106318240427,-0.0084727713627,0.016787193352,0.0780107555969,0.134777454206,-0.00611411771107,-0.0283122898128,-0.0523898752349,0.0340408358155,-0.0758102779787,-0.0758102779787,-0.0257406781301,0.0024101665206,-0.154504762687
"41","YY1",-0.2742424783,9.2492416,8.9749991217,-0.108235524664,0.0531346318599,-0.273963099726,0.0116686959988,0.0408230294592,0.0408230294592,0.15197620488,-0.00241377243628,0.00977960133127,-0.110577588402,0.0134874168358,-0.320168027784,-0.0251183809804,0.0179523215265,-0.1710894441,0.167857795133,0.00595855719507,-0.130098887005,-0.118498687394,-0.0111872146119,-0.341752719415,-0.121732058329,0.00111116644706,0.0716349047131,-0.10262427346,-0.0501246091875,-0.224881122508,-0.0826329335767,0.0271717417471,-0.300749370147,0.105751092678,0.0502199522475,-0.269938249202,0.0307249017881,0.0790872233147,-0.135801074551,-0.00175667995752,0.0431640147337,0.0431640147337,0.0290150224148,0.0582943896348,-0.117064302632
"42","RELA",-0.2724742439,8.8449193444,8.5724451005,-0.0370440598,0.0804559236504,-0.454387293121,0.0146010217285,0.0685726012883,0.0685726012883,0.00849358974359,-0.0249732871774,-0.0259879552954,-0.0912169723985,-0.0895703625453,-0.464128129024,-0.0457875971061,0.000318012143738,-0.357351062061,0.14430280462,0.0149142253014,-0.334389309893,-0.0960842316074,0.00603646929165,-0.466593649317,-0.0991861139943,-0.0173462047601,-0.0235985290844,-0.0837107082882,-0.0300176829342,-0.412625241196,-0.0474748334204,-0.0859097328183,-0.463485997055,0.0562523883079,-0.0513661153979,-0.427878822966,0.028009845462,0.0717583434142,-0.350184077153,0.0125473578778,0.0519608233429,0.0519608233429,-0.00747792227428,0.0493442041829,-0.330591298577
"43","NR2F1",-0.269684032,5.6412763389,5.3715923069,0.0178649650808,0.0330984878817,-0.145035852711,0.00359328421031,0.0212596702136,0.0212596702136,-0.0173076923077,-0.00103756503168,0.0128280252706,-0.132347400499,0.014006404511,-0.191813126078,-0.0256152927121,0.039632462805,-0.237548703018,0.0141987329603,-0.0435693751604,0.00565198965976,-0.134390222409,-0.0493498049415,-0.181890795772,-0.137130511008,0.0064142158347,-0.14773283079,-0.12617672295,-0.0172547332186,-0.0538727466014,-0.0895541997147,0.0236813810751,-0.186283038225,-0.0291554805993,0.0523776226054,-0.23057124515,0.0227374744354,0.0370499808544,0.000176396942991,0.0234600927127,-0.0932182964058,-0.0932182964058,0.00793761107538,0.00421233612723,-0.0674807080545
"44","SOX10",-0.2637979979,5.3629255111,5.0991275132,-0.0732843570332,0.0411350358217,0.103978312059,0.0126321989341,0.0278573889534,0.0278573889534,0.00694928064351,-0.0123152445678,-0.0168368693657,-0.151504435055,0.00076135688401,0.161168439942,-0.0331662958487,-0.0232435822848,0.00516635124971,-0.0620067432195,-0.00222675885221,0.242668609049,-0.154233029731,0.00723672527082,0.182790314293,-0.156383969643,-0.0412033971737,-0.0313416363018,-0.147409186938,-0.00744421270737,0.158206059667,-0.127559012686,0.00476970275194,0.139709825185,-0.114197029991,0.0264738265169,-0.215793053928,0.00926930089304,0.0559853193894,0.274181527577,0.0123672242461,0.00717739513552,0.00717739513552,-0.00681084332758,-0.0401217861976,0.167631803844
"45","NFYA",-0.2394532122,8.3065107889,8.0670575767,-0.119458939592,-0.0484006425128,-0.0680263398029,0.0495218233092,-0.0445728448248,-0.0445728448248,-0.103445065177,-0.0719843466662,-0.00532095887213,-0.0177828636555,-0.062505836044,-0.140008617467,-0.0292896174863,-0.089218137803,0.107452576546,0.154111465893,0.105995187105,0.080220962438,-0.0234933773321,-0.104482758621,-0.188457959173,-0.0267978150536,-0.1192460853,-0.453021955259,-0.00960143518844,0.0152652621302,-0.333314514079,0.000658930778493,-0.0539252004788,-0.0724000663246,0.106558961401,-0.0554301673898,-0.43519892936,0.0823831266487,0.036078331723,0.0836623536509,0.0450562196387,-0.00381311318239,-0.00381311318239,0.0389734634408,-0.100925925926,-0.281675955412
"46","FOXP2",-0.217106004,2.4335675278,2.2164615238,-0.0441678630918,0.0122225255993,-0.275970571086,0.0209793530609,0.00665358970501,0.00665358970501,0.118849380978,-0.0295271107363,0.0836713903471,-0.0924420164939,-0.0326998324801,-0.37049122619,0.00402130847796,0.0327307363407,-0.191511749599,-0.0631541972022,-0.0733673662759,-0.351546370113,-0.0950521660331,-0.0815918231953,-0.39209464763,-0.096112475866,-0.0120022953979,-0.0249872400046,-0.0879173923331,-0.0607674921515,-0.265854905383,-0.0608889520776,-0.0268863358571,-0.333127430841,-0.0972511288529,0.0190414988521,0.0360192711143,0.0626555917753,0.0459011066689,-0.343741321308,0.0218202465931,-0.14588391341,-0.14588391341,0.0316156463037,-0.0425583266291,-0.203070154554
"47","TCF7L1",-0.2158135534,8.4069930667,8.1911795132,0.0045874130677,0.0372208692882,0.067260060821,0.0436428292446,0.0274683420615,0.0274683420615,-0.0372386759582,-0.0195219893397,-0.0109574027413,-0.132797066338,-0.0229549178633,0.144617182606,-0.021733169377,0.00667764411122,0.125004015559,0.14011330176,0.0315532735236,0.311242098381,-0.13613755818,-0.00714285714286,0.156378509345,-0.138383844532,-0.00790816494245,0.0241073380631,-0.127781477326,-0.0417346692419,0.237532531657,-0.103620051012,-0.0183744553432,0.116667855877,0.0945239482697,0.0241618980758,-0.108295143153,0.0447742812576,0.0210269445706,0.287289947018,0.0323797746054,-0.0172003880644,-0.0172003880644,0.0298440691288,0.0959244264507,0.287288230333
"48","SP2",-0.1813165365,6.2019310444,6.0206145079,0.0333018524841,0.0312118500119,0.118742892687,-0.0239396069522,0.0216153674974,0.0216153674974,-0.0529772937905,-0.0150885372449,0.203237126232,-0.0798704971082,0.00258835685137,0.1429086813,-0.0179663555427,0.0631044927826,0.0695335924882,-0.00253391851852,-0.0778152612841,0.335057010429,-0.0844010084472,-0.162583182093,0.153193075743,-0.0867132540599,-0.00680503548006,-0.00435986270121,-0.0745316718771,-0.0540647023199,0.263500751041,-0.0552295386619,0.0122220584882,0.123286511769,-0.0527313302674,0.0356609432867,-0.0206088105682,-0.00340731198058,0.04738627061,0.331905845329,0.00245743407016,-0.00346619654651,-0.00346619654651,-0.0387943119868,-0.123980304069,0.266446349489
"49","INSM1",-0.1721305868,6.3427609889,6.1706304021,0.0103668207353,-0.0412080635788,-0.40701798354,0.0269917856036,-0.0574977829089,-0.0574977829089,0.00787904465995,-0.0103266864141,-0.00701459849754,-0.154165189004,-0.0630731975329,-0.459468285441,-0.0379900147846,-0.0519083663094,-0.246282446154,0.000232683255335,0.0743539821306,-0.2911351026,-0.15730055306,-0.0108593841471,-0.474594843709,-0.15969949528,-0.0579503523791,0.041976709458,-0.148824507689,-0.0146532459822,-0.427907595744,-0.12220408268,-0.0591723275757,-0.423374604355,-0.0803252946291,-0.0440130943,-0.44420175575,0.0349863896154,0.0527254896911,-0.299611112546,0.00828480443585,0.0440116354901,0.0440116354901,0.00886729652756,-0.00242290748899,-0.379488363054
"50","MAX",-0.1670527532,6.8057894833,6.6387367302,-0.0366798531836,0.0227414048349,0.0811249442503,0.0164217877116,0.00866902887853,0.00866902887853,0.00173880410308,-0.0428938439809,0.287919877266,-0.109294363142,-0.067601413521,-0.0471493306131,0.0283068053879,0.0378577431608,0.00869851554705,0.0782328268922,-0.119091340645,0.045170169363,-0.111149175703,-0.0879578246393,-0.0920329706838,-0.11246851875,-0.0226914822277,-0.0366292234075,-0.106451099859,-0.0402504899793,-0.120071150149,-0.0930205627446,-0.0612113080616,0.0204104744953,-0.00779801942936,-0.0762758814326,0.13564130803,0.0432134332147,0.0659190359209,0.0616012780344,0.0617718286615,-0.0741867619416,-0.0741867619416,-0.00748094566143,-0.0902064381431,-0.0727313315535
"51","MAFK",-0.1667808765,5.9367657389,5.7699848624,-0.0739860268396,-0.0312469003051,0.00112029105882,-0.0471029478862,-0.0379545328494,-0.0379545328494,-0.0676755447942,-0.106068184979,0.204338065959,-0.0911804406044,-0.00561687158192,-0.0184638305445,-0.0453056457056,-0.0915339282721,-0.00546518209589,0.101497705634,-0.0448394239525,0.199137105912,-0.0949539096853,-0.124250716706,0.00270108718347,-0.0978805194806,-0.141891557979,0.0585063059605,-0.0852914720637,-0.0107890095775,0.190962700189,-0.0657613968876,0.00411012428948,-0.015287593993,-0.00632038383373,-0.0074109443893,0.0145976868413,-0.0280747434899,-0.0139790108858,0.199213727844,-0.0111934194383,-0.018848773885,-0.018848773885,-0.0538713503826,-0.078022515908,0.255434135535
"52","PAX2",-0.1591111566,5.4571127333,5.2980015767,0.031183636471,0.0584516129032,0.107225387187,-0.00706111768486,0.0670901991926,0.0670901991926,0.182142857143,-0.00214116964013,-0.038921213827,-0.113733885912,0.0459629523559,0.154806592348,-0.0536065973747,-0.00122550737237,-0.0819508134823,0.00224722946116,0.105537046572,0.219786094515,-0.123825551831,-0.0620405576679,0.172922172121,-0.130334109395,-0.0229960407607,0.0502236265613,-0.1001113674,-0.0476060171712,0.0375245227132,-0.0823415556206,0.0638065527579,0.126665959733,-0.0271921787419,0.0406056866781,0.117979413276,-0.018079458091,0.0669958276449,0.244123654208,-0.0268938786421,0.0761774413327,0.0761774413327,-0.0082588185987,-0.0780952380952,-0.0482044444713
"53","ZNF354C",-0.1560589466,2.5165529889,2.3604940423,-0.0906863627635,-0.0439101459604,0.0943094650515,0.0342994960619,-0.0525758037208,-0.0525758037208,0.0772867452045,-0.0488683798857,0.163701820377,-0.128303468487,-0.0805461927033,0.07604634731,0.000658537059727,-0.0422657336024,0.188266606372,-0.0413133800877,-0.0833370707129,0.330896588465,-0.131903094471,-0.0491841857546,0.0954377399621,-0.133908411397,-0.0509068002543,0.0558640526804,-0.121239886605,-0.0526018224408,-0.0673033927589,-0.109024315234,-0.0762528544472,0.0806293982983,-0.0907151663619,-0.0566689605374,-0.0926435424262,0.0434847158461,0.013487611735,0.337897636178,0.0498504413192,-0.0628118576814,-0.0628118576814,0.0343974103893,0.091958041958,-0.115477784867
"54","CTCF",-0.1501554426,8.7064197389,8.5562642963,-0.0114449507525,-0.0540784625832,-0.237122655591,0.00210849174589,-0.0686709267457,-0.0686709267457,-0.0295830337886,-0.0339435690688,0.0362258484269,-0.175703584663,-0.0737697157501,-0.299799081666,-0.0127888130902,-0.0847725421728,-0.154400147877,-0.00751812598941,0.00840205027196,-0.0346537818501,-0.179075266631,-0.102476709839,-0.31391263114,-0.181096257883,-0.0904810571781,-0.340400304383,-0.169523685732,-0.0084590260193,-0.135034435068,-0.153487067366,-0.0658925716303,-0.263571478268,-0.0790067953706,-0.0533478358617,-0.262419986473,0.0283901147249,0.0391881052815,-0.0567421361887,-0.0210099378462,-0.0125269755526,-0.0125269755526,0.00503249612374,-0.0475403155382,-0.164150412891
"55","HNF1A",-0.1420992513,4.9258633889,4.7837641376,-0.163202056565,-0.00327694773552,-0.191448834723,-0.0531820466793,-0.00914094177483,-0.00914094177483,0.00949137148047,-0.0112113860926,0.050063434939,-0.177123034046,-0.00665169433598,-0.307758417563,-0.0217441428224,-0.00998969811543,-0.113271727318,-9.66264155816e-05,-0.119996781191,-0.26602057773,-0.18111686674,-0.110203648706,-0.335472778079,-0.182630175268,-0.0250146825927,-0.071194647769,-0.170943007842,-0.0090966066792,-0.250144658498,-0.168574983161,0.00422132390579,-0.268866936371,-0.0907757384647,-0.0489480077269,0.209618576603,-0.0259999742747,0.0573974174605,-0.251729461328,0.0507413344019,-0.182027688422,-0.182027688422,-0.0617031972241,0.0147249190939,-0.202117372935
"56","FEV",-0.1396182302,6.8418069444,6.7021887143,0.0199659537488,0.0236746822374,0.16601532189,-0.0317960369091,0.012771348248,0.012771348248,0.0370314842579,-0.00979500171479,0.00529700401883,-0.190804963877,-0.0226269607601,0.0462834946834,-0.0222973661497,-0.00190510350571,0.0160703918668,0.0243581852811,-0.0617476461528,0.00637277152462,-0.19533871082,-0.0556366980418,-0.00380634004769,-0.197707481419,-0.013900024214,0.000117407815773,-0.181730419386,-0.0450870553557,0.176851720823,-0.165847421354,-0.0107344693281,0.114029209795,-0.06746741289,0.00110230784693,0.0563248454799,0.00144889160636,0.0725493250659,0.0174309082631,-0.0220349277489,-0.10835446191,-0.10835446191,-0.0381982793804,0.0812916812917,0.187088657476
"57","FOXL1",-0.1054099931,6.8846849667,6.7792749735,0.0337796197578,-0.0675191241385,0.129165365202,-0.192857142857,-0.0753758488639,-0.0753758488639,-0.091842000794,-0.0749697370678,0.139251993413,0.0410270534672,-0.0992014815447,0.00463130070547,-0.262047930283,0.0231259226179,-0.181754332081,-0.0234879794212,-0.139972990237,0.172189630793,0.0438568180237,-0.0733752620545,-0.0347867522757,0.0449742876877,-0.0285005599465,-0.0904661826348,0.0365551826653,-0.0343225806452,-0.121757563433,0.033826392333,-0.0880699016791,0.0787825401422,0.0200732129639,-0.150371364338,0.0457484914005,-0.0870466321244,0.0413672027171,0.174617628038,0.202654333696,-0.0985915943265,-0.0985915943265,-0.35,-0.137448559671,-0.124939552067
"58","FOXF2",-0.1000125386,5.8514796444,5.7514671058,-0.057639763052,0.0130550568552,-0.256212149808,-0.0244491257133,0.00886448784595,0.00886448784595,-0.057430129516,-0.0521186872288,0.0163793999324,-0.158078003117,-0.0401869455535,-0.355261729801,-0.0338630371119,0.0238517229897,-0.237545591111,-0.115289448638,-0.0527104063018,-0.326430159354,-0.160595505757,-0.103559087768,-0.371147924229,-0.161527486974,-0.0134940603795,0.00817911176187,-0.154077535338,-0.0707868511081,-0.284285712474,-0.139888675554,-0.032548740307,-0.313575798126,-0.160205000078,0.0210537717177,0.0386572827047,0.00289973934839,0.0531601263601,-0.31648112794,-0.0201214125054,-0.141699195243,-0.141699195243,-0.0128038144815,-0.0562836228944,-0.210184605573
"59","FOXC1",-0.0984576794,6.9359443778,6.8374866984,0.0318235087308,0.0682406813407,-0.253837985589,0.0132496716766,0.0555186692368,0.0555186692368,-0.27962962963,-0.0626593673241,-0.0186044436793,-0.0785717709316,-0.00854030458344,-0.329485989591,-0.0955562328558,0.0494157891959,-0.0554830022972,-0.101957362871,-0.0832634342335,-0.0808999876366,-0.0873342831198,0.00217531421205,-0.36020612146,-0.0927893908258,-0.0156073082862,-0.318598404485,-0.0666760461678,-0.0380789022298,0.0362223205541,-0.103673358437,-0.00177031455092,-0.299469417352,-0.139174506932,-0.0486880108734,0.100028229951,-0.0869390661944,0.0298942214314,-0.0907640344326,-0.0311589655725,0.0728661780725,0.0728661780725,-0.0176307913822,-0.231578947368,0.0221120117485
"60","CDX2",-0.0860509947,6.1550031111,6.0689521164,0.00426498292984,-0.0347983340691,0.232446027881,0.0324821361293,-0.0484089835868,-0.0484089835868,0.0543293975174,-0.0633569106562,0.00985719984828,-0.110855185068,-0.0424567247389,0.158316081735,-0.0543101343101,0.0232314867579,-0.0690396056691,-0.130140598335,-0.103730767524,0.192252455694,-0.113869148485,-0.0790084895082,0.114246512127,-0.113999238141,-0.0117189033857,-0.18376375995,-0.106499013455,-0.0447262449284,-0.268366574726,-0.104830053457,-0.0316439552289,0.217246876351,-0.18024780459,0.000293635245696,-0.108569503851,0.033241772583,0.043680568778,0.202412843957,0.0312954395241,-0.114330457543,-0.114330457543,0.00800156409794,-0.00283018867925,-0.195968536493
"61","PPARG",-0.0787696799,2.7470595,2.6682898201,-0.0640421104777,0.0446446866189,-0.339754543919,0.014925074506,0.0311428257097,0.0311428257097,-0.0319345661451,-0.0832581145757,-0.00473583364615,-0.0799835430107,-0.0113425756841,-0.389121020013,0.0191654624025,-0.0645670944291,-0.307857284532,0.0429352706331,-0.0548510196172,-0.203340909711,-0.0848714381701,-0.0371621621622,-0.408563009069,-0.0869752246938,-0.0561093699686,-0.0246703550338,-0.0748886782478,-0.00907674328009,-0.259077289277,-0.0548371601815,-0.00694294543025,-0.362228326113,-0.0117904298015,-0.0288245825681,-0.33832179709,0.023771358281,0.0344580592471,-0.213057870056,0.0362704140945,-0.0401167663954,-0.0401167663954,0.00888676266548,0.014953909184,-0.173597225197
"62","GATA4",-0.075628319,6.0066849222,5.9310566032,-0.0201001457657,-0.179956239555,0.154982006033,-0.0249130975475,-0.172683035821,-0.172683035821,-0.0321428571429,-0.140997481118,0.00131556258624,-0.1302165857,-0.0733980780467,0.13520019568,-0.0469833591331,-0.175499927819,-0.240761750566,0.0412329210724,0.0307657606372,0.260093249718,-0.134773363667,-0.220119521912,0.140052433988,-0.136613775866,-0.20835964695,0.0639102070806,-0.122230756212,-0.136452352689,0.113704819752,-0.0688029191997,-0.0647753032853,0.137262509021,-0.0110759071724,-0.0479850723232,0.152114648309,-0.0619204713985,-0.0799453628621,0.268835465095,0.0315340200393,-0.0935688395578,-0.0935688395578,-0.00419222897308,-0.0270955165692,0.231918274005
"63","HOXA9",-0.0604689519,2.9673686556,2.9068997037,-0.0670758641681,0.0223205167727,0.182551166307,0.0193356710412,0.0118716821346,0.0118716821346,-0.0597744360902,-0.0682809221689,-0.0271779799615,-0.112048084431,-0.0287851281132,0.172835754343,0.0201620501884,-0.0163203055524,-0.271256057073,-0.0462569244509,-0.0545326832013,0.209585675737,-0.117445135363,-0.0911868649683,0.129259521036,-0.119724913249,-0.0391815269712,-0.00712031212714,-0.106367509883,0.00677179962894,-0.0892139061802,-0.0716334000662,-0.0221377326818,0.186922495262,-0.120402982813,0.0062551086491,0.175738575759,0.0339156578861,0.033759484102,0.230213478269,0.0455146798727,-0.114480757224,-0.114480757224,0.036167514216,0.0136221991393,-0.447342807504
"64","ZBTB33",-0.0601326492,7.7412005222,7.681067873,0.0354817790966,-0.0274648574775,-0.108580469143,0.0659667289377,-0.0286159917597,-0.0286159917597,0.0194267515924,0.0475608008463,-0.0186979273651,-0.0451650940667,0.0121216097728,-0.0361320325163,-0.0588292520004,-0.046007405061,-0.22555092947,0.0615035765446,0.111876354444,0.0965841995954,-0.0525544634877,0.0264558547276,-0.0159783106069,-0.0571584986766,-0.0618369807656,0.0934107899487,-0.0330717292878,-0.0306875481996,0.0224544036885,-0.00486969472624,0.0253755420322,-0.0625218240004,0.0396173544182,0.0408497296882,-0.383889316591,0.0113619078014,0.0703700174336,0.0757194497081,-0.0305499019473,0.104411413579,0.104411413579,0.0470892257526,-0.204088050314,-0.0154853683376
"65","FOXQ1",-0.0558904127,6.4711133333,6.4152229206,-0.0513883567244,-0.00175614240558,-0.381344740021,-0.0637619959945,-0.0101788755076,-0.0101788755076,-0.0287380382775,0.00318720782638,-0.0044768428572,-0.193542622391,-0.0176026359838,-0.441674615581,-0.00288278885294,0.0358567951086,-0.454725174131,-0.0704359349175,-0.0764149101522,-0.382005676182,-0.195509891055,-0.107681213362,-0.471541171634,-0.197226105743,-0.0131811323475,-0.0488817649876,-0.187158521269,-0.0518656056587,-0.43584645522,-0.171120307502,-0.00921640983101,-0.418769539937,-0.136890333805,0.0161917686541,-0.257768842815,-0.0432334144572,0.0482583853675,-0.373675484635,-0.024603504254,-0.152131131189,-0.152131131189,-0.0521308196739,-0.24687570494,-0.397826773282
"66","ATOH1",-0.0433124675,4.6328258167,4.5895133492,-0.0534682127035,-0.00340412072731,0.167222685269,-0.0283816426181,-0.0126646335042,-0.0126646335042,0.0173228346457,-0.0843896659919,-0.0140302325688,-0.0983075881332,-0.104422787148,0.161025717856,-0.0754432735784,-0.0873039338827,0.121640400964,0.057075832122,-0.0452901037317,0.309472619966,-0.10180390216,-0.111100118718,0.155923488487,-0.103977864046,-0.125422536461,0.0346255888056,-0.0921450418913,-0.0290672024504,0.0297657818221,-0.0506172639979,-0.0948616350508,0.17002746078,-0.0256775543758,-0.0780280390771,0.0917514051407,-0.0183943977978,-0.0094042769116,0.311190162876,-0.0189117919691,0.0359940195563,0.0359940195563,-0.031140296272,-0.0513368983957,0.142862667243
"67","MYOG",-0.0219246632,5.1665229278,5.1445982646,-0.204248433969,-0.0566661159782,-0.0668187181201,-0.020680129145,-0.0576831263918,-0.0576831263918,0.141666666667,-0.0782262815502,-0.0332783152209,-0.0997804305564,-0.107552614044,-0.0969346681326,-0.0593040415717,-0.128453236121,-0.119747871984,0.0978100952227,0.116210957077,0.12930397555,-0.105837068305,-0.118676196395,-0.147528931351,-0.109547388726,-0.153554999598,-0.437671663416,-0.0918506572468,0.0150343815464,-0.291015172389,-0.0788456854115,-0.100473591741,-0.0269677295936,0.0253689753924,-0.103979666482,-0.416243808842,0.0254499796721,0.0203631764665,0.134890746615,0.00174062590248,0.0153765397109,0.0153765397109,-0.0158052426195,-0.133908839779,-0.236480838076
"68","NKX3-1",-0.0187725392,4.7804244333,4.7616518942,-0.113699168251,0.0533655616401,-0.108694039633,-0.0711604538882,0.0430201762547,0.0430201762547,-0.144540783558,-0.0479572838583,-0.00941956655028,-0.190181513567,-0.0321231895015,-0.203043322266,-0.156368431463,0.0303951137338,-0.560491806354,-0.255571958705,-0.181562922322,-0.173231740396,-0.193964074308,-0.0442043222004,-0.244649651794,-0.197206771325,0.00843593251254,-0.105845751534,-0.182129683099,0.00853889943074,-0.372230612477,-0.198674556584,-0.0179832171824,-0.159603480222,-0.290818605183,-0.191606778901,0.232939788099,-0.0773150588413,0.0208346582975,-0.167793388105,-0.0403914096074,-0.0663207560695,-0.0663207560695,-0.060220186546,-0.137198067633,0.0623104232611
"69","NKX3-2",-0.0082280677,5.8686394222,5.8604113545,-0.131944966525,-0.0075417199223,-0.25811314669,-0.0419089257325,-0.0155938818067,-0.0155938818067,-0.126570048309,-0.0380593876112,-0.0172507012991,-0.200020083457,-0.0556582432849,-0.364802479407,-0.0441808650066,-0.050865494017,-0.253910079467,0.1564879776,-0.0922133108183,-0.166213014465,-0.205554424071,-0.0683607316508,-0.395912685121,-0.209753978042,-0.0823552068522,0.00636441929816,-0.19226290269,-0.0219198891942,-0.378500302099,-0.181047499475,-0.0485381794803,-0.323237858103,0.0133289319345,-0.047341844692,-0.172603475597,-0.0448041220439,0.0488448763172,-0.163964199802,0.0485909252038,-0.0562548064599,-0.0562548064599,-0.0313311279143,0.00891330891331,-0.318621385291
